Projectnummer;Opdrachtnummer;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;BG Name;xPos;yPos
HASSELT - FH09;2418097;1;0;0;1;SDU;;Y;NA;2;4;Hollandsveldlaan3;;;;;BUILDING template;Hollandsveldlaan;3;;;218366,099;179099,073
HASSELT - FH09;2439876;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat22;;;;;BUILDING template;Spaarzaamheidstraat;22;;;217674,176;179717,618
HASSELT - FH09;327256;1;0;0;1;SDU;;Y;NA;2;4;Arnold van Loonlaan27;;;;;BUILDING template;Arnold van Loonlaan;27;;;218410,464;178778,575
HASSELT - FH09;4900298;2;0;0;2;MDU;;Y;NA;4;4;Volderslaan11;;verdeeld in 1 Unit 11 en 1 Unit 11A in CRAB en GM.;;;BUILDING template;Volderslaan;11;;;217120,72;179671,733
HASSELT - FH09;707472;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat24;;;;;BUILDING template;Spaarzaamheidstraat;24;;;217680,075;179717,135
HASSELT - FH09;21908;25;0;0;25;MDU;;Y;NA;4;4;Hollandsveldlaan17;;;;;BUILDING template;Hollandsveldlaan;17;;;218436,858;179014,267
HASSELT - FH09;2418099;1;0;0;1;SDU;;Y;NA;2;4;Hollandsveldlaan5;;;;;BUILDING template;Hollandsveldlaan;5;;;218371,483;179079,573
HASSELT - FH09;2439884;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat27;;;;;BUILDING template;Spaarzaamheidstraat;27;;;217679,767;179688,385
HASSELT - FH09;327258;1;0;0;1;SDU;;Y;NA;2;4;Arnold van Loonlaan35;;;;;BUILDING template;Arnold van Loonlaan;35;;;218359,977;178775,407
HASSELT - FH09;4900300;1;0;0;1;SDU;;Y;NA;2;4;Weverslaan5;;;;;BUILDING template;Weverslaan;5;;;217166,405;179586,099
HASSELT - FH09;707473;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat26;;;;;BUILDING template;Spaarzaamheidstraat;26;;;217684,242;179715,679
HASSELT - FH09;21918;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg210;;;;;BUILDING template;Sint-Truidersteenweg;210;;;217549,121;179291,368
HASSELT - FH09;2418103;1;0;0;1;SDU;;Y;NA;2;4;Hollandsveldlaan7;;;;;BUILDING template;Hollandsveldlaan;7;;;218386,321;179067,487
HASSELT - FH09;2439887;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat28;;;;;BUILDING template;Spaarzaamheidstraat;28;;;217689,399;179712,764
HASSELT - FH09;327264;1;0;0;1;SDU;;Y;NA;2;4;de Geloesplein5;;;;;BUILDING template;de Geloesplein;5;;;218423,588;178682,289
HASSELT - FH09;4900305;1;0;0;1;SDU;;Y;NA;2;4;Weverslaan11;;;;;BUILDING template;Weverslaan;11;;;217156,397;179549,497
HASSELT - FH09;707482;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg101;;;;;BUILDING template;Sint-Truidersteenweg;101;;;217746,247;179699,232
HASSELT - FH09;21928;6;0;0;6;MDU;;Y;NA;4;4;Pater Valentinuslaan3;;;;;BUILDING template;Pater Valentinuslaan;3;;;218465,686;178901,476
HASSELT - FH09;2418105;1;0;0;1;SDU;;Y;NA;2;4;Hollandsveldlaan8;;;;;BUILDING template;Hollandsveldlaan;8;;;218410,737;179111,263
HASSELT - FH09;2439890;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat29;;;;;BUILDING template;Spaarzaamheidstraat;29;;;217684,763;179687,114
HASSELT - FH09;327267;1;0;0;1;SDU;;Y;NA;2;4;de Geloesplein1;;;;;BUILDING template;de Geloesplein;1;;;218415,295;178713,837
HASSELT - FH09;4900314;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat15;;;;;BUILDING template;Helipoststraat;15;;;217203,138;179782,163
HASSELT - FH09;707486;8;0;0;8;MDU;;Y;NA;4;4;Sint-Truidersteenweg119;;;;;BUILDING template;Sint-Truidersteenweg;119;;;217702,968;179630,477
HASSELT - FH09;2406644;1;0;0;1;SDU;;Y;NA;2;4;Jules Klockplein5;;;;;BUILDING template;Jules Klockplein;5;;;217509,179;179508,293
HASSELT - FH09;2418107;1;0;0;1;SDU;;Y;NA;2;4;Hollandsveldlaan9;;;;;BUILDING template;Hollandsveldlaan;9;;;218388,121;179058,857
HASSELT - FH09;2439891;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat30;;;;;BUILDING template;Spaarzaamheidstraat;30;;;217693,498;179711,622
HASSELT - FH09;327268;1;0;0;1;SDU;;Y;NA;2;4;Van Caenegemlaan2;;;;;BUILDING template;Van Caenegemlaan;2;;;218285,903;179063,073
HASSELT - FH09;4900327;0;1;0;1;SDU;;Y;NA;2;4;Helipoststraat35;;;;;BUILDING template;Helipoststraat;35;;;217188,907;179723,704
HASSELT - FH09;707643;1;0;0;1;SDU;;Y;NA;2;4;Bloemenstraat50;;;;;BUILDING template;Bloemenstraat;50;;;217964,117;179744,712
HASSELT - FH09;2406647;1;0;0;1;SDU;;Y;NA;2;4;Jules Klockplein10;;;;;BUILDING template;Jules Klockplein;10;;;217481,902;179529,594
HASSELT - FH09;2418110;1;0;0;1;SDU;;Y;NA;2;4;Hollandsveldlaan12;;;;;BUILDING template;Hollandsveldlaan;12;;;218432,727;179081,518
HASSELT - FH09;2439892;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat31;;;;;BUILDING template;Spaarzaamheidstraat;31;;;217690,069;179683,494
HASSELT - FH09;327270;6;0;0;6;MDU;;Y;NA;4;4;Van Caenegemlaan21;;;;;BUILDING template;Van Caenegemlaan;21;;;218394,81;178998,885
HASSELT - FH09;4900339;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat43;;;;;BUILDING template;Helipoststraat;43;;;217188,243;179705,301
HASSELT - FH09;707644;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat24;;;;;BUILDING template;Kerkhofstraat;24;;;217835,069;179723,7
HASSELT - FH09;2406719;1;0;0;1;SDU;;Y;NA;2;4;L. v. Beethovenlaan5;;;;;BUILDING template;L. v. Beethovenlaan;5;;;217806,219;179264,623
HASSELT - FH09;2418112;1;0;0;1;SDU;;Y;NA;2;4;Hollandsveldlaan14;;;;;BUILDING template;Hollandsveldlaan;14;;;218450,125;179065,56
HASSELT - FH09;2439896;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat33;;;;;BUILDING template;Spaarzaamheidstraat;33;;;217696,219;179682,694
HASSELT - FH09;327274;1;0;0;1;SDU;;Y;NA;2;4;Prins-Bisschopssingel43;;;;;BUILDING template;Prins-Bisschopssingel;43;;;218283,392;178688,18
HASSELT - FH09;4900350;1;0;0;1;SDU;;Y;NA;2;4;Olmenstraat33;;;;;BUILDING template;Olmenstraat;33;;;217247,579;179829,297
HASSELT - FH09;707645;0;2;0;2;MDU;;Y;NA;4;4;Sint-Truidersteenweg38;;;;;BUILDING template;Sint-Truidersteenweg;38;;;217907,658;179898,574
HASSELT - FH09;2406721;1;0;0;1;SDU;;Y;NA;2;4;L. v. Beethovenlaan6;;;;;BUILDING template;L. v. Beethovenlaan;6;;;217834,388;179272,841
HASSELT - FH09;2418118;0;1;0;1;SDU;;Y;NA;2;4;Hollandsveldlaan32;;;;;BUILDING template;Hollandsveldlaan;32;;;218531,969;178950,157
HASSELT - FH09;2439901;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat34;;;;;BUILDING template;Spaarzaamheidstraat;34;;;217706,284;179706,858
HASSELT - FH09;327275;1;0;0;1;SDU;;Y;NA;2;4;Rode-Berglaan2;;;;;BUILDING template;Rode-Berglaan;2;;;218305,892;178831,2
HASSELT - FH09;4900364;1;0;0;1;SDU;;Y;NA;2;4;Volderslaan16;;;;;BUILDING template;Volderslaan;16;;;217105,556;179635,065
HASSELT - FH09;707647;5;0;0;5;MDU;;Y;NA;4;4;Sint-Truidersteenweg48;;;;;BUILDING template;Sint-Truidersteenweg;48;;;217884,587;179861,832
HASSELT - FH09;2406722;1;0;0;1;SDU;;Y;NA;2;4;L. v. Beethovenlaan7;;;;;BUILDING template;L. v. Beethovenlaan;7;;;217818,689;179247,755
HASSELT - FH09;2418120;1;0;0;1;SDU;;Y;NA;2;4;Hollandsveldlaan35;;;;;BUILDING template;Hollandsveldlaan;35;;;218519,195;178893,85
HASSELT - FH09;2439904;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat36;;;;;BUILDING template;Spaarzaamheidstraat;36;;;217711,755;179703,137
HASSELT - FH09;327278;1;0;0;1;SDU;;Y;NA;2;4;Rode-Berglaan9;;;;;BUILDING template;Rode-Berglaan;9;;;218260,444;178789,455
HASSELT - FH09;4900384;1;0;0;1;SDU;;Y;NA;2;4;Boerenkrijgsingel19;;;;;BUILDING template;Boerenkrijgsingel;19;;;217182,949;179217,514
HASSELT - FH09;707650;0;1;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg88;;;;;BUILDING template;Sint-Truidersteenweg;88;;;217803,599;179718,453
HASSELT - FH09;2406723;1;0;0;1;SDU;;Y;NA;2;4;L. v. Beethovenlaan8;;;;;BUILDING template;L. v. Beethovenlaan;8;;;217835,962;179265,62
HASSELT - FH09;2418121;1;0;0;1;SDU;;Y;NA;2;4;Hollandsveldlaan36;;;;;BUILDING template;Hollandsveldlaan;36;;;218561,675;178935,504
HASSELT - FH09;2439909;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat38;;;;;BUILDING template;Spaarzaamheidstraat;38;;;217717,577;179699,777
HASSELT - FH09;327279;1;0;0;1;SDU;;Y;NA;2;4;Rode-Berglaan17;;;;;BUILDING template;Rode-Berglaan;17;;;218251,502;178742,359
HASSELT - FH09;4900408;1;0;0;1;SDU;;Y;NA;2;4;Kruisherenlaan22;;;;;BUILDING template;Kruisherenlaan;22;;;217397,848;179364,154
HASSELT - FH09;707651;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg94;;;;;BUILDING template;Sint-Truidersteenweg;94;;;217792,73;179701,441
HASSELT - FH09;2406725;1;0;0;1;SDU;;Y;NA;2;4;L. v. Beethovenlaan9;;;;;BUILDING template;L. v. Beethovenlaan;9;;;217822,797;179241,612
HASSELT - FH09;2418122;7;0;0;7;MDU;;Y;NA;4;4;Hollandsveldlaan38;;;;;BUILDING template;Hollandsveldlaan;38;;;218574,96;178919,84
HASSELT - FH09;2443207;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg40;;1 Unit in CRAB en GM.;;;BUILDING template;Sint-Truidersteenweg;40;;;217908,778;179890,013
HASSELT - FH09;328554;0;1;0;1;SDU;;Y;NA;2;4;Luikersteenweg187;;;;;BUILDING template;Luikersteenweg;187;;;218674,463;179066,379
HASSELT - FH09;4900412;1;0;0;1;SDU;;Y;NA;2;4;Bakkerslaan3;;;;;BUILDING template;Bakkerslaan;3;;;217369,983;179590,624
HASSELT - FH09;707652;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg130;;;;;BUILDING template;Sint-Truidersteenweg;130;;;217733,54;179600,07
HASSELT - FH09;2406727;1;0;0;1;SDU;;Y;NA;2;4;L. v. Beethovenlaan10;;;;;BUILDING template;L. v. Beethovenlaan;10;;;217839,212;179259,42
HASSELT - FH09;2418124;1;0;0;1;SDU;;Y;NA;2;4;Hollandsveldlaan39;;;;;BUILDING template;Hollandsveldlaan;39;;;218534,432;178872,833
HASSELT - FH09;2443210;0;1;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg44;;;;;BUILDING template;Sint-Truidersteenweg;44;;;217899,232;179879,818
HASSELT - FH09;328555;0;1;0;1;SDU;;Y;NA;2;4;Luikersteenweg165;;;;;BUILDING template;Luikersteenweg;165;;;218566,148;179219,948
HASSELT - FH09;4900413;1;0;0;1;SDU;;Y;NA;2;4;Bakkerslaan19;;;;;BUILDING template;Bakkerslaan;19;;;217340,647;179561,235
HASSELT - FH09;707653;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg54;;;;;BUILDING template;Sint-Truidersteenweg;54;;;217880,975;179854,221
HASSELT - FH09;2406729;1;0;0;1;SDU;;Y;NA;2;4;L. v. Beethovenlaan11;;;;;BUILDING template;L. v. Beethovenlaan;11;;;217825,5;179235,099
HASSELT - FH09;2418126;1;0;0;1;SDU;;Y;NA;2;4;Hollandsveldlaan42;;;;;BUILDING template;Hollandsveldlaan;42;;;218583,982;178901,416
HASSELT - FH09;2443215;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg62;;;;;BUILDING template;Sint-Truidersteenweg;62;;;217873,515;179840
HASSELT - FH09;328561;0;1;0;1;SDU;;Y;NA;2;4;Luikersteenweg167;;;;;BUILDING template;Luikersteenweg;167;;;218587,013;179189,274
HASSELT - FH09;4900417;1;0;0;1;SDU;;Y;NA;2;4;Bakkerslaan33;;;;;BUILDING template;Bakkerslaan;33;;;217307,383;179529,367
HASSELT - FH09;707654;1;0;0;1;SDU;;Y;NA;2;4;Bloemenstraat55;;;;;BUILDING template;Bloemenstraat;55;;;217977,393;179706,686
HASSELT - FH09;2406730;1;0;0;1;SDU;;Y;NA;2;4;L. v. Beethovenlaan15;;;;;BUILDING template;L. v. Beethovenlaan;15;;;217831,729;179222,538
HASSELT - FH09;2418128;1;0;0;1;SDU;;Y;NA;2;4;Hollandsveldlaan44;;;;;BUILDING template;Hollandsveldlaan;44;;;218587,54;178894,887
HASSELT - FH09;2443242;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg86;;;;;BUILDING template;Sint-Truidersteenweg;86;;;217808,947;179724,499
HASSELT - FH09;328562;1;0;0;1;SDU;;Y;NA;2;4;Luikersteenweg171;;;;;BUILDING template;Luikersteenweg;171;;;218611,112;179160,119
HASSELT - FH09;4900425;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat362;;;;;BUILDING template;Boomkensstraat;362;;;217327,989;179103,122
HASSELT - FH09;707655;4;0;0;4;MDU;;Y;NA;4;4;Bloemenstraat39;;;;;BUILDING template;Bloemenstraat;39;;;217928,277;179733,357
HASSELT - FH09;2406732;1;0;0;1;SDU;;Y;NA;2;4;L. v. Beethovenlaan16;;;;;BUILDING template;L. v. Beethovenlaan;16;;;217866,192;179232,622
HASSELT - FH09;2418130;1;0;0;1;SDU;;Y;NA;2;4;Hollandsveldlaan46;;;;;BUILDING template;Hollandsveldlaan;46;;;218596,366;178880,931
HASSELT - FH09;2443256;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg97;;;;;BUILDING template;Sint-Truidersteenweg;97;;;217753,571;179711,901
HASSELT - FH09;328563;0;1;0;1;SDU;;Y;NA;2;4;Luikersteenweg179;;;;;BUILDING template;Luikersteenweg;179;;;218636,84;179115,031
HASSELT - FH09;4900427;1;0;0;1;SDU;;Y;NA;2;4;Huidevetterslaan16;;;;;BUILDING template;Huidevetterslaan;16;;;217284,332;179274,639
HASSELT - FH09;707656;1;0;0;1;SDU;;Y;NA;2;4;Bloemenstraat46;;;;;BUILDING template;Bloemenstraat;46;;;217940,835;179754,862
HASSELT - FH09;2406733;1;0;0;1;SDU;;Y;NA;2;4;L. v. Beethovenlaan17;;;;;BUILDING template;L. v. Beethovenlaan;17;;;217834,469;179216,868
HASSELT - FH09;2418705;2;0;0;2;MDU;;Y;NA;4;4;Sint-Hubertusplein32;;1 Unit in CRAB, 2 in GM.;;;BUILDING template;Sint-Hubertusplein;32;;;217368,125;179794,69
HASSELT - FH09;2443258;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg98;;;;;BUILDING template;Sint-Truidersteenweg;98;;;217786,804;179690,479
HASSELT - FH09;4900428;1;0;0;1;SDU;;Y;NA;2;4;Huidevetterslaan24;;;;;BUILDING template;Huidevetterslaan;24;;;217256,845;179298,589
HASSELT - FH09;707657;1;0;0;1;SDU;;Y;NA;2;4;Bloemenstraat7;;;;;BUILDING template;Bloemenstraat;7;;;217877,099;179782,866
HASSELT - FH09;2406735;1;0;0;1;SDU;;Y;NA;2;4;L. v. Beethovenlaan18;;;;;BUILDING template;L. v. Beethovenlaan;18;;;217873,909;179229,796
HASSELT - FH09;2418706;1;0;0;1;SDU;;Y;NA;2;4;Sint-Hubertusplein34;;;;;BUILDING template;Sint-Hubertusplein;34;;;217362,434;179797,412
HASSELT - FH09;2443260;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg99;;;;;BUILDING template;Sint-Truidersteenweg;99;;;217749,927;179705,854
HASSELT - FH09;3937175;5;0;0;5;MDU;;Y;NA;4;4;Jules Klockplein11;;2 Units in CRAB, aantal onduidelijk in GM.;;;BUILDING template;Jules Klockplein;11;;;217473,878;179526,673
HASSELT - FH09;4900430;1;0;0;1;SDU;;Y;NA;2;4;Brouwerslaan5;;;;;BUILDING template;Brouwerslaan;5;;;217236,884;179503,763
HASSELT - FH09;707658;1;0;0;1;SDU;;Y;NA;2;4;Bloemenstraat14;;;;;BUILDING template;Bloemenstraat;14;;;217888,991;179798,703
HASSELT - FH09;2406737;1;0;0;1;SDU;;Y;NA;2;4;L. v. Beethovenlaan19;;;;;BUILDING template;L. v. Beethovenlaan;19;;;217852,381;179201,261
HASSELT - FH09;2418707;1;0;0;1;SDU;;Y;NA;2;4;Sint-Hubertusplein40;;;;;BUILDING template;Sint-Hubertusplein;40;;;217344,881;179801,076
HASSELT - FH09;2443262;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg102;;;;;BUILDING template;Sint-Truidersteenweg;102;;;217780,824;179679,736
HASSELT - FH09;3937203;5;0;0;5;MDU;;Y;NA;4;4;Abelenstraat4;;;;;BUILDING template;Abelenstraat;4;;;217568,599;179776,922
HASSELT - FH09;4900446;1;0;0;1;SDU;;Y;NA;2;4;Brouwerslaan2;;;;;BUILDING template;Brouwerslaan;2;;;217245,78;179462,439
HASSELT - FH09;707659;1;0;0;1;SDU;;Y;NA;2;4;Bloemenstraat12;;;;;BUILDING template;Bloemenstraat;12;;;217885,443;179800,851
HASSELT - FH09;2406738;1;0;0;1;SDU;;Y;NA;2;4;L. v. Beethovenlaan20;;;;;BUILDING template;L. v. Beethovenlaan;20;;;217899,593;179227,682
HASSELT - FH09;2418711;0;1;0;1;SDU;;Y;NA;2;4;Sint-Hubertusplein42;;2 Units in CRAB en GM.;;;BUILDING template;Sint-Hubertusplein;42;;;217335,026;179801,409
HASSELT - FH09;2443266;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg103;;;;;BUILDING template;Sint-Truidersteenweg;103;;;217742,278;179692,504
HASSELT - FH09;3937206;4;0;0;4;MDU;;Y;NA;4;4;Abelenstraat8;;;;;BUILDING template;Abelenstraat;8;;;217547,697;179780,007
HASSELT - FH09;4900450;1;0;0;1;SDU;;Y;NA;2;4;Huidevetterslaan32;;;;;BUILDING template;Huidevetterslaan;32;;;217235,481;179311,075
HASSELT - FH09;707660;1;0;0;1;SDU;;Y;NA;2;4;Bloemenstraat9;;;;;BUILDING template;Bloemenstraat;9;;;217882,345;179773,379
HASSELT - FH09;2406739;1;0;0;1;SDU;;Y;NA;2;4;L. v. Beethovenlaan22;;;;;BUILDING template;L. v. Beethovenlaan;22;;;217899,077;179218,258
HASSELT - FH09;2418712;0;1;0;1;SDU;;Y;NA;2;4;Sint-Hubertusplein52;;;;;BUILDING template;Sint-Hubertusplein;52;;;217291,542;179815,769
HASSELT - FH09;2443268;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg104;;;;;BUILDING template;Sint-Truidersteenweg;104;;;217778,132;179674,142
HASSELT - FH09;3937226;4;0;0;4;MDU;;Y;NA;4;4;Bergstraat53;;3 Units in CRAB, aantal onduidelijk in GM.;;;BUILDING template;Bergstraat;53;;;218167,485;179173,26
HASSELT - FH09;4900482;1;0;0;1;SDU;;Y;NA;2;4;Boerenkrijgsingel59;;;;;BUILDING template;Boerenkrijgsingel;59;;;216971,994;179487,243
HASSELT - FH09;707661;0;1;0;1;SDU;;Y;NA;2;4;Kerkhofstraat2;;;;;BUILDING template;Kerkhofstraat;2;;;217853,32;179793,36
HASSELT - FH09;2406740;1;0;0;1;SDU;;Y;NA;2;4;L. v. Beethovenlaan25;;;;;BUILDING template;L. v. Beethovenlaan;25;;;217873,409;179201,305
HASSELT - FH09;2418714;1;0;0;1;SDU;;Y;NA;2;4;Sint-Hubertusstraat3;;;;;BUILDING template;Sint-Hubertusstraat;3;;;217485,418;179615,266
HASSELT - FH09;2443271;2;0;0;2;MDU;;Y;NA;4;4;Sint-Truidersteenweg106;;;;;BUILDING template;Sint-Truidersteenweg;106;;;217774,633;179669,84
HASSELT - FH09;3937234;4;0;0;4;MDU;;Y;NA;4;4;Bloemenstraat41;;;;;BUILDING template;Bloemenstraat;41;;;217937,075;179729,73
HASSELT - FH09;4900814;2;0;0;2;MDU;;Y;NA;4;4;Jules Klockplein1;;;;;BUILDING template;Jules Klockplein;1;;;217497,349;179486,195
HASSELT - FH09;707662;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat4;;;;;BUILDING template;Kerkhofstraat;4;;;217851,824;179784,983
HASSELT - FH09;2406763;1;0;0;1;SDU;;Y;NA;2;4;Wolfgang Amadeus Mozartlaan3;;;;;BUILDING template;Wolfgang Amadeus Mozartlaan;3;;;217887,694;179298,558
HASSELT - FH09;2418715;1;0;0;1;SDU;;Y;NA;2;4;Sint-Hubertusstraat4;;;;;BUILDING template;Sint-Hubertusstraat;4;;;217453,483;179618,238
HASSELT - FH09;2443273;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg108;;;;;BUILDING template;Sint-Truidersteenweg;108;;;217772,969;179663,479
HASSELT - FH09;3937253;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat150;;;;;BUILDING template;Boomkensstraat;150;;;217599,147;179682,984
HASSELT - FH09;4900835;1;0;0;1;SDU;;Y;NA;2;4;Jules Klockplein12;;;;;BUILDING template;Jules Klockplein;12;;;217466,436;179515,113
HASSELT - FH09;707663;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat26;;;;;BUILDING template;Kerkhofstraat;26;;;217832,975;179716,94
HASSELT - FH09;2406765;1;0;0;1;SDU;;Y;NA;2;4;Wolfgang Amadeus Mozartlaan4;;;;;BUILDING template;Wolfgang Amadeus Mozartlaan;4;;;217911,697;179311,656
HASSELT - FH09;2418716;1;0;0;1;SDU;;Y;NA;2;4;Sint-Hubertusstraat6;;;;;BUILDING template;Sint-Hubertusstraat;6;;;217456,624;179624,126
HASSELT - FH09;2443279;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg110;;;;;BUILDING template;Sint-Truidersteenweg;110;;;217767,84;179659,757
HASSELT - FH09;3937254;3;0;0;3;MDU;;Y;NA;4;4;Boomkensstraat158;;;;;BUILDING template;Boomkensstraat;158;;;217594,9;179660,524
HASSELT - FH09;4900839;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat147;;;;;BUILDING template;Boomkensstraat;147;;;217579,743;179701,891
HASSELT - FH09;707664;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat54;;;;;BUILDING template;Kerkhofstraat;54;;;217790,369;179598,891
HASSELT - FH09;2406766;1;0;0;1;SDU;;Y;NA;2;4;Wolfgang Amadeus Mozartlaan6;;;;;BUILDING template;Wolfgang Amadeus Mozartlaan;6;;;217918,252;179307,464
HASSELT - FH09;2418717;1;0;0;1;SDU;;Y;NA;2;4;Sint-Hubertusstraat8;;;;;BUILDING template;Sint-Hubertusstraat;8;;;217456,774;179630,027
HASSELT - FH09;2443281;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg112;;;;;BUILDING template;Sint-Truidersteenweg;112;;;217764,585;179654,586
HASSELT - FH09;3937255;8;0;0;8;MDU;;Y;NA;4;4;Boomkensstraat166;;;;;BUILDING template;Boomkensstraat;166;;;217590,257;179640,176
HASSELT - FH09;4900844;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat165;;;;;BUILDING template;Boomkensstraat;165;;;217564,699;179650,072
HASSELT - FH09;708093;2;0;0;2;MDU;;Y;NA;4;4;Eikenstraat21;;1 Unit in CRAB, 2 bellen in GM.;;;BUILDING template;Eikenstraat;21;;;217489,68;179763,638
HASSELT - FH09;2406767;1;0;0;1;SDU;;Y;NA;2;4;Wolfgang Amadeus Mozartlaan8;;;;;BUILDING template;Wolfgang Amadeus Mozartlaan;8;;;217924,38;179304,318
HASSELT - FH09;2418719;1;0;0;1;SDU;;Y;NA;2;4;Sint-Hubertusstraat10;;;;;BUILDING template;Sint-Hubertusstraat;10;;;217457,533;179635,997
HASSELT - FH09;2443283;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg113;;;;;BUILDING template;Sint-Truidersteenweg;113;;;217715,546;179647,051
HASSELT - FH09;3937256;5;0;0;5;MDU;;Y;NA;4;4;Boomkensstraat249;;;;;BUILDING template;Boomkensstraat;249;;;217436,097;179303,315
HASSELT - FH09;4900848;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat171;;;;;BUILDING template;Boomkensstraat;171;;;217561,277;179633,917
HASSELT - FH09;708095;1;0;0;1;SDU;;Y;NA;2;4;Eikenstraat9;;;;;BUILDING template;Eikenstraat;9;;;217528,583;179758,383
HASSELT - FH09;2406768;1;0;0;1;SDU;;Y;NA;2;4;Wolfgang Amadeus Mozartlaan9;;;;;BUILDING template;Wolfgang Amadeus Mozartlaan;9;;;217913,595;179282,063
HASSELT - FH09;2418721;1;0;0;1;SDU;;Y;NA;2;4;Sint-Hubertusstraat11;;;;;BUILDING template;Sint-Hubertusstraat;11;;;217487,415;179637,588
HASSELT - FH09;2443285;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg114;;;;;BUILDING template;Sint-Truidersteenweg;114;;;217761,415;179649,868
HASSELT - FH09;3937257;9;0;0;9;MDU;;Y;NA;4;4;Boomkensstraat255;;4 Units in CRAB, Onduidelijk in GM.;;;BUILDING template;Boomkensstraat;255;;;217417,655;179264,593
HASSELT - FH09;4900854;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat181;;;;;BUILDING template;Boomkensstraat;181;;;217555,718;179605,029
HASSELT - FH09;708099;1;0;0;1;SDU;;Y;NA;2;4;Sint-Hubertusstraat40;;;;;BUILDING template;Sint-Hubertusstraat;40;;;217461,453;179744,9
HASSELT - FH09;2406769;1;0;0;1;SDU;;Y;NA;2;4;Wolfgang Amadeus Mozartlaan10;;;;;BUILDING template;Wolfgang Amadeus Mozartlaan;10;;;217937,091;179298,789
HASSELT - FH09;2418722;1;0;0;1;SDU;;Y;NA;2;4;Sint-Hubertusstraat12;;;;;BUILDING template;Sint-Hubertusstraat;12;;;217455,671;179641,948
HASSELT - FH09;2443286;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg115;;;;;BUILDING template;Sint-Truidersteenweg;115;;;217710,242;179641,911
HASSELT - FH09;3937258;3;0;0;3;MDU;;Y;NA;4;4;Boomkensstraat277;;;;;BUILDING template;Boomkensstraat;277;;;217359,163;179192,177
HASSELT - FH09;4900856;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat185;;;;;BUILDING template;Boomkensstraat;185;;;217551,104;179594,313
HASSELT - FH09;708100;1;0;0;1;SDU;;Y;NA;2;4;Sint-Hubertusstraat52;;;;;BUILDING template;Sint-Hubertusstraat;52;;;217462,576;179790,614
