Projectnummer;Opdrachtnummer;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;BG Name;xPos;yPos
ANTWERPEN-WEST - FH07;6089004;6;0;0;6;MDU;D;Y;NA;3;12;;;;;BUILDING template;Korte Riddersstraat;15;3;;152060,415;211925,224
ANTWERPEN-WEST - FH07;6525998;1;0;0;1;SDU;;Y;NA;4;12;;;;;BUILDING template;Korte Riddersstraat;15;4;;152060,163;211945,699
ANTWERPEN-WEST - FH07;6525999;1;0;0;1;MDU;D;Y;NA;2;0;Dorpsgezicht;;;Huisnummer bestaat niet!;BUILDING template;Korte Riddersstraat;23;2;Korte Riddersstraat 23-25;152057,242;211899,62
ANTWERPEN-WEST - FH07;6526000;1;0;0;1;MDU;D;Y;NA;2;0;Dorpsgezicht;;;DG;BUILDING template;Korte Riddersstraat;23;4;Korte Riddersstraat 23-25;152034,949;211907,467
ANTWERPEN-WEST - FH07;6526001;1;0;0;1;MDU;D;Y;NA;2;0;Dorpsgezicht;;;DG;BUILDING template;Korte Riddersstraat;23;5;Korte Riddersstraat 23-25;152056,045;211883,581
ANTWERPEN-WEST - FH07;6526002;1;0;0;1;MDU;D;Y;NA;3;0;Dorpsgezicht;;;DG;BUILDING template;Korte Riddersstraat;23;6;Korte Riddersstraat 23-25;152057,635;211888,762
ANTWERPEN-WEST - FH07;48898;1;0;0;1;SDU;;Y;NA;4;0;;;;;BUILDING template;Augustijnenstraat;1;;;152004,363;211896,219
ANTWERPEN-WEST - FH07;2047284;1;0;0;1;SDU;;Y;NA;2;0;;;;Review Required;BUILDING template;Korte Riddersstraat;15;1;;152072,675;211933,882
ANTWERPEN-WEST - FH07;3928245;1;0;0;1;SDU;;Y;NA;2;0;;;;Review Required;BUILDING template;Korte Riddersstraat;17;1;;152048,099;211917,613
ANTWERPEN-WEST - FH07;6668071;1;0;0;1;MDU;D;Y;NA;2;0;;;;Review Required;BUILDING template;Korte Riddersstraat;23;3;Korte Riddersstraat 23-25;152043,64;211900,89
ANTWERPEN-WEST - FH07;4207021;5;0;0;5;MDU;D;Y;NA;3;0;Monument;;;Review Required;BUILDING template;Korte Riddersstraat;21;;Korte Riddersstraat 19-21;152019,816;211920,52
ANTWERPEN-WEST - FH07;2047277;6;0;0;6;MDU;D;Y;NA;3;0;;;;Review Required;BUILDING template;Korte Riddersstraat;11;;Korte Riddersstraat 11-13;152053,789;211968,718
ANTWERPEN-WEST - FH07;2047279;6;0;0;6;MDU;D;Y;NA;3;0;;;;Review Required;BUILDING template;Korte Riddersstraat;13;;Korte Riddersstraat 11-13;152047,848;211954,78
ANTWERPEN-WEST - FH07;2047285;1;0;0;1;SDU;;Y;NA;3;9;;;;;BUILDING template;Korte Riddersstraat;15;2;;152073;211937
ANTWERPEN-WEST - FH07;2047287;7;0;0;7;MDU;D;Y;NA;3;12;;;;;BUILDING template;Korte Riddersstraat;17;2;;152056,118;211915,303
ANTWERPEN-WEST - FH07;2047289;6;0;0;6;MDU;D;Y;NA;4;12;;;Y;;BUILDING template;Korte Riddersstraat;19;;Korte Riddersstraat 19-21;152027,786;211929,409
ANTWERPEN-WEST - FH07;3928247;0;1;0;1;MDU;D;Y;NA;3;0;Dorpsgezicht;;Y;DG;BUILDING template;Korte Riddersstraat;23;;Korte Riddersstraat 23-25;152014,095;211902,096
ANTWERPEN-WEST - FH07;2047293;1;0;0;1;MDU;D;Y;NA;3;9;;;Y;;BUILDING template;Korte Riddersstraat;25;;Korte Riddersstraat 23-25;152010,499;211908,273
ANTWERPEN-WEST - FH07;2047295;1;1;0;2;MDU;D;Y;NA;3;9;;;Y;;BUILDING template;Korte Riddersstraat;27;;;152006,433;211903,675
ANTWERPEN-WEST - FH07;4505580;1;0;0;1;SDU;;Y;NA;3;0;Beschermd Erfgoed;;Y;BE;BUILDING template;Korte Riddersstraat;31;;;152004,426;211897,356
