Projectnummer;Opdrachtnummer;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;BG Name
KNOKKE-HEIST - FH06;2757714;23;0;0;23;MDU;;Y;NA;4;4;;;;;BUILDING template;Zeedijk-Albertstrand;545;;
KNOKKE-HEIST - FH06;2765279;12;0;0;12;MDU;;Y;NA;4;4;;11 Units in CRAB, in GM ook.;;;BUILDING template;Paul Parmentierlaan;212;;
KNOKKE-HEIST - FH06;2757715;10;0;0;10;MDU;;Y;NA;4;4;;;;;BUILDING template;Zeedijk-Albertstrand;546;;
KNOKKE-HEIST - FH06;2765281;10;0;0;10;MDU;;Y;NA;4;4;;;;;BUILDING template;Paul Parmentierlaan;213;;
KNOKKE-HEIST - FH06;2757718;17;0;0;17;MDU;;Y;NA;4;4;;;;;BUILDING template;Zeedijk-Albertstrand;549;;
KNOKKE-HEIST - FH06;2765285;5;0;0;5;MDU;;Y;NA;4;4;;6 Units in CRAB, in GM ook.;;;BUILDING template;Paul Parmentierlaan;214;;
KNOKKE-HEIST - FH06;2757723;2;0;0;2;MDU;;Y;NA;4;4;;;;;BUILDING template;Zeedijk-Albertstrand;552;;
KNOKKE-HEIST - FH06;2765289;5;0;0;5;MDU;;Y;NA;4;4;;6 Units in CRAB, in GM ook.;;;BUILDING template;Paul Parmentierlaan;217;;
KNOKKE-HEIST - FH06;2757724;2;0;0;2;MDU;;Y;NA;4;4;;;;;BUILDING template;Zeedijk-Albertstrand;556;;
KNOKKE-HEIST - FH06;2765290;0;3;0;3;MDU;;Y;NA;4;4;;4 Units in CRAB, 3 in GM.;;;BUILDING template;Paul Parmentierlaan;218;;
KNOKKE-HEIST - FH06;2757725;9;0;0;9;MDU;;Y;NA;4;4;;;;;BUILDING template;Zeedijk-Albertstrand;557;;
KNOKKE-HEIST - FH06;2765291;6;0;0;6;MDU;;Y;NA;4;4;;;;;BUILDING template;Paul Parmentierlaan;219;;
KNOKKE-HEIST - FH06;2757730;16;0;0;16;MDU;;Y;NA;4;4;;;;;BUILDING template;Zeedijk-Albertstrand;562;;
KNOKKE-HEIST - FH06;2765292;6;0;0;6;MDU;;Y;NA;4;4;;;;;BUILDING template;Paul Parmentierlaan;220;;
KNOKKE-HEIST - FH06;2757732;2;0;0;2;MDU;;Y;NA;4;4;;;;;BUILDING template;Zeedijk-Albertstrand;563;;
KNOKKE-HEIST - FH06;2765293;19;0;0;19;MDU;;Y;NA;4;4;;18 Units in CRAB, in GM onduidelijk.;;;BUILDING template;Paul Parmentierlaan;221;;
KNOKKE-HEIST - FH06;2757733;18;0;0;18;MDU;;Y;NA;4;4;;;;;BUILDING template;Zeedijk-Albertstrand;564;;
KNOKKE-HEIST - FH06;2765294;5;0;0;5;MDU;;Y;NA;4;4;;;;;BUILDING template;Paul Parmentierlaan;222;;
KNOKKE-HEIST - FH06;2757737;10;0;0;10;MDU;;Y;NA;4;4;;;;;BUILDING template;Zeedijk-Albertstrand;566;;
KNOKKE-HEIST - FH06;2765295;3;0;0;3;MDU;;Y;NA;4;4;;2 Units in CRAB, in GM onduidelijk.;;;BUILDING template;Paul Parmentierlaan;223;;
KNOKKE-HEIST - FH06;2757741;9;0;0;9;MDU;;Y;NA;4;4;;;;;BUILDING template;Zeedijk-Albertstrand;570;;
KNOKKE-HEIST - FH06;2765296;6;0;0;6;MDU;;Y;NA;4;4;;5 Units in CRAB, in GM 6 Units.;;;BUILDING template;Paul Parmentierlaan;224;;
KNOKKE-HEIST - FH06;2757748;17;0;0;17;MDU;;Y;NA;4;4;;;;;BUILDING template;Zeedijk-Albertstrand;574;;
KNOKKE-HEIST - FH06;2765297;11;0;0;11;MDU;;Y;NA;4;4;;;;;BUILDING template;Paul Parmentierlaan;225;;
KNOKKE-HEIST - FH06;2757756;2;0;0;2;MDU;;Y;NA;4;4;;;;;BUILDING template;Zeedijk-Albertstrand;583;;
KNOKKE-HEIST - FH06;2765299;2;1;0;3;MDU;;Y;NA;4;4;;2 Units in CRAB, in GM ook.;;;BUILDING template;Paul Parmentierlaan;228;;
KNOKKE-HEIST - FH06;2757757;9;0;0;9;MDU;;Y;NA;4;4;;;;;BUILDING template;Zeedijk-Albertstrand;584;;
KNOKKE-HEIST - FH06;2765301;7;0;0;7;MDU;;Y;NA;4;4;Beschermd Erfgoed;6 units in CRAB, in GM ook.;;;BUILDING template;Paul Parmentierlaan;231;;
KNOKKE-HEIST - FH06;2757759;9;0;0;9;MDU;;Y;NA;4;4;;;;;BUILDING template;Zeedijk-Albertstrand;585;;
KNOKKE-HEIST - FH06;2765302;2;0;0;2;MDU;;Y;NA;4;4;;;;;BUILDING template;Paul Parmentierlaan;232;;
KNOKKE-HEIST - FH06;2757760;2;0;0;2;MDU;;Y;NA;4;4;;;;;BUILDING template;Zeedijk-Albertstrand;586;;
KNOKKE-HEIST - FH06;2765306;3;0;0;3;MDU;;Y;NA;4;4;;;;;BUILDING template;Paul Parmentierlaan;234;;
KNOKKE-HEIST - FH06;2757762;17;0;0;17;MDU;;Y;NA;4;4;;;;;BUILDING template;Zeedijk-Albertstrand;587;;
KNOKKE-HEIST - FH06;2765308;7;0;0;7;MDU;;Y;NA;4;4;;6 Units in CRAB, in GM ook.;;;BUILDING template;Paul Parmentierlaan;235;;
KNOKKE-HEIST - FH06;2757983;8;0;0;8;MDU;;Y;NA;4;4;;;;;BUILDING template;Bayauxlaan;32;;
KNOKKE-HEIST - FH06;2765310;79;0;0;79;MDU;;Y;NA;4;4;;10 Units in CRAB, aantal onduidelijk in GM.;;;BUILDING template;Paul Parmentierlaan;237;;
KNOKKE-HEIST - FH06;2758594;1;0;0;1;SDU;;Y;NA;1;4;;;;;BUILDING template;Canadasquare;9;;
