Projectnummer;Opdrachtnummer;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;adres;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;BG Name;xPos;yPos
KNOKKE-HEIST - FH10;295120;1;0;0;1;SDU;;Y;NA;2;4;Jozef Nellenslaan4;;;;;BUILDING template;Jozef Nellenslaan;4;;;73023,807;226473,244
KNOKKE-HEIST - FH10;2760492;1;0;0;1;SDU;;Y;NA;2;4;Van Hoenackerpad4;;;;;BUILDING template;Van Hoenackerpad;4;;;72665,465;226397,933
KNOKKE-HEIST - FH10;295121;1;0;0;1;SDU;;Y;NA;2;4;Jozef Nellenslaan3;;;;;BUILDING template;Jozef Nellenslaan;3;;;73007,303;226501,347
KNOKKE-HEIST - FH10;2760495;1;0;0;1;SDU;;Y;NA;2;4;Van Hoenackerpad12;;;;;BUILDING template;Van Hoenackerpad;12;;;72736,76;226266,79
KNOKKE-HEIST - FH10;295125;5;0;0;5;MDU;;Y;NA;4;4;Majoor Quaillestraat1;;;;;BUILDING template;Majoor Quaillestraat;1;;;73040,466;226694,208
KNOKKE-HEIST - FH10;2760612;1;0;0;1;SDU;;Y;NA;2;4;Irispad3;;;;;BUILDING template;Irispad;3;;;72596,352;226277,155
KNOKKE-HEIST - FH10;295145;1;0;0;1;SDU;;Y;NA;2;4;Jozef Nellenslaan5;;;;;BUILDING template;Jozef Nellenslaan;5;;;73021,78;226509,697
KNOKKE-HEIST - FH10;2760613;1;0;0;1;SDU;;Y;NA;2;4;Irispad8;;;;;BUILDING template;Irispad;8;;;72610,575;226305,075
KNOKKE-HEIST - FH10;295374;1;0;0;1;SDU;;Y;NA;2;4;Van Hoenackerpad9;;;;;BUILDING template;Van Hoenackerpad;9;;;72762,02;226281,96
KNOKKE-HEIST - FH10;2761353;4;0;0;4;MDU;;Y;NA;4;4;Klaprozenpad1;;;;;BUILDING template;Klaprozenpad;1;;;72988,494;226661,269
KNOKKE-HEIST - FH10;295397;5;0;0;5;MDU;;Y;NA;4;4;Oudjespad2;;6 Units in CRAB, onduidelijk in GM.;;;BUILDING template;Oudjespad;2;;;72847,624;226360,346
KNOKKE-HEIST - FH10;2761355;8;0;0;8;MDU;;Y;NA;4;4;Klaprozenpad3;;;;;BUILDING template;Klaprozenpad;3;;;73010,41;226633,64
KNOKKE-HEIST - FH10;295410;1;0;0;1;SDU;;Y;NA;2;4;Irispad2;;;;;BUILDING template;Irispad;2;;;72630,24;226258,97
KNOKKE-HEIST - FH10;2761356;12;0;0;12;MDU;;Y;NA;4;4;Klaprozenpad4;;6 Units in CRAB, onduidelijk in GM.;;;BUILDING template;Klaprozenpad;4;;;72972,73;226627,53
KNOKKE-HEIST - FH10;295412;1;0;0;1;SDU;;Y;NA;2;4;Irispad1;;;;;BUILDING template;Irispad;1;;;72611,56;226253,059
KNOKKE-HEIST - FH10;2762167;1;0;0;1;SDU;;Y;NA;2;4;Krokussenpad3;Beschermd Erfgoed;;;;BUILDING template;Krokussenpad;3;;;72717,004;226480,917
KNOKKE-HEIST - FH10;295415;1;0;0;1;SDU;;Y;NA;2;4;Elizabetlaan317;;;;;BUILDING template;Elizabetlaan;317;;;72569,56;226237,694
KNOKKE-HEIST - FH10;2762683;6;0;0;6;MDU;;Y;NA;4;4;Leeuwerikenlaan15;;7 Units in CRAB, 6 in GM.;;;BUILDING template;Leeuwerikenlaan;15;;;73253,556;226674,16
KNOKKE-HEIST - FH10;295416;1;0;0;1;SDU;;Y;NA;2;4;Elizabetlaan311;;;;;BUILDING template;Elizabetlaan;311;;;72606,544;226251,821
KNOKKE-HEIST - FH10;2762686;1;0;0;1;SDU;;Y;NA;2;4;Leeuwerikenlaan17;;;;;BUILDING template;Leeuwerikenlaan;17;;;73247,25;226650,64
KNOKKE-HEIST - FH10;295417;1;0;0;1;SDU;;Y;NA;2;4;Elizabetlaan307;;;;;BUILDING template;Elizabetlaan;307;;;72661,058;226261,842
KNOKKE-HEIST - FH10;2762687;1;0;0;1;SDU;;Y;NA;2;4;Leeuwerikenlaan20;;;;;BUILDING template;Leeuwerikenlaan;20;;;73210,11;226631,35
KNOKKE-HEIST - FH10;295419;1;0;0;1;SDU;;Y;NA;2;4;Elizabetlaan299;;;;;BUILDING template;Elizabetlaan;299;;;72719,721;226260,292
KNOKKE-HEIST - FH10;2762688;3;0;0;3;MDU;;Y;NA;4;4;Leeuwerikenlaan22;;2 Units in CRAB, 3 bellen in GM.;;;BUILDING template;Leeuwerikenlaan;22;;;73196,937;226616,678
KNOKKE-HEIST - FH10;295420;1;0;0;1;SDU;;Y;NA;2;4;Elizabetlaan295;;;;;BUILDING template;Elizabetlaan;295;;;72754,205;226259,512
KNOKKE-HEIST - FH10;2762690;1;0;0;1;SDU;;Y;NA;2;4;Leeuwerikenlaan24;;;;;BUILDING template;Leeuwerikenlaan;24;;;73227,556;226619,16
KNOKKE-HEIST - FH10;295421;1;0;0;1;SDU;;Y;NA;2;4;Elizabetlaan285;Beschermd Erfgoed;;;;BUILDING template;Elizabetlaan;285;;;72814,43;226256,26
KNOKKE-HEIST - FH10;2762725;3;0;0;3;MDU;;Y;NA;4;4;Lentelaan2A;;;;;BUILDING template;Lentelaan;2;A;;73297,416;226732,241
KNOKKE-HEIST - FH10;295423;1;0;0;1;SDU;;Y;NA;2;4;Zeegrasstraat38;;;;;BUILDING template;Zeegrasstraat;38;;;72637,878;226318,013
KNOKKE-HEIST - FH10;2762730;1;0;0;1;SDU;;Y;NA;2;4;Lentelaan6;;;;;BUILDING template;Lentelaan;6;;;73298,952;226693,81
KNOKKE-HEIST - FH10;295424;1;0;0;1;SDU;;Y;NA;2;4;Zeegrasstraat17;;;;;BUILDING template;Zeegrasstraat;17;;;72640,605;226390,059
KNOKKE-HEIST - FH10;NB-830024901419;1;0;0;1;SDU;;Y;NA;2;4;Elizabetlaan249;Bouwgrond;leeg stuk in GM.;Y;;BUILDING template;Elizabetlaan;249;;;73201;226505
KNOKKE-HEIST - FH10;2762732;4;0;0;4;MDU;;Y;NA;4;4;Lentelaan8;;2 Units in CRAB, onduidelijk in GM.;;;BUILDING template;Lentelaan;8;;;73275,21;226680,86
KNOKKE-HEIST - FH10;295425;1;0;0;1;SDU;;Y;NA;2;4;Zeegrasstraat19;;;;;BUILDING template;Zeegrasstraat;19;;;72646,336;226374,821
KNOKKE-HEIST - FH10;2763463;1;0;0;1;SDU;;Y;NA;2;4;Lommergang4;Beschermd Erfgoed;1 Unit in CRAB, onduidelijk in GM.;;;BUILDING template;Lommergang;4;;;73008,7;226346,93
KNOKKE-HEIST - FH10;295426;12;0;0;12;MDU;;Y;NA;4;4;Zeegrasstraat42;;9 Units in CRAB, aantal onduidelijk in GM.;;;BUILDING template;Zeegrasstraat;42;;;72647,212;226292,79
KNOKKE-HEIST - FH10;2763464;6;0;0;6;MDU;;Y;NA;4;4;Lommergang6;;;;;BUILDING template;Lommergang;6;;;72991,487;226363,874
KNOKKE-HEIST - FH10;295427;1;0;0;1;SDU;;Y;NA;2;4;Zeegrasstraat29;;;;;BUILDING template;Zeegrasstraat;29;;;72686,01;226279,92
KNOKKE-HEIST - FH10;2763512;1;0;0;1;SDU;;Y;NA;2;4;Margrietenpad4;Beschermd Erfgoed;;;;BUILDING template;Margrietenpad;4;;;73252,59;226361,23
KNOKKE-HEIST - FH10;295428;1;0;0;1;SDU;;Y;NA;2;4;Zeegrasstraat21;;;;;BUILDING template;Zeegrasstraat;21;;;72666,8;226336,44
KNOKKE-HEIST - FH10;2763513;1;0;0;1;SDU;;Y;NA;2;4;Margrietenpad6;;;;;BUILDING template;Margrietenpad;6;;;73253,8;226376,98
KNOKKE-HEIST - FH10;295429;1;0;0;1;SDU;;Y;NA;2;4;Van Hoenackerpad5;;;;;BUILDING template;Van Hoenackerpad;5;;;72738,59;226311,52
KNOKKE-HEIST - FH10;2763514;1;0;0;1;SDU;;Y;NA;2;4;Margrietenpad8;;;;;BUILDING template;Margrietenpad;8;;;73257,18;226383,68
KNOKKE-HEIST - FH10;295431;1;0;0;1;SDU;;Y;NA;2;4;Van Hoenackerpad8;;;;;BUILDING template;Van Hoenackerpad;8;;;72714,222;226299,005
KNOKKE-HEIST - FH10;2763515;1;0;0;1;SDU;;Y;NA;2;4;Margrietenpad10;;;;;BUILDING template;Margrietenpad;10;;;73255,518;226398,489
KNOKKE-HEIST - FH10;295433;1;0;0;1;SDU;;Y;NA;2;4;Van Hoenackerpad10;;;;;BUILDING template;Van Hoenackerpad;10;;;72728,33;226284,14
KNOKKE-HEIST - FH10;2763735;1;0;0;1;SDU;;Y;NA;2;4;Meeuwendreef4;;;;;BUILDING template;Meeuwendreef;4;;;72816,233;226296,085
KNOKKE-HEIST - FH10;295435;1;0;0;1;SDU;;Y;NA;2;4;Van Hoenackerpad2;;;;;BUILDING template;Van Hoenackerpad;2;;;72663,87;226414,89
KNOKKE-HEIST - FH10;2763736;1;0;0;1;SDU;;Y;NA;2;4;Meeuwendreef7;;;;;BUILDING template;Meeuwendreef;7;;;72791,95;226276,75
KNOKKE-HEIST - FH10;295436;1;0;0;1;SDU;;Y;NA;2;4;Van Hoenackerpad6;;;;;BUILDING template;Van Hoenackerpad;6;;;72670,862;226380,933
KNOKKE-HEIST - FH10;2763737;1;0;0;1;SDU;;Y;NA;2;4;Meeuwendreef9;;;;;BUILDING template;Meeuwendreef;9;;;72778,37;226291,92
KNOKKE-HEIST - FH10;295437;1;0;0;1;SDU;;Y;NA;2;4;Van Hoenackerpad7;;;;;BUILDING template;Van Hoenackerpad;7;;;72748,05;226297,31
KNOKKE-HEIST - FH10;2763739;1;0;0;1;SDU;;Y;NA;2;4;Meeuwendreef13;;;;;BUILDING template;Meeuwendreef;13;;;72744,8;226342,26
KNOKKE-HEIST - FH10;295438;1;0;0;1;SDU;;Y;NA;2;4;Meeuwendreef14;;;;;BUILDING template;Meeuwendreef;14;;;72765,32;226369,314
KNOKKE-HEIST - FH10;2763816;1;0;0;1;SDU;;Y;NA;2;4;Mimosastraat3;;;;;BUILDING template;Mimosastraat;3;;;72640,239;226567,297
KNOKKE-HEIST - FH10;295439;1;0;0;1;SDU;;Y;NA;2;4;Meeuwendreef10;Beschermd Erfgoed;;;;BUILDING template;Meeuwendreef;10;;;72782,354;226346,426
KNOKKE-HEIST - FH10;2763819;1;0;0;1;SDU;;Y;NA;2;4;Mimosastraat9;;;;;BUILDING template;Mimosastraat;9;;;72621,557;226552,155
KNOKKE-HEIST - FH10;295440;3;0;0;3;MDU;;N;MON;4;4;Meeuwendreef8;Monument;1 Unit in CRAB,niet in GM.;;;BUILDING template;Meeuwendreef;8;;;72789,209;226325,918
KNOKKE-HEIST - FH10;2764245;1;0;0;1;SDU;;Y;NA;2;4;Jozef Nellenslaan2;;;;;BUILDING template;Jozef Nellenslaan;2;;;73016,657;226471,744
KNOKKE-HEIST - FH10;295442;1;0;0;1;SDU;;Y;NA;2;4;Meeuwendreef3;;;;;BUILDING template;Meeuwendreef;3;;;72808,55;226261,39
KNOKKE-HEIST - FH10;2764247;1;0;0;1;SDU;;Y;NA;2;4;Jozef Nellenslaan11;;;;;BUILDING template;Jozef Nellenslaan;11;;;73064,405;226541,433
KNOKKE-HEIST - FH10;295443;1;0;0;1;SDU;;Y;NA;2;4;Meeuwendreef17;;;;;BUILDING template;Meeuwendreef;17;;;72718,766;226421,202
KNOKKE-HEIST - FH10;2764248;1;0;0;1;SDU;;Y;NA;2;4;Jozef Nellenslaan16;;;;;BUILDING template;Jozef Nellenslaan;16;;;73143,648;226602,664
KNOKKE-HEIST - FH10;295444;4;0;0;4;MDU;;Y;NA;4;4;Meeuwendreef15;;;;;BUILDING template;Meeuwendreef;15;;;72724,131;226388,648
KNOKKE-HEIST - FH10;2764250;3;0;0;3;MDU;;Y;NA;4;4;Jozef Nellenslaan28;;;;;BUILDING template;Jozef Nellenslaan;28;;;73224,555;226703,159
KNOKKE-HEIST - FH10;295445;2;0;0;2;MDU;;Y;NA;4;4;Meeuwendreef11;;;;;BUILDING template;Meeuwendreef;11;;;72763,401;226311,264
KNOKKE-HEIST - FH10;2764251;1;0;0;1;SDU;;Y;NA;2;4;Jozef Nellenslaan30;;;;;BUILDING template;Jozef Nellenslaan;30;;;73241,555;226712,16
KNOKKE-HEIST - FH10;295447;1;0;0;1;SDU;;Y;NA;2;4;Meeuwendreef16;;;;;BUILDING template;Meeuwendreef;16;;;72759,38;226386,82
KNOKKE-HEIST - FH10;2764253;1;0;0;1;SDU;;Y;NA;2;4;Jozef Nellenslaan37;;;;;BUILDING template;Jozef Nellenslaan;37;;;73236,174;226740,064
KNOKKE-HEIST - FH10;295449;1;0;0;1;SDU;;N;MON;2;4;Duinendreef42;Monument;;;;BUILDING template;Duinendreef;42;;;72841,85;226398,79
KNOKKE-HEIST - FH10;2764707;1;0;0;1;SDU;;Y;NA;2;4;Oudjespad4;;;;;BUILDING template;Oudjespad;4;;;72817,06;226379,12
KNOKKE-HEIST - FH10;295451;1;0;0;1;SDU;;Y;NA;2;4;Duinendreef24;;;;;BUILDING template;Duinendreef;24;;;72749,558;226415,156
KNOKKE-HEIST - FH10;2765417;0;1;0;1;SDU;;Y;NA;2;4;Patriottenstraat19;;2 Units in CRAB, onduidelijk in GM.;;;BUILDING template;Patriottenstraat;19;;;72497,257;226543,123
KNOKKE-HEIST - FH10;295452;1;0;0;1;SDU;;Y;NA;2;4;Duinendreef22;Beschermd Erfgoed;;;;BUILDING template;Duinendreef;22;;;72716,004;226429,14
KNOKKE-HEIST - FH10;2765421;1;0;0;1;SDU;;Y;NA;2;4;Patriottenstraat30;;18 Units in CRAB, onduidelijk in GM.;;;BUILDING template;Patriottenstraat;30;;;72570,638;226597,155
KNOKKE-HEIST - FH10;295453;1;0;0;1;SDU;;Y;NA;2;4;Duinendreef18;;;;;BUILDING template;Duinendreef;18;;;72685,62;226433,261
KNOKKE-HEIST - FH10;2765422;13;2;0;15;MDU;;Y;NA;4;4;Patriottenstraat32;;1 Unit in CRAB, kan BU zijn in GM.;;;BUILDING template;Patriottenstraat;32;;;72562,477;226595,613
KNOKKE-HEIST - FH10;295454;1;0;0;1;SDU;;Y;NA;2;4;Duinendreef16;;;;;BUILDING template;Duinendreef;16;;;72665,146;226436,552
KNOKKE-HEIST - FH10;2765426;20;0;0;20;MDU;;Y;NA;4;4;Patriottenstraat40;;;;;BUILDING template;Patriottenstraat;40;;;72524,542;226580,312
KNOKKE-HEIST - FH10;295455;1;0;0;1;SDU;;Y;NA;2;4;Duinendreef10;;;;;BUILDING template;Duinendreef;10;;;72624,351;226426,632
KNOKKE-HEIST - FH10;2765429;8;0;0;8;MDU;;Y;NA;4;4;Patriottenstraat44;;;;;BUILDING template;Patriottenstraat;44;;;72517,161;226578,328
KNOKKE-HEIST - FH10;295456;1;0;0;1;SDU;;Y;NA;2;4;Florapad1;;;;;BUILDING template;Florapad;1;;;72633,639;226335,775
KNOKKE-HEIST - FH10;2765431;7;0;0;7;MDU;;Y;NA;4;4;Patriottenstraat46;;;;;BUILDING template;Patriottenstraat;46;;;72511,78;226577,708
KNOKKE-HEIST - FH10;295457;1;0;0;1;SDU;;Y;NA;2;4;Florapad7;;;;;BUILDING template;Florapad;7;;;72572,463;226319,313
KNOKKE-HEIST - FH10;2765432;12;0;0;12;MDU;;Y;NA;4;4;Patriottenstraat48;;;;;BUILDING template;Patriottenstraat;48;;;72507,669;226573,82
KNOKKE-HEIST - FH10;295458;1;0;0;1;SDU;;Y;NA;2;4;Krekelpad6;Beschermd Erfgoed;;;;BUILDING template;Krekelpad;6;;;72733,65;226360,63
KNOKKE-HEIST - FH10;2765434;14;0;0;14;MDU;;Y;NA;4;4;Patriottenstraat50;;;;;BUILDING template;Patriottenstraat;50;;;72498,669;226571,343
KNOKKE-HEIST - FH10;295459;1;0;0;1;SDU;;Y;NA;2;4;Krekelpad4;;;;;BUILDING template;Krekelpad;4;;;72716,07;226350,44
KNOKKE-HEIST - FH10;2765435;14;0;0;14;MDU;;Y;NA;4;4;Patriottenstraat52;;;;;BUILDING template;Patriottenstraat;52;;;72489,526;226565,185
KNOKKE-HEIST - FH10;295460;1;0;0;1;SDU;;Y;NA;2;4;Krekelpad2;;;;;BUILDING template;Krekelpad;2;;;72691,98;226339,24
KNOKKE-HEIST - FH10;2765438;12;0;0;12;MDU;;Y;NA;4;4;Patriottenstraat64;;;;;BUILDING template;Patriottenstraat;64;;;72463,415;226550,692
KNOKKE-HEIST - FH10;295461;1;0;0;1;SDU;;Y;NA;2;4;Krekelpad1;Beschermd Erfgoed;;;;BUILDING template;Krekelpad;1;;;72682,305;226360,36
KNOKKE-HEIST - FH10;2765472;10;0;0;10;MDU;;Y;NA;4;4;Petunialaan8;;5 Units in CRAB, onduidelijk in GM.;;;BUILDING template;Petunialaan;8;;;72888,557;226543,157
KNOKKE-HEIST - FH10;295462;1;0;0;1;SDU;;Y;NA;2;4;Krekelpad3;Beschermd Erfgoed;;;;BUILDING template;Krekelpad;3;;;72704,082;226371,011
KNOKKE-HEIST - FH10;2765476;4;0;0;4;MDU;;Y;NA;4;4;Petunialaan12;Beschermd Erfgoed;2 Units in CRAB en GM.;;;BUILDING template;Petunialaan;12;;;72880,703;226579,869
KNOKKE-HEIST - FH10;295463;1;0;0;1;SDU;;Y;NA;2;4;Oudjespad8;;;;;BUILDING template;Oudjespad;8;;;72798,543;226357,426
KNOKKE-HEIST - FH10;2765478;1;0;0;1;SDU;;N;MON;2;4;Petunialaan20;Monument;;;;BUILDING template;Petunialaan;20;;;72885,557;226618,157
KNOKKE-HEIST - FH10;295464;1;0;0;1;SDU;;Y;NA;2;4;Duinbergenlaan61;Beschermd Erfgoed;;;;BUILDING template;Duinbergenlaan;61;;;72845,735;226314,315
KNOKKE-HEIST - FH10;2765480;6;0;0;6;MDU;;Y;NA;4;4;Petunialaan28;;;;;BUILDING template;Petunialaan;28;;;72920,834;226636,938
KNOKKE-HEIST - FH10;295465;17;0;0;17;MDU;;Y;NA;4;4;Duinbergenlaan57;;15 Units in CRAB, onduidelijk in GM.;;;BUILDING template;Duinbergenlaan;57;;;72843,145;226289,906
KNOKKE-HEIST - FH10;2765700;3;0;0;3;MDU;;N;MON;4;4;Poststraat6;Monument;4 Units in CRAB en GM.;;;BUILDING template;Poststraat;6;;;72887,479;226470,78
KNOKKE-HEIST - FH10;295466;1;0;0;1;SDU;;N;MON;2;4;Duinbergenlaan75;Monument;;;;BUILDING template;Duinbergenlaan;75;;;72851,558;226402,157
KNOKKE-HEIST - FH10;NB-83008A01453;1;0;0;1;SDU;;Y;NA;2;4;Meeuwendreef8A;;1 Unit in CRAB, onduidelijk in GM.;Y;;BUILDING template;Meeuwendreef;8;A;;72788;226326
KNOKKE-HEIST - FH10;2765701;1;0;0;1;SDU;;N;MON;2;4;Poststraat8;Monument;;;;BUILDING template;Poststraat;8;;;72895,032;226472,661
KNOKKE-HEIST - FH10;295468;1;0;0;1;SDU;;Y;NA;2;4;Duinbergenlaan69;;;;;BUILDING template;Duinbergenlaan;69;;;72844,354;226377,426
KNOKKE-HEIST - FH10;2765702;1;0;0;1;SDU;;Y;NA;2;4;Poststraat9;Beschermd Erfgoed;;;;BUILDING template;Poststraat;9;;;72965,557;226488,158
KNOKKE-HEIST - FH10;295469;1;0;0;1;SDU;;Y;NA;2;4;Anemonenlaan14;;;;;BUILDING template;Anemonenlaan;14;;;72563,687;226236,201
KNOKKE-HEIST - FH10;2765704;2;0;0;2;MDU;;N;MON;4;4;Poststraat12;Monument;;;;BUILDING template;Poststraat;12;;;72899,558;226471,157
KNOKKE-HEIST - FH10;295471;1;0;0;1;SDU;;Y;NA;2;4;Anemonenlaan10;;;;;BUILDING template;Anemonenlaan;10;;;72573,717;226296,805
KNOKKE-HEIST - FH10;2765713;1;0;0;1;SDU;;N;MON;2;4;Poststraat28;Monument;;;;BUILDING template;Poststraat;28;;;72925,796;226468,65
KNOKKE-HEIST - FH10;295472;1;0;0;1;SDU;;Y;NA;2;4;Anemonenlaan9;;;;;BUILDING template;Anemonenlaan;9;;;72573,54;226313,403
KNOKKE-HEIST - FH10;2765715;1;0;0;1;SDU;;Y;NA;2;4;Prinsjespad4;;;;;BUILDING template;Prinsjespad;4;;;73165,867;226496,03
KNOKKE-HEIST - FH10;295473;1;0;0;1;SDU;;Y;NA;2;4;Irispad10;;;;;BUILDING template;Irispad;10;;;72593,09;226296,4
KNOKKE-HEIST - FH10;2765833;1;0;0;1;SDU;;Y;NA;2;4;Rondeweg8;Beschermd Erfgoed;;;;BUILDING template;Rondeweg;8;;;73038,16;226380,65
KNOKKE-HEIST - FH10;295571;1;0;0;1;SDU;;Y;NA;2;4;Anemonenlaan5;;;;;BUILDING template;Anemonenlaan;5;;;72524,32;226478,089
KNOKKE-HEIST - FH10;2766573;1;0;0;1;SDU;;Y;NA;2;4;Sint-Michielsplein4;;;;;BUILDING template;Sint-Michielsplein;4;;;72551,812;226472,582
KNOKKE-HEIST - FH10;295572;6;1;0;7;MDU;;Y;NA;4;4;Zeedijk-Duinbergen322;;Niet in CRAB of GM.;;;BUILDING template;Zeedijk-Duinbergen;322;;;72518,862;226624,699
KNOKKE-HEIST - FH10;2767404;1;0;0;1;SDU;;Y;NA;2;4;Vossenhul4;;;;;BUILDING template;Vossenhul;4;;;72709,462;226527,979
KNOKKE-HEIST - FH10;295573;10;0;0;10;MDU;;Y;NA;4;4;Zeedijk-Duinbergen323;;Niet in CRAB of GM.;;;BUILDING template;Zeedijk-Duinbergen;323;;;72537;226624,16
KNOKKE-HEIST - FH10;2767406;1;0;0;1;SDU;;Y;NA;2;4;Vossenhul5;;;;;BUILDING template;Vossenhul;5;;;72699,57;226483,74
KNOKKE-HEIST - FH10;295574;12;0;0;12;MDU;;Y;NA;4;4;Zeedijk-Duinbergen331;;;;;BUILDING template;Zeedijk-Duinbergen;331;;;72573,795;226643,662
KNOKKE-HEIST - FH10;2767407;1;0;0;1;SDU;;Y;NA;2;4;Vossenhul6;;;;;BUILDING template;Vossenhul;6;;;72698,27;226546,091
KNOKKE-HEIST - FH10;295575;21;0;0;21;MDU;;Y;NA;4;4;Zeedijk-Duinbergen332;;;;;BUILDING template;Zeedijk-Duinbergen;332;;;72583,192;226646,408
KNOKKE-HEIST - FH10;2767408;1;0;0;1;SDU;;Y;NA;2;4;Vossenhul8;;;;;BUILDING template;Vossenhul;8;;;72673,591;226549,728
KNOKKE-HEIST - FH10;295578;20;0;0;20;MDU;;Y;NA;4;4;Zeedijk-Duinbergen316;;;;;BUILDING template;Zeedijk-Duinbergen;316;;;72499,161;226615,915
KNOKKE-HEIST - FH10;2767410;1;0;0;1;SDU;;Y;NA;2;4;Vossenhul10;;;;;BUILDING template;Vossenhul;10;;;72656,938;226536,233
KNOKKE-HEIST - FH10;295580;8;0;0;8;MDU;;Y;NA;4;4;Zeegrasstraat15;;;;;BUILDING template;Zeegrasstraat;15;;;72550,557;226592,154
KNOKKE-HEIST - FH10;2767412;1;0;0;1;SDU;;Y;NA;2;4;Vossenhul13;;;;;BUILDING template;Vossenhul;13;;;72629,19;226506,8
KNOKKE-HEIST - FH10;295581;1;0;0;1;SDU;;Y;NA;2;4;Zeegrasstraat2;;;;;BUILDING template;Zeegrasstraat;2;;;72522,992;226618,371
KNOKKE-HEIST - FH10;2767486;1;0;0;1;SDU;;Y;NA;2;4;De Wandelaar1;;;;;BUILDING template;De Wandelaar;1;;;73094,555;226737,158
KNOKKE-HEIST - FH10;295583;5;0;0;5;MDU;;Y;NA;4;4;Zeegrasstraat22;;;;;BUILDING template;Zeegrasstraat;22;;;72544,622;226552,836
KNOKKE-HEIST - FH10;2767488;4;0;0;4;MDU;;Y;NA;4;4;De Wandelaar2;;Niet in CRAB, onduidelijk in GM.;;;BUILDING template;De Wandelaar;2;;;73032,813;226779,037
KNOKKE-HEIST - FH10;295584;1;0;0;1;SDU;;Y;NA;2;4;Zeegrasstraat30;Beschermd Erfgoed;;;;BUILDING template;Zeegrasstraat;30;;;72570,623;226492,059
KNOKKE-HEIST - FH10;2767490;5;0;0;5;MDU;;Y;NA;4;4;De Wandelaar7;;;;;BUILDING template;De Wandelaar;7;;;73036,92;226713,68
KNOKKE-HEIST - FH10;295586;1;0;0;1;SDU;;Y;NA;2;4;Sint-Michielsplein8;;;;;BUILDING template;Sint-Michielsplein;8;;;72535,431;226464,582
KNOKKE-HEIST - FH10;2767850;1;0;0;1;SDU;;Y;NA;2;4;Zeegrasstraat4;;33 Units in CRAB, in aanbouw in GM.;;;BUILDING template;Zeegrasstraat;4;;;72525,576;226611,462
KNOKKE-HEIST - FH10;295587;1;0;0;1;SDU;;Y;NA;2;4;Sint-Michielsplein2;;;;;BUILDING template;Sint-Michielsplein;2;;;72566,685;226482,978
KNOKKE-HEIST - FH10;2767851;7;0;0;7;MDU;;Y;NA;4;4;Zeegrasstraat5;;6 Units in CRAB en GM.;;;BUILDING template;Zeegrasstraat;5;;;72543,557;226611,154
KNOKKE-HEIST - FH10;295591;13;0;0;13;MDU;;Y;NA;4;4;Mimosastraat4;;15 Units in CRAB, 16 bussen in GM.;;;BUILDING template;Mimosastraat;4;;;72643,231;226597,992
KNOKKE-HEIST - FH10;2767852;14;0;0;14;MDU;;Y;NA;4;4;Zeegrasstraat6;;14 Units in CRAB en GM.;;;BUILDING template;Zeegrasstraat;6;;;72524,495;226603,804
KNOKKE-HEIST - FH10;295592;19;0;0;19;MDU;;Y;NA;4;4;Zeedijk-Duinbergen311;;7 Units in CRAB, onduidelijk in GM.;;;BUILDING template;Zeedijk-Duinbergen;311;;;72462,557;226586,154
KNOKKE-HEIST - FH10;2767853;6;0;0;6;MDU;;Y;NA;4;4;Zeegrasstraat9;;7 Units in CRAB, 6 in GM.;;;BUILDING template;Zeegrasstraat;9;;;72548,16;226608,06
KNOKKE-HEIST - FH10;295593;10;0;0;10;MDU;;Y;NA;4;4;Zeedijk-Duinbergen312;;2 Units in CRAB, onduidelijk in GM.;;;BUILDING template;Zeedijk-Duinbergen;312;;;72465,35;226590,85
KNOKKE-HEIST - FH10;2767854;8;0;0;8;MDU;;Y;NA;4;4;Zeegrasstraat11;;;;;BUILDING template;Zeegrasstraat;11;;;72546,557;226602,154
KNOKKE-HEIST - FH10;295594;59;1;0;60;MDU;;Y;NA;4;4;Zeedijk-Duinbergen313;;49 Units in CRAB, 6 in GM.;;;BUILDING template;Zeedijk-Duinbergen;313;;;72474,557;226599,154
KNOKKE-HEIST - FH10;2767855;8;0;0;8;MDU;;Y;NA;4;4;Zeegrasstraat13;;;;;BUILDING template;Zeegrasstraat;13;;;72548,557;226597,154
KNOKKE-HEIST - FH10;295595;11;0;0;11;MDU;;Y;NA;4;4;Patriottenstraat68;;4 Units in CRAB, 11 in GM.;;;BUILDING template;Patriottenstraat;68;;;72439,734;226535,042
KNOKKE-HEIST - FH10;2767857;1;0;0;1;SDU;;Y;NA;2;4;Zeegrasstraat14;;;;;BUILDING template;Zeegrasstraat;14;;;72532,557;226590,154
KNOKKE-HEIST - FH10;295596;2;0;0;2;MDU;;Y;NA;4;4;Patriottenstraat66;;14 Units in CRAB, onduidelijk in GM.;;;BUILDING template;Patriottenstraat;66;;;72455,125;226546,013
KNOKKE-HEIST - FH10;2767858;1;0;0;1;SDU;;Y;NA;2;4;Zeegrasstraat23;;;;;BUILDING template;Zeegrasstraat;23;;;72671,66;226325,57
KNOKKE-HEIST - FH10;295598;6;0;0;6;MDU;;Y;NA;4;4;Patriottenstraat21;;;;;BUILDING template;Patriottenstraat;21;;;72471,301;226527,612
