Projectnummer;Opdrachtnummer;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Kolom1;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;BG Name;xPos;yPos
ANTWERPEN-WEST - FH05;2029210;16;0;0;16;MDU;Nosestraat4;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Nosestraat;4;;;152224,587;212699,593
ANTWERPEN-WEST - FH05;2029211;4;0;0;4;MDU;Nosestraat6;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Nosestraat;6;;;152222,485;212687,862
ANTWERPEN-WEST - FH05;2029212;0;1;0;1;SDU;Nosestraat7;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Nosestraat;7;;;152239,421;212694,079
ANTWERPEN-WEST - FH05;2030148;0;2;0;2;MDU;Oever4;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Oever;4;;;151949,264;212034,229
ANTWERPEN-WEST - FH05;2030240;10;0;0;10;MDU;Oever26;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Oever;26;;;151898,989;211958,268
ANTWERPEN-WEST - FH05;2035255;0;1;0;1;SDU;Oude Beurs28;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Oude Beurs;28;;;152243,517;212424,903
ANTWERPEN-WEST - FH05;2035258;0;1;0;1;SDU;Oude Beurs30;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Oude Beurs;30;;;152249,627;212419,445
ANTWERPEN-WEST - FH05;2035261;0;1;0;1;SDU;Oude Beurs32;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Oude Beurs;32;;;152255,367;212415,779
ANTWERPEN-WEST - FH05;2035264;1;0;0;1;SDU;Oude Beurs33;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Oude Beurs;33;;;152315,244;212422,581
ANTWERPEN-WEST - FH05;2035270;4;0;0;4;MDU;Oude Beurs35;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Oude Beurs;35;;;152314,401;212413,735
ANTWERPEN-WEST - FH05;2035280;0;2;0;2;MDU;Oude Beurs37;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Oude Beurs;37;;;152320,952;212406,157
ANTWERPEN-WEST - FH05;2035292;2;0;0;2;MDU;Oude Beurs44;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Oude Beurs;44;;;152287,444;212398,275
ANTWERPEN-WEST - FH05;2035301;1;0;0;1;SDU;Oude Beurs54;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Oude Beurs;54;;;152313,265;212391,471
ANTWERPEN-WEST - FH05;2041372;4;0;0;4;MDU;Sint-Paulusplaats9;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Sint-Paulusplaats;9;;;152266,966;212764,699
ANTWERPEN-WEST - FH05;2041374;0;3;0;3;MDU;Sint-Paulusplaats10;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Sint-Paulusplaats;10;;;152272,723;212756,443
ANTWERPEN-WEST - FH05;2043165;2;0;0;2;MDU;Pelgrimstraat5;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Pelgrimstraat;5;;;152170,017;212204,445
ANTWERPEN-WEST - FH05;2043178;0;1;0;1;SDU;Pelgrimstraat9;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Pelgrimstraat;9;;;152163,841;212197,421
ANTWERPEN-WEST - FH05;2043199;0;1;0;1;SDU;Pelgrimstraat21;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Pelgrimstraat;21;;;152148,601;212171,214
ANTWERPEN-WEST - FH05;2043202;4;0;0;4;MDU;Pelgrimstraat22;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Pelgrimstraat;22;;;152128,165;212179,612
ANTWERPEN-WEST - FH05;2043214;1;0;0;1;SDU;Pelgrimstraat28;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Pelgrimstraat;28;;;152123,778;212164,563
ANTWERPEN-WEST - FH05;2043217;0;1;0;1;SDU;Pelgrimstraat30;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Pelgrimstraat;30;;;152120,778;212160,646
ANTWERPEN-WEST - FH05;2044835;4;0;0;4;MDU;Plantinkaai6;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Plantinkaai;6;;;151843,689;212006,289
ANTWERPEN-WEST - FH05;2044843;0;3;0;3;MDU;Plantinkaai14;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Plantinkaai;14;;;151819,988;211952,244
ANTWERPEN-WEST - FH05;2044844;3;1;0;4;MDU;Plantinkaai15;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Plantinkaai;15;;;151818,115;211946,742
ANTWERPEN-WEST - FH05;2045379;0;2;0;2;MDU;Grote Pieter Potstraat6;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Grote Pieter Potstraat;6;;;152006,022;212326,167
ANTWERPEN-WEST - FH05;2045381;0;1;0;1;SDU;Grote Pieter Potstraat9;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Grote Pieter Potstraat;9;;;152003,923;212279,093
ANTWERPEN-WEST - FH05;2045383;3;0;0;3;MDU;Grote Pieter Potstraat11;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Grote Pieter Potstraat;11;;;152001,755;212274,488
ANTWERPEN-WEST - FH05;2045384;0;1;0;1;SDU;Grote Pieter Potstraat12;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Grote Pieter Potstraat;12;;;151997,217;212308,895
ANTWERPEN-WEST - FH05;2045385;0;1;0;1;SDU;Grote Pieter Potstraat14;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Grote Pieter Potstraat;14;;;151994,185;212303,168
ANTWERPEN-WEST - FH05;2045392;1;0;0;1;SDU;Grote Pieter Potstraat19;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Grote Pieter Potstraat;19;;;151978,374;212228,975
ANTWERPEN-WEST - FH05;2045396;3;0;0;3;MDU;Grote Pieter Potstraat26;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Grote Pieter Potstraat;26;;;151973,037;212258,368
ANTWERPEN-WEST - FH05;2045397;1;0;0;1;SDU;Grote Pieter Potstraat28;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Grote Pieter Potstraat;28;;;151972,631;212252,475
ANTWERPEN-WEST - FH05;2045398;4;0;0;4;MDU;Grote Pieter Potstraat32;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Grote Pieter Potstraat;32;;;151965,722;212241,909
ANTWERPEN-WEST - FH05;2045399;4;0;0;4;MDU;Grote Pieter Potstraat34;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Grote Pieter Potstraat;34;;;151963,013;212235,745
ANTWERPEN-WEST - FH05;2045401;1;0;0;1;SDU;Kleine Pieter Potstraat1;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Kleine Pieter Potstraat;1;;;152004,465;212267,782
ANTWERPEN-WEST - FH05;2045402;1;0;0;1;SDU;Kleine Pieter Potstraat3;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Kleine Pieter Potstraat;3;;;152007,716;212266,36
ANTWERPEN-WEST - FH05;2045403;1;0;0;1;SDU;Kleine Pieter Potstraat7;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Kleine Pieter Potstraat;7;;;152014,963;212262,499
ANTWERPEN-WEST - FH05;2045406;1;0;0;1;SDU;Kleine Pieter Potstraat9;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Kleine Pieter Potstraat;9;;;152020,517;212260,332
ANTWERPEN-WEST - FH05;2045407;1;0;0;1;SDU;Kleine Pieter Potstraat11;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Kleine Pieter Potstraat;11;;;152025,665;212258,097
ANTWERPEN-WEST - FH05;2045408;1;0;0;1;SDU;Kleine Pieter Potstraat13;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Kleine Pieter Potstraat;13;;;152035,96;212253,694
ANTWERPEN-WEST - FH05;2047234;0;3;0;3;MDU;Reyndersstraat27;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Reyndersstraat;27;;;152133,423;212142,588
ANTWERPEN-WEST - FH05;2047235;3;0;0;3;MDU;Reyndersstraat29;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Reyndersstraat;29;;;152140,245;212136,687
ANTWERPEN-WEST - FH05;2047386;7;1;0;8;MDU;Riemstraat3;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Riemstraat;3;;;151737,543;211546,927
ANTWERPEN-WEST - FH05;2047388;0;1;0;1;SDU;Riemstraat5;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Riemstraat;5;;;151735,124;211542,472
ANTWERPEN-WEST - FH05;2047389;0;10;0;10;MDU;Riemstraat6;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Riemstraat;6;;;151703,303;211548,582
ANTWERPEN-WEST - FH05;2047391;1;0;0;1;SDU;Riemstraat7;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Riemstraat;7;;;151733,342;211536,871
ANTWERPEN-WEST - FH05;2047393;4;0;0;4;MDU;Riemstraat9;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Riemstraat;9;;;151729,269;211532,289
ANTWERPEN-WEST - FH05;2047401;1;1;0;2;MDU;Riemstraat20;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Riemstraat;20;;;151685,364;211505,28
ANTWERPEN-WEST - FH05;2050502;0;1;0;1;SDU;Scheldestraat13;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Scheldestraat;13;;;151647,589;211450,706
ANTWERPEN-WEST - FH05;2050513;1;0;0;1;SDU;Scheldestraat31;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Scheldestraat;31;;;151728,878;211396,131
ANTWERPEN-WEST - FH05;2055622;1;0;0;1;SDU;Stoelstraat5;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Stoelstraat;5;;;152318,342;212581,749
ANTWERPEN-WEST - FH05;2055653;3;0;0;3;MDU;Stoofstraat12;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Stoofstraat;12;;;151970,191;212120,088
ANTWERPEN-WEST - FH05;2055930;0;1;0;1;SDU;Suikerrui12;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Suikerrui;12;;;152031,015;212324,27
ANTWERPEN-WEST - FH05;2055934;0;1;0;1;SDU;Suikerrui20;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Suikerrui;20;;;152052,283;212316,346
ANTWERPEN-WEST - FH05;2055938;0;9;0;9;MDU;Suikerrui24;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Suikerrui;24;;;152067,658;212310,182
ANTWERPEN-WEST - FH05;2055942;0;1;0;1;SDU;Suikerrui30;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Suikerrui;30;;;152088,248;212303,951
ANTWERPEN-WEST - FH05;2055943;0;4;0;4;MDU;Suikerrui32;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Suikerrui;32;;;152095,563;212300,971
ANTWERPEN-WEST - FH05;2057140;0;2;0;2;MDU;Torfbrug8;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Torfbrug;8;;;152281,392;212319,964
ANTWERPEN-WEST - FH05;2061095;2;4;0;6;MDU;Vlaanderenstraat6;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Vlaanderenstraat;6;;;151794,282;211852,763
ANTWERPEN-WEST - FH05;2061170;0;1;0;1;SDU;Vlasmarkt3;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Vlasmarkt;3;;;151946,351;212227,414
ANTWERPEN-WEST - FH05;2061171;1;0;0;1;SDU;Vlasmarkt4;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Vlasmarkt;4;;;151945,6;212205,83
ANTWERPEN-WEST - FH05;2061173;1;0;0;1;SDU;Vlasmarkt6;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Vlasmarkt;6;;;151951,387;212204,096
ANTWERPEN-WEST - FH05;2061176;2;1;0;3;MDU;Vlasmarkt8;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Vlasmarkt;8;;;151955,498;212205,958
ANTWERPEN-WEST - FH05;2061179;0;1;0;1;SDU;Vlasmarkt11;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Vlasmarkt;11;;;151987,396;212221,522
ANTWERPEN-WEST - FH05;2061180;0;3;0;3;MDU;Vlasmarkt12;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Vlasmarkt;12;;;151964,847;212199,933
ANTWERPEN-WEST - FH05;2061182;0;1;0;1;SDU;Vlasmarkt14;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Vlasmarkt;14;;;151969,924;212198,745
ANTWERPEN-WEST - FH05;2061184;3;1;0;4;MDU;Vlasmarkt16;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Vlasmarkt;16;;;151975,134;212196,074
ANTWERPEN-WEST - FH05;2061185;0;1;0;1;SDU;Vlasmarkt17;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Vlasmarkt;17;;;152000,062;212216,239
ANTWERPEN-WEST - FH05;2064554;1;0;0;1;SDU;Wijngaardstraat6;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Wijngaardstraat;6;;;152393,551;212346,647
ANTWERPEN-WEST - FH05;2064555;6;0;0;6;MDU;Wijngaardstraat8;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Wijngaardstraat;8;;;152395,787;212342,204
ANTWERPEN-WEST - FH05;2064556;0;1;0;1;SDU;Wijngaardstraat9;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Wijngaardstraat;9;;;152396,166;212358,679
ANTWERPEN-WEST - FH05;2064557;0;1;0;1;SDU;Wijngaardstraat11;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Wijngaardstraat;11;;;152404,827;212359,202
ANTWERPEN-WEST - FH05;2064558;0;5;0;5;MDU;Wijngaardstraat12;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Wijngaardstraat;12;;;152407,571;212340,963
ANTWERPEN-WEST - FH05;2064567;0;1;0;1;SDU;Wijngaardstraat19;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Wijngaardstraat;19;;;152426,489;212358,537
ANTWERPEN-WEST - FH05;2065320;0;1;0;1;SDU;Wisselstraat3;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Wisselstraat;3;;;152231,732;212422,629
ANTWERPEN-WEST - FH05;2065576;0;1;0;1;SDU;Wolstraat11;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Wolstraat;11;;;152391,42;212420,34
ANTWERPEN-WEST - FH05;2065579;2;1;0;3;MDU;Wolstraat18;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Wolstraat;18;;;152423,747;212391,852
ANTWERPEN-WEST - FH05;2065580;0;3;0;3;MDU;Wolstraat20;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Wolstraat;20;;;152428,273;212392,213
ANTWERPEN-WEST - FH05;2065583;7;0;0;7;MDU;Wolstraat25;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Wolstraat;25;;;152451,183;212407,139
ANTWERPEN-WEST - FH05;2065595;0;1;0;1;SDU;Wolstraat40;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Wolstraat;40;;;152484,054;212379,539
ANTWERPEN-WEST - FH05;2066034;0;1;0;1;SDU;Zand25;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Zand;25;;;151929;212114
ANTWERPEN-WEST - FH05;2066580;0;3;0;3;MDU;Zirkstraat17;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Zirkstraat;17;;;152233,962;212581,331
ANTWERPEN-WEST - FH05;2066581;1;0;0;1;SDU;Zirkstraat19;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Zirkstraat;19;;;152235,302;212586,865
ANTWERPEN-WEST - FH05;2066583;2;0;0;2;MDU;Zirkstraat21;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Zirkstraat;21;;;152239,935;212578,526
ANTWERPEN-WEST - FH05;2066588;3;0;0;3;MDU;Zirkstraat31;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Zirkstraat;31;;;152272,52;212567,253
ANTWERPEN-WEST - FH05;2066589;1;0;0;1;SDU;Zirkstraat32;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Zirkstraat;32;;;152286,829;212535,893
ANTWERPEN-WEST - FH05;2066595;1;0;0;1;SDU;Zirkstraat38;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Zirkstraat;38;;;152324,019;212528,182
ANTWERPEN-WEST - FH05;2066993;1;0;0;1;SDU;Zwartzustersstraat5;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Zwartzustersstraat;5;;;152254,219;212629,103
ANTWERPEN-WEST - FH05;2066995;1;0;0;1;SDU;Zwartzustersstraat7;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Zwartzustersstraat;7;;;152259,12;212627,767
ANTWERPEN-WEST - FH05;2066998;3;0;0;3;MDU;Zwartzustersstraat13;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Zwartzustersstraat;13;;;152274,157;212624,442
ANTWERPEN-WEST - FH05;2067005;2;0;0;2;MDU;Zwartzustersstraat24;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Zwartzustersstraat;24;;;152289,176;212600,561
ANTWERPEN-WEST - FH05;2067009;0;1;0;1;SDU;Zwartzustersstraat28;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Zwartzustersstraat;28;;;152298,135;212599,705
ANTWERPEN-WEST - FH05;2067015;1;0;0;1;SDU;Zwartzustersstraat42;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Zwartzustersstraat;42;;;152333,344;212588,582
ANTWERPEN-WEST - FH05;2068338;0;1;0;1;SDU;Sint-Katelijnevest12;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Sint-Katelijnevest;12;;;152542,46;212299,213
ANTWERPEN-WEST - FH05;2068342;9;4;0;13;MDU;Sint-Katelijnevest16;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Sint-Katelijnevest;16;;;152543;212276
ANTWERPEN-WEST - FH05;2068346;0;2;0;2;MDU;Sint-Katelijnevest20;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Sint-Katelijnevest;20;;;152543,986;212274,869
ANTWERPEN-WEST - FH05;29806;3;1;0;4;MDU;Scheldestraat21;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Scheldestraat;21;;;151691,67;211419,259
ANTWERPEN-WEST - FH05;30227;3;0;0;3;MDU;Kloosterstraat104;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Kloosterstraat;104;;;151732,947;211594,082
ANTWERPEN-WEST - FH05;3918267;10;0;0;10;MDU;Fortuinstraat1;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Fortuinstraat;1;;;151696;211669
ANTWERPEN-WEST - FH05;3922671;4;0;0;4;MDU;Kromme-Elleboogstraat8;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Kromme-Elleboogstraat;8;;;151819,349;211901,079
ANTWERPEN-WEST - FH05;3956506;1;0;0;1;SDU;Moriaanstraatje1;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Moriaanstraatje;1;;;152406,023;212384,669
ANTWERPEN-WEST - FH05;3998821;1;0;0;1;SDU;Minderbroedersrui18;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Minderbroedersrui;18;;;152428,078;212566,906
ANTWERPEN-WEST - FH05;4009699;2;0;0;2;MDU;Scheldeken34;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Scheldeken;34;;;151822,077;211931,716
ANTWERPEN-WEST - FH05;4011557;1;0;0;1;SDU;Zwartzustersstraat3;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Zwartzustersstraat;3;;;152249,076;212630,483
ANTWERPEN-WEST - FH05;4032393;1;0;0;1;SDU;Handschoenmarkt11;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Handschoenmarkt;11;;;152171,301;212306,007
ANTWERPEN-WEST - FH05;4040110;0;1;0;1;SDU;Wolstraat16;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Wolstraat;16;;;152418,069;212390,224
ANTWERPEN-WEST - FH05;4052627;0;1;0;1;SDU;Plantinkaai2;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Plantinkaai;2;;;151859,532;212032,711
ANTWERPEN-WEST - FH05;4081905;0;3;0;3;MDU;Pelgrimstraat4;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Pelgrimstraat;4;;;152152,03;212214,847
ANTWERPEN-WEST - FH05;44175;2;1;0;3;MDU;Kloosterstraat2;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Kloosterstraat;2;;;151887,385;211943,549
ANTWERPEN-WEST - FH05;4504831;0;2;0;2;MDU;Oever24;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Oever;24;;;151903,202;211963,15
ANTWERPEN-WEST - FH05;4505120;1;2;0;3;MDU;Kloosterstraat30;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Kloosterstraat;30;;;151844;211871
ANTWERPEN-WEST - FH05;4505399;0;1;0;1;SDU;Melkmarkt6;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Melkmarkt;6;;;152356,581;212319,966
ANTWERPEN-WEST - FH05;4505421;1;0;0;1;SDU;Oude Beurs52;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Oude Beurs;52;;;152309,421;212392,192
ANTWERPEN-WEST - FH05;4508247;0;1;0;1;SDU;Wijngaardstraat10;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Wijngaardstraat;10;;;152401,679;212341,79
ANTWERPEN-WEST - FH05;4508250;0;1;0;1;SDU;Wijngaardstraat20;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Wijngaardstraat;20;;;152428,97;212345,822
ANTWERPEN-WEST - FH05;4508254;1;0;0;1;SDU;Wolstraat8;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Wolstraat;8;;;152390,59;212401,11
ANTWERPEN-WEST - FH05;4508280;1;0;0;1;SDU;Moriaanstraat6;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Moriaanstraat;6;;;152390,721;212374,767
ANTWERPEN-WEST - FH05;4508288;0;1;0;1;SDU;Korte Koepoortstraat5;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Korte Koepoortstraat;5;;;152364,764;212388,157
ANTWERPEN-WEST - FH05;4508293;0;1;0;1;SDU;Melkmarkt3;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Melkmarkt;3;;;152372,276;212341,415
ANTWERPEN-WEST - FH05;4508723;0;1;0;1;SDU;Kaasstraat8;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Kaasstraat;8;;;152041,918;212387,51
ANTWERPEN-WEST - FH05;4509487;2;0;0;2;MDU;Sint-Katelijnevest10;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Sint-Katelijnevest;10;;;152542,219;212304,011
ANTWERPEN-WEST - FH05;4509488;0;1;0;1;SDU;Sint-Katelijnevest14;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Sint-Katelijnevest;14;;;152542,741;212293,668
ANTWERPEN-WEST - FH05;4509500;2;1;0;3;MDU;Hendrik Conscienceplein16;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Hendrik Conscienceplein;16;;;152511,137;212359,699
ANTWERPEN-WEST - FH05;4509574;1;0;0;1;SDU;Kleine Kraaiwijk6;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Kleine Kraaiwijk;6;;;152212,496;212732,276
ANTWERPEN-WEST - FH05;4509619;15;0;0;15;MDU;Lange Doornikstraat10;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Lange Doornikstraat;10;;;152201,967;212544,806
ANTWERPEN-WEST - FH05;4509686;1;0;0;1;SDU;Zwartzustersstraat44;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Zwartzustersstraat;44;;;152337,655;212592,261
ANTWERPEN-WEST - FH05;4509795;0;1;0;1;SDU;Handschoenmarkt21;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Handschoenmarkt;21;;;152190,624;212306,807
ANTWERPEN-WEST - FH05;4509810;0;1;0;1;SDU;Gildekamersstraat3;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Gildekamersstraat;3;;;152092,152;212373,273
ANTWERPEN-WEST - FH05;4509823;0;1;0;1;SDU;Grote Markt10;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Grote Markt;10;;;152150,88;212317,074
ANTWERPEN-WEST - FH05;4511333;0;1;0;1;SDU;Minderbroedersrui44;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Minderbroedersrui;44;;;152499,537;212463,272
ANTWERPEN-WEST - FH05;4511384;0;3;0;3;MDU;Minderbroedersrui20;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Minderbroedersrui;20;;;152429,841;212563,682
ANTWERPEN-WEST - FH05;4512188;2;0;0;2;MDU;Oude Koornmarkt10;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Oude Koornmarkt;10;;;152138,864;212269,334
ANTWERPEN-WEST - FH05;4512827;0;1;0;1;SDU;Stoofstraat11;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Stoofstraat;11;;;151991,748;212135,383
ANTWERPEN-WEST - FH05;4512877;4;0;0;4;MDU;Vlaanderenstraat5;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Vlaanderenstraat;5;;;151811,513;211874,743
ANTWERPEN-WEST - FH05;4512891;1;0;0;1;SDU;Scheldeken13;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Scheldeken;13;;;151838,181;211926,498
ANTWERPEN-WEST - FH05;4512910;1;0;0;1;SDU;Scheldeken32;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Scheldeken;32;;;151825,018;211934,3
ANTWERPEN-WEST - FH05;4512946;0;1;0;1;SDU;Scheldeken14;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Scheldeken;14;;;151863;212013
ANTWERPEN-WEST - FH05;4516883;2;0;0;2;MDU;Kloosterstraat100;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Kloosterstraat;100;;;151741;211602
ANTWERPEN-WEST - FH05;4517799;2;0;0;2;MDU;Kloosterstraat116;;Y;NA;4;4;Beschermd Erfgoed;;;;BUILDING template;Kloosterstraat;116;;;151748,078;211532,829
