Projectnummer;Opdrachtnummer;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;BG Name;xPos;yPos
MECHELEN - FH01;3048597;0;1;0;1;SDU;;Y;NA;3;18;;;;BE -;BUILDING template;Sint-Katelijnestraat;5;;;157630,762;191065,317
MECHELEN - FH01;4103699;1;1;0;2;MDU;D;Y;NA;3;10;;;;;BUILDING template;Frederik de Merodestraat;13;;;157820,715;190967,216
MECHELEN - FH01;3047592;2;0;0;2;MDU;D;Y;NA;3;12;;;;BE -;BUILDING template;Lange Schipstraat;8;;;157677,898;190626,231
MECHELEN - FH01;4740627;0;1;0;1;SDU;;Y;NA;3;16;;;;;BUILDING template;Sint-Katelijnestraat;7;;;157625,809;191070,884
MECHELEN - FH01;3032948;2;1;0;3;MDU;D;Y;NA;3;10;;;;BE -;BUILDING template;Frederik de Merodestraat;15;;;157822,398;190971,057
MECHELEN - FH01;3047593;1;1;1;3;MDU;D;Y;NA;3;4;;;;;BUILDING template;Lange Schipstraat;9;;;157715,464;190627,856
MECHELEN - FH01;3048599;0;1;0;1;SDU;;Y;NA;3;18;;;;;BUILDING template;Sint-Katelijnestraat;8;;;157646,624;191065,788
MECHELEN - FH01;3032951;1;0;0;1;SDU;;N;GLASS;4;12;;;;;BUILDING template;Frederik de Merodestraat;17;;;157821,48;190977,858
MECHELEN - FH01;904315;1;0;0;1;SDU;;Y;NA;3;10;;;;;BUILDING template;Lange Schipstraat;10;;;157728,449;190604,959
MECHELEN - FH01;3048602;1;1;0;2;MDU;D;Y;NA;4;20;;;;BE -;BUILDING template;Sint-Katelijnestraat;10;;;157645,339;191071,168
MECHELEN - FH01;3032953;0;1;0;1;SDU;;N;MON;4;12;;;;MON - Kerk oud gebouw;BUILDING template;Frederik de Merodestraat;18;;;157909,087;190938,666
MECHELEN - FH01;904575;1;0;0;1;SDU;;Y;NA;4;4;;;;;BUILDING template;Lange Schipstraat;11;;;157726,761;190623,711
MECHELEN - FH01;3048603;1;1;0;2;MDU;D;Y;NA;4;20;;;;Sint Katelijnestraat 12 : Mdu 1 lu , 1 bu , doorgaande gevelbekabeling en aansluiting mogelijk;BUILDING template;Sint-Katelijnestraat;12;;;157643,37;191076,633
MECHELEN - FH01;5952822;3;0;0;3;MDU;D;Y;NA;4;4;;;;Geitestraat 11A: Mdu 3 Lu's  doorgaande gevelbekabeling en aansluiting  via gevel mogelijk;BUILDING template;Geitestraat;11;A;;157802;190789
MECHELEN - FH01;3032954;2;0;0;2;MDU;D;N;IRREG;3;12;;;;Frederik De Merodestraat 19: Mdu  2 lu : GEEN  Doorgaande gevelbekabeling  mogelijk sierbepleistering , aansluiting via gevel wel mogelijk.;BUILDING template;Frederik de Merodestraat;19;;;157833,695;190990,943
MECHELEN - FH01;3047595;1;0;0;1;SDU;;Y;NA;2;8;;;;;BUILDING template;Lange Schipstraat;12;;;157733,118;190596,762
MECHELEN - FH01;929571;0;1;0;1;SDU;;Y;NA;4;16;;;;BE - 13 en 15 in een gebouw;BUILDING template;Sint-Katelijnestraat;13;;;157621,072;191083,915
MECHELEN - FH01;901182;0;1;1;2;MDU;D;Y;NA;3;10;;;;BE -;BUILDING template;Frederik de Merodestraat;20;;;157908,13;191076,838
MECHELEN - FH01;904576;0;1;1;2;MDU;D;Y;NA;3;12;;;;;BUILDING template;Lange Schipstraat;13;;;157735,624;190620,551
MECHELEN - FH01;929576;2;0;0;2;MDU;D;Y;NA;4;4;;;;De ingang is bij de oude beggaardenstrast;BUILDING template;Sint-Katelijnestraat;14;;;157641,65;191082,668
MECHELEN - FH01;3032955;1;0;0;1;MDU;D;N;MON;3;12;;;;"MON - Nr 23 en 21 zelfde gebouw&amp;amp;amp;amp;period; Nr 23 1LU";BUILDING template;Frederik de Merodestraat;21;;Frederik de Merodestraat 21-23;157838,158;190994,109
MECHELEN - FH01;3047597;2;0;0;2;MDU;D;Y;NA;3;12;;;;Lange schipstraat  14: Mdu 2 Lu's  doorgaande gevelbekabeling en aansluiting mogelijk- Vermoedelijk gn  bewoning 2 bellen,  1 bus;BUILDING template;Lange Schipstraat;14;;;157744,102;190597,154
MECHELEN - FH01;929578;0;1;0;1;SDU;;N;IRREG;4;18;;;;13 en 15 in het zelfde gebouw;BUILDING template;Sint-Katelijnestraat;15;;;157620,117;191089,482
MECHELEN - FH01;4751963;2;0;0;2;MDU;D;N;MON;3;10;;;;MON - 24 en 22 zelfde gebouw met apparte ingangen;BUILDING template;Frederik de Merodestraat;22;;;157914,374;191086,068
MECHELEN - FH01;3047599;1;0;0;1;SDU;;Y;NA;3;12;;;;BE -;BUILDING template;Lange Schipstraat;16;;;157754,167;190595,592
MECHELEN - FH01;929575;0;1;1;2;MDU;D;Y;NA;3;4;;;;In aanbouw - En construction;BUILDING template;Sint-Katelijnestraat;16;;Sint-Katelijnestraat 16-18;157649,004;191100,624
MECHELEN - FH01;4751965;2;0;0;2;MDU;D;N;MON;3;10;;;;MON -;BUILDING template;Frederik de Merodestraat;24;;;157920,164;191092,826
MECHELEN - FH01;3047600;1;1;0;2;MDU;D;Y;NA;4;12;;;;Cat 5 bekabeling  wordt voorzien naar de kamers;BUILDING template;Lange Schipstraat;17;;;157746,435;190616,534
MECHELEN - FH01;901189;1;0;0;1;SDU;;N;IRREG;4;12;;;;In aanbouw - En construction;BUILDING template;Frederik de Merodestraat;25;;;157843,274;191009,214
MECHELEN - FH01;3047602;4;0;0;4;MDU;D;Y;NA;3;12;;;;2 Lu op 1ste verdiep;BUILDING template;Lange Schipstraat;19;;;157752,937;190613,87
MECHELEN - FH01;3048609;1;0;0;1;SDU;;N;MON;3;4;;;;MON - Monument;BUILDING template;Sint-Katelijnestraat;20;;;157633,359;191127,704
MECHELEN - FH01;3030770;2;2;0;4;MDU;D;Y;NA;3;15;;;;BE - Gebouw in constructies;BUILDING template;Befferstraat;20;;;157984,651;190910,395
MECHELEN - FH01;3032958;0;1;0;1;SDU;;N;IRREG;4;12;;;;;BUILDING template;Frederik de Merodestraat;26;;;157925,188;191099,123
MECHELEN - FH01;3047604;6;0;0;6;MDU;XC;Y;NA;3;12;;;;BE -;BUILDING template;Lange Schipstraat;20;;;157762,207;190590,216
MECHELEN - FH01;929579;0;1;0;1;SDU;;N;MON;3;15;;;;MON -;BUILDING template;Sint-Katelijnestraat;21;;;157614,7;191112,931
MECHELEN - FH01;4061904;1;0;0;1;MDU;D;Y;NA;4;4;;;Y;;BUILDING template;Frederik de Merodestraat;40;;Frederik de Merodestraat 38-40;157968;191143
MECHELEN - FH01;901423;0;1;0;1;SDU;;Y;NA;3;12;;;;BE - Renovatie werk en bezig;BUILDING template;Befferstraat;22;;;157990,499;190911,539
MECHELEN - FH01;901181;0;1;0;1;SDU;;Y;NA;3;10;;;;;BUILDING template;Frederik de Merodestraat;27;;;157847,409;191018,413
MECHELEN - FH01;4741904;1;0;0;1;SDU;;Y;NA;3;10;;;;BE -;BUILDING template;Lange Schipstraat;21;;;157759,304;190611,445
MECHELEN - FH01;3048611;0;1;0;1;SDU;;N;MON;2;4;;;;MON - Monument;BUILDING template;Sint-Katelijnestraat;22;;;157628,304;191130,563
MECHELEN - FH01;5930292;4;0;1;5;MDU;XC;N;IRREG;4;12;;;;_;BUILDING template;Drabstraat;8;C;;157543,114;190800,411
MECHELEN - FH01;6339481;1;0;0;1;SDU;;N;MON;2;5;;;;_;BUILDING template;Grote Markt;17;A;;157874;190911
MECHELEN - FH01;901424;0;1;0;1;SDU;;Y;NA;3;12;;;;Bestaande distributie bovengronds met spankabel;BUILDING template;Befferstraat;38;;;158038,888;190934,223
MECHELEN - FH01;3032960;0;1;0;1;SDU;;N;MON;2;12;;;;MON - Stadsfeestzaal;BUILDING template;Frederik de Merodestraat;28;;;157934,508;191112,286
MECHELEN - FH01;3047606;1;0;0;1;SDU;;Y;NA;3;12;;;;;BUILDING template;Lange Schipstraat;22;;;157766,193;190584,242
MECHELEN - FH01;3048613;1;0;0;1;SDU;;N;IRREG;3;11;;;;;BUILDING template;Sint-Katelijnestraat;24;;;157624,161;191129,797
MECHELEN - FH01;6668745;1;0;0;1;SDU;;Y;NA;2;4;;;Y;;BUILDING template;Persoonshoek;13;A;;157512;190767
MECHELEN - FH01;3032961;1;0;1;2;MDU;D;Y;NA;3;10;;;;BE -;BUILDING template;Frederik de Merodestraat;29;;;157850,785;191023,307
MECHELEN - FH01;904577;1;0;0;1;SDU;;Y;NA;3;10;;;;;BUILDING template;Lange Schipstraat;23;;;157764,75;190609,186
MECHELEN - FH01;935319;1;1;0;2;MDU;D;Y;NA;3;4;;;;;BUILDING template;Sint-Katelijnestraat;25;;;157590,87;191132,249
MECHELEN - FH01;5926155;1;0;0;1;SDU;;Y;NA;2;4;;;Y;;BUILDING template;Schaalstraat;8;B;;157741;190683
MECHELEN - FH01;3032962;3;1;0;4;MDU;D;Y;NA;4;12;;;;Frederik de Merodestraat  30 Mdu: 1 Bu, 3 Lu doorgaande gevelbekabeling en aansluiting mogelijk  via de gevel;BUILDING template;Frederik de Merodestraat;30;;;157944,105;191123,395
MECHELEN - FH01;3047607;0;2;0;2;MDU;D;Y;NA;3;12;;;;Lange schipstraat  24: mdu 2 Bu's  doorgaande gevelbekabeling en aansluiting  can de versckillende units mogelijk ,  vermmoedelijk geen bewoning meer vanaf 1e verdiep. Niemand aanwezig moment ssv;BUILDING template;Lange Schipstraat;24;;;157770,85;190581,295
MECHELEN - FH01;4014968;1;0;0;1;SDU;;N;IRREG;3;10;;;;"Aangebeld aan parlofoon en gebouw is een priv&amp;amp;Atilde;&amp;amp;copy; woning volgens de informatie";BUILDING template;Sint-Katelijnestraat;26;;;157614,708;191140,464
MECHELEN - FH01;3047268;1;0;0;1;SDU;;Y;NA;2;4;;;Y;;BUILDING template;Schaalstraat;12;;;157731;190669
MECHELEN - FH01;3032966;0;1;0;1;SDU;;N;IRREG;3;10;;;;Frederik De Merodestraat 31: mdu 1 bu  1 su  doorgaande gevelbekabeling en aansluiting mogelijk.;BUILDING template;Frederik de Merodestraat;31;;;157855,004;191028,286
MECHELEN - FH01;3047608;1;0;0;1;SDU;;N;MON;2;12;;;;MON - Ingang van openbare tuin;BUILDING template;Lange Schipstraat;25;;;157787,465;190592,568
MECHELEN - FH01;3048614;0;1;0;1;SDU;;N;MON;3;16;;;;MON - 27 en 29 in een gebouw;BUILDING template;Sint-Katelijnestraat;27;;;157587,959;191134,85
MECHELEN - FH01;904923;1;1;1;3;MDU;D;Y;NA;4;15;;;;BE - Huis boven op nummer 9 . Winkel beneden op nummer 11;BUILDING template;Ijzerenleen;11;;;157753,231;190782,189
MECHELEN - FH01;3032940;1;0;0;1;MDU;D;Y;NA;3;12;;;;BE - _;BUILDING template;Frederik de Merodestraat;6;A;Frederik De Merodestraat 6-6A;157844,667;190958,967
MECHELEN - FH01;901185;1;1;0;2;MDU;D;Y;NA;4;12;;;;Frederik de Merodestraat  32 Mdu: 1 Bu, 1 Lu doorgaande gevelbekabeling en aansluiting mogelijk  via de gevel;BUILDING template;Frederik de Merodestraat;32;;;157948,094;191127,614
MECHELEN - FH01;3047609;2;0;0;2;MDU;D;Y;NA;3;12;;;;;BUILDING template;Lange Schipstraat;26;;;157775,526;190576,796
MECHELEN - FH01;3048619;0;1;0;1;SDU;;N;MON;3;14;;;;MON -;BUILDING template;Sint-Katelijnestraat;31;;;157579,547;191140,649
MECHELEN - FH01;3032967;0;1;0;1;SDU;;N;MON;4;12;;;;MON -;BUILDING template;Frederik de Merodestraat;33;;;157859,317;191037,936
MECHELEN - FH01;3047611;2;0;0;2;MDU;D;Y;NA;3;12;;;;;BUILDING template;Lange Schipstraat;28;;;157779,246;190572,849
MECHELEN - FH01;3048620;0;1;0;1;SDU;;N;MON;3;16;;;;MON - Beschermd  monument;BUILDING template;Sint-Katelijnestraat;33;;;157574,234;191145,126
MECHELEN - FH01;4746768;0;1;0;1;SDU;;Y;NA;3;10;;;;_;BUILDING template;Geitestraat;12;;;157791,184;190780,416
MECHELEN - FH01;3036248;0;1;0;1;SDU;;Y;NA;3;9;;;Y;6 studentenkotten;BUILDING template;Hazestraat;4;;;157960,563;190494,219
MECHELEN - FH01;901187;0;1;0;1;SDU;;Y;NA;4;12;;;;;BUILDING template;Frederik de Merodestraat;34;;;157952,513;191131,996
MECHELEN - FH01;3944180;9;0;1;10;MDU;XC;Y;NA;5;12;;;;Dit gebouw heeft geen kelder tech ruimte op gelijkvloers;BUILDING template;Lange Schipstraat;32;;;157786,942;190558,32
MECHELEN - FH01;4740648;1;0;0;1;MDU;D;Y;NA;2;7;;;;Sint Katelijnestraat 36: Mdu 1 lu , 1 bu( 36B) , doorgaande gevelbekabeling en aansluiting mogelijk;BUILDING template;Sint-Katelijnestraat;36;;Sint-Katelijnestraat 36-36B;157590,898;191151,54
MECHELEN - FH01;3993916;1;0;0;1;SDU;;Y;NA;2;7;;;Y;;BUILDING template;Hazestraat;6;;;157965,616;190495,539
MECHELEN - FH01;3032969;4;0;0;4;MDU;D;Y;NA;4;12;;;;Frederik de Merodestraat 36 Mdu  1 + 3Lu   : 4 LU'S  doorgaande gevelbekabeling en aansluitingen mogelijk  via de gevel.;BUILDING template;Frederik de Merodestraat;36;;;157956,674;191136,275
MECHELEN - FH01;903511;4;0;0;4;MDU;D;Y;NA;3;4;;;;;BUILDING template;Lange Schipstraat;33;;;157823,006;190518,903
MECHELEN - FH01;935321;4;0;1;5;MDU;D;Y;NA;4;18;;;;37 en 39 in een gebouw;BUILDING template;Sint-Katelijnestraat;37;;;157566,855;191145,586
MECHELEN - FH01;3032970;0;1;0;1;SDU;;Y;NA;3;10;;;;BE -;BUILDING template;Frederik de Merodestraat;37;;;157882,113;191074,124
MECHELEN - FH01;3047613;1;0;0;1;SDU;;Y;NA;3;12;;;;;BUILDING template;Lange Schipstraat;34;;;157790,315;190554,457
MECHELEN - FH01;3048626;1;1;0;2;MDU;D;Y;NA;3;15;;;;;BUILDING template;Sint-Katelijnestraat;41;;;157561,492;191151,099
MECHELEN - FH01;9583;4;1;1;6;MDU;D;Y;NA;4;14;;;Y;Lange schipstraat 99: mdu  4 lu  1 bu ( winkel 0 en 1) 1 su alm. Doorgaande ģevelbekabeling  en aansluiting via gevel mogelijk.;BUILDING template;Lange Schipstraat;99;;;157920,367;190364,833
MECHELEN - FH01;3944014;3;0;1;4;MDU;D;N;IRREG;4;4;;;;38 en 40 zelfde gebouw;BUILDING template;Frederik de Merodestraat;38;;Frederik de Merodestraat 38-40;157961,679;191141,772
MECHELEN - FH01;3047614;1;0;0;1;SDU;;Y;NA;3;12;;;;Momenteel onbewoond;BUILDING template;Lange Schipstraat;36;;;157793,725;190542,62
MECHELEN - FH01;3048628;1;0;0;1;SDU;;Y;NA;2;10;;;;Het is in de hoek nast stadsheimellijkheid 1;BUILDING template;Sint-Katelijnestraat;43;;;157554,709;191144,723
MECHELEN - FH01;3032972;2;0;0;2;MDU;D;Y;NA;3;10;;;;BE -;BUILDING template;Frederik de Merodestraat;39;;;157887,767;191082,558
MECHELEN - FH01;3944181;3;0;0;3;MDU;D;Y;NA;3;12;;;;;BUILDING template;Lange Schipstraat;37;;;157828,297;190508,679
MECHELEN - FH01;3048630;1;0;0;1;SDU;;N;MON;3;11;;;;MON - Verlaten;BUILDING template;Sint-Katelijnestraat;44;;;157579,601;191164,343
MECHELEN - FH01;905647;0;1;0;1;SDU;;N;IRREG;4;12;;;;BE -;BUILDING template;Begijnenstraat;28;;;157565,688;190820,067
MECHELEN - FH01;901183;0;1;0;1;SDU;;N;MON;3;10;;;;MON -;BUILDING template;Frederik de Merodestraat;41;;;157892,894;191090,427
MECHELEN - FH01;3047615;1;0;0;1;SDU;;Y;NA;3;12;;;;;BUILDING template;Lange Schipstraat;38;;;157798,397;190537,086
MECHELEN - FH01;3032973;1;0;0;1;SDU;;Y;NA;4;10;;;;BE -;BUILDING template;Frederik de Merodestraat;42;;;157969,157;191149,52
MECHELEN - FH01;4736279;1;0;0;1;SDU;;Y;NA;3;12;;;;;BUILDING template;Lange Schipstraat;39;;;157830,607;190502,23
MECHELEN - FH01;4740656;0;1;0;1;SDU;;N;ORN;3;10;;;;BE -;BUILDING template;Sint-Katelijnestraat;46;;;157572,252;191168,001
MECHELEN - FH01;3047617;2;0;0;2;MDU;D;Y;NA;3;12;;;;;BUILDING template;Lange Schipstraat;40;;;157798,989;190529,236
MECHELEN - FH01;3048634;3;0;0;3;MDU;D;Y;NA;3;17;;;;Sint-Katelijnestraat 47: Mdu 3lu's doorgaande en aansluiting mogelijk.;BUILDING template;Sint-Katelijnestraat;47;;;157537,763;191176,782
MECHELEN - FH01;4153244;3;0;0;3;MDU;D;Y;NA;4;12;;;;Frederik De Merodestraat 44 : mdu 3 Lu's  Doorgaande ģevelbekabeling en aansluiting mogelijk;BUILDING template;Frederik de Merodestraat;44;;;157971,969;191153,239
MECHELEN - FH01;3047618;1;0;0;1;SDU;;Y;NA;4;12;;;;;BUILDING template;Lange Schipstraat;41;;;157832,312;190498,439
MECHELEN - FH01;3048636;5;0;0;5;MDU;C;Y;NA;3;9;;;;In aanbouw - En construction;BUILDING template;Sint-Katelijnestraat;48;;;157564,413;191182,72
MECHELEN - FH01;3032975;1;0;0;1;SDU;;Y;NA;4;12;;;;BE -;BUILDING template;Frederik de Merodestraat;45;;;157914,597;191126,263
MECHELEN - FH01;903513;1;0;0;1;SDU;;Y;NA;3;12;;;;;BUILDING template;Lange Schipstraat;42;;;157795,397;190526,509
MECHELEN - FH01;3944199;4;0;0;4;MDU;D;N;MON;5;20;;;;MON -;BUILDING template;Sint-Katelijnestraat;49;;;157534,916;191180,15
MECHELEN - FH01;905274;0;1;1;2;MDU;D;Y;NA;5;4;;;;Ijzerleen 48  mdu 1 bu  1 su(alm) doorgaande gevelbekabeling en aansluiting mogelijk.;BUILDING template;Ijzerenleen;48;;;157670,269;190709,924
MECHELEN - FH01;3032976;0;1;0;1;SDU;;Y;NA;3;9;;;;"Biest 2A zelfde gebouw  priv&amp;amp;eacute; ingang slagerij op Biest 2A";BUILDING template;Frederik de Merodestraat;46;;;157976,034;191156,207
MECHELEN - FH01;1276380;1;0;0;1;SDU;;Y;NA;3;10;;;;;BUILDING template;Lange Schipstraat;43;;;157833,882;190495,278
MECHELEN - FH01;3048637;0;1;0;1;SDU;;Y;NA;3;9;;;;;BUILDING template;Sint-Katelijnestraat;50;;;157560,943;191187,478
MECHELEN - FH01;3037663;2;0;1;3;MDU;D;Y;NA;4;12;;;;Ijzerleen 52: mdu  2 Lu's  Doorgaande gevelbekabeling  en aansluiting  mogelijk.;BUILDING template;Ijzerenleen;52;;;157668,013;190700,851
MECHELEN - FH01;3032978;2;0;0;2;MDU;D;Y;NA;4;12;;;;;BUILDING template;Frederik de Merodestraat;47;;;157919,149;191132,895
MECHELEN - FH01;904196;1;0;0;1;SDU;;Y;NA;3;12;;;;;BUILDING template;Lange Schipstraat;44;;;157802,744;190519,222
MECHELEN - FH01;3048639;0;1;0;1;SDU;;N;MON;5;20;;;;MON -;BUILDING template;Sint-Katelijnestraat;51;;;157531,517;191183,514
MECHELEN - FH01;901191;0;1;0;1;SDU;;N;MON;3;4;;;;MON - _;BUILDING template;Grote Markt;6;;;157801,371;190929,531
MECHELEN - FH01;3032979;2;0;1;3;MDU;D;Y;NA;3;4;;;;Frederik De Merodestraat 49: Mdu 1bu 1 lu  1 su, doorgaande gevelbekabeling en aansluiting mogelijk.;BUILDING template;Frederik de Merodestraat;49;;;157927,425;191141,798
MECHELEN - FH01;3047623;4;0;0;4;MDU;D;Y;NA;4;14;;;;;BUILDING template;Lange Schipstraat;45;;;157835,065;190492,988
MECHELEN - FH01;3048640;2;1;1;4;MDU;D;Y;NA;3;9;;;;Sint Katelijnestraat 52: Mdu 1 bu 2 lu , 1 su , doorgaande gevelbekabeling en aansluiting mogelijk;BUILDING template;Sint-Katelijnestraat;52;;;157557,15;191191,702
MECHELEN - FH01;3032980;0;1;1;2;MDU;D;Y;NA;4;4;;;;BE -;BUILDING template;Frederik de Merodestraat;51;;;157931,016;191149,579
MECHELEN - FH01;904197;3;0;0;3;MDU;D;Y;NA;3;12;;;;;BUILDING template;Lange Schipstraat;46;;;157807,716;190506,516
MECHELEN - FH01;3048641;0;1;0;1;SDU;;N;MON;4;4;;;;MON - MON;BUILDING template;Sint-Katelijnestraat;53;;;157526,543;191187,195
MECHELEN - FH01;901186;0;1;0;1;SDU;;N;IRREG;4;12;;;;Gevel geronoveerd;BUILDING template;Frederik de Merodestraat;55;;;157939,246;191155,319
MECHELEN - FH01;3047625;4;0;0;4;MDU;D;Y;NA;4;12;;;;"Lange schipstraat 47 Mdu  4lu&amp;apos;s : Doorgaande ?evelbekabeling en aansluiting via gevel  mogelijk. Momenteel 4  lu&amp;apos;s";BUILDING template;Lange Schipstraat;47;;;157838,672;190486,827
MECHELEN - FH01;3048642;1;1;0;2;MDU;D;Y;NA;4;12;;;;;BUILDING template;Sint-Katelijnestraat;54;;;157553,649;191196,085
MECHELEN - FH01;3032982;1;0;0;1;SDU;;Y;NA;4;13;;;;BE -;BUILDING template;Frederik de Merodestraat;57;;;157947,222;191158,377
MECHELEN - FH01;3047627;3;0;0;3;MDU;D;Y;NA;3;12;;;;Lange schipstraat  4: Mdu 3lu's  - doorgaande gevelbekabeling en aansluitingen mogelijk  via gevel.;BUILDING template;Lange Schipstraat;48;;;157808,604;190496,609
MECHELEN - FH01;4739270;0;1;0;1;SDU;;N;MON;3;15;;;;MON -;BUILDING template;Sint-Katelijnestraat;55;;;157524,959;191190,255
