Projectnummer;Opdrachtnummer;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;BG Name
ANTWERPEN-WEST - FH07;1873258;4;0;0;4;MDU;D;Y;NA;4;9;;;Y;;BUILDING template;Franckenstraat;19;;
ANTWERPEN-WEST - FH07;2061348;5;0;0;5;MDU;D;Y;NA;5;15;;;Y;Duplex;BUILDING template;Lange Vlierstraat;19;;
ANTWERPEN-WEST - FH07;6020652;1;1;1;3;MDU;D;N;IRREG;4;12;;;;;BUILDING template;Muntstraat;4;;
ANTWERPEN-WEST - FH07;49162;4;0;0;4;MDU;D;Y;NA;4;9;;;Y;Derde verdieping is dakappartement;BUILDING template;Franckenstraat;21;;
ANTWERPEN-WEST - FH07;2061350;3;0;0;3;MDU;D;Y;NA;3;13;;;Y;;BUILDING template;Lange Vlierstraat;21;;
ANTWERPEN-WEST - FH07;6058494;0;1;0;1;MDU;XC;Y;NA;4;12;;;;;BUILDING template;Volkstraat;10;A;Volkstraat 10-10A
ANTWERPEN-WEST - FH07;60998;0;1;0;1;MDU;D;Y;NA;5;4;Beschermd Erfgoed;;Y;BE;BUILDING template;Nationalestraat;64;;Nationalestraat 64_Sint-Andriesstraat 44
ANTWERPEN-WEST - FH07;2061352;1;0;0;1;SDU;;Y;NA;9;4;;;Y;;BUILDING template;Lange Vlierstraat;23;;
ANTWERPEN-WEST - FH07;6086727;2;1;0;3;MDU;D;N;GLASS;3;10;;;;De verdeling voor dit pand zan gebeuren op de zijgevel van het pand gelegen in de Prekersstraat 33.;BUILDING template;Pachtstraat;16;;
ANTWERPEN-WEST - FH07;2025189;0;1;0;1;MDU;;Y;NA;5;15;;;Y;;BUILDING template;Nationalestraat;66;;Nationalestraat 66-68
ANTWERPEN-WEST - FH07;2061353;6;0;0;6;MDU;D;Y;NA;4;12;;;Y;;BUILDING template;Lange Vlierstraat;25;;
ANTWERPEN-WEST - FH07;6089004;6;0;0;6;MDU;C;N;IRREG;3;12;;;;;BUILDING template;Korte Riddersstraat;15;3;
ANTWERPEN-WEST - FH07;60997;0;1;0;1;SDU;;Y;NA;4;15;;;Y;;BUILDING template;Nationalestraat;70;;
ANTWERPEN-WEST - FH07;2061354;4;0;0;4;MDU;D;Y;NA;5;4;;;Y;Vedieping 4 niet zichtbaar vanop straat.;BUILDING template;Lange Vlierstraat;27;;
ANTWERPEN-WEST - FH07;6089031;1;0;0;1;MDU;D;N;IRREG;5;15;;;;;BUILDING template;Steenhouwersvest;1;A;Hoogstraat 79-81_Steenhouwersvest 1A
ANTWERPEN-WEST - FH07;2025207;3;1;0;4;MDU;D;Y;NA;4;4;Beschermd Erfgoed;;Y;BE;BUILDING template;Nationalestraat;72;;
ANTWERPEN-WEST - FH07;2061355;4;0;0;4;MDU;D;Y;NA;4;12;;;Y;;BUILDING template;Lange Vlierstraat;29;;
ANTWERPEN-WEST - FH07;6339524;5;0;1;6;MDU;D;N;IRREG;5;15;;;;;BUILDING template;Willem Lepelstraat;23;A;Willem Lepelstraat 23-23A-25-25A
ANTWERPEN-WEST - FH07;2025212;4;1;0;5;MDU;D;Y;NA;5;4;Beschermd Erfgoed;;Y;BE;BUILDING template;Nationalestraat;74;;
ANTWERPEN-WEST - FH07;2061356;0;1;0;1;SDU;;Y;NA;5;15;;;Y;;BUILDING template;Lange Vlierstraat;31;;
ANTWERPEN-WEST - FH07;6353271;1;0;0;1;SDU;;N;ORN;4;12;;;;;BUILDING template;Oever;29;A;
ANTWERPEN-WEST - FH07;49137;0;1;0;1;MDU;;Y;NA;5;4;Beschermd Erfgoed;;Y;BE;BUILDING template;Nationalestraat;78;;Nationalestraat 76-78_Franckenstraat 23
ANTWERPEN-WEST - FH07;2061357;0;1;0;1;SDU;;Y;NA;4;12;;;Y;;BUILDING template;Lange Vlierstraat;33;;
ANTWERPEN-WEST - FH07;6419320;1;0;0;1;MDU;D;N;MON;4;0;Monument;;;MON;BUILDING template;Bergstraat;2;A;Bergstraat 2A_Leeuwenstraat 15
ANTWERPEN-WEST - FH07;61101;3;1;0;4;MDU;D;Y;NA;4;12;;;Y;;BUILDING template;Gierstraat;2;;
ANTWERPEN-WEST - FH07;49150;0;1;0;1;MDU;;Y;NA;1;4;Beschermd Erfgoed;;Y;BE;BUILDING template;Pompstraat;1;;Pompstraat 1-3
ANTWERPEN-WEST - FH07;60993;0;1;0;1;MDU;;Y;NA;5;4;;;Y;;BUILDING template;Nationalestraat;102;;Steenbergstraat 40_Nationalestraat 102
ANTWERPEN-WEST - FH07;6435987;0;0;0;0;SDU;;N;IRREG;5;15;;;N;Gebouw bestaat niet, survey onder huisnummer 4;BUILDING template;Prekersstraat;4;B;
ANTWERPEN-WEST - FH07;1897706;1;0;0;1;SDU;;Y;NA;3;4;Beschermd Erfgoed;;Y;BE;BUILDING template;Gierstraat;4;;
ANTWERPEN-WEST - FH07;2045065;1;0;0;1;MDU;;Y;NA;4;4;Beschermd Erfgoed;;Y;BE;BUILDING template;Pompstraat;3;;Pompstraat 1-3
ANTWERPEN-WEST - FH07;2025335;1;1;0;2;MDU;D;Y;NA;5;4;;;Y;;BUILDING template;Nationalestraat;104;;
ANTWERPEN-WEST - FH07;6452134;0;0;0;0;SDU;;N;ORN;5;15;;;N;;BUILDING template;Prekersstraat;6;A;
ANTWERPEN-WEST - FH07;1897732;1;0;0;1;SDU;;N;ORN;3;9;;;Y;;BUILDING template;Gierstraat;6;;
ANTWERPEN-WEST - FH07;2045066;6;0;0;6;MDU;D;Y;NA;4;12;;;Y;;BUILDING template;Pompstraat;7;;
ANTWERPEN-WEST - FH07;2025339;4;1;0;5;MDU;D;Y;NA;5;4;Beschermd Erfgoed;;Y;BE;BUILDING template;Nationalestraat;106;;
ANTWERPEN-WEST - FH07;6524083;0;1;0;1;MDU;D;Y;NA;5;15;;;;;BUILDING template;Nationalestraat;40;;Nationalestraat 38-40
ANTWERPEN-WEST - FH07;976574;6;0;1;7;MDU;C;N;IRREG;3;;;;;_;BUILDING template;Kloosterstraat;143;;
ANTWERPEN-WEST - FH07;4254222;2;1;0;3;MDU;D;Y;NA;3;9;;;Y;2 appartementen met 1 magazijn op gelijkvloers. Magazijn heeft geen bel en geen bus.  Bovenste 3 bellen zijn oud en niet in gebruik.;BUILDING template;Gierstraat;8;;
ANTWERPEN-WEST - FH07;2045067;5;0;0;5;MDU;D;Y;NA;5;15;;;Y;;BUILDING template;Pompstraat;9;;
ANTWERPEN-WEST - FH07;2025348;2;1;0;3;MDU;D;Y;NA;5;4;Beschermd Erfgoed;;Y;4de is duplex;BUILDING template;Nationalestraat;108;;
ANTWERPEN-WEST - FH07;6524941;0;0;0;0;SDU;;N;ORN;5;15;;;N;Secundair adres van Pachtstraat 2;BUILDING template;Pachtstraat;4;;Pachtstraat 2-4
ANTWERPEN-WEST - FH07;61100;1;0;0;1;SDU;;Y;NA;2;9;;;Y;;BUILDING template;Gierstraat;10;;
ANTWERPEN-WEST - FH07;2045069;5;0;0;5;MDU;D;Y;NA;5;4;;;Y;Geen studenten;BUILDING template;Pompstraat;11;;
ANTWERPEN-WEST - FH07;2025353;6;1;0;7;MDU;D;Y;NA;5;4;Beschermd Erfgoed;;Y;BE;BUILDING template;Nationalestraat;110;;
ANTWERPEN-WEST - FH07;6524942;0;0;0;0;SDU;;N;ORN;5;15;;;N;Is secundair adres van Pachtstraat 6;BUILDING template;Pachtstraat;8;;Pachtstraat 6-8
ANTWERPEN-WEST - FH07;61094;0;6;0;6;MDU;;N;ORN;6;0;;;Y;;BUILDING template;Kammenstraat;18;;
ANTWERPEN-WEST - FH07;2045070;4;0;0;4;MDU;D;Y;NA;4;12;;;Y;;BUILDING template;Pompstraat;13;;
ANTWERPEN-WEST - FH07;1445942;3;1;0;4;MDU;D;Y;NA;4;12;;;Y;;BUILDING template;Nationalestraat;112;;
ANTWERPEN-WEST - FH07;6524943;0;0;0;0;SDU;;N;ORN;5;15;;;N;Is secundair adres van Pachtstraat 10;BUILDING template;Pachtstraat;12;;Pachtstraat 10-12
ANTWERPEN-WEST - FH07;61095;3;0;0;3;MDU;D;Y;NA;4;4;Beschermd Erfgoed;;Y;Een bel buiten gebruik. BU is bij Steenhouwersvest 65 getrokken.;BUILDING template;Kammenstraat;24;;
ANTWERPEN-WEST - FH07;4509953;4;0;0;4;MDU;D;Y;NA;4;4;Beschermd Erfgoed;;Y;BE;BUILDING template;Pompstraat;15;;
ANTWERPEN-WEST - FH07;60994;4;0;0;4;MDU;D;Y;NA;5;4;;;Y;;BUILDING template;Nationalestraat;114;;
ANTWERPEN-WEST - FH07;6525998;1;0;0;1;SDU;;N;IRREG;4;12;;;;;BUILDING template;Korte Riddersstraat;15;4;
ANTWERPEN-WEST - FH07;60740;1;0;0;1;SDU;;N;ORN;4;0;Beschermd Erfgoed;;Y;BE;BUILDING template;Bergstraat;2;;
ANTWERPEN-WEST - FH07;2054531;0;1;0;1;SDU;;N;IRREG;7;21;;;Y;;BUILDING template;Steenhouwersvest;55;;
ANTWERPEN-WEST - FH07;4011332;1;0;0;1;MDU;;Y;NA;1;4;Beschermd Erfgoed;;Y;BE;BUILDING template;Pompstraat;17;;Pompstraat 17-19
ANTWERPEN-WEST - FH07;49134;5;0;0;5;MDU;D;Y;NA;5;15;;;Y;;BUILDING template;Sint-Andriesplaats;18;;
ANTWERPEN-WEST - FH07;6525999;1;0;0;1;MDU;;N;ORN;2;0;Dorpsgezicht;;;Huisnummer bestaat niet!;BUILDING template;Korte Riddersstraat;23;2;Korte ridderstraat 23-25
ANTWERPEN-WEST - FH07;2054532;2;1;0;3;MDU;D;Y;NA;4;4;Beschermd Erfgoed;;Y;Gelijkvloers Winkel Filou & Friends, 1e verdieping rookruimte winkel, 2e verdieping appartement leegstaand, 3e verdieping appartement leegstaand. Appartementen hebben geen brievenbus en winkel heeft geen bel.;BUILDING template;Steenhouwersvest;57;;
ANTWERPEN-WEST - FH07;4216156;7;0;0;7;MDU;D;Y;NA;4;4;Beschermd Erfgoed;;Y;4de verdieping is in dak gelegen en niet zichtbaar vanop straat;BUILDING template;Pompstraat;19;;Pompstraat 17-19
ANTWERPEN-WEST - FH07;1735127;5;0;0;5;MDU;D;Y;NA;5;15;;;Y;;BUILDING template;Sint-Andriesplaats;19;;
ANTWERPEN-WEST - FH07;6526000;1;0;0;1;MDU;;N;ORN;2;0;Dorpsgezicht;;;DG;BUILDING template;Korte Riddersstraat;23;4;Korte ridderstraat 23-25
ANTWERPEN-WEST - FH07;1740478;1;0;0;1;SDU;;N;ORN;3;9;;;Y;;BUILDING template;Bergstraat;4;;
ANTWERPEN-WEST - FH07;2054533;3;1;0;4;MDU;D;Y;NA;5;4;Beschermd Erfgoed;;Y;een brievenbus dichtgeplakt!;BUILDING template;Steenhouwersvest;59;;
ANTWERPEN-WEST - FH07;49151;3;0;0;3;MDU;D;Y;NA;4;4;Beschermd Erfgoed;;Y;BE;BUILDING template;Pompstraat;21;;
ANTWERPEN-WEST - FH07;1735128;3;0;0;3;MDU;D;Y;NA;4;12;;;Y;BU op het gelijkvloers heeft huisnummer 21 en is een SDU;BUILDING template;Sint-Andriesplaats;20;;
ANTWERPEN-WEST - FH07;6526001;1;0;0;1;MDU;;N;ORN;2;0;Dorpsgezicht;;;DG;BUILDING template;Korte Riddersstraat;23;5;Korte ridderstraat 23-25
ANTWERPEN-WEST - FH07;1740479;4;0;0;4;MDU;D;N;ORN;3;0;;;Y;;BUILDING template;Bergstraat;6;;
ANTWERPEN-WEST - FH07;2054535;3;1;0;4;MDU;D;Y;NA;4;12;;;Y;4 bellen, 3 bussen, BU heeft geen bus.;BUILDING template;Steenhouwersvest;63;;
ANTWERPEN-WEST - FH07;1735132;1;0;0;1;SDU;;N;ORN;4;0;;;Y;;BUILDING template;Sint-Andriesstraat;24;;
ANTWERPEN-WEST - FH07;4509987;1;0;0;1;SDU;;Y;NA;4;12;;;Y;;BUILDING template;Sint-Andriesplaats;21;;
ANTWERPEN-WEST - FH07;6526002;1;0;0;1;MDU;;N;ORN;3;0;Dorpsgezicht;;;DG;BUILDING template;Korte Riddersstraat;23;6;Korte ridderstraat 23-25
ANTWERPEN-WEST - FH07;1740480;1;0;0;1;SDU;;N;ORN;4;0;;;Y;;BUILDING template;Bergstraat;8;;
ANTWERPEN-WEST - FH07;61096;3;1;0;4;MDU;D;Y;NA;4;4;Beschermd Erfgoed;;Y;Gelijkvloers en eersteverdieping in gebruik bij Winkel. Winkel heeft geen bus.;BUILDING template;Steenhouwersvest;65;;
ANTWERPEN-WEST - FH07;4064208;0;1;0;1;SDU;;Y;NA;3;4;Beschermd Erfgoed;;Y;BE;BUILDING template;Sint-Andriesstraat;26;;
ANTWERPEN-WEST - FH07;49167;0;1;0;1;SDU;;Y;NA;5;18;;;Y;;BUILDING template;Steenbergstraat;2;;
ANTWERPEN-WEST - FH07;6526011;3;0;0;4;MDU;D;Y;NA;4;15;;;;;BUILDING template;Bergstraat;18;;Kammenstraat 12_Bergstraat 18
ANTWERPEN-WEST - FH07;4507873;1;0;0;1;SDU;;N;ORN;4;0;Beschermd Erfgoed;;Y;BE;BUILDING template;Bergstraat;10;;
ANTWERPEN-WEST - FH07;61103;1;1;0;2;MDU;D;Y;NA;4;12;;;Y;1e t/m 3e verdieping is een appartement.;BUILDING template;Vrijdagmarkt;9;;
ANTWERPEN-WEST - FH07;4166456;3;0;0;3;MDU;D;Y;NA;4;12;;;Y;;BUILDING template;Sint-Andriesstraat;28;;
ANTWERPEN-WEST - FH07;2054371;0;1;0;1;SDU;;Y;NA;5;18;;;Y;Studentekoten;BUILDING template;Steenbergstraat;4;;
ANTWERPEN-WEST - FH07;1740481;1;0;0;1;SDU;;N;ORN;3;0;;;Y;;BUILDING template;Bergstraat;12;;
ANTWERPEN-WEST - FH07;1735133;1;0;0;1;SDU;;Y;NA;4;12;;;Y;;BUILDING template;Sint-Andriesstraat;30;;
ANTWERPEN-WEST - FH07;3928457;5;0;0;5;MDU;D;Y;NA;5;15;;;Y;;BUILDING template;Steenbergstraat;6;;
ANTWERPEN-WEST - FH07;6526019;4;0;2;6;MDU;D;Y;NA;5;4;;;;;BUILDING template;Van Craesbeeckstraat;9;B;
ANTWERPEN-WEST - FH07;60721;3;1;0;4;MDU;D;Y;NA;4;12;;;Y;;BUILDING template;Gierstraat;1;;
ANTWERPEN-WEST - FH07;4247899;1;0;0;1;SDU;;Y;NA;3;4;Beschermd Erfgoed;;Y;BE;BUILDING template;Sint-Andriesstraat;32;;
ANTWERPEN-WEST - FH07;1737821;1;1;0;2;MDU;D;Y;NA;3;9;;;Y;;BUILDING template;Kloosterstraat;83;;
ANTWERPEN-WEST - FH07;2054373;3;1;0;4;MDU;D;Y;NA;4;12;;;Y;;BUILDING template;Steenbergstraat;8;;
ANTWERPEN-WEST - FH07;6526020;0;0;0;0;SDU;;N;IRREG;5;15;;;N;Huisnummer bestaat niet;BUILDING template;Prekersstraat;18;B;Prekersstraat 16_18_18A_18B_18D
ANTWERPEN-WEST - FH07;1897679;2;1;0;3;MDU;D;Y;NA;3;9;;;Y;;BUILDING template;Gierstraat;3;;
ANTWERPEN-WEST - FH07;1735134;8;0;0;8;MDU;D;Y;NA;5;15;;;Y;;BUILDING template;Sint-Andriesstraat;34;;
ANTWERPEN-WEST - FH07;182846;11;2;2;15;MDU;XC;N;ORN;4;0;Beschermd Erfgoed;;Y;BE;BUILDING template;Korte Vlierstraat;6;;
ANTWERPEN-WEST - FH07;2054375;3;1;0;4;MDU;D;Y;NA;4;12;;;Y;;BUILDING template;Steenbergstraat;10;;
ANTWERPEN-WEST - FH07;6526021;0;0;0;0;SDU;;N;IRREG;5;15;;;N;Gebouw bestaat niet, survey onder huisnummer 8;BUILDING template;Prekersstraat;8;B;
ANTWERPEN-WEST - FH07;1897717;1;0;0;1;SDU;;Y;NA;3;9;;;Y;;BUILDING template;Gierstraat;5;;
ANTWERPEN-WEST - FH07;4509972;1;0;0;1;SDU;;Y;NA;3;9;;;Y;;BUILDING template;Sint-Andriesstraat;40;;
ANTWERPEN-WEST - FH07;976537;5;0;0;5;MDU;D;Y;NA;5;15;;;Y;;BUILDING template;Lange Vlierstraat;2;;
ANTWERPEN-WEST - FH07;2054377;2;1;0;3;MDU;D;Y;NA;4;12;;;Y;Verdiep 3 is 1BU van studentekoten.;BUILDING template;Steenbergstraat;12;;
ANTWERPEN-WEST - FH07;1737814;0;1;0;1;SDU;D;N;ORN;3;0;Beschermd Erfgoed;;;BE;BUILDING template;Kloosterstraat;67;;
ANTWERPEN-WEST - FH07;3926832;4;1;1;6;MDU;XC;Y;NA;3;12;;;Y;;BUILDING template;Gierstraat;7;;
ANTWERPEN-WEST - FH07;48920;4;0;0;4;MDU;D;Y;NA;4;12;;;Y;;BUILDING template;Sint-Andriesstraat;42;;
ANTWERPEN-WEST - FH07;2061337;5;0;0;5;MDU;D;Y;NA;5;12;;;Y;Duplex niet zichtbaar op de foto.;BUILDING template;Lange Vlierstraat;4;;
ANTWERPEN-WEST - FH07;2054379;4;0;0;4;MDU;D;Y;NA;4;12;;;Y;;BUILDING template;Steenbergstraat;14;;
ANTWERPEN-WEST - FH07;1897734;3;0;0;3;MDU;D;Y;NA;4;4;;;Y;;BUILDING template;Gierstraat;9;;
ANTWERPEN-WEST - FH07;4236823;4;0;0;4;MDU;D;Y;NA;4;12;;;Y;Pand is juist helemaal verkocht dus ik vermoed dat ze aan renovatiewerken gaan beginnen binnenkort.;BUILDING template;Lange Vlierstraat;6;;
ANTWERPEN-WEST - FH07;61001;4;0;0;4;MDU;D;Y;NA;5;15;;;Y;Duplex;BUILDING template;Steenbergstraat;16;;
ANTWERPEN-WEST - FH07;2061334;0;1;0;1;MDU;;Y;NA;2;4;;;;;BUILDING template;Korte Vlierstraat;17;;Korte Vlierstraat 15-17
ANTWERPEN-WEST - FH07;60723;0;1;0;1;MDU;D;Y;NA;1;4;Beschermd Erfgoed;;Y;BE;BUILDING template;Kammenstraat;12;;Kammenstraat 12_Bergstraat 18
ANTWERPEN-WEST - FH07;2061339;6;0;1;7;MDU;XC;Y;NA;4;12;;;Y;;BUILDING template;Lange Vlierstraat;8;;
ANTWERPEN-WEST - FH07;2054380;5;0;0;5;MDU;D;Y;NA;5;15;;;Y;;BUILDING template;Steenbergstraat;18;;
ANTWERPEN-WEST - FH07;2047299;1;0;0;1;SDU;;Y;NA;2;4;;;;;BUILDING template;Lange Riddersstraat;8;;
ANTWERPEN-WEST - FH07;60724;0;1;0;1;SDU;;Y;NA;1;3;;;Y;;BUILDING template;Kammenstraat;14;;
ANTWERPEN-WEST - FH07;2061341;7;0;0;7;MDU;C;Y;NA;5;15;;;Y;;BUILDING template;Lange Vlierstraat;10;;
ANTWERPEN-WEST - FH07;2054381;1;1;0;2;MDU;D;Y;NA;3;9;;;Y;;BUILDING template;Steenbergstraat;20;;
ANTWERPEN-WEST - FH07;44497;1;0;0;1;MDU;;Y;NA;2;4;Beschermd Erfgoed;;;;BUILDING template;Sint-Andriesplaats;5;;Sint-Andriesplaats 3-4-5
ANTWERPEN-WEST - FH07;60736;1;0;0;1;MDU;D;N;MON;4;0;Monument;;Y;MON;BUILDING template;Leeuwenstraat;15;;Bergstraat 2A_Leeuwenstraat 15
ANTWERPEN-WEST - FH07;2061344;4;0;0;4;MDU;D;Y;NA;4;12;;;Y;;BUILDING template;Lange Vlierstraat;12;;
ANTWERPEN-WEST - FH07;2054382;1;0;0;1;SDU;;Y;NA;3;9;;;Y;;BUILDING template;Steenbergstraat;22;;
ANTWERPEN-WEST - FH07;3918214;1;0;0;1;MDU;;Y;NA;2;4;;;;;BUILDING template;Sint-Andriesplaats;4;;Sint-Andriesplaats 3-4-5
ANTWERPEN-WEST - FH07;1986578;4;0;0;4;MDU;D;Y;NA;4;4;;;Y;;BUILDING template;Leeuwenstraat;17;;
ANTWERPEN-WEST - FH07;976536;3;1;0;4;MDU;D;Y;NA;5;15;;;Y;;BUILDING template;Lange Vlierstraat;14;;
ANTWERPEN-WEST - FH07;2054384;2;0;0;2;MDU;D;Y;NA;3;4;Beschermd Erfgoed;;Y;In globale gebouw zitten ook nummers 26, 28, 32;BUILDING template;Steenbergstraat;24;;
ANTWERPEN-WEST - FH07;1986581;0;1;0;1;SDU;;Y;NA;4;12;;;Y;;BUILDING template;Leeuwenstraat;19;;
ANTWERPEN-WEST - FH07;2061346;7;0;0;7;MDU;D;Y;NA;4;12;;;Y;;BUILDING template;Lange Vlierstraat;18;;
ANTWERPEN-WEST - FH07;2054386;10;0;0;10;MDU;D;Y;NA;5;4;Beschermd Erfgoed;;Y;BE;BUILDING template;Steenbergstraat;28;;
ANTWERPEN-WEST - FH07;44180;2;1;1;4;MDU;D;Y;NA;3;4;Beschermd Erfgoed;;;BE;BUILDING template;Kloosterstraat;69;;
ANTWERPEN-WEST - FH07;4511039;1;0;0;1;SDU;;Y;NA;3;9;;;Y;;BUILDING template;Leeuwenstraat;21;;
ANTWERPEN-WEST - FH07;2061349;4;0;0;4;MDU;D;Y;NA;4;12;;;Y;;BUILDING template;Lange Vlierstraat;20;;
ANTWERPEN-WEST - FH07;4506587;0;1;0;1;SDU;;Y;NA;5;18;;;Y;;BUILDING template;Steenbergstraat;34;;
ANTWERPEN-WEST - FH07;60737;3;1;0;4;MDU;D;Y;NA;4;12;;;Y;;BUILDING template;Leeuwenstraat;23;;
ANTWERPEN-WEST - FH07;2061351;3;0;0;3;MDU;D;Y;NA;3;9;;;Y;;BUILDING template;Lange Vlierstraat;22;;
ANTWERPEN-WEST - FH07;2054387;5;0;0;5;MDU;D;Y;NA;5;18;;;Y;Renovatie gebouw in afwerking;BUILDING template;Steenbergstraat;36;;
ANTWERPEN-WEST - FH07;4518334;1;0;0;1;SDU;;Y;NA;3;4;;;Y;;BUILDING template;Lange Vlierstraat;24;;
ANTWERPEN-WEST - FH07;2054388;17;0;1;18;MDU;XC;Y;NA;5;18;;;Y;;BUILDING template;Steenbergstraat;38;;
ANTWERPEN-WEST - FH07;1735135;1;0;0;1;SDU;;Y;NA;2;4;;;;;BUILDING template;Sint-Andriesstraat;38;;
ANTWERPEN-WEST - FH07;976534;0;1;0;1;SDU;;Y;NA;4;4;Beschermd Erfgoed;;Y;BE;BUILDING template;Lange Vlierstraat;26;;
ANTWERPEN-WEST - FH07;976547;9;0;0;9;MDU;D;Y;NA;5;15;;;Y;;BUILDING template;Pachtstraat;1;;
ANTWERPEN-WEST - FH07;1494696;5;0;0;5;MDU;D;Y;NA;5;12;;;Y;;BUILDING template;Pachtstraat;3;;
ANTWERPEN-WEST - FH07;2038468;4;0;0;4;MDU;D;Y;NA;4;12;;;Y;;BUILDING template;Pachtstraat;5;;
ANTWERPEN-WEST - FH07;2038472;2;1;0;3;MDU;D;Y;NA;3;12;;;Y;MDU want de units zijn nu ook apart aangesloten.;BUILDING template;Pachtstraat;7;;
ANTWERPEN-WEST - FH07;2038479;0;1;0;1;SDU;;Y;NA;5;15;;;Y;;BUILDING template;Pachtstraat;9;;
ANTWERPEN-WEST - FH07;976548;4;0;0;4;MDU;D;Y;NA;4;12;;;Y;;BUILDING template;Pachtstraat;11;;
ANTWERPEN-WEST - FH07;972786;8;0;2;10;MDU;XC;N;ORN;5;15;;;Y;;BUILDING template;Pachtstraat;2;;Pachtstraat 2-4
ANTWERPEN-WEST - FH07;972787;6;0;1;7;MDU;XC;N;ORN;5;15;;;Y;;BUILDING template;Pachtstraat;6;;Pachtstraat 6-8
ANTWERPEN-WEST - FH07;1737817;4;2;1;7;MDU;A;N;ORN;6;18;;;;;BUILDING template;Kloosterstraat;79;;
ANTWERPEN-WEST - FH07;972788;8;0;2;10;MDU;XC;N;ORN;5;15;;;Y;;BUILDING template;Pachtstraat;10;;Pachtstraat 10-12
ANTWERPEN-WEST - FH07;5364247;1;0;0;1;SDU;;N;ORN;1;0;;;Y;;BUILDING template;Prekersstraat;25;;
ANTWERPEN-WEST - FH07;972778;9;0;2;11;MDU;C;N;ORN;5;15;;;Y;;BUILDING template;Prekersstraat;27;;
ANTWERPEN-WEST - FH07;2045610;10;0;2;12;MDU;C;N;ORN;5;15;;;Y;;BUILDING template;Prekersstraat;29;;
ANTWERPEN-WEST - FH07;5576144;9;0;2;11;MDU;C;N;ORN;5;15;;;Y;;BUILDING template;Prekersstraat;31;;
ANTWERPEN-WEST - FH07;972777;1;0;0;1;SDU;;N;ORN;3;0;Beschermd Erfgoed;;Y;BE;BUILDING template;Prekersstraat;33;;
ANTWERPEN-WEST - FH07;719031;1;0;0;1;SDU;;N;MON;3;0;Monument;;Y;MON;BUILDING template;Korte Riddersstraat;2;;
ANTWERPEN-WEST - FH07;2045613;6;0;0;6;MDU;XC;N;ORN;4;12;;;Y;;BUILDING template;Prekersstraat;35;;
ANTWERPEN-WEST - FH07;4505108;1;0;0;1;SDU;;Y;NA;3;4;;;Y;;BUILDING template;Korte Riddersstraat;4;;
ANTWERPEN-WEST - FH07;4215083;1;0;0;1;SDU;;Y;NA;3;4;Beschermd Erfgoed;;Y;BE;BUILDING template;Korte Riddersstraat;6;;
ANTWERPEN-WEST - FH07;2045617;8;0;2;10;MDU;XC;N;ORN;4;12;;;Y;;BUILDING template;Prekersstraat;45;;
ANTWERPEN-WEST - FH07;4505109;1;0;0;1;SDU;;Y;NA;3;4;Beschermd Erfgoed;;Y;BE;BUILDING template;Korte Riddersstraat;8;;
