Projectnummer;Opdrachtnummer;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;BG Name;xPos;yPos;Fiberhood
SCHAERBEEK - FH03;5585177;10;0;1;11;MDU;;Y;NA;6;6;;"Volgens PXS: 11 units; in GM 5 bussen en verdiepingen";Y;_;BUILDING template;Adolphe Lacomblélaan;18;;Adolphe Lacomblélaan 18-20;152230,799;171075,769;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677832;4;0;0;4;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Eugène Plaskylaan;167;;;152041,73;171407,254;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1675499;3;0;0;3;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Adolphe Lacomblélaan;19;;;152249,259;171052,7;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677833;1;1;0;2;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Eugène Plaskylaan;169;;;152043,28;171413,33;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1675501;4;0;1;5;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Adolphe Lacomblélaan;21;;;152244,919;171047,459;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677834;1;0;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;Eugène Plaskylaan;171;;;152045,419;171421,55;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;4117089;11;0;1;12;MDU;;Y;NA;6;3;;"Volgens PXS: 11 units; in GM (huisnummer niet aan muur) 6 bussen aan rechterkant (22)";Y;_;BUILDING template;Adolphe Lacomblélaan;22;;Adolphe Lacomblélaan 22-24;152220,325;171062,989;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949695;36;0;1;37;MDU;;Y;NA;9;3;;;Y;_;BUILDING template;Eugène Plaskylaan;173;;;152050,08;171436,85;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;948322;5;0;1;6;MDU;;Y;NA;5;3;;;Y;_;BUILDING template;Adolphe Lacomblélaan;23;;;152240,779;171042,448;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949590;0;4;0;4;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;Eugène Plaskylaan;179;;;152060,969;171475,789;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949322;9;0;1;10;MDU;;Y;NA;5;3;;;Y;_;BUILDING template;Smaragdlaan;1;;Smaragdlaan 1-3-5;151890,013;171366,395;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677835;16;0;2;18;MDU;;Y;NA;8;3;;;Y;_;BUILDING template;Eugène Plaskylaan;181;;;152064,259;171485,959;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669221;1;0;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;Smaragdlaan;2;A;;151904,398;171394,18;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;4119511;0;1;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;Eugène Plaskylaan;186;;;152003,259;171433,089;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669223;1;0;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;Smaragdlaan;4;;;151910,478;171393,819;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677836;1;0;0;1;SDU;;Y;NA;3;3;;"Volgens PXS 2 units; op GM 1 bus en bel";Y;_;BUILDING template;Eugène Plaskylaan;188;;;152004,828;171438,599;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669224;1;0;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;Smaragdlaan;6;;;151916,189;171393,479;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949591;24;1;2;27;MDU;;Y;NA;9;3;;Helft van units staat op nr 191;Y;_;BUILDING template;Eugène Plaskylaan;189;;Eugène Plaskylaan 189-191;152067,479;171496,969;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669225;0;2;0;2;MDU;;Y;NA;4;6;;;Y;_;BUILDING template;Smaragdlaan;7;;Smaragdlaan 7-9;151912,649;171359,969;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;303944;16;0;1;17;MDU;;Y;NA;8;3;;;Y;_;BUILDING template;Eugène Plaskylaan;190;;;152007,279;171447,199;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669226;1;0;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;Smaragdlaan;8;;;151922,409;171393,118;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1344798;15;0;2;17;MDU;;Y;NA;8;3;;;Y;_;BUILDING template;Eugène Plaskylaan;195;;;152072,809;171513,569;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669228;2;0;0;2;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;Smaragdlaan;10;;;151928,729;171392,749;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677838;1;1;0;2;MDU;;Y;NA;3;6;;"Volgens PXS 3 units; op GM 1 bus en bel";Y;_;BUILDING template;Eugène Plaskylaan;199;;;152074,85;171524,29;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669229;3;0;0;3;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Smaragdlaan;11;;;151927,108;171359,089;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949589;16;0;1;17;MDU;;Y;NA;8;6;;;Y;_;BUILDING template;Eugène Plaskylaan;201;;;152076,999;171531,16;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669231;3;0;0;3;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;Smaragdlaan;15;;;151934,209;171358,658;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;947993;4;1;0;5;MDU;;Y;NA;5;6;;;Y;_;BUILDING template;Léon Mahillonlaan;62;;Diamantlaan 60_Léon Mahillonlaan 62;151746,289;171295,875;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669232;3;0;0;3;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;Smaragdlaan;17;;;151941,149;171358,24;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677458;4;0;0;4;MDU;;Y;NA;5;6;;;Y;_;BUILDING template;Léon Mahillonlaan;64;;;151750,444;171299,552;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669233;0;1;0;1;SDU;;Y;NA;4;3;;;Y;_;BUILDING template;Smaragdlaan;19;;;151946,83;171358,129;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;4110308;1;0;0;1;SDU;;Y;NA;4;6;;;Y;_;BUILDING template;Léon Mahillonlaan;66;;;151753,39;171303,408;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669235;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;Smaragdlaan;21;;;151953,051;171357,179;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677459;1;0;0;1;SDU;;Y;NA;4;6;;"Volgens PXS 3 units; 2 bussen op GM";Y;_;BUILDING template;Léon Mahillonlaan;68;;;151757,782;171307,754;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669236;1;0;0;1;SDU;;Y;NA;3;3;;"Volgens PXS 3 units; op GM vermoedelijk 1";Y;_;BUILDING template;Smaragdlaan;22;;;151967,197;171390,596;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677461;2;0;0;2;MDU;;Y;NA;5;6;;"Volgens PXS 3 units; 4 bussen op GM";Y;_;BUILDING template;Léon Mahillonlaan;70;;;151761,176;171311,601;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669237;1;0;0;1;SDU;;Y;NA;4;3;;;Y;_;BUILDING template;Smaragdlaan;23;;;151959,569;171357,239;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677463;4;0;0;4;MDU;;Y;NA;5;6;;;Y;_;BUILDING template;Léon Mahillonlaan;72;;;151764,789;171315,619;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669238;1;0;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;Smaragdlaan;24;;;151973,859;171390,179;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677465;3;0;0;3;MDU;;Y;NA;4;6;;"Volgens PXS 3 units; 4 bussen op GM";Y;_;BUILDING template;Léon Mahillonlaan;74;;;151768,129;171319,299;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669239;2;0;0;2;MDU;;Y;NA;4;3;;"Volgens PXS 2 units; op GM 1 bus";Y;_;BUILDING template;Smaragdlaan;25;;;151965,709;171356,749;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677467;4;0;0;4;MDU;;Y;NA;4;6;;"Volgens PXS 3 units; 2 bussen op GM";Y;_;BUILDING template;Léon Mahillonlaan;76;;;151772,279;171323,64;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669240;3;0;0;3;MDU;;Y;NA;3;3;;"Volgens PXS 3 units; op GM 1 bus";Y;_;BUILDING template;Smaragdlaan;26;;;151979,759;171389,849;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677469;1;0;0;1;SDU;;Y;NA;4;6;;"Volgens PXS 3 units; 1 bus op GM";Y;_;BUILDING template;Léon Mahillonlaan;78;;;151776,838;171327,392;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949269;2;1;0;3;MDU;;Y;NA;4;6;;;Y;_;BUILDING template;Smaragdlaan;27;;;151972,464;171356,862;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677470;5;0;0;5;MDU;;Y;NA;4;6;;;Y;_;BUILDING template;Léon Mahillonlaan;80;;;151779,62;171331,619;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;303959;8;0;1;9;MDU;;Y;NA;5;6;;;Y;_;BUILDING template;Smaragdlaan;28;;;151986,799;171389,449;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677472;6;0;0;6;MDU;;Y;NA;4;6;;"Volgens PXS 3 units; 6 bussen op GM";Y;_;BUILDING template;Léon Mahillonlaan;82;;;151783,3;171335,549;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;26256;8;0;0;8;MDU;;Y;NA;8;3;;;Y;_;BUILDING template;Smaragdlaan;37;;;152035,253;171352,862;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677473;4;0;0;4;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Léon Mahillonlaan;84;;;151788,04;171340,519;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;951312;8;0;0;8;MDU;;Y;NA;8;3;;;Y;_;BUILDING template;Smaragdlaan;39;;;152044,818;171351,849;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677475;4;0;0;4;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Léon Mahillonlaan;86;;;151792,982;171345,523;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669242;3;0;1;4;MDU;;Y;NA;5;3;;"Volgens PXS 4 units; op GM 2 units op nr 43";Y;_;BUILDING template;Smaragdlaan;41;;Smaragdlaan 41-43;152051,547;171351,449;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677477;2;0;0;2;MDU;;Y;NA;3;3;;"Volgens PXS 2 units; op GM 1 bus";Y;_;BUILDING template;Léon Mahillonlaan;88;;;151796,759;171349,859;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949693;4;0;0;4;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Smaragdlaan;42;;;152052,56;171385,229;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677478;2;0;0;2;MDU;;Y;NA;3;3;;"Volgens PXS 2 units; op GM 1 bus";Y;_;BUILDING template;Léon Mahillonlaan;90;;;151800,778;171354,16;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949694;2;0;0;2;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;Smaragdlaan;44;;;152060,798;171384,719;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1319199;2;0;0;2;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Léon Mahillonlaan;92;;;151805,12;171358,81;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669244;1;0;0;1;SDU;;Y;NA;3;3;;"Volgens PXS 3 units; op GM 1 bus";Y;_;BUILDING template;Smaragdlaan;45;;;152060,859;171350,88;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677479;2;0;0;2;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;Léon Mahillonlaan;94;;;151809,62;171363,8;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669246;6;0;0;6;MDU;;Y;NA;6;3;;;Y;_;BUILDING template;Smaragdlaan;46;;;152066,869;171384,019;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;3917398;3;0;0;3;MDU;;Y;NA;3;3;;"Volgens PXS 2 units; 3 bussen op GM";Y;_;BUILDING template;Léon Mahillonlaan;96;;;151813,81;171368,13;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669247;1;0;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;Smaragdlaan;47;;;152066,539;171350,539;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;948001;0;0;0;0;SDU;;Y;NA;3;4;;;N;;BUILDING template;Léon Mahillonlaan;97;;;151771,805;171280,058;
SCHAERBEEK - FH03;1669248;1;0;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;Smaragdlaan;49;;;152072,52;171350,169;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;947995;3;1;0;4;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Léon Mahillonlaan;98;;;151820,742;171369,775;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669249;1;0;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;Smaragdlaan;51;;;152078,611;171349,826;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;26242;4;0;0;4;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Léon Mahillonlaan;102;;;151856,699;171414,218;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669250;1;0;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;Smaragdlaan;53;;;152084,5;171349,449;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677482;3;0;0;3;MDU;;Y;NA;4;6;;;Y;_;BUILDING template;Léon Mahillonlaan;103;;;151786,058;171288,829;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669251;3;0;0;3;MDU;;Y;NA;3;3;;;Y;Gebouw gaat verbouwd worden tot 3 verdiepen met 3 LU'S;BUILDING template;Smaragdlaan;55;;;152090,573;171349,263;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;4119517;2;0;0;2;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;Léon Mahillonlaan;104;;;151861,604;171419,429;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669252;16;1;1;18;MDU;;Y;NA;8;3;;Helft van de units horen bij nr 58;Y;_;BUILDING template;Smaragdlaan;56;;;152076,249;171383,709;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677483;1;0;0;1;SDU;;Y;NA;4;6;;;Y;_;BUILDING template;Léon Mahillonlaan;105;;;151790,36;171293,399;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669253;2;0;0;2;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;Smaragdlaan;57;;;152097,446;171348,143;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949487;4;0;0;4;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Léon Mahillonlaan;106;;;151865,8;171423,959;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;951314;0;1;0;1;SDU;;Y;NA;4;3;;;Y;_;BUILDING template;Smaragdlaan;59;;;152106,699;171348,099;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677484;1;0;0;1;SDU;;Y;NA;4;6;;"Volgens PXS 2 units; op GM 1 bus";Y;_;BUILDING template;Léon Mahillonlaan;107;;;151794,078;171297,507;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669255;16;0;1;17;MDU;;Y;NA;8;3;;;Y;_;BUILDING template;Smaragdlaan;60;;;152101,489;171381,739;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677485;4;1;0;5;MDU;;Y;NA;5;3;;;Y;_;BUILDING template;Léon Mahillonlaan;108;;;151869,518;171427,999;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;951313;15;0;1;16;MDU;;Y;NA;7;3;;Units verdeeld over nr 61, 63, 65 , 67, 69 en 71;Y;_;BUILDING template;Smaragdlaan;61;;Smaragdlaan 61-63;152115,25;171347,609;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677486;1;0;0;1;SDU;;Y;NA;3;6;;"Volgens PXS 4 units; op GM 1 bus";Y;_;BUILDING template;Léon Mahillonlaan;109;;;151798,801;171301,02;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669258;15;0;1;16;MDU;;Y;NA;8;3;;;Y;_;BUILDING template;Smaragdlaan;62;;;152116,049;171381,479;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;3917399;5;0;0;5;MDU;;Y;NA;5;3;;;Y;_;BUILDING template;Léon Mahillonlaan;110;;;151874,095;171429,783;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669260;15;0;1;16;MDU;;Y;NA;8;3;;;Y;_;BUILDING template;Smaragdlaan;64;;;152130,74;171380,54;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677487;4;0;0;4;MDU;;Y;NA;4;6;;"Volgens PXS 3 units; op GM 2 bussen";Y;_;BUILDING template;Léon Mahillonlaan;111;;;151802,429;171306,269;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949692;15;0;1;16;MDU;;Y;NA;8;3;;;Y;_;BUILDING template;Smaragdlaan;66;;;152145,022;171379,8;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677488;4;0;0;4;MDU;;Y;NA;4;6;;;Y;_;BUILDING template;Léon Mahillonlaan;113;;;151806,478;171310,659;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;951316;15;0;1;16;MDU;;Y;NA;7;3;;Deel van units op nr 61;Y;_;BUILDING template;Smaragdlaan;69;;Smaragdlaan 69-71;152156,579;171345,08;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677489;3;0;0;3;MDU;;Y;NA;4;6;;"Volgens PXS 3 units; op GM 4 bussen";Y;_;BUILDING template;Léon Mahillonlaan;115;;;151810,168;171314,649;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949691;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;Smaragdlaan;76;;;152155,511;171379,363;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677490;3;0;0;3;MDU;;Y;NA;4;6;;"Volgens PXS 4 units; op GM 3 bussen";Y;_;BUILDING template;Léon Mahillonlaan;117;;;151814,339;171319,178;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;26258;3;0;0;3;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;Opaallaan;104;;;152132,304;171093,315;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677491;1;0;0;1;SDU;;Y;NA;3;3;;"Volgens PXS 2 units; op GM 1 bus";Y;_;BUILDING template;Léon Mahillonlaan;119;;;151817,637;171323,103;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;951333;1;0;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;Opaallaan;106;;;152136,999;171098,899;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677492;3;0;0;3;MDU;;Y;NA;3;3;;"Volgens PXS 3 units; op GM 1 bussen";Y;_;BUILDING template;Léon Mahillonlaan;121;;;151822,996;171327,424;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;951332;1;0;0;1;SDU;;Y;NA;3;3;;"Volgens PXS 3 units; op GM 2 bussen";Y;_;BUILDING template;Opaallaan;108;;;152143,449;171105,578;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677493;2;0;0;2;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;Léon Mahillonlaan;123;;;151826,419;171332,209;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1671890;1;0;0;1;SDU;;Y;NA;3;3;;"Volgens PXS 2 units; op GM 1 bus";Y;_;BUILDING template;Opaallaan;110;;;152149,409;171111,749;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677494;1;0;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;Léon Mahillonlaan;125;;;151830,609;171336,659;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;26230;14;0;1;15;MDU;;Y;NA;7;3;;;Y;_;BUILDING template;Opaallaan;111;;;152168,258;171082,488;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677495;3;0;0;3;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Léon Mahillonlaan;127;;;151834,979;171341,299;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;948123;12;0;1;13;MDU;;Y;NA;7;6;;;Y;_;BUILDING template;Opaallaan;113;;;152177,875;171092,66;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677496;1;0;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;Léon Mahillonlaan;129;;;151838,431;171344,976;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1671891;2;0;0;2;MDU;;Y;NA;3;3;;"Volgens PXS 2 units; op GM 1 bus";Y;_;BUILDING template;Opaallaan;114;;;152153,74;171116,238;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677497;3;0;0;3;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;Léon Mahillonlaan;131;;;151839,283;171350,495;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1671892;13;0;1;14;MDU;;Y;NA;7;6;;;Y;_;BUILDING template;Opaallaan;115;;;152191,269;171102,169;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677498;1;0;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;Léon Mahillonlaan;133;;;151841,881;171355,297;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;948125;13;0;1;14;MDU;;Y;NA;7;6;;;Y;_;BUILDING template;Opaallaan;117;;;152201,689;171112,998;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;947994;4;0;0;4;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Léon Mahillonlaan;135;;;151846,052;171358,602;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1671894;1;0;0;1;SDU;;Y;NA;4;6;;;Y;_;BUILDING template;Opaallaan;118;;;152158,379;171121,039;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;947996;0;0;0;0;SDU;;Y;NA;3;4;;Staat op GM onder Diamantlaan 88;N;;BUILDING template;Milcampslaan;116;;;151823,32;171248,806;
SCHAERBEEK - FH03;948124;14;0;1;15;MDU;;Y;NA;7;6;;;Y;_;BUILDING template;Opaallaan;119;;;152212,099;171123,798;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;4112441;0;0;0;0;SDU;;Y;NA;3;4;;Staat op GM op nr 118;N;;BUILDING template;Milcampslaan;120;;;151826,011;171257,005;
SCHAERBEEK - FH03;1671895;4;0;0;4;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;Opaallaan;120;;;152163,109;171125,938;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;4109486;4;0;0;4;MDU;;Y;NA;4;6;;;Y;_;BUILDING template;Milcampslaan;124;;;151823,999;171263,228;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1671896;14;0;1;15;MDU;;Y;NA;7;6;;;Y;_;BUILDING template;Opaallaan;121;;;152221,297;171137,97;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;947997;3;0;0;3;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;Milcampslaan;126;;;151825,509;171268,44;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1671897;1;0;0;1;SDU;;Y;NA;3;3;;"Volgens PXS 3 units; op GM 1 bus";Y;_;BUILDING template;Opaallaan;122;;;152168,69;171131,709;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;947998;5;0;0;5;MDU;;Y;NA;5;6;;;Y;_;BUILDING template;Milcampslaan;128;;;151827,02;171273,996;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;948122;13;0;1;14;MDU;;Y;NA;7;3;;;Y;_;BUILDING template;Opaallaan;123;;;152232,619;171149,389;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1671520;1;0;0;1;SDU;;Y;NA;4;3;;;Y;_;BUILDING template;Milcampslaan;130;;;151828,769;171279,709;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;951349;17;1;1;19;MDU;;Y;NA;7;3;;;Y;_;BUILDING template;Opaallaan;124;;;152177,508;171140,838;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1671521;3;0;0;3;MDU;;Y;NA;4;6;;"Volgens PXS 4 units; 3 bussen op GM";Y;_;BUILDING template;Milcampslaan;132;;;151830,913;171285,892;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1671900;1;0;0;1;SDU;;Y;NA;2;3;;"Volgens PXS 2 units; op GM 1 bus";Y;_;BUILDING template;Opaallaan;130;;;152186,549;171150,208;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1671523;3;0;0;3;MDU;;Y;NA;3;3;;"Volgens PXS 1 unit; 3 bussen op GM";Y;_;BUILDING template;Milcampslaan;134;;;151832,729;171291,546;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1671901;1;0;0;1;SDU;;Y;NA;2;3;;"Volgens PXS 2 units; op GM 1 bus";Y;_;BUILDING template;Opaallaan;132;;;152193,548;171157,457;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1671525;4;0;0;4;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Milcampslaan;136;;;151833,889;171297,389;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1671902;1;0;0;1;SDU;;Y;NA;3;3;;"Volgens PXS 3 units; op GM 1 bus";Y;_;BUILDING template;Opaallaan;134;;;152199,168;171163,268;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1671527;3;1;0;4;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Milcampslaan;138;;;151835,669;171303,528;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;951334;8;0;1;9;MDU;;Y;NA;5;3;;;Y;_;BUILDING template;Opaallaan;136;;;152204,779;171169,149;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1671529;3;0;0;3;MDU;;Y;NA;4;3;;"Volgens PXS 3 units; op GM 1 bus";Y;_;BUILDING template;Milcampslaan;140;;;151837,259;171309,138;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;951330;18;0;1;19;MDU;;Y;NA;8;3;;"Volgens PXS 44 units; vermoedelijk staan 22 units op nr 140";Y;_;BUILDING template;Opaallaan;138;;;152214,879;171179,838;W03-C-Schaerbeek-FH03
