Projectnummer;Opdrachtnummer;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;BG Name;xPos;yPos;Distribution
LIÈGE - FH13;667803;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;67;;;237605,389;148389,029;Underground
LIÈGE - FH13;4070676;2;0;0;2;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue Auguste Javaux;1;B;;236898,93;148015,236;Underground
LIÈGE - FH13;1512097;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;68;;;237598,515;148430,009;Underground
LIÈGE - FH13;2746672;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;69;;;237601,962;148383,701;Underground
LIÈGE - FH13;2746678;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;70;;;237591,489;148419,598;Underground
LIÈGE - FH13;2746682;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;71;;;237593,26;148374,365;Underground
LIÈGE - FH13;2746685;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;72;;;237587,298;148414,589;Underground
LIÈGE - FH13;2746687;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;73;;;237589,996;148369,293;Underground
LIÈGE - FH13;2746689;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;74;;;237579,324;148405,083;Underground
LIÈGE - FH13;2746691;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;75;;;237580,866;148360,186;Underground
LIÈGE - FH13;2746697;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;76;;;237575,182;148400,336;Underground
LIÈGE - FH13;3121608;1;1;0;2;MDU;;N;IRREG;1;5;;;Y;_;BUILDING template;Rue Simon-Burnet;1;;;237369,82;148258,429;Underground
LIÈGE - FH13;2746704;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;77;;;237577,672;148354,956;Underground
LIÈGE - FH13;2810644;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Belle-Vue;60;;;236951,459;148036,128;Underground
LIÈGE - FH13;2746709;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Avenue Joseph-Merlot;78;;;237567,137;148390,983;Underground
LIÈGE - FH13;2746713;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Avenue Joseph-Merlot;79;;;237568,781;148345,817;Underground
LIÈGE - FH13;2746721;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Avenue Joseph-Merlot;80;;;237563,261;148386,422;Underground
LIÈGE - FH13;2746726;1;0;0;1;SDU;;N;IRREG;2;5;;;Y;_;BUILDING template;Avenue Joseph-Merlot;81;;;237565,606;148340,88;Underground
LIÈGE - FH13;3148103;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue Paul-Janson;10;;;237090,641;147990,223;Underground
LIÈGE - FH13;6665758;0;1;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Winston-Churchill;54;;;236966,242;148324,617;Underground
LIÈGE - FH13;667809;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue des Primeroses;1;;;237435,064;148337,697;Underground
LIÈGE - FH13;670788;6;0;0;6;MDU;;N;IRREG;4;5;;;Y;_;BUILDING template;Rue Gramme;1;;;236498,301;147882,083;Underground
LIÈGE - FH13;667812;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue des Primeroses;2;;;237445,114;148316,855;Underground
LIÈGE - FH13;3143291;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Gramme;7;;;236494,116;147861,594;Underground
LIÈGE - FH13;3148107;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue Paul-Janson;12;;;237096,154;147987,6;Underground
LIÈGE - FH13;2827901;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue des Primeroses;3;;;237439,903;148339,984;Underground
LIÈGE - FH13;3148110;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue Paul-Janson;12;A;;237098,44;147983,956;Underground
LIÈGE - FH13;2827917;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue des Primeroses;4;;;237449,991;148319,473;Underground
LIÈGE - FH13;2827934;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue des Primeroses;5;;;237444,741;148342,085;Underground
LIÈGE - FH13;3148114;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue Paul-Janson;14;;;237102,318;147979,975;Underground
LIÈGE - FH13;2827940;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue des Primeroses;6;;;237454,449;148321,372;Underground
LIÈGE - FH13;6584325;0;1;0;1;SDU;;N;IRREG;1;4;;;Y;_;BUILDING template;Rue Winston-Churchill;159;;;237220,554;148550,965;Underground
LIÈGE - FH13;2827942;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue des Primeroses;7;;;237447,877;148346,427;Underground
LIÈGE - FH13;3148116;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue Paul-Janson;16;;;237106,939;147976,027;Underground
LIÈGE - FH13;2810651;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue Belle-Vue;68;;;236966,981;148020,874;Underground
LIÈGE - FH13;2827943;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue des Primeroses;8;;;237459,521;148322,654;Underground
LIÈGE - FH13;3148118;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Paul-Janson;18;;;237111,666;147972,276;Underground
LIÈGE - FH13;667248;3;0;0;3;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue Cardinal-Cardijn;3;;;237139,161;148174,817;Underground
LIÈGE - FH13;2827944;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue des Primeroses;9;;;237453,915;148346,45;Underground
LIÈGE - FH13;5191447;0;1;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Winston-Churchill;193;;;237323,261;148613,367;Underground
LIÈGE - FH13;5198980;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Cardinal-Cardijn;5;;;237137,88;148169,155;Underground
LIÈGE - FH13;2827945;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue des Primeroses;10;;;237463,757;148325,893;Underground
LIÈGE - FH13;3137082;1;0;0;1;SDU;;N;IRREG;2;5;;;Y;_;BUILDING template;Rue Joseph Dejardin;16;;;236850,403;148045,3;Underground
LIÈGE - FH13;5198983;1;0;0;1;SDU;;N;IRREG;2;3;;;Y;_;BUILDING template;Rue Cardinal-Cardijn;7;;;237136,479;148163,79;Underground
LIÈGE - FH13;4232878;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue des Primeroses;11;;;237458,357;148348,546;Underground
LIÈGE - FH13;667265;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Paul-Janson;23;;;237103,63;148011,656;Underground
LIÈGE - FH13;667266;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Paul-Janson;25;;;237122,806;147993,177;Underground
LIÈGE - FH13;664150;0;1;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue des Chrysanthèmes;1;;;237329,909;147977,073;Underground
LIÈGE - FH13;3153293;1;0;0;1;SDU;;N;IRREG;3;7;;;Y;_;BUILDING template;Rue Justin Lenders;23;;;236753,875;147749,714;Underground
LIÈGE - FH13;667486;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue Justin Lenders;26;;;236774,059;147726,728;Underground
LIÈGE - FH13;2746843;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Avenue Joseph-Merlot;118;;;237438,301;148227,697;Underground
LIÈGE - FH13;3153296;1;0;0;1;SDU;;N;IRREG;3;5;;;Y;_;BUILDING template;Rue Justin Lenders;27;;;236762,114;147759,852;Underground
LIÈGE - FH13;3153300;3;0;0;3;MDU;;N;IRREG;3;5;;;Y;_;BUILDING template;Rue Justin Lenders;29;;;236766,084;147764,929;Underground
LIÈGE - FH13;667481;3;0;0;3;MDU;;N;IRREG;3;5;;;Y;_;BUILDING template;Rue Justin Lenders;53;;Rue joseph-dejardin 88 - rue justin lenders 53;236825,271;147837,067;Underground
LIÈGE - FH13;2828091;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue des Primeroses;21;;;237480,974;148361,484;Underground
LIÈGE - FH13;3153347;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Justin Lenders;80;;;236971,593;147970,049;Underground
LIÈGE - FH13;2828094;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue des Primeroses;22;;;237491,998;148339,421;Underground
LIÈGE - FH13;2828107;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue des Primeroses;23;;;237485,814;148362,659;Underground
LIÈGE - FH13;2828126;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue des Primeroses;24;;;237497,297;148339,938;Underground
LIÈGE - FH13;2828143;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue des Primeroses;25;;;237490,878;148364,004;Underground
LIÈGE - FH13;5204081;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Lamarche;20;;;236991,707;148115,945;Underground
LIÈGE - FH13;4205748;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue de Cornillon;62;;;236808,105;148179,98;Underground
LIÈGE - FH13;2828150;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue des Primeroses;26;;;237500,802;148343,322;Underground
LIÈGE - FH13;2828166;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue des Primeroses;27;;;237494,687;148367,787;Underground
LIÈGE - FH13;3132026;2;0;0;2;MDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue de Cornillon;64;;;236810,487;148184,957;Underground
LIÈGE - FH13;2828174;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue des Primeroses;28;;;237505,368;148345,739;Underground
LIÈGE - FH13;667458;2;0;0;2;MDU;;N;IRREG;3;7;;;Y;_;BUILDING template;Rue Louise Derache;7;;;236833,257;147754,738;Underground
LIÈGE - FH13;667813;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue des Primeroses;29;;;237500,013;148368,261;Underground
LIÈGE - FH13;667815;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue des Primeroses;30;;;237509,868;148347,455;Underground
LIÈGE - FH13;664343;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue du Bastion;9;;;237019,165;147994,269;Underground
LIÈGE - FH13;3148177;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue Paul-Janson;55;;;237173,782;147940,481;Underground
LIÈGE - FH13;1327291;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue du Bastion;11;;;237027,376;147986,753;Underground
LIÈGE - FH13;5191827;1;0;0;1;SDU;;Y;NA;2;;;;Y;_;BUILDING template;Rue Winston-Churchill;112;;;237102,625;148406,176;Façade
LIÈGE - FH13;5504868;0;1;0;1;SDU;;Y;NA;1;;;;;_;BUILDING template;Avenue Cardinal-Mercier;19;B;;;;Façade
LIÈGE - FH13;6024424;0;1;0;1;SDU;;Y;NA;2;;;;;_;BUILDING template;Rue des Maraîchers;76;;;;;Façade
LIÈGE - FH13;679707;0;1;0;1;SDU;;Y;NA;1;;;;Y;_;BUILDING template;Rue Charles Bartholomez;52;;;236388,131;148163,639;Façade
LIÈGE - FH13;1169213;0;1;0;1;SDU;;Y;NA;1;;;;Y;_;BUILDING template;Rue Winston-Churchill;326;;;237767,127;148674,957;Façade
LIÈGE - FH13;663144;1;0;0;1;SDU;;Y;NA;3;;;;Y;_;BUILDING template;Rue Winston-Churchill;328;;;237784,886;148714,395;Façade
LIÈGE - FH13;5191441;0;1;0;1;SDU;;Y;NA;1;;;;Y;_;BUILDING template;Rue Winston-Churchill;189;;;237317,664;148593,996;Façade
LIÈGE - FH13;6583528;1;0;0;1;SDU;;Y;NA;1;;;;Y;_;BUILDING template;Rue Charles Bartholomez;48;;;236382,472;148183,521;Façade
LIÈGE - FH13;1509609;1;0;0;1;SDU;;Y;NA;4;;;;Y;_;BUILDING template;Quai Bonaparte;22;;;236351,448;148328,162;Façade
LIÈGE - FH13;6711635;1;0;0;1;SDU;;Y;NA;2;;;;;_;BUILDING template;Rue Denis Sotiau;45;;;;;Façade
LIÈGE - FH13;664171;0;1;0;1;SDU;;Y;NA;2;;;;Y;_;BUILDING template;Rue de Robermont;179;;;237324,654;147985,623;Façade
LIÈGE - FH13;4266033;0;1;0;1;SDU;;Y;NA;2;;;;Y;_;BUILDING template;Rue de Robermont;192;B;;237203,093;148151,39;Façade
LIÈGE - FH13;2775263;1;0;0;1;SDU;;Y;NA;3;;;;Y;_;BUILDING template;Rue de Robermont;210;;;237228,89;148117,247;Façade
LIÈGE - FH13;3139363;1;0;0;1;SDU;;Y;NA;2;;;;Y;_;BUILDING template;Rue Sous l'Eau;15;;;236339,585;148302,86;Façade
LIÈGE - FH13;667449;3;0;0;3;MDU;;Y;NA;3;;;;;_;BUILDING template;Rue Auguste Javaux;2;;;;;Façade
LIÈGE - FH13;3139367;1;0;0;1;SDU;;Y;NA;2;;;;Y;_;BUILDING template;Rue Sous l'Eau;19;;;236350,411;148305,953;Façade
LIÈGE - FH13;3141267;2;0;0;2;MDU;;Y;NA;2;;;;Y;_;BUILDING template;Rue Fond-du-Bois;7;;;237161,144;148244,399;Façade
LIÈGE - FH13;11300;21;0;0;21;MDU;;Y;NA;7;;;;Y;_;BUILDING template;Avenue Cardinal-Mercier;21;;;237373,136;148164,701;Façade
LIÈGE - FH13;664129;8;0;0;8;MDU;;Y;NA;4;;;;Y;_;BUILDING template;Avenue Cardinal-Mercier;23;;;237387,858;148162,868;Façade
LIÈGE - FH13;6496849;2;0;0;2;MDU;;Y;NA;2;;;;Y;_;BUILDING template;Rue Fond-du-Bois;5;A;;237149,502;148245,21;Façade
LIÈGE - FH13;2746889;3;0;0;3;MDU;;Y;NA;3;;;;Y;_;BUILDING template;Avenue Joseph-Merlot;142;;;237399,946;148176,092;Façade
LIÈGE - FH13;5210577;1;0;0;1;SDU;;Y;NA;3;;;;Y;_;BUILDING template;Rue Denis Sotiau;44;;;236547,155;148475,799;Façade
LIÈGE - FH13;2784896;1;0;0;1;SDU;;Y;NA;3;;;;Y;_;BUILDING template;Rue Denis Sotiau;46;;;236542,804;148472,91;Façade
LIÈGE - FH13;3128819;1;0;0;1;SDU;;Y;NA;3;;;;Y;_;BUILDING template;Rue Winston-Churchill;26;;;236924,999;148264,21;Façade
LIÈGE - FH13;2784904;1;0;0;1;SDU;;Y;NA;3;;;;Y;_;BUILDING template;Rue Denis Sotiau;50;;;236546,614;148468,754;Façade
LIÈGE - FH13;5210723;1;0;0;1;SDU;;Y;NA;3;;;;Y;_;BUILDING template;Rue Denis Sotiau;52;;;236551,096;148471,875;Façade
LIÈGE - FH13;5210523;1;0;0;1;SDU;;Y;NA;4;;;;Y;_;BUILDING template;Rue Sous l'Eau;5;;;236322,792;148279,618;Façade
LIÈGE - FH13;2774130;0;1;0;1;SDU;;Y;NA;2;;;;Y;_;BUILDING template;Rue Herman Reuleaux;42;;;236477,344;148160,008;Façade
LIÈGE - FH13;5191759;1;0;0;1;SDU;;Y;NA;3;;;;Y;_;BUILDING template;Rue Winston-Churchill;8;;;236870,573;148249;Façade
LIÈGE - FH13;352741;2;0;0;2;MDU;;Y;NA;3;;;;Y;_;BUILDING template;Rue Winston-Churchill;10;;;236875,562;148251,463;Façade
LIÈGE - FH13;3128916;1;0;0;1;SDU;;Y;NA;3;;;;Y;_;BUILDING template;Rue Winston-Churchill;78;;;237015,14;148360,715;Façade
LIÈGE - FH13;5191964;1;0;0;1;SDU;;Y;NA;3;;;;Y;_;BUILDING template;Rue Winston-Churchill;227;;;237416,831;148650,044;Façade
LIÈGE - FH13;1266063;1;0;0;1;SDU;;Y;NA;3;;;;Y;_;BUILDING template;Rue Herman Reuleaux;10;;;236426,38;148261,888;Façade
LIÈGE - FH13;3148146;1;0;0;1;SDU;;Y;NA;2;;;;Y;_;BUILDING template;Rue Paul-Janson;31;;;237135,77;147979,136;Façade
LIÈGE - FH13;3132021;1;0;0;1;SDU;;Y;NA;2;;;;Y;_;BUILDING template;Rue de Cornillon;56;;;236806,629;148168,988;Façade
LIÈGE - FH13;5202521;1;0;0;1;SDU;;Y;NA;2;;;;Y;_;BUILDING template;Rue de Cornillon;58;;;236806,603;148176,245;Façade
LIÈGE - FH13;3148174;1;0;0;1;SDU;;Y;NA;2;;;;Y;_;BUILDING template;Rue Paul-Janson;51;;;237166,459;147950,512;Façade
