Projectnummer;Opdrachtnummer;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;BG Name;xPos;yPos
HASSELT - FH10;70332;0;1;0;1;SDU;;Y;NA;2;4;;niet in CRAB en GM.;;BUILDING template;Thonissenlaan;94;;;218167,034;180914,725;
HASSELT - FH10;2420157;3;2;0;5;MDU;;Y;NA;4;4;;4 Units in CRAB en GM.;;BUILDING template;Kempische steenweg;17;;;218270,116;180918,967;
HASSELT - FH10;2420181;1;0;0;1;SDU;;Y;NA;2;4;;2 Units in CRAB, 2 bussen in GM.;;BUILDING template;Kempische steenweg;28;;;218255,513;181017,655;
HASSELT - FH10;2420184;5;0;0;5;MDU;;Y;NA;4;4;;SDU in CRAB en GM.;;BUILDING template;Kempische steenweg;30;;;218257,692;181030,951;
HASSELT - FH10;2420185;6;0;0;6;MDU;;Y;NA;4;4;;SDU in CRAB, 2 Units in GM.;;BUILDING template;Kempische steenweg;32;;;218259,273;181036,395;
HASSELT - FH10;2420189;4;0;0;4;MDU;;Y;NA;4;4;;3 Units in CRAB, 4 bussen in GM.;;BUILDING template;Kempische steenweg;35;;;218279,751;180989,788;
HASSELT - FH10;2420193;0;1;0;1;SDU;;Y;NA;2;4;;2 Units in CRAB, 3 bussen in GM.;;BUILDING template;Kempische steenweg;37;;;218286,292;181001,241;
HASSELT - FH10;2420195;0;1;0;1;SDU;;Y;NA;2;4;;3 Units in CRAB, 2 bellen in GM.;;BUILDING template;Kempische steenweg;38;;;218260,693;181054,719;
HASSELT - FH10;2420202;0;4;0;4;MDU;;Y;NA;4;4;;1 Unit in CRAB, Onduidelijk in GM.;;BUILDING template;Kempische steenweg;46;;;218260,01;181078,879;
HASSELT - FH10;2420209;69;0;0;69;MDU;;Y;NA;4;4;;44 Units in CRAB, studentenkamers in GM.;;BUILDING template;Kempische steenweg;51;;;218288,91;181054,16;
HASSELT - FH10;2420212;2;0;0;2;MDU;;Y;NA;4;4;;1 Unit in CRAB, onduidelijk in GM.;;BUILDING template;Kempische steenweg;54;;;218270,751;181097,731;
HASSELT - FH10;2420216;9;0;0;9;MDU;;Y;NA;4;4;;1 Units in CRAB, SDU in GM.;;BUILDING template;Kempische steenweg;60;;;218271,22;181113,709;
HASSELT - FH10;2420217;5;1;0;6;MDU;;Y;NA;4;4;;1 Unit in CRAB, BU in GM.;;BUILDING template;Kempische steenweg;61;;;218298,85;181079,62;
HASSELT - FH10;2420219;11;0;0;11;MDU;;Y;NA;4;4;;14 Units in CRAB, 12 in GM.;;BUILDING template;Kempische steenweg;63;;;218302,22;181087,9;
HASSELT - FH10;1000321;3;0;0;3;MDU;;Y;NA;4;4;;10 Units in CRAB, 10 in kadaster en MDU in GM.;;BUILDING template;Kempische Kaai;55;A;;218086,443;181183,74;
HASSELT - FH10;1019949;48;5;0;53;MDU;;Y;NA;4;4;;verdeeld in andere adressen in GM en CRAB, zit op 55A 57 en 59;;BUILDING template;Kempische Kaai;55;;;218095,574;181240,532;
HASSELT - FH10;1019950;1;0;0;1;SDU;;Y;NA;2;4;;2 Units in CRAB, 1 bus in GM.;;BUILDING template;Hovenstraat;2;;;218298,068;180946,944;
HASSELT - FH10;1058038;0;2;0;2;MDU;;Y;NA;4;4;;1 Unit in CRAB en GM, sportcomplex;;BUILDING template;Gouverneur Verwilghensingel;13;;;219282,684;181128,571;
HASSELT - FH10;1163961;125;0;0;125;MDU;;Y;NA;4;4;;totaal 30 units in CRAB, verdeeld onder andressen 7A, 7B, 7C en 7D;;BUILDING template;Herkenrodesingel;7;;;216839,616;181262,259;
HASSELT - FH10;4887575;1;0;0;1;SDU;;Y;NA;2;4;;2 Units in CRAB en GM.;;BUILDING template;Anne Ruttenstraat;4;;;217379,354;181310,748;
HASSELT - FH10;1163962;26;0;0;26;MDU;;Y;NA;4;4;;13 Units volgens CRAB, onduidelijk te zien in GM.;;BUILDING template;Herkenrodesingel;9;;;216769,088;181227,981;
HASSELT - FH10;1163964;12;0;0;12;MDU;;Y;NA;4;4;;13 Units in CRAB, onduidelijk in GM.;;BUILDING template;Herkenrodesingel;13;;;216782,469;181252,954;
HASSELT - FH10;1163966;10;0;0;10;MDU;;Y;NA;4;4;;13 Units in CRAB, onduidelijk in GM.;;BUILDING template;Herkenrodesingel;17;;;216798,764;181279,185;
HASSELT - FH10;5381027;1;0;0;1;SDU;;Y;NA;2;4;;straat bestaat nog niet in CRAB, zou volgens satelietbeelden nog in aanbouw zijn.;;BUILDING template;Oude-Broekermolenstraat;21;;;217905,956;181242,428;
HASSELT - FH10;1236039;5;1;0;6;MDU;;Y;NA;6;4;;5 Units in CRAB, aantal onduidelijk in GM.;;BUILDING template;Koning Boudewijnlaan;6;;;218495,854;180751,679;
HASSELT - FH10;5391259;0;1;0;1;SDU;;Y;NA;2;4;;niet in CRAB en GM.;;BUILDING template;Thonissenlaan;98;B;;218181,493;180908,777;
HASSELT - FH10;5411989;1;0;0;1;SDU;;Y;NA;2;4;;1 Unit in CRAB, appartements gebouw in GM.;;BUILDING template;Elfde-Liniestraat;20;;;218765,079;181103,245;
HASSELT - FH10;1308914;34;0;0;34;MDU;;Y;NA;4;4;;Bestaat niet in CRAB, staat daar en in Lara als 100A, 100B, en 100C.;;BUILDING template;Kempische steenweg;100;;;218300,39;181226,36;
HASSELT - FH10;2420252;46;0;0;46;MDU;;Y;NA;4;4;;Bestaat niet in CRAB en GM.;;BUILDING template;Kempische steenweg;102;;;218295,61;181230,7;
HASSELT - FH10;5427456;1;0;0;1;SDU;;Y;NA;2;4;;niet in CRAB of GM.;;BUILDING template;Vaartstraat;1;A;;218226,545;180978,097;
HASSELT - FH10;5435294;1;0;0;1;SDU;;Y;NA;2;4;;straat bestaat nog niet in CRAB, zou volgens satelietbeelden nog in aanbouw zijn.;;BUILDING template;Oude-Broekermolenstraat;19;;;217908,012;181237,755;
HASSELT - FH10;5494792;34;0;0;34;MDU;;Y;NA;4;4;;8 Units in CRAB, staat in deze lijst als 5A, 5B, 5C en 5D;;BUILDING template;Herkenrodesingel;5;A;;216805;181160;
HASSELT - FH10;5514740;1;0;0;1;SDU;;Y;NA;2;4;;85 Units in CRAB en GM.;;BUILDING template;Oeverstraat;7;;;218217,401;181492,229;
HASSELT - FH10;2420268;4;0;0;4;MDU;;Y;NA;4;4;;5 Units in CRAB, 5 bussen in GM.;;BUILDING template;Kempische steenweg;140;;;218304,058;181395,399;
HASSELT - FH10;2420272;96;0;0;96;MDU;;Y;NA;4;4;;21 Units in CRAB, onduidelijk in GM.;;BUILDING template;Kempische steenweg;144;;;218318,13;181420,11;
HASSELT - FH10;5539478;3;0;0;3;MDU;;Y;NA;4;4;;1 Unit in CRAB, onduidelijk in GM.;;BUILDING template;Kempische steenweg;146;C;;218275,64;181458,76;
HASSELT - FH10;5545072;5;1;0;6;MDU;;Y;NA;4;4;;1 Unit in CRAB, adressengroep van nr 168 tot 182;;BUILDING template;Lazarijstraat;168;;;217679,905;181444,254;
HASSELT - FH10;2425313;1;0;0;1;SDU;;Y;NA;2;4;;8 Units in CRAB, MDU in GM.;;BUILDING template;Lazarijstraat;108;;;217616,207;181009,855;
HASSELT - FH10;5593849;11;0;0;11;MDU;;Y;NA;4;4;;36 units in CRAB, appartementsblok in GM, aantal units onduidelijk.;;BUILDING template;Havenstraat;9;;;218210,013;181377,59;
HASSELT - FH10;1453414;4;1;0;5;MDU;;Y;NA;4;4;;4 Units in CRAB, lijken er 5 te zijn in GM.;;BUILDING template;Kempische steenweg;108;;;218294,25;181257,21;
HASSELT - FH10;5703585;3;0;0;3;MDU;;Y;NA;4;4;;2 Units in CRAB, adressengroep van nr 168 tot 182;;BUILDING template;Lazarijstraat;174;;;217692,182;181450,908;
HASSELT - FH10;5716064;2;0;0;2;MDU;;Y;NA;4;4;;3 Units in CRAB, adressengroep van nr 168 tot 182;;BUILDING template;Lazarijstraat;182;;;217711,513;181461,195;
HASSELT - FH10;5730605;4;0;0;4;MDU;;Y;NA;4;4;;3 Units in CRAB, adressengroep van nr 168 tot 182;;BUILDING template;Lazarijstraat;180;;;217706,267;181459,195;
HASSELT - FH10;5751074;4;0;0;4;MDU;;Y;NA;4;4;;3 Units in CRAB, adressengroep van nr 168 tot 182;;BUILDING template;Lazarijstraat;178;;;217701,767;181455,955;
HASSELT - FH10;5908117;1;0;0;1;SDU;;Y;NA;2;4;;1 Unit in CRAB, adressengroep van nr 168 tot 182;;BUILDING template;Lazarijstraat;170;;;217684,75;181445,288;
HASSELT - FH10;5908118;2;0;0;2;MDU;;Y;NA;4;4;;1 Unit in CRAB, adressengroep van nr 168 tot 182;;BUILDING template;Lazarijstraat;172;;;217687,9;181447,045;
HASSELT - FH10;2428278;8;0;0;8;MDU;;Y;NA;4;4;;5 Units in CRAB, 10 bellen in GM.;;BUILDING template;Martelarenlaan;32;;;218354,674;180838,37;
HASSELT - FH10;6343559;1;0;0;1;SDU;;Y;NA;2;4;;niet te zien in CRAB en GM.;;BUILDING template;Oeverstraat;15;;;218209,585;181522,498;
HASSELT - FH10;2428314;1;0;0;1;SDU;;Y;NA;2;4;;1 Unit in CRAB en GM.;;BUILDING template;Martelarenlaan;50;;;218458,126;180744,394;
HASSELT - FH10;654372;1;0;0;1;SDU;;Y;NA;2;4;;straat bestaat nog niet in CRAB, zou volgens satelietbeelden nog in aanbouw zijn.;;BUILDING template;Oude-Broekermolenstraat;15;;;217912,354;181234,378;
HASSELT - FH10;658240;12;2;2;16;MDU;;Y;NA;7;4;;13 Units in CRAB, aantal onduidelijk in GM.;;BUILDING template;Koning Boudewijnlaan;2;;;218472,77;180730,308;
HASSELT - FH10;668143;10;1;0;11;MDU;;Y;NA;4;4;;10 Units in CRAB, geen street view.;;BUILDING template;Kempische Kaai;73;;;218094,413;181313,22;
HASSELT - FH10;668144;12;0;0;12;MDU;;Y;NA;4;4;;11 Units in CRAB, geen street view.;;BUILDING template;Kempische Kaai;65;;;218070,753;181269,12;
HASSELT - FH10;668186;75;0;0;75;MDU;;Y;NA;4;4;;22 Units in CRAB, geen street view.;;BUILDING template;Kempische Kaai;61;;;218070,963;181244,37;
HASSELT - FH10;2442452;6;0;0;6;MDU;;Y;NA;4;4;;5 Units in CRAB, onduidelijk in GM.;;BUILDING template;Thonissenlaan;98;;;218181,512;180908,686;
HASSELT - FH10;668188;20;0;0;20;MDU;;Y;NA;4;4;;20 Units in CRAB, geen street view.;;BUILDING template;Kempische Kaai;63;;;218069,773;181256,1;
HASSELT - FH10;2442457;0;1;0;1;SDU;;Y;NA;2;4;;niet in CRAB en GM.;;BUILDING template;Thonissenlaan;98;A;;218181,493;180908,777;
HASSELT - FH10;668321;8;2;0;10;MDU;;Y;NA;4;4;;8 Units in CRAB, geen street view.;;BUILDING template;Kempische Kaai;75;;;218102,533;181314,9;
HASSELT - FH10;2442476;21;0;0;21;MDU;;Y;NA;4;4;;23 Units in CRAB, aantal onduidelijk in GM.;;BUILDING template;Thonissenlaan;116;;;218216,378;180886,382;
HASSELT - FH10;668329;4;1;0;5;MDU;;Y;NA;4;4;;1 Unit in CRAB, groot bedrijf in GM.;;BUILDING template;Havenstraat;15;;;218163,16;181474,349;
HASSELT - FH10;668330;0;2;0;2;MDU;;Y;NA;4;4;;Bestaat niet in CRAB, onduidelijk in GM.;;BUILDING template;Havenstraat;44;;;218157,406;181266,441;
HASSELT - FH10;2444462;2;1;0;3;MDU;;Y;NA;4;4;;1 Unit in CRAB en GM.;;BUILDING template;Vaartstraat;4;;;218220,44;180954,415;
HASSELT - FH10;2406794;1;0;0;1;SDU;;Y;NA;2;4;;8 Units in CRAB, onduidelijk in GM.;;BUILDING template;Excelsiorlaan;11;;;217175,033;181218,038;
HASSELT - FH10;2444470;16;0;0;16;MDU;;Y;NA;4;4;;1 Unit in CRAB, en GM.;;BUILDING template;Vaartstraat;9;;;218209,411;180998,329;
HASSELT - FH10;668339;12;1;0;13;MDU;;Y;NA;4;4;;11 Units in CRAB, onduidelijk in GM.;;BUILDING template;Havenstraat;10;;;218283,445;181309,309;
HASSELT - FH10;668340;1;0;0;1;SDU;;Y;NA;2;4;;3 Units in CRAB en GM.;;BUILDING template;Havenstraat;8;;;218283,534;181309,879;
HASSELT - FH10;668341;8;1;0;9;MDU;;Y;NA;4;4;;10 Units in CRAB, 10 Units in GM.;;BUILDING template;Havenstraat;2;;;218303,19;181303,92;
HASSELT - FH10;668342;12;0;0;12;MDU;;Y;NA;4;4;;10 Units in CRAB, onduidelijk in GM.;;BUILDING template;Havenstraat;46;;;218127,912;181317,671;
HASSELT - FH10;668581;10;0;0;10;MDU;;Y;NA;4;4;;11 Units in LARA en CRAB, geen street view beschikbaar in GM.;;BUILDING template;Kempische Kaai;57;;;218081,683;181198,58;
HASSELT - FH10;2445506;2;0;0;2;MDU;;Y;NA;4;4;;1 Unit in CRAB en GM.;;BUILDING template;Vildersstraat;5;;;218615,263;180978,578;
HASSELT - FH10;668585;8;2;0;10;MDU;;Y;NA;4;4;;9 Units in CRAB, geen street view.;;BUILDING template;Kempische Kaai;71;;;218081,253;181308,74;
HASSELT - FH10;668660;15;0;0;15;MDU;;Y;NA;4;4;;16 Units in CRAB, aantal onduidelijk in GM.;;BUILDING template;Zonnestraat;2;;;218293,1;181035,32;
HASSELT - FH10;668664;0;2;0;2;MDU;;Y;NA;4;4;;1 Unit in CRAB en GM.;;BUILDING template;Kempische steenweg;89;;;218325,929;181167,878;
HASSELT - FH10;28295;68;0;0;68;MDU;;Y;NA;4;4;;60 Units in CRAB, aantal niet te tellen in GM.;;BUILDING template;Herkenrodesingel;21;;;216827,031;181334,838;
HASSELT - FH10;668670;6;1;0;7;MDU;;Y;NA;4;4;;6 Units in CRAB, 6 in GM.;;BUILDING template;Kempische steenweg;43;;;218290,901;181020,813;
HASSELT - FH10;668671;0;1;0;1;SDU;;Y;NA;2;4;;bestaat niet in CRAB, Bu in GM.;;BUILDING template;Kempische steenweg;12;;;218243,061;180960,704;
HASSELT - FH10;3937181;6;0;0;6;MDU;;Y;NA;4;4;;6 Units in CRAB en GM.;;BUILDING template;Anne Ruttenstraat;15;;;217382,799;181377,505;
HASSELT - FH10;668674;0;1;0;1;SDU;;Y;NA;2;4;;15 Units in CRAB, aantal onduidelijk in GM.;;BUILDING template;Kempische steenweg;21;;;218276,131;180932,283;
HASSELT - FH10;2407264;1;0;0;1;SDU;;Y;NA;2;4;;2 Units in CRAB en GM.;;BUILDING template;Korte Breestraat;135;;;217370,99;181524,75;
HASSELT - FH10;3937186;1;0;0;1;SDU;;Y;NA;2;4;;2 Units in CRAB en GM.;;BUILDING template;Korte Breestraat;139;;;217369,319;181541,279;
HASSELT - FH10;3937187;1;0;0;1;SDU;;Y;NA;2;4;;2 Units in CRAB en GM.;;BUILDING template;Korte Breestraat;143;;;217363,245;181556,297;
HASSELT - FH10;3937189;1;0;0;1;SDU;;Y;NA;2;4;;2 Units in CRAB en GM.;;BUILDING template;Korte Breestraat;147;;;217352,931;181569,542;
HASSELT - FH10;3937191;1;0;0;1;SDU;;Y;NA;2;4;;2 Units in CRAB en GM.;;BUILDING template;Korte Breestraat;151;;;217346,902;181584,482;
HASSELT - FH10;668681;0;1;0;1;SDU;;Y;NA;2;4;;7 Units in CRAB, 1 in GM.;;BUILDING template;Vaartstraat;1;;;218232,54;180967,616;
HASSELT - FH10;2407275;3;0;0;3;MDU;;Y;NA;4;4;;2 Units in CRAB en GM.;;BUILDING template;Korte Breestraat;158;;;217328,686;181536,581;
HASSELT - FH10;3937337;1;0;0;1;SDU;;Y;NA;2;4;;2 Units in CRAB en GM.;;BUILDING template;Haarbemdenstraat;41;;;217399,801;181595,48;
HASSELT - FH10;668682;7;0;0;7;MDU;;Y;NA;4;4;;1 Unit in CRAB, en GM.;;BUILDING template;Vaartstraat;19;;;218182,89;181019,96;
HASSELT - FH10;668688;11;0;0;11;MDU;;Y;NA;4;4;;12 Units in CRAB, lijken er ook 12 te zijn in GM (enkel de LU's);;;BUILDING template;Kempische Kaai;1;;;218158,159;180919
HASSELT - FH10;3985228;4;0;0;4;MDU;;Y;NA;4;4;; Units in CRAB, 8 bussen in GM.;;;BUILDING template;Panoramastraat;5;;;217265,506;181453,783
HASSELT - FH10;1163965;1;0;0;1;SDU;;Y;NA;2;4;;1 Unit in CRAB, zal BU op  GLV zijn.;;BUILDING template;Herkenrodesingel;15;;;216790;181272;
HASSELT - FH10;1357503;1;0;0;1;SDU;;Y;NA;2;4;;2 Units in CRAB, 2 BU's in GM.;;BUILDING template;Elfde-Liniestraat;24;;;218891;181333;
HASSELT - FH10;1447167;1;0;0;1;SDU;;Y;NA;2;4;;1 Unit in CRAB, niet in GM.;;BUILDING template;Martelarenlaan;40;;;218382;180829;
HASSELT - FH10;2407268;1;0;0;1;SDU;;Y;NA;2;4;;2 Units in CRAB en GM.;;BUILDING template;Korte Breestraat;141;;;217368;181545;
HASSELT - FH10;2411093;1;0;0;1;SDU;;Y;NA;2;4;;Leeg perceel in GM. (2019);;BUILDING template;Breughellaan;8;;;217574;181146;
HASSELT - FH10;2416706;1;0;0;1;SDU;;Y;NA;2;4;;2 Units in CRAB en GM.;;BUILDING template;Haarbemdenstraat;55;;;217471;181602;
HASSELT - FH10;2416707;1;0;0;1;SDU;;Y;NA;2;4;;2 Units in CRAB en GM.;;BUILDING template;Haarbemdenstraat;75;;;217567;181607;
HASSELT - FH10;2417947;1;0;0;1;SDU;;Y;NA;2;4;;1 Unit in CRAB en GM.;;BUILDING template;Armand Hertzstraat;21;;;217893;181254;
HASSELT - FH10;2420174;1;0;0;1;SDU;;Y;NA;2;4;;1 Unit in CRAB, 3 in GM. (26 A en B kunnen hier ook zitten);;BUILDING template;Kempische steenweg;26;;;218255;181009;
HASSELT - FH10;2423696;1;0;0;1;SDU;;Y;NA;2;4;;1 Unit in CRAB en GM.;;BUILDING template;Oude Kuringerbaan;123;;;216905;181128;
HASSELT - FH10;2425329;1;0;0;1;SDU;;Y;NA;2;4;;1 Unit in CRAB, onduidelijk in GM.;;BUILDING template;Lazarijstraat;120;;;217662;181066;
HASSELT - FH10;2442478;1;0;0;1;SDU;;Y;NA;2;4;;1 Unit in CRAB en GM.;;BUILDING template;Thonissenlaan;118;;;218225;180887;
HASSELT - FH10;2445016;1;0;0;1;SDU;;Y;NA;2;4;;1 Unit in CRAB en GM. BU.;;BUILDING template;Gouverneur Verwilghensingel;3;;;219062;181290;
HASSELT - FH10;2445500;1;0;0;1;SDU;;Y;NA;2;4;;1 Unit in CRAB, onduidelijk in GM.;;BUILDING template;Vildersstraat;3;B;;218564;181003;
HASSELT - FH10;28293;1;0;0;1;SDU;;Y;NA;2;4;;2 Units in CRAB en GM.;;BUILDING template;Korte Breestraat;153;;;217345;181588;
HASSELT - FH10;3937185;1;0;0;1;SDU;;Y;NA;2;4;;2 Units in CRAB en GM.;;BUILDING template;Korte Breestraat;137;;;217369;181528;
HASSELT - FH10;3937188;1;0;0;1;SDU;;Y;NA;2;4;;2 Units in CRAB en GM.;;BUILDING template;Korte Breestraat;145;;;217362;181560;
HASSELT - FH10;3937190;1;0;0;1;SDU;;Y;NA;2;4;;2 Units in CRAB en GM.;;BUILDING template;Korte Breestraat;149;;;217351;181573;
HASSELT - FH10;3937335;1;0;0;1;SDU;;Y;NA;2;4;;2 Units in CRAB en GM.;;BUILDING template;Haarbemdenstraat;35;;;217374;181598;
HASSELT - FH10;3937336;1;0;0;1;SDU;;Y;NA;2;4;;2 Units in CRAB en GM.;;BUILDING template;Haarbemdenstraat;39;;;217391;181594;
HASSELT - FH10;3937338;1;0;0;1;SDU;;Y;NA;2;4;;2 Units in CRAB en GM.;;BUILDING template;Haarbemdenstraat;43;;;217408;181596;
HASSELT - FH10;3937346;1;0;0;1;SDU;;Y;NA;2;4;;3 Units in CRAB en GM.;;BUILDING template;Haarbemdenstraat;71;;;217551;181614;
HASSELT - FH10;3989523;1;0;0;1;SDU;;Y;NA;2;4;;1 Unit in CRAB en GM.;;BUILDING template;van Dijcklaan;14;;;217604;181409;
HASSELT - FH10;4015483;1;0;0;1;SDU;;Y;NA;2;4;;1 Unit in CRAB en GM.;;BUILDING template;Thonissenlaan;100;;;218184;180904;
HASSELT - FH10;4021673;1;0;0;1;SDU;;Y;NA;2;4;;1 Unit in CRAB, niet in GM.;;BUILDING template;Martelarenlaan;38;;;218374;180826;
HASSELT - FH10;4063031;1;0;0;1;SDU;;Y;NA;2;4;;1 Unit in CRAB en GM.;;BUILDING template;Gouverneur Verwilghensingel;75;;;219615;180539;
HASSELT - FH10;4083891;1;0;0;1;SDU;;Y;NA;2;4;;12 Units in CRAB, geen street view;;BUILDING template;Herkenrodesingel;7;C;;216812;181198;
HASSELT - FH10;4084295;1;0;0;1;SDU;;Y;NA;2;4;;6 Units in CRAB, geen street view;;BUILDING template;Herkenrodesingel;7;B;;216800;181205;
HASSELT - FH10;4086499;1;0;0;1;SDU;;Y;NA;2;4;;10 Units in CRAB, geen street view;;BUILDING template;Herkenrodesingel;7;D;;216825;181190;
HASSELT - FH10;4232583;1;0;0;1;SDU;;Y;NA;2;4;;2 Units in CRAB, geen street view;;BUILDING template;Herkenrodesingel;7;A;;216787;181212;
HASSELT - FH10;4847358;1;0;0;1;SDU;;Y;NA;2;4;;9 Units in CRAB, volgens Lara nieuwbouw.;;BUILDING template;Kempische steenweg;14;;;218241;180929;
HASSELT - FH10;4847363;1;0;0;1;SDU;;Y;NA;2;4;;1 Unit in CRAB, volgens Lara nieuwbouw.;;BUILDING template;Kempische steenweg;16;;;218243;180936;
HASSELT - FH10;4847483;1;0;0;1;SDU;;Y;NA;2;4;;1 Unit in CRAB, BU op GLV in GM.;;BUILDING template;Kempische steenweg;6;;;218234;180907;
HASSELT - FH10;4860646;1;0;0;1;SDU;;Y;NA;2;4;;1 Unit in CRAB en GM.;;BUILDING template;Martelarenlaan;4;;;218276;180868;
HASSELT - FH10;4878797;1;0;0;1;SDU;;Y;NA;2;4;;1 Unit in CRAB en GM.;;BUILDING template;Schildknapenstraat;11;;;217433;181508;
HASSELT - FH10;4882219;1;0;0;1;SDU;;Y;NA;2;4;;1 Unit in CRAB, MDU in GM.;;BUILDING template;Tenierslaan;16;;;217464;181233;
HASSELT - FH10;4882222;1;0;0;1;SDU;;Y;NA;2;4;;1 Unit in CRAB en GM.;;BUILDING template;Tenierslaan;20;;;217453;181220;
HASSELT - FH10;4882302;1;0;0;1;SDU;;Y;NA;2;4;;1 Unit in CRAB en GM.;;BUILDING template;Armand Hertzstraat;64;;;217816;181320;
HASSELT - FH10;4887509;1;0;0;1;SDU;;Y;NA;2;4;;1 Unit in CRAB en GM.;;BUILDING template;Tenierslaan;33;;;217424;181244;
HASSELT - FH10;5490836;1;0;0;1;SDU;;Y;NA;2;4;;7 Units in CRAB, onduidelijk in GM.;;BUILDING template;Herkenrodesingel;5;C;;216779;181172;
HASSELT - FH10;5493162;1;0;0;1;SDU;;Y;NA;2;4;;7 Units in CRAB, onduidelijk in GM.;;BUILDING template;Herkenrodesingel;5;B;;216792;181166;
HASSELT - FH10;5522961;1;0;0;1;SDU;;Y;NA;2;4;;12 Units in CRAB, onduidelijk in GM.;;BUILDING template;Herkenrodesingel;5;D;;216766;181179;
HASSELT - FH10;5593818;1;0;0;1;SDU;;Y;NA;2;4;;14 Units in CRAB, 8 bussen in GM.;;BUILDING template;Oeverstraat;1;;;218206;181382;
HASSELT - FH10;5611388;1;0;0;1;SDU;;Y;NA;2;4;;1 Unit in CRAB en GM.;;BUILDING template;Jordaenslaan;8;;;217629;181481;
HASSELT - FH10;5746554;1;0;0;1;SDU;;Y;NA;2;4;;18 Units in CRAB, 10 bellen in GM.;;BUILDING template;Oeverstraat;3;;;218206;181409;
HASSELT - FH10;5785467;1;0;0;1;SDU;;Y;NA;2;4;;1 Unit in CRAB en GM.;;BUILDING template;Rubenslaan;9;A;;217684;181329;
