Projectnummer;Opdrachtnummer;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;Kolom1;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;BG Name;xPos;yPos
KNOKKE-HEIST - FH12;2757379;1;0;0;1;SDU;;Y;NA;2;4;Oostenhem20; ;;;;BUILDING template;Oostenhem;20;;;72025,78;225385,23
KNOKKE-HEIST - FH12;2764937;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat311; ;;;;BUILDING template;Pannenstraat;311;;;72262,925;225992,84
KNOKKE-HEIST - FH12;300781;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat220; ;2 Units in CRAB, onduidelijk in GM.;;;BUILDING template;Westkapellestraat;220;;;72254,823;225238,807
KNOKKE-HEIST - FH12;2757380;1;0;0;1;SDU;;Y;NA;2;4;Oostenhem22; ;;;;BUILDING template;Oostenhem;22;;;72020,277;225402,101
KNOKKE-HEIST - FH12;2764938;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat313; ;2 Units in CRAB en GM.;;;BUILDING template;Pannenstraat;313;;;72267,64;225997,71
KNOKKE-HEIST - FH12;300782;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat231; ;;;;BUILDING template;Westkapellestraat;231;;;72328,834;225284,253
KNOKKE-HEIST - FH12;2757381;1;0;0;1;SDU;;Y;NA;2;4;Oostenhem26; ;;;;BUILDING template;Oostenhem;26;;;71999,75;225431,023
KNOKKE-HEIST - FH12;2764939;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat315; ;;;;BUILDING template;Pannenstraat;315;;;72275,568;225995,506
KNOKKE-HEIST - FH12;300796;1;0;0;1;SDU;;Y;NA;2;4;Zonnebloemstraat1; ;;;;BUILDING template;Zonnebloemstraat;1;;;72618,416;225606,68
KNOKKE-HEIST - FH12;2757404;1;0;0;1;SDU;;Y;NA;2;4;Zonnebloemstraat3; ;;;;BUILDING template;Zonnebloemstraat;3;;;72617,788;225626,682
KNOKKE-HEIST - FH12;2764941;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat317; ;;;;BUILDING template;Pannenstraat;317;;;72280,257;225999,146
KNOKKE-HEIST - FH12;300797;1;0;0;1;SDU;;Y;NA;2;4;Zonnebloemstraat7; ;;;;BUILDING template;Zonnebloemstraat;7;;;72604,641;225670,559
KNOKKE-HEIST - FH12;2758037;1;0;0;1;SDU;;Y;NA;2;4;Peter Benoitlaan1; ;;;;BUILDING template;Peter Benoitlaan;1;;;72064,764;226067,543
KNOKKE-HEIST - FH12;2764943;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat319; ;;;;BUILDING template;Pannenstraat;319;;;72284,58;226001,709
KNOKKE-HEIST - FH12;300798;1;0;0;1;SDU;;Y;NA;2;4;Zonnebloemstraat11; ;;;;BUILDING template;Zonnebloemstraat;11;;;72595,387;225711,429
KNOKKE-HEIST - FH12;2758038;1;0;0;1;SDU;;Y;NA;2;4;Peter Benoitlaan6; ;;;;BUILDING template;Peter Benoitlaan;6;;;71998,339;225982,32
KNOKKE-HEIST - FH12;2764944;5;0;0;5;MDU;;Y;NA;4;4;Pannenstraat323; ;;;;BUILDING template;Pannenstraat;323;;;72299,314;226008,659
KNOKKE-HEIST - FH12;300804;1;0;0;1;SDU;;Y;NA;2;4;Hulststraat31; ;;;;BUILDING template;Hulststraat;31;;;72609,189;225527,088
KNOKKE-HEIST - FH12;2758039;1;0;0;1;SDU;;Y;NA;2;4;Peter Benoitlaan8; ;;;;BUILDING template;Peter Benoitlaan;8;;;71996,955;225976,756
KNOKKE-HEIST - FH12;2764946;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat325; ;;;;BUILDING template;Pannenstraat;325;;;72306,325;226010,162
KNOKKE-HEIST - FH12;300805;1;0;0;1;SDU;;Y;NA;2;4;Hulststraat29; ;;;;BUILDING template;Hulststraat;29;;;72634,846;225521,868
KNOKKE-HEIST - FH12;2758040;1;0;0;1;SDU;;Y;NA;2;4;Peter Benoitlaan10; ;;;;BUILDING template;Peter Benoitlaan;10;;;71994,993;225969,89
KNOKKE-HEIST - FH12;2764947;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat327; ;;;;BUILDING template;Pannenstraat;327;;;72311,648;226012,184
KNOKKE-HEIST - FH12;302539;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat164; ;5 Units in CRAB, aantal onduidelijk in GM.;;;BUILDING template;Knokkestraat;164;;;71941,855;226096,864
KNOKKE-HEIST - FH12;2758041;1;0;0;1;SDU;;Y;NA;2;4;Peter Benoitlaan11; ;;;;BUILDING template;Peter Benoitlaan;11;;;72042,323;226048,892
KNOKKE-HEIST - FH12;2764949;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat331; ;;;;BUILDING template;Pannenstraat;331;;;72322,253;226014,802
KNOKKE-HEIST - FH12;302541;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat166; ;3 Units in CRAB, aantal onduidelijk in GM.;;;BUILDING template;Knokkestraat;166;;;71947,751;226096,238
KNOKKE-HEIST - FH12;2758042;1;0;0;1;SDU;;Y;NA;2;4;Peter Benoitlaan12; ;;;;BUILDING template;Peter Benoitlaan;12;;;71993,524;225964,117
KNOKKE-HEIST - FH12;2764950;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat333; ;;;;BUILDING template;Pannenstraat;333;;;72327,231;226017,485
KNOKKE-HEIST - FH12;3939535;1;0;0;1;SDU;;Y;NA;2;4;Hendrik Consciencestraat15; ;;;;BUILDING template;Hendrik Consciencestraat;15;;;71799,102;225845,07
KNOKKE-HEIST - FH12;2758043;1;0;0;1;SDU;;Y;NA;2;4;Peter Benoitlaan14; ;;;;BUILDING template;Peter Benoitlaan;14;;;71992,064;225958,317
KNOKKE-HEIST - FH12;2764951;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat337; ;;;;BUILDING template;Pannenstraat;337;;;72338,441;226026,373
KNOKKE-HEIST - FH12;3939583;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat172;Beschermd Erfgoed;;;;BUILDING template;Knokkestraat;172;;;71971,345;226097,415
KNOKKE-HEIST - FH12;2758044;1;0;0;1;SDU;;Y;NA;2;4;Peter Benoitlaan16; ;;;;BUILDING template;Peter Benoitlaan;16;;;71990,629;225952,534
KNOKKE-HEIST - FH12;2764952;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat339; ;;;;BUILDING template;Pannenstraat;339;;;72342,656;226030,63
KNOKKE-HEIST - FH12;3939584;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat300; ;niet in CRAB, onduidelijk in GM.;;;BUILDING template;Knokkestraat;300;;;72454,913;226051,348
KNOKKE-HEIST - FH12;2758045;1;0;0;1;SDU;;Y;NA;2;4;Peter Benoitlaan18; ;;;;BUILDING template;Peter Benoitlaan;18;;;71987,358;225946,962
KNOKKE-HEIST - FH12;2764954;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat341; ;;;;BUILDING template;Pannenstraat;341;;;72346,585;226034,093
KNOKKE-HEIST - FH12;3939589;40;0;0;40;MDU;;Y;NA;4;4;Krommedijk47; ;;;;BUILDING template;Krommedijk;47;;;72563,415;225665,98
KNOKKE-HEIST - FH12;2758048;1;0;0;1;SDU;;Y;NA;2;4;Peter Benoitlaan29; ;;;;BUILDING template;Peter Benoitlaan;29;;;72034,518;225984,236
KNOKKE-HEIST - FH12;2764955;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat343; ;;;;BUILDING template;Pannenstraat;343;;;72348,909;226038,56
KNOKKE-HEIST - FH12;3984037;0;1;0;1;SDU;;Y;NA;2;4;Westkapellestraat178; ;;;;BUILDING template;Westkapellestraat;178;;;71951,913;225546,584
KNOKKE-HEIST - FH12;2758049;1;0;0;1;SDU;;Y;NA;2;4;Peter Benoitlaan31; ;;;;BUILDING template;Peter Benoitlaan;31;;;72031,697;225978,522
KNOKKE-HEIST - FH12;2764957;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat349; ;;;;BUILDING template;Pannenstraat;349;;;72357,479;226054,48
KNOKKE-HEIST - FH12;3990583;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat190; ;;;;BUILDING template;Knokkestraat;190;;;72029,56;226090,77
KNOKKE-HEIST - FH12;2758050;1;0;0;1;SDU;;Y;NA;2;4;Peter Benoitlaan33; ;;;;BUILDING template;Peter Benoitlaan;33;;;72032,151;225971,472
KNOKKE-HEIST - FH12;2765383;1;0;0;1;SDU;;Y;NA;2;4;Pastuurdijk1; ;;;;BUILDING template;Pastuurdijk;1;;;72570,988;226129,212
KNOKKE-HEIST - FH12;4025646;1;0;0;1;SDU;;Y;NA;2;4;Varenstraat6; ;;;;BUILDING template;Varenstraat;6;;;72567,886;225502,942
KNOKKE-HEIST - FH12;2758051;1;0;0;1;SDU;;Y;NA;2;4;Peter Benoitlaan35; ;;;;BUILDING template;Peter Benoitlaan;35;;;72030,008;225965,666
KNOKKE-HEIST - FH12;2765626;1;0;0;1;SDU;;Y;NA;2;4;Polderstraat1; ;;;;BUILDING template;Polderstraat;1;;;71923,455;226098,226
KNOKKE-HEIST - FH12;4030959;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat201; ;;;;BUILDING template;Westkapellestraat;201;;;72276,963;225379,105
KNOKKE-HEIST - FH12;2758052;1;0;0;1;SDU;;Y;NA;2;4;Peter Benoitlaan37; ;;;;BUILDING template;Peter Benoitlaan;37;;;72028,41;225959,6
KNOKKE-HEIST - FH12;2765629;1;0;0;1;SDU;;Y;NA;2;4;Polderstraat5; ;;;;BUILDING template;Polderstraat;5;;;71916,724;226085,714
KNOKKE-HEIST - FH12;4035024;1;0;0;1;SDU;;Y;NA;2;4;Emanuel Hielstraat25; ;;;;BUILDING template;Emanuel Hielstraat;25;;;71945,616;225920,733
KNOKKE-HEIST - FH12;2758053;1;0;0;1;SDU;;Y;NA;2;4;Peter Benoitlaan39; ;;;;BUILDING template;Peter Benoitlaan;39;;;72025,594;225953,732
KNOKKE-HEIST - FH12;2765631;1;0;0;1;SDU;;Y;NA;2;4;Polderstraat7; ;;;;BUILDING template;Polderstraat;7;;;71912,427;226080,759
KNOKKE-HEIST - FH12;4040659;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof36; ;;;;BUILDING template;Pinksterbloemhof;36;;;72585,634;225928,803
KNOKKE-HEIST - FH12;2758054;1;0;0;1;SDU;;Y;NA;2;4;Peter Benoitlaan41; ;;;;BUILDING template;Peter Benoitlaan;41;;;72025,553;225947,706
KNOKKE-HEIST - FH12;2765636;1;0;0;1;SDU;;Y;NA;2;4;Polderstraat11; ;;;;BUILDING template;Polderstraat;11;;;71906,579;226071,181
KNOKKE-HEIST - FH12;4053276;1;0;0;1;SDU;;Y;NA;2;4;Zonnebloemstraat9; ;;;;BUILDING template;Zonnebloemstraat;9;;;72599,938;225688,726
KNOKKE-HEIST - FH12;2758055;1;0;0;1;SDU;;Y;NA;2;4;Peter Benoitlaan41B; ;;;;BUILDING template;Peter Benoitlaan;41;B;;72018,463;225935,156
KNOKKE-HEIST - FH12;2765637;1;0;0;1;SDU;;Y;NA;2;4;Polderstraat15; ;;;;BUILDING template;Polderstraat;15;;;71898,069;226064,167
KNOKKE-HEIST - FH12;4055279;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat136; ;;;;BUILDING template;Westkapellestraat;136;;;71828,85;225598,696
KNOKKE-HEIST - FH12;2758057;1;0;0;1;SDU;;Y;NA;2;4;Peter Benoitlaan51; ;;;;BUILDING template;Peter Benoitlaan;51;;;72012,71;225906,546
KNOKKE-HEIST - FH12;2765640;1;0;0;1;SDU;;Y;NA;2;4;Polderstraat17; ;;;;BUILDING template;Polderstraat;17;;;71895,463;226058,998
KNOKKE-HEIST - FH12;4057199;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof28; ;;;;BUILDING template;Pinksterbloemhof;28;;;72591,589;225965,947
KNOKKE-HEIST - FH12;2758058;1;0;0;1;SDU;;Y;NA;2;4;Peter Benoitlaan53; ;;;;BUILDING template;Peter Benoitlaan;53;;;72010,747;225900,961
KNOKKE-HEIST - FH12;2765641;1;0;0;1;SDU;;Y;NA;2;4;Polderstraat19; ;;;;BUILDING template;Polderstraat;19;;;71891,957;226054,68
KNOKKE-HEIST - FH12;4057945;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat324; ;;;;BUILDING template;Knokkestraat;324;;;72515,036;226069,405
KNOKKE-HEIST - FH12;2758645;1;0;0;1;SDU;;Y;NA;2;4;Hendrik Consciencestraat3; ;;;;BUILDING template;Hendrik Consciencestraat;3;;;71779,602;225881,904
KNOKKE-HEIST - FH12;2765644;1;0;0;1;SDU;;Y;NA;2;4;Polderstraat21; ;;;;BUILDING template;Polderstraat;21;;;71889,064;226050,821
KNOKKE-HEIST - FH12;4060428;1;0;0;1;SDU;;Y;NA;2;4;Varenstraat7; ;;;;BUILDING template;Varenstraat;7;;;72511,92;225492,449
KNOKKE-HEIST - FH12;2758646;1;0;0;1;SDU;;Y;NA;2;4;Hendrik Consciencestraat5; ;;;;BUILDING template;Hendrik Consciencestraat;5;;;71778,417;225876,919
KNOKKE-HEIST - FH12;2765647;1;0;0;1;SDU;;Y;NA;2;4;Polderstraat25; ;;;;BUILDING template;Polderstraat;25;;;71882,68;226042,234
KNOKKE-HEIST - FH12;4075951;1;0;0;1;SDU;;Y;NA;2;4;Polderstraat53; ;;;;BUILDING template;Polderstraat;53;;;71836,198;225969,965
KNOKKE-HEIST - FH12;2758648;1;0;0;1;SDU;;Y;NA;2;4;Hendrik Consciencestraat13; ;;;;BUILDING template;Hendrik Consciencestraat;13;;;71776,034;225853,468
KNOKKE-HEIST - FH12;2765650;1;0;0;1;SDU;;Y;NA;2;4;Polderstraat27; ;;;;BUILDING template;Polderstraat;27;;;71879,261;226037,729
KNOKKE-HEIST - FH12;4101202;5;0;0;5;MDU;;Y;NA;4;4;Krommedijk50; ;3 Units in CRAB,  aantal onduidelijk in GM.;;;BUILDING template;Krommedijk;50;;;72442,532;225942,457
KNOKKE-HEIST - FH12;2758650;3;0;0;3;MDU;;Y;NA;4;4;Hendrik Consciencestraat17; ;;;;BUILDING template;Hendrik Consciencestraat;17;;;71776,756;225847,124
KNOKKE-HEIST - FH12;2765652;1;0;0;1;SDU;;Y;NA;2;4;Polderstraat29; ;;;;BUILDING template;Polderstraat;29;;;71876,8;226033,776
KNOKKE-HEIST - FH12;4102029;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof31; ;;;;BUILDING template;Pinksterbloemhof;31;;;72601,3;225944,843
KNOKKE-HEIST - FH12;2758651;0;1;0;1;SDU;;Y;NA;2;4;Hendrik Consciencestraat19; ;;;;BUILDING template;Hendrik Consciencestraat;19;;;71777,764;225839,89
KNOKKE-HEIST - FH12;2765655;1;0;0;1;SDU;;Y;NA;2;4;Polderstraat33; ;;;;BUILDING template;Polderstraat;33;;;71870,703;226026,196
KNOKKE-HEIST - FH12;4141759;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat244; ;2 Units in CRAB, 3 in GM.;;;BUILDING template;Knokkestraat;244;;;72225,147;226069,461
KNOKKE-HEIST - FH12;2758655;1;0;0;1;SDU;;Y;NA;2;4;Hendrik Consciencestraat23; ;;;;BUILDING template;Hendrik Consciencestraat;23;;;71776,758;225827,268
KNOKKE-HEIST - FH12;2765657;1;0;0;1;SDU;;Y;NA;2;4;Polderstraat35; ;;;;BUILDING template;Polderstraat;35;;;71868,35;226023,261
KNOKKE-HEIST - FH12;4143585;1;0;0;1;SDU;;Y;NA;2;4;Krommedijk60; ;;;;BUILDING template;Krommedijk;60;;;72426,837;225980,787
KNOKKE-HEIST - FH12;2758658;3;0;0;3;MDU;;Y;NA;4;4;Hendrik Consciencestraat25; ;;;;BUILDING template;Hendrik Consciencestraat;25;;;71774,56;225821,269
KNOKKE-HEIST - FH12;2765664;0;1;0;1;SDU;;Y;NA;2;4;Polderstraat43; ;;;;BUILDING template;Polderstraat;43;;;71850,162;225996,76
KNOKKE-HEIST - FH12;4147189;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat314; ;;;;BUILDING template;Knokkestraat;314;;;72484,386;226067,291
KNOKKE-HEIST - FH12;2758660;1;0;0;1;SDU;;Y;NA;2;4;Hendrik Consciencestraat27; ;;;;BUILDING template;Hendrik Consciencestraat;27;;;71776,349;225814,784
KNOKKE-HEIST - FH12;2765666;1;0;0;1;SDU;;Y;NA;2;4;Polderstraat45; ;;;;BUILDING template;Polderstraat;45;;;71850,242;225988,711
KNOKKE-HEIST - FH12;4149412;2;0;0;2;MDU;;Y;NA;4;4;Pannenstraat254; ;;;;BUILDING template;Pannenstraat;254;;;72090,029;225882,353
KNOKKE-HEIST - FH12;2758662;1;0;0;1;SDU;;Y;NA;2;4;Hendrik Consciencestraat29; ;;;;BUILDING template;Hendrik Consciencestraat;29;;;71777,812;225809,62
KNOKKE-HEIST - FH12;2765667;1;0;0;1;SDU;;Y;NA;2;4;Polderstraat47; ;;;;BUILDING template;Polderstraat;47;;;71846,702;225984,774
KNOKKE-HEIST - FH12;4150595;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof29; ;;;;BUILDING template;Pinksterbloemhof;29;;;72593,057;225959,889
KNOKKE-HEIST - FH12;2758666;1;0;0;1;SDU;;Y;NA;2;4;Hendrik Consciencestraat33; ;;;;BUILDING template;Hendrik Consciencestraat;33;;;71776,554;225798,364
KNOKKE-HEIST - FH12;2765668;1;0;0;1;SDU;;Y;NA;2;4;Polderstraat49; ;;;;BUILDING template;Polderstraat;49;;;71844,845;225978,57
KNOKKE-HEIST - FH12;4154773;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat149; ;;;;BUILDING template;Pannenstraat;149;;;71806,991;225905,085
KNOKKE-HEIST - FH12;2758670;1;0;0;1;SDU;;Y;NA;2;4;Hendrik Consciencestraat39; ;;;;BUILDING template;Hendrik Consciencestraat;39;;;71775,373;225778,53
KNOKKE-HEIST - FH12;2765670;1;0;0;1;SDU;;Y;NA;2;4;Polderstraat51; ;;;;BUILDING template;Polderstraat;51;;;71840,795;225972,688
KNOKKE-HEIST - FH12;4163970;1;0;0;1;SDU;;Y;NA;2;4;Peter Benoitlaan3; ;;;;BUILDING template;Peter Benoitlaan;3;;;72058,424;226064,423
KNOKKE-HEIST - FH12;2758672;2;1;0;3;MDU;;Y;NA;4;4;Hendrik Consciencestraat41; ;4 Units in CRAB, aantal onduidelijk in GM.;;;BUILDING template;Hendrik Consciencestraat;41;;;71796,234;225763,046
KNOKKE-HEIST - FH12;2765674;0;1;0;1;SDU;;Y;NA;2;4;Polderstraat55; ;;;;BUILDING template;Polderstraat;55;;;71830,227;225967,058
KNOKKE-HEIST - FH12;4164305;2;0;0;2;MDU;;Y;NA;4;4;Peter Benoitlaan47; ;;;;BUILDING template;Peter Benoitlaan;47;;;72016,84;225918,536
KNOKKE-HEIST - FH12;2758676;1;0;0;1;SDU;;Y;NA;2;4;Hendrik Consciencestraat45; ;;;;BUILDING template;Hendrik Consciencestraat;45;;;71771,467;225756,3
KNOKKE-HEIST - FH12;2765676;1;0;0;1;SDU;;Y;NA;2;4;Polderstraat57; ;;;;BUILDING template;Polderstraat;57;;;71828,66;225959,342
KNOKKE-HEIST - FH12;4164312;1;0;0;1;SDU;;Y;NA;2;4;Polderstraat71; ;;;;BUILDING template;Polderstraat;71;;;71801,517;225927,833
KNOKKE-HEIST - FH12;2758678;0;5;0;5;MDU;;Y;NA;4;4;Hendrik Consciencestraat47; ;1 Unit in CRAB, onduidelijk in GM.;;;BUILDING template;Hendrik Consciencestraat;47;;;71842,697;225716,614
KNOKKE-HEIST - FH12;2765678;1;0;0;1;SDU;;Y;NA;2;4;Polderstraat61; ;7 Units in CRAB, 1 bus in GM.;;;BUILDING template;Polderstraat;61;;;71819,245;225949,849
KNOKKE-HEIST - FH12;4164353;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat284; ;3 Units in CRAB, 1 in GM.;;;BUILDING template;Knokkestraat;284;;;72339,287;226063,626
KNOKKE-HEIST - FH12;2758679;0;2;0;2;MDU;;Y;NA;4;4;Hendrik Consciencestraat47C; ;1 Unit in CRAB, onduidelijk in GM.;;;BUILDING template;Hendrik Consciencestraat;47;C;;71877,042;225727,881
KNOKKE-HEIST - FH12;2765682;3;0;0;3;MDU;;Y;NA;4;4;Polderstraat65; ;4 Units in CRAB, 4 bussen in GM.;;;BUILDING template;Polderstraat;65;;;71812,845;225940,557
KNOKKE-HEIST - FH12;4171228;5;0;0;5;MDU;;Y;NA;4;4;Hendrik Consciencestraat35; ;;;;BUILDING template;Hendrik Consciencestraat;35;;;71773,233;225793,68
KNOKKE-HEIST - FH12;2758682;1;0;0;1;SDU;;Y;NA;2;4;Hendrik Consciencestraat51; ;;;;BUILDING template;Hendrik Consciencestraat;51;;;71773,715;225739,728
KNOKKE-HEIST - FH12;2765684;1;0;0;1;SDU;;Y;NA;2;4;Polderstraat69; ;;;;BUILDING template;Polderstraat;69;;;71805,13;225932,318
KNOKKE-HEIST - FH12;4173604;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof12; ;;;;BUILDING template;Pinksterbloemhof;12;;;72541,958;225957,223
KNOKKE-HEIST - FH12;2758684;1;0;0;1;SDU;;Y;NA;2;4;Hendrik Consciencestraat57; ;;;;BUILDING template;Hendrik Consciencestraat;57;;;71771,735;225719,504
KNOKKE-HEIST - FH12;2765685;1;0;0;1;SDU;;Y;NA;2;4;Polderstraat73; ;;;;BUILDING template;Polderstraat;73;;;71801,348;225921,273
KNOKKE-HEIST - FH12;4174149;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat206; ;;;;BUILDING template;Knokkestraat;206;;;72085,516;226087,379
KNOKKE-HEIST - FH12;2758686;1;0;0;1;SDU;;Y;NA;2;4;Hendrik Consciencestraat59; ;;;;BUILDING template;Hendrik Consciencestraat;59;;;71774,291;225713,445
KNOKKE-HEIST - FH12;2765686;1;0;0;1;SDU;;Y;NA;2;4;Polderstraat75; ;;;;BUILDING template;Polderstraat;75;;;71794,844;225919,099
KNOKKE-HEIST - FH12;4180592;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof3; ;;;;BUILDING template;Pinksterbloemhof;3;;;72518,482;225931,474
KNOKKE-HEIST - FH12;2758687;1;0;0;1;SDU;;Y;NA;2;4;Hendrik Consciencestraat61; ;;;;BUILDING template;Hendrik Consciencestraat;61;;;71772,614;225709,246
KNOKKE-HEIST - FH12;2767055;1;0;0;1;SDU;;Y;NA;2;4;Varenstraat1; ;;;;BUILDING template;Varenstraat;1;;;72543,689;225463,444
KNOKKE-HEIST - FH12;4186560;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat129; ;;;;BUILDING template;Westkapellestraat;129;;;71881,909;225601,721
KNOKKE-HEIST - FH12;2758688;1;0;0;1;SDU;;Y;NA;2;4;Hendrik Consciencestraat63; ;;;;BUILDING template;Hendrik Consciencestraat;63;;;71770,256;225704,282
KNOKKE-HEIST - FH12;2767057;1;0;0;1;SDU;;Y;NA;2;4;Varenstraat4; ;;;;BUILDING template;Varenstraat;4;;;72592,262;225499,828
KNOKKE-HEIST - FH12;4188115;1;0;0;1;SDU;;Y;NA;2;4;Varenstraat9; ;;;;BUILDING template;Varenstraat;9;;;72529,376;225513,513
KNOKKE-HEIST - FH12;2758691;1;0;0;1;SDU;;Y;NA;2;4;Hendrik Consciencestraat67; ;;;;BUILDING template;Hendrik Consciencestraat;67;;;71771,49;225693,534
KNOKKE-HEIST - FH12;2767058;1;0;0;1;SDU;;Y;NA;2;4;Varenstraat5; ;;;;BUILDING template;Varenstraat;5;;;72535,978;225489,089
KNOKKE-HEIST - FH12;4191908;1;0;0;1;SDU;;Y;NA;2;4;Matrozenplein16; ;;;;BUILDING template;Matrozenplein;16;;;71965,258;226081,198
KNOKKE-HEIST - FH12;2758693;1;0;0;1;SDU;;Y;NA;2;4;Hendrik Consciencestraat71; ;;;;BUILDING template;Hendrik Consciencestraat;71;;;71769,701;225682,308
KNOKKE-HEIST - FH12;2767076;1;0;0;1;SDU;;Y;NA;2;4;Breed Veertien5; ;;;;BUILDING template;Breed Veertien;5;;;71972,015;225468,381
KNOKKE-HEIST - FH12;4192706;3;0;0;3;MDU;;Y;NA;4;4;Zuidstraat37; ;2 Units in CRAB, 2 bussen in GM.;;;BUILDING template;Zuidstraat;37;;;71916,311;225986,375
KNOKKE-HEIST - FH12;2760116;1;0;0;1;SDU;;Y;NA;2;4;Heestersstraat3; ;;;;BUILDING template;Heestersstraat;3;;;72269,315;225512,187
KNOKKE-HEIST - FH12;2767483;1;0;0;1;SDU;;Y;NA;2;4;Walstraat8; ;;;;BUILDING template;Walstraat;8;;;72069,747;225610,753
KNOKKE-HEIST - FH12;4193037;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat171; ;;;;BUILDING template;Pannenstraat;171;;;71873,194;225878,928
KNOKKE-HEIST - FH12;2760117;1;0;0;1;SDU;;Y;NA;2;4;Heestersstraat6; ;;;;BUILDING template;Heestersstraat;6;;;72260,618;225456,528
KNOKKE-HEIST - FH12;2767484;1;0;0;1;SDU;;Y;NA;2;4;Walstraat12; ;;;;BUILDING template;Walstraat;12;;;72029,663;225618,312
KNOKKE-HEIST - FH12;4201049;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat162; ;niet in CRAB, 1 unit in GM.;;;BUILDING template;Knokkestraat;162;;;71935,795;226097,475
KNOKKE-HEIST - FH12;2760118;1;0;0;1;SDU;;Y;NA;2;4;Heestersstraat8; ;;;;BUILDING template;Heestersstraat;8;;;72266,73;225456,577
KNOKKE-HEIST - FH12;2767690;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat115; ;;;;BUILDING template;Westkapellestraat;115;;;71839,933;225621,86
KNOKKE-HEIST - FH12;4209663;1;0;0;1;SDU;;Y;NA;2;4;Peter Benoitlaan25; ;;;;BUILDING template;Peter Benoitlaan;25;;;72037,66;225995,835
KNOKKE-HEIST - FH12;2760119;1;0;0;1;SDU;;Y;NA;2;4;Heestersstraat9; ;;;;BUILDING template;Heestersstraat;9;;;72301,646;225556,372
KNOKKE-HEIST - FH12;2767692;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat117; ;;;;BUILDING template;Westkapellestraat;117;;;71847,209;225617,038
KNOKKE-HEIST - FH12;4210281;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat229; ;;;;BUILDING template;Pannenstraat;229;;;72058,793;225891,735
KNOKKE-HEIST - FH12;2760120;1;0;0;1;SDU;;Y;NA;2;4;Heestersstraat10; ;;;;BUILDING template;Heestersstraat;10;;;72283,918;225464,198
KNOKKE-HEIST - FH12;2767693;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat121; ;;;;BUILDING template;Westkapellestraat;121;;;71855,076;225614,491
KNOKKE-HEIST - FH12;4220618;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat166; ;;;;BUILDING template;Pannenstraat;166;;;71818,383;225881,987
KNOKKE-HEIST - FH12;2760121;1;0;0;1;SDU;;Y;NA;2;4;Heestersstraat12; ;;;;BUILDING template;Heestersstraat;12;;;72303,21;225474,698
KNOKKE-HEIST - FH12;2767697;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat126; ;;;;BUILDING template;Westkapellestraat;126;;;71795,126;225613,531
