Projectnummer;Opdrachtnummer;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;Kolom1;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;BG Name;xPos;yPos
KNOKKE-HEIST - FH12;4227904;1;0;0;1;SDU;;Y;NA;2;4;Emanuel Hielstraat39; ;;;;BUILDING template;Emanuel Hielstraat;39;;;71913,401;225958,131
KNOKKE-HEIST - FH12;2760122;1;0;0;1;SDU;;Y;NA;2;4;Heestersstraat16; ;;;;BUILDING template;Heestersstraat;16;;;72322,972;225477,483
KNOKKE-HEIST - FH12;2767698;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat128; ;;;;BUILDING template;Westkapellestraat;128;;;71800,466;225610,839
KNOKKE-HEIST - FH12;4233275;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat267; ;;;;BUILDING template;Pannenstraat;267;;;72107,646;225952,763
KNOKKE-HEIST - FH12;2760414;1;0;0;1;SDU;;Y;NA;2;4;Emanuel Hielstraat8;Beschermd Erfgoed;;;;BUILDING template;Emanuel Hielstraat;8;;;71966,636;225945,637
KNOKKE-HEIST - FH12;2767700;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat130; ;;;;BUILDING template;Westkapellestraat;130;;;71806,017;225608,635
KNOKKE-HEIST - FH12;4238975;2;0;0;2;MDU;;Y;NA;4;4;Pannenstraat157; ;1 Unit in CRAB en GM.;;;BUILDING template;Pannenstraat;157;;;71833,477;225906,04
KNOKKE-HEIST - FH12;2760415;1;0;0;1;SDU;;Y;NA;2;4;Emanuel Hielstraat10;Beschermd Erfgoed;;;;BUILDING template;Emanuel Hielstraat;10;;;71962,181;225950,477
KNOKKE-HEIST - FH12;2767701;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat133; ;;;;BUILDING template;Westkapellestraat;133;;;71893,254;225597,561
KNOKKE-HEIST - FH12;4261400;1;0;0;1;SDU;;Y;NA;2;4;Zuidstraat7; ;;;;BUILDING template;Zuidstraat;7;;;71979,823;226030,238
KNOKKE-HEIST - FH12;2760417;4;0;0;4;MDU;;Y;NA;4;4;Emanuel Hielstraat13; ;;;;BUILDING template;Emanuel Hielstraat;13;;;71967,06;225882,703
KNOKKE-HEIST - FH12;2767703;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat135; ;;;;BUILDING template;Westkapellestraat;135;;;71898,265;225594,152
KNOKKE-HEIST - FH12;4262952;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat237; ;;;;BUILDING template;Pannenstraat;237;;;72076,522;225905,489
KNOKKE-HEIST - FH12;2760418;1;0;0;1;SDU;;Y;NA;2;4;Emanuel Hielstraat23; ;;;;BUILDING template;Emanuel Hielstraat;23;;;71950,744;225914,448
KNOKKE-HEIST - FH12;2767705;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat137; ;;;;BUILDING template;Westkapellestraat;137;;;71904,167;225591,717
KNOKKE-HEIST - FH12;4267992;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat132; ;;;;BUILDING template;Westkapellestraat;132;;;71813,756;225606,206
KNOKKE-HEIST - FH12;2760419;1;0;0;1;SDU;;Y;NA;2;4;Emanuel Hielstraat27; ;;;;BUILDING template;Emanuel Hielstraat;27;;;71941,359;225928,817
KNOKKE-HEIST - FH12;2767707;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat138; ;;;;BUILDING template;Westkapellestraat;138;;;71835,01;225597,198
KNOKKE-HEIST - FH12;4273079;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat127; ;;;;BUILDING template;Westkapellestraat;127;;;71876,882;225604,607
KNOKKE-HEIST - FH12;2760420;1;0;0;1;SDU;;Y;NA;2;4;Emanuel Hielstraat29; ;;;;BUILDING template;Emanuel Hielstraat;29;;;71936,952;225936,606
KNOKKE-HEIST - FH12;2767708;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat140; ;;;;BUILDING template;Westkapellestraat;140;;;71846,825;225593,078
KNOKKE-HEIST - FH12;4334152;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat184; ;;;;BUILDING template;Knokkestraat;184;;;72014,155;226094,773
KNOKKE-HEIST - FH12;2760421;1;0;0;1;SDU;;Y;NA;2;4;Emanuel Hielstraat33; ;;;;BUILDING template;Emanuel Hielstraat;33;;;71928,671;225946,572
KNOKKE-HEIST - FH12;2767710;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat146; ;;;;BUILDING template;Westkapellestraat;146;;;71836,787;225568,077
KNOKKE-HEIST - FH12;4334206;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat160; ;;;;BUILDING template;Knokkestraat;160;;;71930,108;226099,388
KNOKKE-HEIST - FH12;2760422;1;0;0;1;SDU;;Y;NA;2;4;Emanuel Hielstraat35; ;;;;BUILDING template;Emanuel Hielstraat;35;;;71923,785;225950,957
KNOKKE-HEIST - FH12;2767711;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat148; ;;;;BUILDING template;Westkapellestraat;148;;;71870,002;225581,626
KNOKKE-HEIST - FH12;4334553;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat347; ;;;;BUILDING template;Knokkestraat;347;;;72514,777;226089,692
KNOKKE-HEIST - FH12;2760423;1;0;0;1;SDU;;Y;NA;2;4;Emanuel Hielstraat37; ;;;;BUILDING template;Emanuel Hielstraat;37;;;71918,718;225954,411
KNOKKE-HEIST - FH12;2767713;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat150; ;;;;BUILDING template;Westkapellestraat;150;;;71875,99;225579,742
KNOKKE-HEIST - FH12;4334584;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat214; ;;;;BUILDING template;Knokkestraat;214;;;72109,485;226085,45
KNOKKE-HEIST - FH12;2760425;1;0;0;1;SDU;;Y;NA;2;4;Emanuel Hielstraat43; ;;;;BUILDING template;Emanuel Hielstraat;43;;;71903,922;225965,148
KNOKKE-HEIST - FH12;2767715;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat151; ;;;;BUILDING template;Westkapellestraat;151;;;71950,82;225576,69
KNOKKE-HEIST - FH12;4334589;11;0;0;11;MDU;;Y;NA;4;4;Knokkestraat226; ;9 Units in CRAB, aantal onduidelijk in GM.;;;BUILDING template;Knokkestraat;226;;;72184,868;226078,53
KNOKKE-HEIST - FH12;2760519;1;0;0;1;SDU;;Y;NA;2;4;Hulststraat3; ;;;;BUILDING template;Hulststraat;3;;;72350,007;225385,885
KNOKKE-HEIST - FH12;2767716;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat152; ;;;;BUILDING template;Westkapellestraat;152;;;71880,324;225577,133
KNOKKE-HEIST - FH12;4334595;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat240; ;;;;BUILDING template;Knokkestraat;240;;;72215,491;226076,2
KNOKKE-HEIST - FH12;2760520;1;0;0;1;SDU;;Y;NA;2;4;Hulststraat5; ;;;;BUILDING template;Hulststraat;5;;;72368,407;225389,94
KNOKKE-HEIST - FH12;2767718;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat154; ;;;;BUILDING template;Westkapellestraat;154;;;71885,428;225574,609
KNOKKE-HEIST - FH12;4334598;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat246; ;;;;BUILDING template;Knokkestraat;246;;;72230,703;226069,734
KNOKKE-HEIST - FH12;2760521;1;0;0;1;SDU;;Y;NA;2;4;Hulststraat7; ;;;;BUILDING template;Hulststraat;7;;;72389,773;225398,982
KNOKKE-HEIST - FH12;2767720;3;0;0;3;MDU;;Y;NA;4;4;Westkapellestraat155; ;;;;BUILDING template;Westkapellestraat;155;;;71966,4;225565,391
KNOKKE-HEIST - FH12;4334611;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat248; ;;;;BUILDING template;Pannenstraat;248;;;72075,2;225876,372
KNOKKE-HEIST - FH12;2760522;1;0;0;1;SDU;;Y;NA;2;4;Hulststraat9; ;;;;BUILDING template;Hulststraat;9;;;72409,04;225407,167
KNOKKE-HEIST - FH12;2767721;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat156; ;;;;BUILDING template;Westkapellestraat;156;;;71889,536;225570,5
KNOKKE-HEIST - FH12;4334625;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat276; ;;;;BUILDING template;Pannenstraat;276;;;72145,024;225909,184
KNOKKE-HEIST - FH12;2760524;1;0;0;1;SDU;;Y;NA;2;4;Hulststraat11; ;;;;BUILDING template;Hulststraat;11;;;72427,874;225413,083
KNOKKE-HEIST - FH12;2767723;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat157; ;;;;BUILDING template;Westkapellestraat;157;;;71979,758;225564,096
KNOKKE-HEIST - FH12;4334626;3;0;0;3;MDU;;Y;NA;4;4;Pannenstraat280; ;;;;BUILDING template;Pannenstraat;280;;;72159,704;225913,337
KNOKKE-HEIST - FH12;2760525;1;0;0;1;SDU;;Y;NA;2;4;Hulststraat23; ;;;;BUILDING template;Hulststraat;23;;;72621,349;225486,405
KNOKKE-HEIST - FH12;2767725;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat158; ;;;;BUILDING template;Westkapellestraat;158;;;71895,192;225570,675
KNOKKE-HEIST - FH12;4334649;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat265; ;;;;BUILDING template;Pannenstraat;265;;;72105,134;225947,686
KNOKKE-HEIST - FH12;2760527;1;0;0;1;SDU;;Y;NA;2;4;Hulststraat27; ;;;;BUILDING template;Hulststraat;27;;;72615,413;225506,217
KNOKKE-HEIST - FH12;2767726;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat160; ;;;;BUILDING template;Westkapellestraat;160;;;71900,183;225568,509
KNOKKE-HEIST - FH12;4334650;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat269; ;;;;BUILDING template;Pannenstraat;269;;;72113,803;225952,739
KNOKKE-HEIST - FH12;2761614;2;0;0;2;MDU;;Y;NA;4;4;Knokkestraat168; ;1 Unit in CRAB, 2 bussen in GM.;;;BUILDING template;Knokkestraat;168;;;71955,978;226097,549
KNOKKE-HEIST - FH12;2767728;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat162; ;;;;BUILDING template;Westkapellestraat;162;;;71904,825;225565,63
KNOKKE-HEIST - FH12;4334651;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat271; ;;;;BUILDING template;Pannenstraat;271;;;72117,598;225955,019
KNOKKE-HEIST - FH12;2761615;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat170;Beschermd Erfgoed;;;;BUILDING template;Knokkestraat;170;;;71965,186;226097,041
KNOKKE-HEIST - FH12;2767730;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat167; ;;;;BUILDING template;Westkapellestraat;167;;;72019,847;225551,557
KNOKKE-HEIST - FH12;4334653;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat279; ;;;;BUILDING template;Pannenstraat;279;;;72153,856;225948,726
KNOKKE-HEIST - FH12;2761616;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat174;Beschermd Erfgoed;;;;BUILDING template;Knokkestraat;174;;;71975,603;226096,748
KNOKKE-HEIST - FH12;2767731;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat170; ;;;;BUILDING template;Westkapellestraat;170;;;71917,368;225559,541
KNOKKE-HEIST - FH12;4334655;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat287; ;;;;BUILDING template;Pannenstraat;287;;;72184,755;225959,753
KNOKKE-HEIST - FH12;2761617;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat180; ;;;;BUILDING template;Knokkestraat;180;;;72003,06;226093,327
KNOKKE-HEIST - FH12;2767733;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat172; ;;;;BUILDING template;Westkapellestraat;172;;;71926,14;225556,946
KNOKKE-HEIST - FH12;4334660;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat321; ;;;;BUILDING template;Pannenstraat;321;;;72291,406;226003,228
KNOKKE-HEIST - FH12;2761618;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat182; ;;;;BUILDING template;Knokkestraat;182;;;72008,794;226094,127
KNOKKE-HEIST - FH12;2767734;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat173; ;;;;BUILDING template;Westkapellestraat;173;;;72075,567;225541,185
KNOKKE-HEIST - FH12;4334663;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat335; ;;;;BUILDING template;Pannenstraat;335;;;72333,273;226022,762
KNOKKE-HEIST - FH12;2761619;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat186; ;;;;BUILDING template;Knokkestraat;186;;;72019,003;226091,842
KNOKKE-HEIST - FH12;2767736;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat191; ;;;;BUILDING template;Westkapellestraat;191;;;72250,768;225420,106
KNOKKE-HEIST - FH12;4334667;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat347; ;;;;BUILDING template;Pannenstraat;347;;;72355,513;226049,817
KNOKKE-HEIST - FH12;2761620;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat188; ;;;;BUILDING template;Knokkestraat;188;;;72024,78;226092,997
KNOKKE-HEIST - FH12;2767737;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat193; ;;;;BUILDING template;Westkapellestraat;193;;;72253,62;225414,849
KNOKKE-HEIST - FH12;4334689;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof17; ;;;;BUILDING template;Pinksterbloemhof;17;;;72554,285;225918,859
KNOKKE-HEIST - FH12;2761621;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat192; ;;;;BUILDING template;Knokkestraat;192;;;72035,218;226090,303
KNOKKE-HEIST - FH12;2767740;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat195; ;;;;BUILDING template;Westkapellestraat;195;;;72260,572;225401,798
KNOKKE-HEIST - FH12;4334690;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof24; ;;;;BUILDING template;Pinksterbloemhof;24;;;72570,425;225963,118
KNOKKE-HEIST - FH12;2761622;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat194; ;;;;BUILDING template;Knokkestraat;194;;;72040,206;226089,825
KNOKKE-HEIST - FH12;2767741;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat197; ;;;;BUILDING template;Westkapellestraat;197;;;72266,586;225398,424
KNOKKE-HEIST - FH12;4334694;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof30; ;;;;BUILDING template;Pinksterbloemhof;30;;;72596,562;225953,91
KNOKKE-HEIST - FH12;2761623;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat196; ;;;;BUILDING template;Knokkestraat;196;;;72046,128;226089,284
KNOKKE-HEIST - FH12;2768339;1;0;0;1;SDU;;Y;NA;2;4;Zuidstraat3; ;;;;BUILDING template;Zuidstraat;3;;;71990,715;226027,133
KNOKKE-HEIST - FH12;4334695;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof33; ;;;;BUILDING template;Pinksterbloemhof;33;;;72607,025;225932,914
KNOKKE-HEIST - FH12;2761624;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat202; ;;;;BUILDING template;Knokkestraat;202;;;72074,336;226089,444
KNOKKE-HEIST - FH12;2768341;1;0;0;1;SDU;;Y;NA;2;4;Zuidstraat4; ;;;;BUILDING template;Zuidstraat;4;;;71977,072;226004,077
KNOKKE-HEIST - FH12;4334698;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof37; ;;;;BUILDING template;Pinksterbloemhof;37;;;72583,013;225934,136
KNOKKE-HEIST - FH12;2761625;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat204; ;;;;BUILDING template;Knokkestraat;204;;;72079,907;226087,253
KNOKKE-HEIST - FH12;2768343;1;0;0;1;SDU;;Y;NA;2;4;Zuidstraat8; ;;;;BUILDING template;Zuidstraat;8;;;71967,907;226008,089
KNOKKE-HEIST - FH12;4334711;1;0;0;1;SDU;;Y;NA;2;4;Peter Benoitlaan49; ;;;;BUILDING template;Peter Benoitlaan;49;;;72014,259;225912,63
KNOKKE-HEIST - FH12;2761626;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat208; ;;;;BUILDING template;Knokkestraat;208;;;72091,614;226086,861
KNOKKE-HEIST - FH12;2768345;1;0;0;1;SDU;;Y;NA;2;4;Zuidstraat9; ;;;;BUILDING template;Zuidstraat;9;;;71975,303;226032,311
KNOKKE-HEIST - FH12;4334727;1;0;0;1;SDU;;Y;NA;2;4;Peter Benoitlaan5; ;;;;BUILDING template;Peter Benoitlaan;5;;;72054,008;226060,886
KNOKKE-HEIST - FH12;2761627;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat210; ;;;;BUILDING template;Knokkestraat;210;;;72096,994;226086,172
KNOKKE-HEIST - FH12;2768347;1;0;0;1;SDU;;Y;NA;2;4;Zuidstraat13; ;;;;BUILDING template;Zuidstraat;13;;;71964,374;226037,399
KNOKKE-HEIST - FH12;4334729;1;0;0;1;SDU;;Y;NA;2;4;Peter Benoitlaan7; ;;;;BUILDING template;Peter Benoitlaan;7;;;72050,232;226057,072
KNOKKE-HEIST - FH12;2761628;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat212; ;;;;BUILDING template;Knokkestraat;212;;;72102,78;226083,028
KNOKKE-HEIST - FH12;2768349;1;0;0;1;SDU;;Y;NA;2;4;Zuidstraat15; ;;;;BUILDING template;Zuidstraat;15;;;71958,884;226038,822
KNOKKE-HEIST - FH12;4334730;1;0;0;1;SDU;;Y;NA;2;4;Peter Benoitlaan9; ;;;;BUILDING template;Peter Benoitlaan;9;;;72045,846;226053,454
KNOKKE-HEIST - FH12;2761629;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat216; ;8 Units in CRAB, aantal onduidelijk in GM.;;;BUILDING template;Knokkestraat;216;;;72129,011;226080,744
KNOKKE-HEIST - FH12;2768350;1;0;0;1;SDU;;Y;NA;2;4;Zuidstraat16; ;;;;BUILDING template;Zuidstraat;16;;;71948,716;226015,612
KNOKKE-HEIST - FH12;4334748;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat318; ;;;;BUILDING template;Knokkestraat;318;;;72497,203;226068,682
KNOKKE-HEIST - FH12;2761630;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat218; ;8 Units in CRAB, aantal onduidelijk in GM.;;;BUILDING template;Knokkestraat;218;;;72139,262;226079,252
KNOKKE-HEIST - FH12;2768352;2;0;0;2;MDU;;Y;NA;4;4;Zuidstraat18; ;1 Unit in CRAB en GM.;;;BUILDING template;Zuidstraat;18;;;71948,716;225994,008
KNOKKE-HEIST - FH12;4334752;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat332; ;;;;BUILDING template;Knokkestraat;332;;;72529,902;226069,159
KNOKKE-HEIST - FH12;2761631;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat220; ;8 Units in CRAB, aantal onduidelijk in GM.;;;BUILDING template;Knokkestraat;220;;;72158,446;226078,643
KNOKKE-HEIST - FH12;2768354;1;0;0;1;SDU;;Y;NA;2;4;Zuidstraat21; ;;;;BUILDING template;Zuidstraat;21;;;71934,5;226036,818
KNOKKE-HEIST - FH12;4335469;1;0;0;1;SDU;;Y;NA;2;4;Heestersstraat36; ;;;;BUILDING template;Heestersstraat;36;;;72580,829;225539,036
KNOKKE-HEIST - FH12;2761632;3;0;0;3;MDU;;Y;NA;4;4;Knokkestraat222; ;niet in CRAB, onduidelijk in GM.;;;BUILDING template;Knokkestraat;222;;;72166,768;226079,261
KNOKKE-HEIST - FH12;2768356;1;0;0;1;SDU;;Y;NA;2;4;Zuidstraat23; ;;;;BUILDING template;Zuidstraat;23;;;71931,771;226032,184
KNOKKE-HEIST - FH12;4335491;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat199; ;;;;BUILDING template;Westkapellestraat;199;;;72272,805;225381,897
KNOKKE-HEIST - FH12;2761633;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat224; ;4 Units in CRAB, aantal onduidelijk in GM.;;;BUILDING template;Knokkestraat;224;;;72174,405;226077,275
KNOKKE-HEIST - FH12;2768358;1;0;0;1;SDU;;Y;NA;2;4;Zuidstraat25; ;;;;BUILDING template;Zuidstraat;25;;;71927,961;226027,473
KNOKKE-HEIST - FH12;4335492;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat203; ;;;;BUILDING template;Westkapellestraat;203;;;72287,771;225366,415
KNOKKE-HEIST - FH12;2761635;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat234; ;;;;BUILDING template;Knokkestraat;234;;;72198,533;226077,141
KNOKKE-HEIST - FH12;2768360;1;0;0;1;SDU;;Y;NA;2;4;Zuidstraat26; ;;;;BUILDING template;Zuidstraat;26;;;71944,661;225975,361
KNOKKE-HEIST - FH12;4336548;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat158; ;;;;BUILDING template;Pannenstraat;158;;;71795,917;225890,889
KNOKKE-HEIST - FH12;2761636;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat236; ;;;;BUILDING template;Knokkestraat;236;;;72203,72;226074,681
KNOKKE-HEIST - FH12;2768458;1;0;0;1;SDU;;Y;NA;2;4;Weibroekstraat3; ;;;;BUILDING template;Weibroekstraat;3;;;72085,423;225564,7
KNOKKE-HEIST - FH12;4336553;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat184; ;;;;BUILDING template;Pannenstraat;184;;;71871,095;225859,094
KNOKKE-HEIST - FH12;2761637;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat238; ;;;;BUILDING template;Knokkestraat;238;;;72209,697;226076,306
KNOKKE-HEIST - FH12;2768459;1;0;0;1;SDU;;Y;NA;2;4;Weibroekstraat4; ;;;;BUILDING template;Weibroekstraat;4;;;72139,628;225542,25
KNOKKE-HEIST - FH12;4336554;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat186; ;;;;BUILDING template;Pannenstraat;186;;;71875,554;225857,501
KNOKKE-HEIST - FH12;2761638;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat242; ;;;;BUILDING template;Knokkestraat;242;;;72220,291;226075,433
KNOKKE-HEIST - FH12;2768460;1;0;0;1;SDU;;Y;NA;2;4;Weibroekstraat5; ;;;;BUILDING template;Weibroekstraat;5;;;72092,149;225589,662
KNOKKE-HEIST - FH12;4336555;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat196; ;;;;BUILDING template;Pannenstraat;196;;;71895,108;225838,519
KNOKKE-HEIST - FH12;2761639;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat248; ;;;;BUILDING template;Knokkestraat;248;;;72234,604;226051,354
KNOKKE-HEIST - FH12;2768462;1;0;0;1;SDU;;Y;NA;2;4;Weibroekstraat6; ;;;;BUILDING template;Weibroekstraat;6;;;72145,226;225560,388
KNOKKE-HEIST - FH12;4336557;0;1;0;1;SDU;;Y;NA;2;4;Pannenstraat200; ;;;;BUILDING template;Pannenstraat;200;;;71922,409;225774,548
KNOKKE-HEIST - FH12;2761640;4;0;0;4;MDU;;Y;NA;4;4;Knokkestraat250; ;;;;BUILDING template;Knokkestraat;250;;;72245,028;226074,1
KNOKKE-HEIST - FH12;2768463;1;0;0;1;SDU;;Y;NA;2;4;Weibroekstraat7; ;;;;BUILDING template;Weibroekstraat;7;;;72114,043;225581
KNOKKE-HEIST - FH12;4336558;0;1;0;1;SDU;;Y;NA;2;4;Pannenstraat202; ;niet in CRAB, onduidelijk in GM.;;;BUILDING template;Pannenstraat;202;;;71915,611;225743,799
KNOKKE-HEIST - FH12;2761641;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat254; ;;;;BUILDING template;Knokkestraat;254;;;72253,232;226072,291
KNOKKE-HEIST - FH12;2768465;1;0;0;1;SDU;;Y;NA;2;4;Weibroekstraat8; ;;;;BUILDING template;Weibroekstraat;8;;;72168,841;225556,24
KNOKKE-HEIST - FH12;4336583;1;0;0;1;SDU;;Y;NA;2;4;Hendrik Consciencestraat9; ;;;;BUILDING template;Hendrik Consciencestraat;9;;;71782,712;225864,836
KNOKKE-HEIST - FH12;2761642;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat256; ;;;;BUILDING template;Knokkestraat;256;;;72258,751;226066,904
KNOKKE-HEIST - FH12;2768466;1;0;0;1;SDU;;Y;NA;2;4;Weibroekstraat9; ;;;;BUILDING template;Weibroekstraat;9;;;72117,906;225605,071
KNOKKE-HEIST - FH12;4336585;1;0;0;1;SDU;;Y;NA;2;4;Hendrik Consciencestraat11; ;;;;BUILDING template;Hendrik Consciencestraat;11;;;71778,681;225859,325
KNOKKE-HEIST - FH12;2761643;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat258; ;;;;BUILDING template;Knokkestraat;258;;;72264,748;226067,811
KNOKKE-HEIST - FH12;2768467;1;0;0;1;SDU;;Y;NA;2;4;Weibroekstraat10; ;;;;BUILDING template;Weibroekstraat;10;;;72176,269;225579,027
KNOKKE-HEIST - FH12;4336589;1;0;0;1;SDU;;Y;NA;2;4;Hendrik Consciencestraat21; ;;;;BUILDING template;Hendrik Consciencestraat;21;;;71777;225833,103
KNOKKE-HEIST - FH12;2761644;4;0;0;4;MDU;;Y;NA;4;4;Knokkestraat262; ;;;;BUILDING template;Knokkestraat;262;;;72277,384;226070,824
KNOKKE-HEIST - FH12;2768470;1;0;0;1;SDU;;Y;NA;2;4;Weibroekstraat12; ;;;;BUILDING template;Weibroekstraat;12;;;72152,826;225590,166
KNOKKE-HEIST - FH12;4336590;1;0;0;1;SDU;;Y;NA;2;4;Hendrik Consciencestraat31; ;;;;BUILDING template;Hendrik Consciencestraat;31;;;71776,815;225803,981
KNOKKE-HEIST - FH12;2761645;3;0;0;3;MDU;;Y;NA;4;4;Knokkestraat264; ;;;;BUILDING template;Knokkestraat;264;;;72283,815;226069,295
KNOKKE-HEIST - FH12;2768471;1;0;0;1;SDU;;Y;NA;2;4;Weibroekstraat14; ;;;;BUILDING template;Weibroekstraat;14;;;72163,236;225608,055
KNOKKE-HEIST - FH12;4336595;1;0;0;1;SDU;;Y;NA;2;4;Hendrik Consciencestraat53; ;;;;BUILDING template;Hendrik Consciencestraat;53;;;71771,841;225732,829
KNOKKE-HEIST - FH12;2761646;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat266; ;;;;BUILDING template;Knokkestraat;266;;;72290,452;226068,32
KNOKKE-HEIST - FH12;2768473;1;0;0;1;SDU;;Y;NA;2;4;Weibroekstraat15; ;;;;BUILDING template;Weibroekstraat;15;;;72079,077;225682,925
KNOKKE-HEIST - FH12;4336597;1;0;0;1;SDU;;Y;NA;2;4;Hendrik Consciencestraat69; ;;;;BUILDING template;Hendrik Consciencestraat;69;;;71771,045;225687,604
KNOKKE-HEIST - FH12;2761647;22;0;0;22;MDU;;Y;NA;4;4;Knokkestraat268; ;7 Units in CRAB, aantal onduidelijk in GM.;;;BUILDING template;Knokkestraat;268;;;72310,584;226066,686
KNOKKE-HEIST - FH12;2768474;1;0;0;1;SDU;;Y;NA;2;4;Weibroekstraat16; ;;;;BUILDING template;Weibroekstraat;16;;;72150,493;225626,062
KNOKKE-HEIST - FH12;4337671;1;0;0;1;SDU;;Y;NA;2;4;Polderstraat59; ;;;;BUILDING template;Polderstraat;59;;;71823,769;225953,562
