Projectnummer;Opdrachtnummer;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;adres;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;BG Name;xPos;yPos
ANTWERPEN-WEST - FH10;1139894;4;0;0;4;MDU;;Y;NA;4;4;Brabantstraat3; ;1 Unit in CRAB, 3 bussen in GM.;;;BUILDING template;Brabantstraat;3;;;152566,057;211249,707
ANTWERPEN-WEST - FH10;1739717;3;0;0;3;MDU;;Y;NA;4;4;Begijnenvest57; ;1 Unit in CRAB, 3 bussen in GM.;;;BUILDING template;Begijnenvest;57;;;152514,338;211179,826
ANTWERPEN-WEST - FH10;1960357;4;0;0;4;MDU;;Y;NA;4;4;Kasteelstraat12;Beschermd Erfgoed;1 Unit in CRAB, 3 bussen in GM.;;;BUILDING template;Kasteelstraat;12;;;151475,065;210837,33
ANTWERPEN-WEST - FH10;2050667;2;0;0;2;MDU;;Y;NA;4;4;Schermersstraat36;Beschermd Erfgoed;1 Unit in CRAB, 3 bussen in GM.;;;BUILDING template;Schermersstraat;36;;;152571,009;211367,009
ANTWERPEN-WEST - FH10;2062303;3;0;0;3;MDU;;Y;NA;4;4;Vrijheidstraat23;Beschermd Erfgoed; ;;;BUILDING template;Vrijheidstraat;23;;;152175,552;211215,873
ANTWERPEN-WEST - FH10;4506564;1;0;0;1;SDU;;Y;NA;2;4;Louizastraat33;Beschermd Erfgoed; ;;;BUILDING template;Louizastraat;33;;;152550,72;211223,916
ANTWERPEN-WEST - FH10;976326;6;0;0;6;MDU;;Y;NA;4;4;Amerikalei60; ;5 Units in CRAB, 5 bussen in GM.;;;BUILDING template;Amerikalei;60;;;152113,923;210906,509
ANTWERPEN-WEST - FH10;4506552;1;0;0;1;SDU;;Y;NA;2;4;Begijnenvest105;Beschermd Erfgoed;1 Unit in CRAB, onduidelijk in GM.;;;BUILDING template;Begijnenvest;105;;;152622;211345
ANTWERPEN-WEST - FH10;1139895;3;0;0;3;MDU;;Y;NA;4;4;Brabantstraat1; ;4 Units in CRAB, 1 bus in GM.;;;BUILDING template;Brabantstraat;1;;;152559,56;211248,735
ANTWERPEN-WEST - FH10;1739718;6;0;0;6;MDU;;Y;NA;4;4;Begijnenvest58; ; ;;;BUILDING template;Begijnenvest;58;;;152567,349;211183,332
ANTWERPEN-WEST - FH10;1960358;3;0;0;3;MDU;;Y;NA;4;4;Kasteelstraat13; ;1 Unit in CRAB, Onduidelijk in GM.;;;BUILDING template;Kasteelstraat;13;;;151483,488;210862,254
ANTWERPEN-WEST - FH10;2050668;0;1;0;1;SDU;;Y;NA;2;4;Schermersstraat40;Beschermd Erfgoed; ;;;BUILDING template;Schermersstraat;40;;;152586,681;211369,237
ANTWERPEN-WEST - FH10;2062304;1;0;0;1;SDU;;Y;NA;2;4;Vrijheidstraat24; ; ;;;BUILDING template;Vrijheidstraat;24;;;152181,363;211246,726
ANTWERPEN-WEST - FH10;4506565;1;0;0;1;SDU;;Y;NA;2;4;Begijnenvest89; ;4 Units in CRAB, onduidelijk in GM.;;;BUILDING template;Begijnenvest;89;;;152591,062;211272,475
ANTWERPEN-WEST - FH10;976327;1;0;0;1;SDU;;Y;NA;2;4;Amerikalei58; ; ;;;BUILDING template;Amerikalei;58;;;152120,538;210908,722
ANTWERPEN-WEST - FH10;4506996;1;0;0;1;SDU;;Y;NA;2;4;Begijnenvest98; ;1 Unit in CRAB en GM.;;;BUILDING template;Begijnenvest;98;;;152633;211319
ANTWERPEN-WEST - FH10;1139896;1;0;0;1;SDU;;Y;NA;2;4;Brabantstraat2; ; ;;;BUILDING template;Brabantstraat;2;;;152563,423;211231,743
ANTWERPEN-WEST - FH10;1739719;3;0;0;3;MDU;;Y;NA;4;4;Begijnenvest59; ;1 Unit in CRAB, 2 bussen in GM.;;;BUILDING template;Begijnenvest;59;;;152519,011;211182,041
ANTWERPEN-WEST - FH10;1960360;3;0;0;3;MDU;;Y;NA;4;4;Kasteelstraat15;Beschermd Erfgoed;1 Unit in CRAB, 2 bellen in GM.;;;BUILDING template;Kasteelstraat;15;;;151488,318;210859,053
ANTWERPEN-WEST - FH10;2050669;0;1;0;1;SDU;;Y;NA;2;4;Schermersstraat42;Beschermd Erfgoed; ;;;BUILDING template;Schermersstraat;42;;;152598,075;211371,064
ANTWERPEN-WEST - FH10;2062305;1;0;0;1;SDU;;Y;NA;2;4;Vrijheidstraat27; ; ;;;BUILDING template;Vrijheidstraat;27;;;152164,01;211210,908
ANTWERPEN-WEST - FH10;4506566;1;0;0;1;SDU;;Y;NA;2;4;Begijnenvest73; ; ;;;BUILDING template;Begijnenvest;73;;;152564,108;211217,09
ANTWERPEN-WEST - FH10;976329;7;1;0;8;MDU;;Y;NA;4;4;Amerikalei56; ;7 Units in CRAB, 7 bussen in GM.;;;BUILDING template;Amerikalei;56;;;152125,775;210912,169
ANTWERPEN-WEST - FH10;4510937;1;0;0;1;SDU;;Y;NA;2;4;Begijnenvest16; ;12 Units in CRAB, 13 bellen in GM.;;;BUILDING template;Begijnenvest;16;;;152420;211106
ANTWERPEN-WEST - FH10;1139897;0;1;0;1;SDU;;Y;NA;2;4;Brabantstraat5;Beschermd Erfgoed; ;;;BUILDING template;Brabantstraat;5;;;152572,678;211250,637
ANTWERPEN-WEST - FH10;1739720;3;0;0;3;MDU;;Y;NA;4;4;Begijnenvest62; ;1 Unit in CRAB en GM.;;;BUILDING template;Begijnenvest;62;;;152572,379;211186,22
ANTWERPEN-WEST - FH10;1960361;5;0;0;5;MDU;;Y;NA;4;4;Kasteelstraat16;Beschermd Erfgoed;1 Unit in CRAB, 3 bussen in GM.;;;BUILDING template;Kasteelstraat;16;;;151480,408;210832,389
ANTWERPEN-WEST - FH10;2050926;1;0;0;1;SDU;;Y;NA;2;4;Schildersstraat3; ; ;;;BUILDING template;Schildersstraat;3;;;151818,649;211059,231
ANTWERPEN-WEST - FH10;2062306;1;0;0;1;SDU;;Y;NA;2;4;Vrijheidstraat29; ; ;;;BUILDING template;Vrijheidstraat;29;;;152157,534;211207,912
ANTWERPEN-WEST - FH10;4510930;0;1;0;1;SDU;;Y;NA;2;4;Kapucinessenstraat62; ;niet in CRAB en GM.;;;BUILDING template;Kapucinessenstraat;62;;;152477,416;211095,822
ANTWERPEN-WEST - FH10;976330;8;0;0;8;MDU;;Y;NA;4;4;Amerikalei52; ; ;;;BUILDING template;Amerikalei;52;;;152136,702;210918,304
ANTWERPEN-WEST - FH10;4510939;1;0;0;1;SDU;;Y;NA;2;4;Begijnenvest18; ;1 Unit in CRAB en GM.;;;BUILDING template;Begijnenvest;18;;;152428;211110
ANTWERPEN-WEST - FH10;1139899;1;0;0;1;SDU;;Y;NA;2;4;Kiliaanstraat2; ; ;;;BUILDING template;Kiliaanstraat;2;;;152616,886;211266,421
ANTWERPEN-WEST - FH10;1739721;4;0;0;4;MDU;;Y;NA;4;4;Begijnenvest64; ;1 Unit in CRAB en GM.;;;BUILDING template;Begijnenvest;64;;;152576,779;211188,823
ANTWERPEN-WEST - FH10;1960363;2;0;0;2;MDU;;Y;NA;4;4;Kasteelstraat19;Beschermd Erfgoed;1 Unit in CRAB en GM.;;;BUILDING template;Kasteelstraat;19;;;151498,283;210851,446
ANTWERPEN-WEST - FH10;2050927;3;0;0;3;MDU;;Y;NA;4;4;Schildersstraat4;Beschermd Erfgoed;4 Units in CRAB, 4 bussen in GM.;;;BUILDING template;Schildersstraat;4;;;151948,974;210925,154
ANTWERPEN-WEST - FH10;2062309;3;0;0;3;MDU;;Y;NA;4;4;Vrijheidstraat31; ;1 Unit in CRAB, 3 bussen in GM.;;;BUILDING template;Vrijheidstraat;31;;;152150,853;211205,722
ANTWERPEN-WEST - FH10;4510966;1;0;0;1;SDU;;Y;NA;2;4;Begijnenvest66; ; ;;;BUILDING template;Begijnenvest;66;;;152581,599;211190,816
ANTWERPEN-WEST - FH10;976331;4;0;0;4;MDU;;Y;NA;4;4;Amerikalei54; ;5 Units in CRAB, 5 bussen in GM.;;;BUILDING template;Amerikalei;54;;;152131,315;210915,048
ANTWERPEN-WEST - FH10;4510958;1;0;0;1;SDU;;Y;NA;2;4;Louizastraat41; ;1 Unit in CRAB, onduidelijk in GM.;;;BUILDING template;Louizastraat;41;;;152557;211172
ANTWERPEN-WEST - FH10;1139900;9;0;0;9;MDU;;Y;NA;4;4;Kiliaanstraat14; ;3 Units in CRAB, 7 bussen in GM.;;;BUILDING template;Kiliaanstraat;14;;;152646,251;211239,692
ANTWERPEN-WEST - FH10;1739722;6;0;0;6;MDU;;Y;NA;4;4;Begijnenvest68; ; ;;;BUILDING template;Begijnenvest;68;;;152585,907;211193,915
ANTWERPEN-WEST - FH10;1960364;4;0;0;4;MDU;;Y;NA;4;4;Kasteelstraat20;Beschermd Erfgoed;2 Units in CRAB, 4 bussen in GM.;;;BUILDING template;Kasteelstraat;20;;;151485,142;210828,156
ANTWERPEN-WEST - FH10;2050928;2;0;0;2;MDU;;Y;NA;4;4;Schildersstraat5; ;1 Unit in CRAB, 2 bussen in GM.;;;BUILDING template;Schildersstraat;5;;;151821,855;211055,722
ANTWERPEN-WEST - FH10;2062312;3;0;0;3;MDU;;Y;NA;4;4;Vrijheidstraat35; ;1 Unit in CRAB en GM.;;;BUILDING template;Vrijheidstraat;35;;;152140,78;211201,022
ANTWERPEN-WEST - FH10;4515990;1;0;0;1;SDU;;Y;NA;2;4;Admiraal de Boisotstraat10; ; ;;;BUILDING template;Admiraal de Boisotstraat;10;;;151746,607;210844,351
ANTWERPEN-WEST - FH10;976332;4;0;0;4;MDU;;Y;NA;4;4;Amerikalei50; ; ;;;BUILDING template;Amerikalei;50;;;152141,872;210921,499
ANTWERPEN-WEST - FH10;4510959;1;0;0;1;SDU;;Y;NA;2;4;Louizastraat43; ;1 Unit in CRAB, onduidelijk in GM.;;;BUILDING template;Louizastraat;43;;;152559;211166
ANTWERPEN-WEST - FH10;1139901;0;1;0;1;SDU;;Y;NA;2;4;Begijnenvest113;Beschermd Erfgoed; ;;;BUILDING template;Begijnenvest;113;;;152617,713;211373,386
ANTWERPEN-WEST - FH10;1739723;1;0;0;1;SDU;;Y;NA;2;4;Begijnenvest74; ; ;;;BUILDING template;Begijnenvest;74;;;152605,449;211229,744
ANTWERPEN-WEST - FH10;1960365;3;0;0;3;MDU;;Y;NA;4;4;Kasteelstraat22;Beschermd Erfgoed;1 Unit in CRAB en GM.;;;BUILDING template;Kasteelstraat;22;;;151489,703;210825,481
ANTWERPEN-WEST - FH10;2050929;3;0;0;3;MDU;;N;MON;4;0;Schildersstraat6;Monument;1 Unit in CRAB en GM.;;;BUILDING template;Schildersstraat;6;;;151953,067;210921,353
ANTWERPEN-WEST - FH10;2062313;3;0;0;3;MDU;;Y;NA;4;4;Vrijheidstraat37; ;1 Unit in CRAB en GM.;;;BUILDING template;Vrijheidstraat;37;;;152135,649;211198,939
ANTWERPEN-WEST - FH10;4515993;3;0;0;3;MDU;;Y;NA;4;4;Graaf van Hoornestraat20;Beschermd Erfgoed;1 Unit in CRAB, 3 bussen in GM.;;;BUILDING template;Graaf van Hoornestraat;20;;;151665,469;210844,639
ANTWERPEN-WEST - FH10;976333;1;0;0;1;SDU;;Y;NA;2;4;Tolstraat40; ; ;;;BUILDING template;Tolstraat;40;;;152170,267;211059,831
ANTWERPEN-WEST - FH10;4510965;1;0;0;1;SDU;;Y;NA;2;4;Begijnenvest60; ;enkel in GM. BG met 58.;;;BUILDING template;Begijnenvest;60;;;152570;211183
ANTWERPEN-WEST - FH10;1139902;1;0;0;1;SDU;;Y;NA;2;4;Begijnenvest93;Beschermd Erfgoed;8 Units in CRAB, onduidelijk in GM.;;;BUILDING template;Begijnenvest;93;;;152603,947;211302,824
ANTWERPEN-WEST - FH10;1739724;1;0;0;1;SDU;;Y;NA;2;4;Begijnenvest75; ; ;;;BUILDING template;Begijnenvest;75;;;152566,408;211221,375
ANTWERPEN-WEST - FH10;1960366;1;0;0;1;SDU;;Y;NA;2;4;Kasteelstraat23; ; ;;;BUILDING template;Kasteelstraat;23;;;151507,445;210843,415
ANTWERPEN-WEST - FH10;2050930;3;0;0;3;MDU;;Y;NA;4;4;Schildersstraat7; ; ;;;BUILDING template;Schildersstraat;7;;;151826,338;211052,881
ANTWERPEN-WEST - FH10;2062314;1;0;0;1;SDU;;Y;NA;2;4;Vrijheidstraat38;Beschermd Erfgoed; ;;;BUILDING template;Vrijheidstraat;38;;;152138,768;211229,283
ANTWERPEN-WEST - FH10;4515994;3;0;0;3;MDU;;Y;NA;4;4;Graaf van Hoornestraat22;Beschermd Erfgoed;1 Unit in CRAB, onduidelijk in GM.;;;BUILDING template;Graaf van Hoornestraat;22;;;151664,688;210839,653
ANTWERPEN-WEST - FH10;977594;6;0;0;6;MDU;;Y;NA;4;4;Gijzelaarsstraat33; ;1 Unit in CRAB, 2 bussen in GM.;;;BUILDING template;Gijzelaarsstraat;33;;;151394,993;210718,269
ANTWERPEN-WEST - FH10;4515991;1;0;0;1;SDU;;Y;NA;2;4;Admiraal de Boisotstraat14; ;1 Unit in CRAB, niet in GM.;;;BUILDING template;Admiraal de Boisotstraat;14;;;151737;210838
ANTWERPEN-WEST - FH10;1139903;4;0;0;4;MDU;;Y;NA;4;4;Begijnenvest81; ; ;;;BUILDING template;Begijnenvest;81;;;152579,009;211252,379
ANTWERPEN-WEST - FH10;1739725;3;0;0;3;MDU;;Y;NA;4;4;Begijnenvest76; ; ;;;BUILDING template;Begijnenvest;76;;;152605,27;211236,631
ANTWERPEN-WEST - FH10;1960367;1;0;0;1;SDU;;Y;NA;2;4;Kasteelstraat24;Beschermd Erfgoed; ;;;BUILDING template;Kasteelstraat;24;;;151494,816;210821,858
ANTWERPEN-WEST - FH10;2050932;1;0;0;1;SDU;;Y;NA;2;4;Schildersstraat12;Beschermd Erfgoed; ;;;BUILDING template;Schildersstraat;12;;;152006,473;210884,06
ANTWERPEN-WEST - FH10;2062315;1;0;0;1;SDU;;Y;NA;2;4;Vrijheidstraat39; ; ;;;BUILDING template;Vrijheidstraat;39;;;152131,921;211197,544
ANTWERPEN-WEST - FH10;4515998;2;0;0;2;MDU;;Y;NA;4;4;Graaf van Hoornestraat11; ;1 Unit in CRAB en GM.;;;BUILDING template;Graaf van Hoornestraat;11;;;151701,166;210890,762
ANTWERPEN-WEST - FH10;977595;0;3;0;3;MDU;;Y;NA;4;4;Gijzelaarsstraat1;Beschermd Erfgoed;1 Unit in CRAB, 4 bussen in GM.;;;BUILDING template;Gijzelaarsstraat;1;;;151417,355;210865,841
ANTWERPEN-WEST - FH10;4515992;1;0;0;1;SDU;;Y;NA;2;4;Admiraal de Boisotstraat16; ;1 Unit in CRAB, niet in GM.;;;BUILDING template;Admiraal de Boisotstraat;16;;;151734;210833
ANTWERPEN-WEST - FH10;1139904;4;0;0;4;MDU;;Y;NA;4;4;Begijnenvest79;Beschermd Erfgoed; ;;;BUILDING template;Begijnenvest;79;;;152572,562;211233,366
ANTWERPEN-WEST - FH10;1739726;1;0;0;1;SDU;;Y;NA;2;4;Begijnenvest77;Beschermd Erfgoed; ;;;BUILDING template;Begijnenvest;77;;;152569,749;211226,311
ANTWERPEN-WEST - FH10;1960368;1;0;0;1;SDU;;Y;NA;2;4;Kasteelstraat25; ; ;;;BUILDING template;Kasteelstraat;25;;;151511,249;210840,104
ANTWERPEN-WEST - FH10;2050933;4;0;0;4;MDU;;Y;NA;4;4;Schildersstraat13; ; ;;;BUILDING template;Schildersstraat;13;;;151839,86;211042,979
ANTWERPEN-WEST - FH10;2062316;1;0;0;1;SDU;;Y;NA;2;4;Vrijheidstraat40;Beschermd Erfgoed; ;;;BUILDING template;Vrijheidstraat;40;;;152133,041;211226,806
ANTWERPEN-WEST - FH10;4516986;2;0;0;2;MDU;;Y;NA;4;4;Volkstraat63; ;1 Unit in CRAB, 2 bussen in GM.;;;BUILDING template;Volkstraat;63;;;151835,178;211121,482
ANTWERPEN-WEST - FH10;977596;4;0;0;4;MDU;;Y;NA;4;4;Edward Pecherstraat58;Beschermd Erfgoed; ;;;BUILDING template;Edward Pecherstraat;58;;;151458,361;210712,362
ANTWERPEN-WEST - FH10;4515996;1;0;0;1;SDU;;Y;NA;2;4;Leopold de Waelstraat29; ;1 Unit in CRAB, onduidelijk in GM.;;;BUILDING template;Leopold de Waelstraat;29;;;151616;210835
ANTWERPEN-WEST - FH10;1139916;1;0;0;1;SDU;;Y;NA;2;4;Begijnenvest69; ; ;;;BUILDING template;Begijnenvest;69;;;152552,951;211200,441
ANTWERPEN-WEST - FH10;1739727;5;0;0;5;MDU;;Y;NA;4;4;Begijnenvest78; ; ;;;BUILDING template;Begijnenvest;78;;;152604,999;211241,863
ANTWERPEN-WEST - FH10;1960370;3;0;0;3;MDU;;Y;NA;4;4;Kasteelstraat27; ;1 Unit in CRAB, 4 bussen in GM.;;;BUILDING template;Kasteelstraat;27;;;151515,295;210837,687
ANTWERPEN-WEST - FH10;2050934;4;0;0;4;MDU;;Y;NA;4;4;Schildersstraat19; ;2 Units in CRAB, 4 bussen in GM.;;;BUILDING template;Schildersstraat;19;;;151857,18;211028,897
ANTWERPEN-WEST - FH10;2062317;2;0;0;2;MDU;;Y;NA;4;4;Vrijheidstraat41; ;1 Unit in CRAB en GM.;;;BUILDING template;Vrijheidstraat;41;;;152126,151;211195,63
ANTWERPEN-WEST - FH10;4517166;8;0;0;8;MDU;;Y;NA;4;4;Lambermontstraat14; ;1 Unit in CRAB, 11 Bussen in GM.;;;BUILDING template;Lambermontstraat;14;;;152076,19;211271,454
ANTWERPEN-WEST - FH10;977598;1;0;0;1;SDU;;Y;NA;2;4;Edward Pecherstraat51;Beschermd Erfgoed; ;;;BUILDING template;Edward Pecherstraat;51;;;151478,895;210713,095
ANTWERPEN-WEST - FH10;4515999;1;0;0;1;SDU;;Y;NA;2;4;Graaf van Hoornestraat21; ;1 Unit in CRAB, 4 bussen in GM.;;;BUILDING template;Graaf van Hoornestraat;21;;;151700;210858
ANTWERPEN-WEST - FH10;1139924;1;1;0;2;MDU;;Y;NA;4;4;Schermersstraat26; ;1 Unit in CRAB en GM.;;;BUILDING template;Schermersstraat;26;;;152530,323;211355,408
ANTWERPEN-WEST - FH10;1739728;3;0;0;3;MDU;;Y;NA;4;4;Begijnenvest80; ;1 Unit in CRAB, 1 bus in GM.;;;BUILDING template;Begijnenvest;80;;;152604,133;211247,788
ANTWERPEN-WEST - FH10;1960371;1;0;0;1;SDU;;Y;NA;2;4;Kasteelstraat28;Beschermd Erfgoed; ;;;BUILDING template;Kasteelstraat;28;;;151504,804;210814,781
ANTWERPEN-WEST - FH10;2050935;1;0;0;1;SDU;;Y;NA;2;4;Schildersstraat21;Beschermd Erfgoed; ;;;BUILDING template;Schildersstraat;21;;;151862,728;211024,076
ANTWERPEN-WEST - FH10;2062318;1;0;0;1;SDU;;Y;NA;2;4;Vrijheidstraat42;Beschermd Erfgoed; ;;;BUILDING template;Vrijheidstraat;42;;;152127,279;211224,677
ANTWERPEN-WEST - FH10;4517167;2;0;0;2;MDU;;Y;NA;4;4;Lambermontstraat16; ;1 Units in CRAB, aantal onduidelijk in GM.;;;BUILDING template;Lambermontstraat;16;;;152071,023;211265,073
ANTWERPEN-WEST - FH10;977599;4;1;0;5;MDU;;Y;NA;4;4;Edward Pecherstraat1;Beschermd Erfgoed;4 Units in CRAB, 3 bussen in GM.;;;BUILDING template;Edward Pecherstraat;1;;;151454,677;210854,455
ANTWERPEN-WEST - FH10;4517153;1;0;0;1;SDU;;Y;NA;2;4;Scheldestraat85; ;1 Unit in CRAB en GM.;;;BUILDING template;Scheldestraat;85;;;151943;211223
ANTWERPEN-WEST - FH10;1139925;1;0;0;1;SDU;;Y;NA;2;4;Britselei18; ; ;;;BUILDING template;Britselei;18;;;152636,758;211187,966
ANTWERPEN-WEST - FH10;1739729;1;0;0;1;SDU;;Y;NA;2;4;Begijnenvest82; ;2 Bussen in GM, 4 bussen in GM.;;;BUILDING template;Begijnenvest;82;;;152605,553;211251,986
ANTWERPEN-WEST - FH10;1960372;1;0;0;1;SDU;;Y;NA;2;4;Kasteelstraat33;Beschermd Erfgoed; ;;;BUILDING template;Kasteelstraat;33;;;151612,981;210761,812
ANTWERPEN-WEST - FH10;2050936;2;0;0;2;MDU;;Y;NA;4;4;Schildersstraat23;Beschermd Erfgoed;1 Unit in CRAB, onduidelijk in GM.;;;BUILDING template;Schildersstraat;23;;;151866,556;211021,408
ANTWERPEN-WEST - FH10;2062319;1;0;0;1;SDU;;Y;NA;2;4;Vrijheidstraat44;Beschermd Erfgoed; ;;;BUILDING template;Vrijheidstraat;44;;;152121,376;211221,878
ANTWERPEN-WEST - FH10;4517253;4;0;0;4;MDU;;N;MON;4;0;Gijzelaarsstraat69;Monument;niet in CRAB en GM.;;;BUILDING template;Gijzelaarsstraat;69;;;151374,361;210588,135
ANTWERPEN-WEST - FH10;977600;1;0;0;1;SDU;;Y;NA;2;4;Edward Pecherstraat49;Beschermd Erfgoed; ;;;BUILDING template;Edward Pecherstraat;49;;;151476,785;210721,179
ANTWERPEN-WEST - FH10;4517155;1;0;0;1;SDU;;Y;NA;2;4;Scheldestraat93; ;1 Unit in CRAB en GM.;;;BUILDING template;Scheldestraat;93;;;151962;211210
ANTWERPEN-WEST - FH10;1139926;1;0;0;1;SDU;;Y;NA;2;4;Britselei14;Beschermd Erfgoed; ;;;BUILDING template;Britselei;14;;;152645,671;211198,853
ANTWERPEN-WEST - FH10;1739730;9;0;0;9;MDU;;Y;NA;4;4;Begijnenvest84; ;1 Units in CRAB, 1 bussen in GM.;;;BUILDING template;Begijnenvest;84;;;152606,932;211259,071
ANTWERPEN-WEST - FH10;1960373;2;0;0;2;MDU;;Y;NA;4;4;Kasteelstraat34; ; ;;;BUILDING template;Kasteelstraat;34;;;151594,915;210744,855
ANTWERPEN-WEST - FH10;2050938;5;0;0;5;MDU;;Y;NA;4;4;Schildersstraat29;Beschermd Erfgoed;1 Unit in CRAB, 5 bussen in GM.;;;BUILDING template;Schildersstraat;29;;;151913,991;210987,675
ANTWERPEN-WEST - FH10;2062320;1;0;0;1;SDU;;Y;NA;2;4;Vrijheidstraat46; ; ;;;BUILDING template;Vrijheidstraat;46;;;152115,397;211219,777
ANTWERPEN-WEST - FH10;4517255;3;0;0;3;MDU;;Y;NA;4;4;Pacificatiestraat28;Beschermd Erfgoed;1 Unit in CRAB, 3 bussen in GM.;;;BUILDING template;Pacificatiestraat;28;;;151429,09;210678,949
ANTWERPEN-WEST - FH10;977601;4;0;0;4;MDU;;Y;NA;4;4;Emiel Banningstraat25;Beschermd Erfgoed;1 Unit in CRAB, 2 bussen in GM.;;;BUILDING template;Emiel Banningstraat;25;;;151452,28;210623,384
ANTWERPEN-WEST - FH10;4517160;1;0;0;1;SDU;;Y;NA;2;4;Geuzenstraat13; ;1 Unit in CRAB en GM.;;;BUILDING template;Geuzenstraat;13;;;152004;211291
ANTWERPEN-WEST - FH10;1139929;1;0;0;1;SDU;;Y;NA;2;4;Bollandusstraat9;Beschermd Erfgoed; ;;;BUILDING template;Bollandusstraat;9;;;152617,033;211204,067
ANTWERPEN-WEST - FH10;1739731;3;0;0;3;MDU;;Y;NA;4;4;Begijnenvest85; ;1 Unit in CRAB, 4 bussen in GM.;;;BUILDING template;Begijnenvest;85;;;152584,56;211260,986
ANTWERPEN-WEST - FH10;1960374;1;0;0;1;SDU;;Y;NA;2;4;Kasteelstraat35;Beschermd Erfgoed; ;;;BUILDING template;Kasteelstraat;35;;;151617,356;210758,782
ANTWERPEN-WEST - FH10;2050939;1;0;0;1;SDU;;Y;NA;2;4;Schildersstraat31;Beschermd Erfgoed; ;;;BUILDING template;Schildersstraat;31;;;151919,124;210982,839
ANTWERPEN-WEST - FH10;2062321;2;0;0;2;MDU;;Y;NA;4;4;Vrijheidstraat48;Beschermd Erfgoed;1 Unit in CRAB en GM.;;;BUILDING template;Vrijheidstraat;48;;;152108,691;211217,903
ANTWERPEN-WEST - FH10;4517590;17;0;0;17;MDU;;Y;NA;4;4;Zwijgerstraat5; ;1 Unit in CRAB en GM.;;;BUILDING template;Zwijgerstraat;5;;;151975,394;211105,964
ANTWERPEN-WEST - FH10;977603;1;0;0;1;SDU;;Y;NA;2;4;Emiel Banningstraat18;Beschermd Erfgoed; ;;;BUILDING template;Emiel Banningstraat;18;;;151484,218;210719,476
ANTWERPEN-WEST - FH10;4517169;1;0;0;1;SDU;;Y;NA;2;4;Geuzenstraat6; ;1 Unit in CRAB, 1 bus in GM.;;;BUILDING template;Geuzenstraat;6;;;151978;211282
ANTWERPEN-WEST - FH10;1139930;2;3;0;5;MDU;;Y;NA;4;4;Begijnenvest86; ;2 Units in CRAB, 5 bussen in GM;;;BUILDING template;Begijnenvest;86;;;152611,371;211269,847
ANTWERPEN-WEST - FH10;1739732;1;0;0;1;SDU;;Y;NA;2;4;Begijnenvest87; ; ;;;BUILDING template;Begijnenvest;87;;;152588,047;211265,778
ANTWERPEN-WEST - FH10;1960375;1;0;0;1;SDU;;Y;NA;2;4;Kasteelstraat37; ; ;;;BUILDING template;Kasteelstraat;37;;;151621,577;210755,057
ANTWERPEN-WEST - FH10;2050940;1;0;0;1;SDU;;Y;NA;2;4;Schildersstraat35;Beschermd Erfgoed; ;;;BUILDING template;Schildersstraat;35;;;151928,768;210975,124
ANTWERPEN-WEST - FH10;2062322;2;0;0;2;MDU;;Y;NA;4;4;Vrijheidstraat49;Beschermd Erfgoed;1 Unit in CRAB en GM.;;;BUILDING template;Vrijheidstraat;49;;;152079,941;211176,586
ANTWERPEN-WEST - FH10;4517592;3;0;0;3;MDU;;Y;NA;4;4;De Vrierestraat26; ;1 Unit in CRAB, onduidelijk in GM.;;;BUILDING template;De Vrierestraat;26;;;152003,987;211040,478
ANTWERPEN-WEST - FH10;977605;5;0;0;5;MDU;;Y;NA;4;4;Kasteelstraat4;Beschermd Erfgoed;4 Units in CRAB en GM.;;;BUILDING template;Kasteelstraat;4;;;151461,773;210849,05
ANTWERPEN-WEST - FH10;4517170;1;0;0;1;SDU;;Y;NA;2;4;Volkstraat13; ;1 Unit in CRAB, aantal onduidelijk in GM.;;;BUILDING template;Volkstraat;13;;;151953;211270
ANTWERPEN-WEST - FH10;1139931;2;0;0;2;MDU;;Y;NA;4;4;Koninginnestraat10; ;3 Units in CRAB, 4 bussen in GM.;;;BUILDING template;Koninginnestraat;10;;;152584,743;211280,708
ANTWERPEN-WEST - FH10;1739733;5;0;0;5;MDU;;Y;NA;4;4;Begijnenvest90; ; ;;;BUILDING template;Begijnenvest;90;;;152623,305;211296,147
ANTWERPEN-WEST - FH10;1960376;1;0;0;1;SDU;;Y;NA;2;4;Kasteelstraat38;Beschermd Erfgoed; ;;;BUILDING template;Kasteelstraat;38;;;151603,845;210738,234
ANTWERPEN-WEST - FH10;2050941;11;0;0;11;MDU;;Y;NA;4;4;Schildersstraat37; ;8 Units in CRAB, 8 bussen in GM.;;;BUILDING template;Schildersstraat;37;;;151934,718;210970,358
ANTWERPEN-WEST - FH10;2062323;1;0;0;1;SDU;;Y;NA;2;4;Vrijheidstraat50;Beschermd Erfgoed; ;;;BUILDING template;Vrijheidstraat;50;;;152104,064;211214,81
ANTWERPEN-WEST - FH10;4517596;1;0;0;1;SDU;;Y;NA;2;4;Zwijgerstraat10; ; ;;;BUILDING template;Zwijgerstraat;10;;;151950,525;211105,776
