Projectnummer;Blok;LAM MK;Straat;Huisnummer;Huisnummer Toevoeging;Huisnr;xPos;yPos;BT;VC Method;LU;BU;SU;TOTAAL;Wall Mount;SS Reason;Number Floors;Perceel eigenschap;Building comment;Building exists;BG Name;Opdrachttemplate;FT Distributie;FT Distributie Opmerking;SS_FOTO_FACADE1_URL
HASSELT - FH08;BL0021;1522250;Monseigneur Kerkhofsstraat;29;;;217429,357;180266,664;SDU;;1;0;0;1;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-0cee9b4e-8a66-49aa-88b1-aba900dd8207;;https://web.appeee.nl/Files/FormEntry/55607-0cee9b4e-8a66-49aa-88b1-aba900dd8207200426152632555000.jpg
HASSELT - FH08;BL0005;2409541;Boekstraat;125;;;216653,503;180279,808;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-17f23868-1b92-4022-8a4b-abab00e31b76;;https://web.appeee.nl/Files/FormEntry/55607-17f23868-1b92-4022-8a4b-abab00e31b76200428154656242000.jpg
HASSELT - FH08;BL0020;2440037;Spoorwegstraat;65;;;217407,524;180378,603;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-c7f8dd11-80c2-4adf-9037-aba900cea6c7;;https://web.appeee.nl/Files/FormEntry/55607-c7f8dd11-80c2-4adf-9037-aba900cea6c7200426143229467000.jpg
HASSELT - FH08;BL0007;5302978;Vredestraat;3;;;217163,471;180392,594;SDU;;1;0;0;1;N;IRREG;1;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-459ff3ae-8002-41c3-93a4-abab0096784a;;https://web.appeee.nl/Files/FormEntry/55607-459ff3ae-8002-41c3-93a4-abab0096784a200428110756725367.jpg
HASSELT - FH08;BL0021;1522252;Monseigneur Kerkhofsstraat;31;;;217425,501;180268,806;SDU;;1;0;0;1;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-64c346ba-b393-4d71-b77d-aba900dd611f;;https://web.appeee.nl/Files/FormEntry/55607-64c346ba-b393-4d71-b77d-aba900dd611f200426152604678000.jpg
HASSELT - FH08;BL0005;2409542;Boekstraat;127;;;216648,988;180276,474;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-83c0ac81-c2e1-4a37-b2f3-abab00e34093;;https://web.appeee.nl/Files/FormEntry/55607-83c0ac81-c2e1-4a37-b2f3-abab00e34093200428154731787000.jpg
HASSELT - FH08;BL0020;2440039;Spoorwegstraat;66;;;217401,933;180377,722;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-b8aea384-888f-4fd1-9069-aba900ce7ce0;;https://web.appeee.nl/Files/FormEntry/55607-b8aea384-888f-4fd1-9069-aba900ce7ce0200426143151755000.jpg
HASSELT - FH08;BL0016;5320271;Runkstersteenweg;211;;;217057,177;179867,1;MDU;;3;0;0;3;Y;NA;4;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-e40175c0-27df-49b8-b703-aba900d9072f;;https://web.appeee.nl/Files/FormEntry/55607-e40175c0-27df-49b8-b703-aba900d9072f200426151022051000.jpg
HASSELT - FH08;BL0019;21886;Runkstersteenweg;75;;;217434,858;180156,659;MDU;;3;0;0;3;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-a81b2928-7c44-4703-992d-aba900bf961f;;https://web.appeee.nl/Files/FormEntry/55607-a81b2928-7c44-4703-992d-aba900bf961f200426133736540000.jpg
HASSELT - FH08;BL0005;2409543;Boekstraat;129;;;216643,149;180273,918;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-06ea229c-e2a9-4c4b-9447-abab00e36968;;https://web.appeee.nl/Files/FormEntry/55607-06ea229c-e2a9-4c4b-9447-abab00e36968200428154803423000.jpg
HASSELT - FH08;BL0020;2440042;Spoorwegstraat;67;;;217396,227;180377,39;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-10d00add-554b-4f5b-aebd-aba900ce5a1c;;https://web.appeee.nl/Files/FormEntry/55607-10d00add-554b-4f5b-aebd-aba900ce5a1c200426143121429000.jpg
HASSELT - FH08;BL0009;5391254;Jasmijnstraat;43;A;;216937,392;180323,825;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-733eb8a0-24c1-42fa-a39b-abab00c8a04c;;https://web.appeee.nl/Files/FormEntry/55607-733eb8a0-24c1-42fa-a39b-abab00c8a04c200428141053605000.jpg
HASSELT - FH08;BL0017;21888;Beukenstraat;1;;;217267,126;180052,939;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-c389521d-8f47-467c-8ac6-aba900953590;;https://web.appeee.nl/Files/FormEntry/55607-c389521d-8f47-467c-8ac6-aba900953590200426110319107000.jpg
HASSELT - FH08;BL0014;2409545;Boekstraat;130;;;216599,936;180196,857;SDU;;0;1;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-899fc47a-4c99-439c-97aa-aba900d9dbda;;https://web.appeee.nl/Files/FormEntry/55607-899fc47a-4c99-439c-97aa-aba900d9dbda200426151315665000.jpg
HASSELT - FH08;BL0020;2440043;Spoorwegstraat;68;;;217390,321;180379,768;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-a80d66a6-6f89-4d4d-b6e0-aba900ce2fff;;https://web.appeee.nl/Files/FormEntry/55607-a80d66a6-6f89-4d4d-b6e0-aba900ce2fff200426143047435000.jpg
HASSELT - FH08;BL0001;6470376;Sint-Servaasstraat;92;;;216541;180643;SDU;;1;0;0;1;N;ORN;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-65b0b2f8-f3d8-429e-ad1e-abab00fec25a;;https://web.appeee.nl/Files/FormEntry/55607-65b0b2f8-f3d8-429e-ad1e-abab00fec25a200428172755856000.jpg
HASSELT - FH08;BL0002;NB-350018006ba85;Spoorwegstraat;180;;;215 953;180937;SDU;;1;0;0;1;Y;NA;3;;_;;;BUILDING template;;;https://web.appeee.nl/Files/FormEntry/55607-babaf928-8eb8-43e2-a6a9-aba900b5068f200426125916111000.jpg
HASSELT - FH08;BL0007;21902;Spoorwegstraat;86;;;217167,741;180404,317;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-65712147-da9e-4d12-a001-abab00a15724;;https://web.appeee.nl/Files/FormEntry/55607-65712147-da9e-4d12-a001-abab00a15724200428114743001000.jpg
HASSELT - FH08;BL0005;4902488;Boekstraat;131;;;216638,384;180271,263;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-ea252251-2f31-4287-b398-abab00e391b5;;https://web.appeee.nl/Files/FormEntry/55607-ea252251-2f31-4287-b398-abab00e391b5200428154837680000.jpg
HASSELT - FH08;BL0020;2440047;Spoorwegstraat;69;;;217384,172;180377,638;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-7c327068-f6fa-439c-9864-aba900ce0ceb;;https://web.appeee.nl/Files/FormEntry/55607-7c327068-f6fa-439c-9864-aba900ce0ceb200426143016536000.jpg
HASSELT - FH08;BL0016;5422654;Beukenstraat;36;A;;217136,857;180032,856;SDU;;0;0;0;0;N;HEIGHT;2;;;N;;BUILDING template;;;https://web.appeee.nl/Files/FormEntry/55607-300f2edc-089f-4f8a-9b29-aba900ce24c3
HASSELT - FH08;BL0014;2406607;Lucien Nolensstraat;2;;;216953,538;179919,875;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-1cc9b449-7a0f-4574-b25a-aba900ddb9ce;;https://web.appeee.nl/Files/FormEntry/55607-1cc9b449-7a0f-4574-b25a-aba900ddb9ce200426152717310330.jpg
HASSELT - FH08;BL0005;2409547;Boekstraat;133;;;216631,468;180270,09;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-be38149d-9714-403a-b16d-abab00e3b5d7;;https://web.appeee.nl/Files/FormEntry/55607-be38149d-9714-403a-b16d-abab00e3b5d7200428154909977000.jpg
HASSELT - FH08;BL0020;2440051;Spoorwegstraat;70;;;217377,482;180381,902;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-54d25990-6a69-4b91-960f-aba900cde97d;;https://web.appeee.nl/Files/FormEntry/55607-54d25990-6a69-4b91-960f-aba900cde97d200426142945124000.jpg
HASSELT - FH08;BL0019;5468821;Runkstersteenweg;73;B;;217401,053;180176,951;SDU;;1;0;0;1;N;IRREG;2;Beschermd Erfgoed;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-816bdd11-4de7-4d9f-ae6e-aba900c0a67e;;https://web.appeee.nl/Files/FormEntry/55607-816bdd11-4de7-4d9f-ae6e-aba900c0a67e200426134126059281.jpg
HASSELT - FH08;BL0014;2406609;Lucien Nolensstraat;3;;;216948,112;179903,503;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-948ecc88-b69e-499f-ab75-aba900ddc92b;;https://web.appeee.nl/Files/FormEntry/55607-948ecc88-b69e-499f-ab75-aba900ddc92b200426152742336000.jpg
HASSELT - FH08;BL0005;2409548;Boekstraat;135;;;216626,67;180267,703;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-f8d116cc-8d2e-4029-8eb4-abab00e3dec8;;https://web.appeee.nl/Files/FormEntry/55607-f8d116cc-8d2e-4029-8eb4-abab00e3dec8200428154944837000.jpg
HASSELT - FH08;BL0020;2440055;Spoorwegstraat;72;;;217362,652;180379,676;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-273b935f-2aa9-4ab3-8c93-aba900cd99b1;;https://web.appeee.nl/Files/FormEntry/55607-273b935f-2aa9-4ab3-8c93-aba900cd99b1200426142839594000.jpg
HASSELT - FH08;BL0002;5494765;Spoorwegstraat;162;;;216645,91;180600,144;MDU;;7;0;1;8;N;ORN;4;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-2219dada-6a05-4838-bd15-abab0071b8fb;;https://web.appeee.nl/Files/FormEntry/55607-2219dada-6a05-4838-bd15-abab0071b8fb200428085410274000.jpg
HASSELT - FH08;BL0014;2406610;Lucien Nolensstraat;4;;;216948,527;179897,078;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-ca4103d2-69ee-43ea-b51e-aba900de2d2f;;https://web.appeee.nl/Files/FormEntry/55607-ca4103d2-69ee-43ea-b51e-aba900de2d2f200426152855781941.jpg
HASSELT - FH08;BL0005;2409550;Boekstraat;137;;;216621,263;180265,214;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-af2bb62c-fe4b-49db-b27d-abab00e40567;;https://web.appeee.nl/Files/FormEntry/55607-af2bb62c-fe4b-49db-b27d-abab00e40567200428155018970000.jpg
HASSELT - FH08;BL0007;2440066;Spoorwegstraat;88;;;217157,547;180407;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-89df93d3-6d69-484f-bcc1-abab00a0ab6a;;https://web.appeee.nl/Files/FormEntry/55607-89df93d3-6d69-484f-bcc1-abab00a0ab6a200428114504884000.jpg
HASSELT - FH08;BL0002;5494766;Monseigneur Schruerslaan;14;;;216634,286;180558,647;MDU;;12;0;1;13;N;IRREG;7;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-aa28207e-86a7-4106-8023-abab0079baeb;;https://web.appeee.nl/Files/FormEntry/55607-aa28207e-86a7-4106-8023-abab0079baeb200428092325132000.jpg
HASSELT - FH08;BL0020;NB-350055732c52;Ertbeekstraat;55;;;217 333;180260;SDU;;1;0;0;1;Y;NA;2;;_;;;BUILDING template;;;https://web.appeee.nl/Files/FormEntry/55607-2ce440c7-0fbe-42f3-baea-aba900d47382200426145331709443.jpg
HASSELT - FH08;BL0014;2406611;Lucien Nolensstraat;6;;;216939,382;179873,291;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-75115212-7aae-43e8-91c5-aba900de8f5a;;https://web.appeee.nl/Files/FormEntry/55607-75115212-7aae-43e8-91c5-aba900de8f5a200426153026918000.jpg
HASSELT - FH08;BL0005;708322;Boekstraat;139;;;216616,414;180261,352;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-2eeb940c-f308-4d7c-8591-abab00e42c83;;https://web.appeee.nl/Files/FormEntry/55607-2eeb940c-f308-4d7c-8591-abab00e42c83200428155054527000.jpg
HASSELT - FH08;BL0006;2440117;Spoorwegstraat;123;A;;216933,269;180493,8;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-a6b09453-c415-4c1f-9eb6-abab00f2de5f;;https://web.appeee.nl/Files/FormEntry/55607-a6b09453-c415-4c1f-9eb6-abab00f2de5f200428164432079000.jpg
HASSELT - FH08;BL0002;5508735;Monseigneur Schruerslaan;2;;;216708,426;180541,688;SDU;;1;0;0;1;N;ORN;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-15cbc9af-aece-429e-8a9d-abab00773498;;https://web.appeee.nl/Files/FormEntry/55607-15cbc9af-aece-429e-8a9d-abab00773498200428091417958000.jpg
HASSELT - FH08;BL0005;2407137;Bertold-Brechtstraat;4;;;216699,649;180304,894;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-00950ff7-b61b-46a1-9ce8-abab00e0c80e;;https://web.appeee.nl/Files/FormEntry/55607-00950ff7-b61b-46a1-9ce8-abab00e0c80e200428153835948000.jpg
HASSELT - FH08;BL0005;2412901;Dichterstraat;3;;;216606,386;180298,287;SDU;;1;0;0;1;N;ORN;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-d6b21cf7-d68a-4cd0-83e7-abab00e6e699;;https://web.appeee.nl/Files/FormEntry/55607-d6b21cf7-d68a-4cd0-83e7-abab00e6e699200428160050563000.jpg
HASSELT - FH08;BL0006;2440153;Spoorwegstraat;150;;;216776,102;180542,006;SDU;;0;0;0;0;N;HEIGHT;2;;;N;;BUILDING template;;;https://web.appeee.nl/Files/FormEntry/55607-f7b3b8dc-d577-4baa-a581-abab00ed64e0
HASSELT - FH08;BL0002;5508969;Jef Koningslaan;7;B;;216721,836;180541,041;MDU;;1;0;0;1;N;ORN;3;;_;Y;Spoorwegstraat 7A-7B;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-5c9e8b71-300e-4cda-a2fc-abab0076f808;;https://web.appeee.nl/Files/FormEntry/55607-5c9e8b71-300e-4cda-a2fc-abab0076f808200428091310435090.jpg
HASSELT - FH08;BL0006;2407139;Bertold-Brechtstraat;5;;;216713,135;180372,221;SDU;;1;0;0;1;N;IRREG;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-f38aa661-c5f2-40d3-974e-aba900834bcd;;https://web.appeee.nl/Files/FormEntry/55607-f38aa661-c5f2-40d3-974e-aba900834bcd200426095802674583.jpg
HASSELT - FH08;BL0004;2412903;Dichterstraat;4;;;216618,287;180344,247;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-afb7629f-38d8-455f-84d0-aba9006db03b;;https://web.appeee.nl/Files/FormEntry/55607-afb7629f-38d8-455f-84d0-aba9006db03b200426083926209000.jpg
HASSELT - FH08;BL0015;2442081;Djef Swennenstraat;1;;;216917,213;180098,863;MDU;;8;0;0;8;N;IRREG;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-30cbd8ec-0acf-428d-892f-aba90086f322;;https://web.appeee.nl/Files/FormEntry/55607-30cbd8ec-0acf-428d-892f-aba90086f322200426101129356000.jpg
HASSELT - FH08;BL0002;5509209;Spoorwegstraat;152;;;216714,147;180569,719;SDU;;0;1;0;1;N;ORN;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-9e96d533-b81d-44bf-9c57-abab0075358a;;https://web.appeee.nl/Files/FormEntry/55607-9e96d533-b81d-44bf-9c57-abab0075358a200428090656544000.jpg
HASSELT - FH08;BL0005;2407140;Bertold-Brechtstraat;6;;;216696,244;180312,538;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-253e9fa8-4ef9-4541-9244-abab00e09786;;https://web.appeee.nl/Files/FormEntry/55607-253e9fa8-4ef9-4541-9244-abab00e09786200428153750634000.jpg
HASSELT - FH08;BL0005;2412906;Dichterstraat;5;;;216612,403;180301,292;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-6069d534-e8a3-41e1-84c0-abab00e722ef;;https://web.appeee.nl/Files/FormEntry/55607-6069d534-e8a3-41e1-84c0-abab00e722ef200428160145503000.jpg
HASSELT - FH08;BL0014;2442084;Djef Swennenstraat;2;;;216961,774;179964,843;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-87625ad6-ce90-4e8c-8ac2-aba900d15996;;https://web.appeee.nl/Files/FormEntry/55607-87625ad6-ce90-4e8c-8ac2-aba900d15996200426144249108000.jpg
HASSELT - FH08;BL0002;5509224;Monseigneur Schruerslaan;11;;;216658,156;180551,417;SDU;;1;0;0;1;N;ORN;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-95ed8108-ae46-47a4-820d-abab0079011e;;https://web.appeee.nl/Files/FormEntry/55607-95ed8108-ae46-47a4-820d-abab0079011e200428092039905000.jpg
HASSELT - FH08;BL0005;2407144;Bertold-Brechtstraat;8;;;216689,099;180322,01;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-4d0b4ce9-15cf-4ffd-b8de-abab00dfbfb9;;https://web.appeee.nl/Files/FormEntry/55607-4d0b4ce9-15cf-4ffd-b8de-abab00dfbfb9200428153458136000.jpg
HASSELT - FH08;BL0004;2412909;Dichterstraat;6;;;216623,834;180346,82;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-41111f8e-2d6d-42c7-b7b1-aba9006dd316;;https://web.appeee.nl/Files/FormEntry/55607-41111f8e-2d6d-42c7-b7b1-aba9006dd316200426083954583000.jpg
HASSELT - FH08;BL0014;2442089;Djef Swennenstraat;6;;;216982,088;179952,441;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-24936a1e-cbdc-4cca-be6b-aba900d1d481;;https://web.appeee.nl/Files/FormEntry/55607-24936a1e-cbdc-4cca-be6b-aba900d1d481200426144405600000.jpg
HASSELT - FH08;BL0002;5521592;Spoorwegstraat;154;;;216700,88;180574,874;SDU;;1;0;0;1;N;ORN;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-4e17f515-5fa0-4f29-87b9-abab0074cc35;;https://web.appeee.nl/Files/FormEntry/55607-4e17f515-5fa0-4f29-87b9-abab0074cc35200428090520089000.jpg
HASSELT - FH08;BL0006;2407145;Bertold-Brechtstraat;9;;;216706,692;180388,905;SDU;;1;0;0;1;N;IRREG;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-e8a4fe89-9b1f-4214-b3fa-aba9008285ff;;https://web.appeee.nl/Files/FormEntry/55607-e8a4fe89-9b1f-4214-b3fa-aba9008285ff200426095513840536.jpg
HASSELT - FH08;BL0004;2412913;Dichterstraat;8;;;216628,629;180347,329;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-568357d2-8900-42a6-9823-aba9006df7ea;;https://web.appeee.nl/Files/FormEntry/55607-568357d2-8900-42a6-9823-aba9006df7ea200426084026906000.jpg
HASSELT - FH08;BL0015;2442090;Djef Swennenstraat;9;;;216898,105;180074,768;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-f02df2f1-a808-4d79-a99e-aba900886e24;;https://web.appeee.nl/Files/FormEntry/55607-f02df2f1-a808-4d79-a99e-aba900886e24200426101647445000.jpg
HASSELT - FH08;BL0002;5521593;Spoorwegstraat;155;;;216694,854;180576,513;SDU;;1;0;0;1;N;ORN;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-46c27c8a-f8ed-4c99-882a-abab0074a067;;https://web.appeee.nl/Files/FormEntry/55607-46c27c8a-f8ed-4c99-882a-abab0074a067200428090442373000.jpg
HASSELT - FH08;BL0005;2407147;Bertold-Brechtstraat;10;;;216687,801;180331,351;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-7a92a611-b2eb-4c9e-8f28-abab00df8da3;;https://web.appeee.nl/Files/FormEntry/55607-7a92a611-b2eb-4c9e-8f28-abab00df8da3200428153401222000.jpg
HASSELT - FH08;BL0005;2412915;Dichterstraat;9;;;216623,884;180305,315;SDU;;1;0;0;1;N;ORN;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-479e1b98-92bc-4d71-be78-abab00e79b9c;;https://web.appeee.nl/Files/FormEntry/55607-479e1b98-92bc-4d71-be78-abab00e79b9c200428160322540000.jpg
HASSELT - FH08;BL0014;2442091;Djef Swennenstraat;10;;;217003,662;179942,314;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-4d65f53b-e92a-48bd-b305-aba900d23d34;;https://web.appeee.nl/Files/FormEntry/55607-4d65f53b-e92a-48bd-b305-aba900d23d34200426144726260000.jpg
HASSELT - FH08;BL0002;5530689;Spoorwegstraat;153;;;216707,256;180572,66;SDU;;1;0;0;1;N;ORN;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-92cc5962-669a-485c-8a7c-abab0074f9dc;;https://web.appeee.nl/Files/FormEntry/55607-92cc5962-669a-485c-8a7c-abab0074f9dc200428090603731000.jpg
HASSELT - FH08;BL0005;2407148;Bertold-Brechtstraat;12;;;216683,495;180337,085;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-1c826a61-6896-44c7-8f98-abab00dec246;;https://web.appeee.nl/Files/FormEntry/55607-1c826a61-6896-44c7-8f98-abab00dec246200428153309750000.jpg
HASSELT - FH08;BL0005;2412916;Dichterstraat;11;;;216628,436;180308,837;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-31967e6e-7da5-40d8-b302-abab00e7d92e;;https://web.appeee.nl/Files/FormEntry/55607-31967e6e-7da5-40d8-b302-abab00e7d92e200428160415320000.jpg
HASSELT - FH08;BL0015;2442095;Djef Swennenstraat;11;;;216895,363;180069,161;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-76043844-1733-4255-b20e-aba900888e8b;;https://web.appeee.nl/Files/FormEntry/55607-76043844-1733-4255-b20e-aba900888e8b200426101715602000.jpg
HASSELT - FH08;BL0012;2407646;Acaciastraat;106;;;216955,043;180197,822;SDU;;1;0;0;1;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-0cdc65d4-cde3-4e1f-b03e-aba900abf22c;;https://web.appeee.nl/Files/FormEntry/55607-0cdc65d4-cde3-4e1f-b03e-aba900abf22c200426122602774822.jpg
HASSELT - FH08;BL0004;2407151;Bertold-Brechtstraat;16;;;216667,431;180373,469;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-afdef83a-5306-4a88-8986-aba90068e971;;https://web.appeee.nl/Files/FormEntry/55607-afdef83a-5306-4a88-8986-aba90068e971200426082205096000.jpg
HASSELT - FH08;BL0004;2412918;Dichterstraat;12;;;216640,159;180354,436;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-dc23a80d-1b35-4c1e-9513-aba9006e3f49;;https://web.appeee.nl/Files/FormEntry/55607-dc23a80d-1b35-4c1e-9513-aba9006e3f49200426084127101000.jpg
HASSELT - FH08;BL0015;2442102;Djef Swennenstraat;15;;;216886,09;180057,917;MDU;;6;0;0;6;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-a9cf5460-4daf-4db7-812a-aba90088ebdb;;https://web.appeee.nl/Files/FormEntry/55607-a9cf5460-4daf-4db7-812a-aba90088ebdb200426101834518000.jpg
HASSELT - FH08;BL0002;5558401;Spoorwegstraat;156;;;216689,832;180579,884;MDU;;1;1;0;2;N;ORN;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-070e0381-598d-4ee9-bdfd-abab00746e3a;;https://web.appeee.nl/Files/FormEntry/55607-070e0381-598d-4ee9-bdfd-abab00746e3a200428090359346000.jpg
HASSELT - FH08;BL0004;2407153;Bertold-Brechtstraat;18;;;216662,391;180382,398;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-71010e1f-cdd6-41d2-abf7-aba900691481;;https://web.appeee.nl/Files/FormEntry/55607-71010e1f-cdd6-41d2-abf7-aba900691481200426082240386000.jpg
HASSELT - FH08;BL0005;2412920;Dichterstraat;13;;;216634,215;180310,73;SDU;;1;0;0;1;N;ORN;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-53c0a8e9-d464-450e-a30a-abab00e82140;;https://web.appeee.nl/Files/FormEntry/55607-53c0a8e9-d464-450e-a30a-abab00e82140200428160515709000.jpg
HASSELT - FH08;BL0015;2442110;Djef Swennenstraat;25;;;216919,462;180027,283;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-b60ba70e-cf8c-425b-8868-aba90080024e;;https://web.appeee.nl/Files/FormEntry/55607-b60ba70e-cf8c-425b-8868-aba90080024e200426094607225000.jpg
HASSELT - FH08;BL0002;5561272;Monseigneur Schruerslaan;10;;;216663,716;180552,647;SDU;;1;0;0;1;N;ORN;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-83680457-2344-4cee-9777-abab0078cad8;;https://web.appeee.nl/Files/FormEntry/55607-83680457-2344-4cee-9777-abab0078cad8200428091952841000.jpg
