Projectnummer;Opdrachtnummer;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;BG Name
ANTWERPEN-WEST - FH06;56543;0;1;0;1;SDU;;Y;NA;4;6;Beschermd Erfgoed;;Y;_ BE;BUILDING template;Jan Blomstraat;8;;
ANTWERPEN-WEST - FH06;1959761;1;0;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;Kammenstraat;31;;
ANTWERPEN-WEST - FH06;59537;0;1;0;1;SDU;;Y;NA;4;5;Beschermd Erfgoed;;Y;_ BE;BUILDING template;Schrijnwerkersstraat;1;;
ANTWERPEN-WEST - FH06;1959763;0;1;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;Kammenstraat;33;;
ANTWERPEN-WEST - FH06;4504570;1;0;0;1;SDU;;Y;NA;5;3;;;Y;_;BUILDING template;Bervoetstraat;18;;
ANTWERPEN-WEST - FH06;59538;0;1;0;1;SDU;;Y;NA;3;4;Beschermd Erfgoed;;Y;_;BUILDING template;Schrijnwerkersstraat;25;;
ANTWERPEN-WEST - FH06;1959769;0;1;0;1;SDU;;Y;NA;4;3;;;Y;_;BUILDING template;Kammenstraat;37;;
ANTWERPEN-WEST - FH06;59539;0;1;0;1;SDU;;Y;NA;7;3;Beschermd Erfgoed;;Y;_;BUILDING template;Schoenmarkt;22;;
ANTWERPEN-WEST - FH06;4504600;1;0;0;1;SDU;;Y;NA;2;3;;;Y;_;BUILDING template;Begijnenstraat;91;;
ANTWERPEN-WEST - FH06;59540;0;1;0;1;SDU;;N;ORN;4;3;;;Y;_;BUILDING template;Schoenmarkt;14;A;
ANTWERPEN-WEST - FH06;1959771;0;1;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;Kammenstraat;41;;
ANTWERPEN-WEST - FH06;4504648;1;0;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;Begijnenstraat;33;;
ANTWERPEN-WEST - FH06;6629698;0;1;0;1;SDU;;N;ORN;1;1;;;Y;_;BUILDING template;Vleminckveld;9;;
ANTWERPEN-WEST - FH06;59548;0;1;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;Wiegstraat;36;;
ANTWERPEN-WEST - FH06;4504652;0;1;0;1;SDU;;Y;NA;4;10;;;Y;;BUILDING template;Begijnenstraat;49;;
ANTWERPEN-WEST - FH06;59553;0;1;0;1;SDU;;N;MON;4;5;Monument;;Y;Review Required MON;BUILDING template;Wiegstraat;16;;
ANTWERPEN-WEST - FH06;1959775;0;1;0;1;SDU;;Y;NA;4;3;Beschermd Erfgoed;;Y;_ BE;BUILDING template;Kammenstraat;45;;
ANTWERPEN-WEST - FH06;4504657;1;0;0;1;SDU;;Y;NA;2;4;Beschermd Erfgoed;;Y;_ BE;BUILDING template;Begijnenstraat;67;;
ANTWERPEN-WEST - FH06;60041;0;1;0;1;SDU;;Y;NA;4;3;;;Y;_;BUILDING template;Melkmarkt;31;;
ANTWERPEN-WEST - FH06;4504659;0;1;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;Begijnenstraat;71;;
ANTWERPEN-WEST - FH06;60046;0;1;0;1;SDU;;N;MON;4;0;Monument;;Y;MON;BUILDING template;Sint-Katelijnevest;50;;
ANTWERPEN-WEST - FH06;1959787;0;1;0;1;SDU;;N;ORN;6;6;Beschermd Erfgoed;;Y;_ BE;BUILDING template;Kammenstraat;61;;
ANTWERPEN-WEST - FH06;1959789;0;1;0;1;SDU;;N;IRREG;6;6;Beschermd Erfgoed;;Y;_ BE;BUILDING template;Kammenstraat;63;;
