Projectnummer;Opdrachtnummer;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;BG Name;xPos;yPos
EVERE - FH05;5583150;8;0;0;8;MDU;;Y;NA;4;4;;;;;BUILDING template;Leuvensesteenweg;955;;;153762,066;172319,183
EVERE - FH05;5583227;8;0;0;8;MDU;;Y;NA;4;4;;;;;BUILDING template;Clos des Lauriers Roses - Oleandergaard;102;;;153801,324;172625,028
EVERE - FH05;5583228;8;0;0;8;MDU;;Y;NA;4;4;;;;;BUILDING template;Clos des Lauriers Roses - Oleandergaard;106;;;153746,028;172653,911
EVERE - FH05;725731;8;0;0;8;MDU;;Y;NA;4;4;;;;;BUILDING template;Clos des Lauriers Roses - Oleandergaard;105;;;153738,013;172633,531
EVERE - FH05;725732;16;0;0;16;MDU;;Y;NA;4;4;;;;;BUILDING template;Clos des Lauriers Roses - Oleandergaard;103;;;153776,359;172651,878
EVERE - FH05;725733;8;0;0;8;MDU;;Y;NA;4;4;;;;;BUILDING template;Clos des Lauriers Roses - Oleandergaard;101;;;153804,151;172646,738
EVERE - FH05;725829;29;0;0;29;MDU;;Y;NA;4;4;;;;;BUILDING template;Galgelaan - Avenue du Gibet;22;;;153910,495;172679,393
EVERE - FH05;725830;29;0;0;29;MDU;;Y;NA;4;4;;;;;BUILDING template;Galgelaan - Avenue du Gibet;20;;;153946,935;172629,765
EVERE - FH05;725831;29;0;0;29;MDU;;Y;NA;4;4;;;;;BUILDING template;Galgelaan - Avenue du Gibet;18;;;153977,46;172578,34
EVERE - FH05;725878;8;0;0;8;MDU;;Y;NA;4;4;;;;;BUILDING template;Leuvensesteenweg;979;;;154009,547;172416,678
EVERE - FH05;725879;8;0;0;8;MDU;;Y;NA;4;4;;;;;BUILDING template;Leuvensesteenweg;977;;;153992,452;172418,526
EVERE - FH05;725880;8;0;0;8;MDU;;Y;NA;4;4;;;;;BUILDING template;Leuvensesteenweg;975;;;153971,377;172401,519
EVERE - FH05;725881;8;0;0;8;MDU;;Y;NA;4;4;;;;;BUILDING template;Leuvensesteenweg;973;;;153954,22;172403,372
EVERE - FH05;725882;8;0;0;8;MDU;;Y;NA;4;4;;;;;BUILDING template;Leuvensesteenweg;971;;;153933,171;172386,355
EVERE - FH05;725883;8;0;0;8;MDU;;Y;NA;4;4;;;;;BUILDING template;Leuvensesteenweg;969;;;153916,011;172388,251
EVERE - FH05;725884;8;0;0;8;MDU;;Y;NA;4;4;;;;;BUILDING template;Leuvensesteenweg;967;;;153895,018;172371,18
EVERE - FH05;725885;8;0;0;8;MDU;;Y;NA;4;4;;;;;BUILDING template;Leuvensesteenweg;965;;;153877,923;172373,058
EVERE - FH05;725886;8;0;0;8;MDU;;Y;NA;4;4;;;;;BUILDING template;Leuvensesteenweg;963;;;153854,861;172355,9
EVERE - FH05;725887;8;0;0;8;MDU;;Y;NA;4;4;;;;;BUILDING template;Leuvensesteenweg;961;;;153833,889;172358,01
EVERE - FH05;725888;8;0;0;8;MDU;;Y;NA;4;4;;;;;BUILDING template;Leuvensesteenweg;959;;;153808,495;172337,553
EVERE - FH05;725889;8;0;0;8;MDU;;Y;NA;4;4;;;;;BUILDING template;Leuvensesteenweg;957;;;153787,547;172339,589
EVERE - FH05;725890;8;0;0;8;MDU;;Y;NA;4;4;;;;;BUILDING template;Leuvensesteenweg;953;;;153741,221;172321,477
EVERE - FH05;1437988;8;0;0;8;MDU;;Y;NA;4;4;;;;;BUILDING template;Galgelaan - Avenue du Gibet;16;;;153997,615;172510,755
EVERE - FH05;725902;8;0;0;8;MDU;;Y;NA;4;4;;;;;BUILDING template;Galgelaan - Avenue du Gibet;14;;;154004,315;172554,175
EVERE - FH05;725903;8;0;0;8;MDU;;Y;NA;4;4;;;;;BUILDING template;Galgelaan - Avenue du Gibet;12;;;154028,615;172481,613
EVERE - FH05;725904;8;0;0;8;MDU;;Y;NA;4;4;;;;;BUILDING template;Galgelaan - Avenue du Gibet;10;;;154044,161;172474,318
EVERE - FH05;1621291;104;0;0;104;MDU;;Y;NA;4;4;;;;;BUILDING template;Platolaan - Avenue Platon;21;;;153611,588;172477,883
EVERE - FH05;862905;15;0;0;15;MDU;;Y;NA;4;4;;;;;BUILDING template;Duiveltjesgaarde - Clos des Diablotins;41;;;153656,9;172702,72
EVERE - FH05;862906;15;0;0;15;MDU;;Y;NA;4;4;;;;;BUILDING template;Duiveltjesgaarde - Clos des Diablotins;42;;;153606,86;172676,13
EVERE - FH05;1623300;68;0;0;68;MDU;;Y;NA;4;4;;;;;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;58;;;153645,709;172574,257
EVERE - FH05;5583209;1;0;0;1;SDU;;Y;NA;2;4;;;;;BUILDING template;Clos des Lauriers Roses - Oleandergaard;8;;;153741,201;172563,619
EVERE - FH05;5583210;1;0;0;1;SDU;;Y;NA;2;4;;;;;BUILDING template;Clos des Lauriers Roses - Oleandergaard;14;;;153733,74;172607,554
EVERE - FH05;5583211;1;0;0;1;SDU;;Y;NA;2;4;;;;;BUILDING template;Clos des Lauriers Roses - Oleandergaard;20;;;153770,38;172570,752
EVERE - FH05;5583212;1;0;0;1;SDU;;Y;NA;2;4;;;;;BUILDING template;Clos des Lauriers Roses - Oleandergaard;24;;;153774,391;172600,24
EVERE - FH05;5583213;1;0;0;1;SDU;;Y;NA;2;4;;;;;BUILDING template;Clos des Lauriers Roses - Oleandergaard;31;;;153814,266;172558,844
EVERE - FH05;5583214;1;0;0;1;SDU;;Y;NA;2;4;;;;;BUILDING template;Clos des Lauriers Roses - Oleandergaard;36;;;153807,699;172595,421
EVERE - FH05;5583215;1;0;0;1;SDU;;Y;NA;2;4;;;;;BUILDING template;Clos des Lauriers Roses - Oleandergaard;44;;;153847,774;172550,653
EVERE - FH05;5583216;1;0;0;1;SDU;;Y;NA;2;4;;;;;BUILDING template;Clos des Lauriers Roses - Oleandergaard;50;;;153853,282;172594,761
EVERE - FH05;5583217;1;0;0;1;SDU;;Y;NA;2;4;;;;;BUILDING template;Clos des Lauriers Roses - Oleandergaard;56;;;153857,229;172618,72
EVERE - FH05;5583218;1;0;0;1;SDU;;Y;NA;2;4;;;;;BUILDING template;Clos des Lauriers Roses - Oleandergaard;60;;;153849,954;172647,529
EVERE - FH05;5583219;1;0;0;1;SDU;;Y;NA;2;4;;;;;BUILDING template;Clos des Lauriers Roses - Oleandergaard;70;;;153890,077;172582,803
EVERE - FH05;5583220;1;0;0;1;SDU;;Y;NA;2;4;;;;;BUILDING template;Clos des Lauriers Roses - Oleandergaard;73;;;153889,52;172604,924
EVERE - FH05;5583221;1;0;0;1;SDU;;Y;NA;2;4;;;;;BUILDING template;Clos des Lauriers Roses - Oleandergaard;74;;;153889,335;172612,298
EVERE - FH05;5583222;1;0;0;1;SDU;;Y;NA;2;4;;;;;BUILDING template;Clos des Lauriers Roses - Oleandergaard;78;;;153888,592;172641,793
