Projectnummer;Opdrachtnummer;Straat;Huisnummer;Huisnummer Toevoeging;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;BG Name;xPos;yPos
EVERE - FH04;6573559;Sint-Vincentiusplaats - Place Saint-Vincent;11;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152430,693;174601,291
EVERE - FH04;1511182;Sint-Vincentiusstraat - Rue Saint-Vincent;111;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152737,173;174128,651
EVERE - FH04;4108155;Picardiestraat - Rue Picardie;46;;1;0;0;1;SDU;;Y;NA;2;4;;;Y;_;BUILDING template;;151754,362;174154,321
EVERE - FH04;1622313;H. Van Neromstraat - Rue H. Van Nerom;61;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152011,954;173845,927
EVERE - FH04;1622823;W. Van Perckstraat - Rue Willebrord Van Perck;12;;1;0;1;2;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;151800,698;173869,035
EVERE - FH04;1623380;Sint-Vincentiusstraat - Rue Saint-Vincent;91;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152710,598;174178,869
EVERE - FH04;1624042;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;48;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152671,703;174493,315
EVERE - FH04;4119672;P. Mattheussensstraat - Rue Pierre Mattheussens;71;;0;0;0;0;SDU;;Y;NA;4;4;;;N;;BUILDING template;;151936,859;173853,537
EVERE - FH04;1621365;Stroobantsstraat - Rue Stroobants;20;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;151582,918;174255,784
EVERE - FH04;827164;J. F. De Craenstraat - Rue J. F. De Craen;2;;0;0;0;0;SDU;;Y;NA;2;4;;;N;;BUILDING template;;151693;174088
EVERE - FH04;1512006;L. Van Boeckelstraat - Rue L. Van Boeckel;49;;3;1;0;4;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;;152297,187;174011,415
EVERE - FH04;830253;Picardiestraat - Rue Picardie;48;;1;0;0;1;SDU;;Y;NA;2;4;;;Y;Twijfel voor UG hier sociaal woning. Complex voor constructie;BUILDING template;;151752;174192
EVERE - FH04;1622314;H. Van Neromstraat - Rue H. Van Nerom;62;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;151987,16;173865,626
EVERE - FH04;1622825;W. Van Perckstraat - Rue Willebrord Van Perck;14;;1;0;1;2;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;151804,58;173862,656
EVERE - FH04;1623381;Sint-Vincentiusstraat - Rue Saint-Vincent;93;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152711,603;174173,613
EVERE - FH04;1624043;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;49;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152715,943;174474,69
EVERE - FH04;4119676;P. Van Obberghenstraat - Rue P. Van Obberghen;6;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151908,609;173914,75
EVERE - FH04;1621366;Stroobantsstraat - Rue Stroobants;21;;1;0;0;1;SDU;;Y;NA;3;7;;;Y;_;BUILDING template;;151567,275;174276,701
EVERE - FH04;827716;Edward Stuckensstraat - Rue Edouard Stuckens;47;;6;0;0;6;MDU;;N;IRREG;4;5;;;Y;_;BUILDING template;;151872;173948
EVERE - FH04;1514739;Sint-Vincentiusstraat - Rue Saint-Vincent;134;;1;0;0;1;SDU;;Y;NA;2;6;;;Y;_;BUILDING template;;152705,843;174132,184
EVERE - FH04;NB-11405010463;Picardiestraat - Rue Picardie;50;;1;0;0;1;SDU;;Y;NA;2;0;;;Y;_;BUILDING template;;151751;174184
EVERE - FH04;1622315;H. Van Neromstraat - Rue H. Van Nerom;63;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152007,861;173844,036
EVERE - FH04;1622826;W. Van Perckstraat - Rue Willebrord Van Perck;16;;1;0;1;2;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;151806,255;173856,832
EVERE - FH04;1623382;Sint-Vincentiusstraat - Rue Saint-Vincent;95;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152714,34;174168,368
EVERE - FH04;1624044;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;50;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152676,485;174486,55
EVERE - FH04;4119682;Edward Stuckensstraat - Rue Edouard Stuckens;19;;1;0;0;1;SDU;;N;IRREG;3;6;;;Y;_;BUILDING template;;151777,058;173944,616
EVERE - FH04;1621367;Stroobantsstraat - Rue Stroobants;22;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151588,177;174258,187
EVERE - FH04;827720;P. Aldersonstraat - Rue P. Alderson;2;;6;0;0;6;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151654,975;174050,108
EVERE - FH04;1516080;Gustaaf Norgastraat - Rue Gustave Norga;34;;26;0;1;27;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;;152311,379;174227,933
EVERE - FH04;NB-11405248383;Picardiestraat - Rue Picardie;52;;1;0;0;1;SDU;;Y;NA;2;0;;;Y;_;BUILDING template;;151752;174177
EVERE - FH04;1622316;H. Van Neromstraat - Rue H. Van Nerom;64;;2;0;1;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151982,307;173863,373
EVERE - FH04;1622827;W. Van Perckstraat - Rue Willebrord Van Perck;20;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;151819,533;173841,603
EVERE - FH04;1623383;Sint-Vincentiusstraat - Rue Saint-Vincent;97;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152717,583;174163,563
EVERE - FH04;1624045;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;51;;5;0;0;5;MDU;;Y;NA;3;2;;;Y;_;BUILDING template;;152723,135;174465,421
EVERE - FH04;NB-11405461321;Picardiestraat - Rue Picardie;54;;1;0;0;1;SDU;;Y;NA;2;0;;;Y;_;BUILDING template;;151752;174169
EVERE - FH04;4117516;Stroobantsstraat - Rue Stroobants;23;;1;0;0;1;SDU;;Y;NA;4;7;;;Y;_;BUILDING template;;151572,109;174277,927
EVERE - FH04;827721;P. Aldersonstraat - Rue P. Alderson;1;;10;0;0;10;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;151646,149;174068,287
EVERE - FH04;1520312;Walkiersstraat - Rue Walkiers;24;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;151565,098;174217,931
EVERE - FH04;4108156;Picardiestraat - Rue Picardie;56;;1;0;0;1;SDU;;Y;NA;2;4;;;Y;_;BUILDING template;;151752,858;174161,826
EVERE - FH04;1622317;H. Van Neromstraat - Rue H. Van Nerom;65;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152003,17;173844,326
EVERE - FH04;1622828;W. Van Perckstraat - Rue Willebrord Van Perck;21;;3;1;1;5;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;;151833,313;173871,216
EVERE - FH04;1623384;Sint-Vincentiusstraat - Rue Saint-Vincent;99;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152718,603;174158,418
EVERE - FH04;1624046;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;53;;3;0;0;3;MDU;;Y;NA;3;2;;;Y;_;BUILDING template;;152729,818;174458,013
EVERE - FH04;4119696;P. Mattheussensstraat - Rue Pierre Mattheussens;58;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151925,927;173810,295
EVERE - FH04;829714;Carlistraat - Rue Carli;13;;0;1;1;2;MDU;;N;IRREG;2;4;;;Y;_;BUILDING template;;151511,527;174374,976
EVERE - FH04;1622492;H. Van Hammestraat - Rue H. Van Hamme;80;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151985,081;173997,781
EVERE - FH04;1521846;L. Van Boeckelstraat - Rue L. Van Boeckel;23;;4;0;0;4;MDU;;Y;NA;4;4;;;Y;_;BUILDING template;;152228,1;173961,613
EVERE - FH04;1621259;Picardiestraat - Rue Picardie;58;;1;0;0;1;SDU;;Y;NA;2;4;;;Y;_;BUILDING template;;151752;174154
EVERE - FH04;1622318;H. Van Neromstraat - Rue H. Van Nerom;67;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151999,104;173842,4
EVERE - FH04;1622829;W. Van Perckstraat - Rue Willebrord Van Perck;23;;3;0;0;3;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;;151837,942;173861,503
EVERE - FH04;1623385;Sint-Vincentiusstraat - Rue Saint-Vincent;101;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152722,658;174153,939
EVERE - FH04;1624047;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;54;;1;1;1;3;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152687,571;174474,102
EVERE - FH04;4119698;P. Van Obberghenstraat - Rue P. Van Obberghen;82;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152048,893;173647,677
EVERE - FH04;829715;Carlistraat - Rue Carli;17;;0;1;0;1;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Carlistraat 17-19;151577,603;174469,375
EVERE - FH04;827936;Lindestraat - Rue du Tilleul;195;A;1;0;0;1;SDU;;Y;NA;2;8;;;Y;_;BUILDING template;;151832,263;173590,361
EVERE - FH04;1523105;Rustplaatslaan - Avenue Champs de Repos;12;;1;0;1;2;MDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152703,884;174240,536
EVERE - FH04;1621260;Picardiestraat - Rue Picardie;60;;1;0;0;1;SDU;;Y;NA;2;4;;;Y;_;BUILDING template;;151788,281;174207,744
EVERE - FH04;1622319;H. Van Neromstraat - Rue H. Van Nerom;69;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151994,474;173842,037
EVERE - FH04;1622830;W. Van Perckstraat - Rue Willebrord Van Perck;25;;3;0;0;3;MDU;;Y;NA;4;4;;;Y;_;BUILDING template;;151841,153;173854,953
EVERE - FH04;1623386;Sint-Vincentiusstraat - Rue Saint-Vincent;105;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152727,502;174143,955
EVERE - FH04;1624048;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;55;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152731,682;174450,921
EVERE - FH04;4119699;P. Mattheussensstraat - Rue Pierre Mattheussens;32;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151841,416;173771,428
EVERE - FH04;829801;Marnestraat - Rue de la Marne;1;;0;1;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;;151959,885;174031,908
EVERE - FH04;827938;Lindestraat - Rue du Tilleul;195;B;1;0;0;1;SDU;;Y;NA;2;8;;;Y;_;BUILDING template;;151837,639;173592,539
EVERE - FH04;1523369;L. Van Boeckelstraat - Rue L. Van Boeckel;13;;10;0;0;10;MDU;;Y;NA;6;6;;;Y;_;BUILDING template;L. Van Boeckelstraat 13-15;152209,747;173945,408
EVERE - FH04;3916113;Picardiestraat - Rue Picardie;62;;1;0;0;1;SDU;;Y;NA;2;4;;;Y;_;BUILDING template;;151788,291;174200,084
EVERE - FH04;1622320;H. Van Neromstraat - Rue H. Van Nerom;71;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151990,221;173840,058
EVERE - FH04;1622831;W. Van Perckstraat - Rue Willebrord Van Perck;26;;3;0;0;3;MDU;;Y;NA;3;4;;;Y;_;BUILDING template;;151818,635;173834,452
EVERE - FH04;1623387;Sint-Vincentiusstraat - Rue Saint-Vincent;107;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152729,525;174138,094
EVERE - FH04;1624050;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;56;C;0;0;0;0;SDU;;Y;NA;2;4;;;N;;BUILDING template;;152681,025;174445,373
EVERE - FH04;4119700;Edward Stuckensstraat - Rue Edouard Stuckens;7;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151733,4;173941,658
EVERE - FH04;829825;F. Van Asschestraat - Rue F. Van Assche;31;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152089,238;174119,657
EVERE - FH04;827941;Lindestraat - Rue du Tilleul;197;A;1;0;0;1;SDU;;Y;NA;2;8;;;Y;_;BUILDING template;;151842,85;173595,207
EVERE - FH04;1620281;Gastendelleweg - Chemin de Gastendelle;3;;1;0;0;1;SDU;;N;IRREG;3;8;;;Y;Hier twijfel nieuwbouw en geen bekabeling op gevel;BUILDING template;;151718,155;174240,345
EVERE - FH04;1621261;Picardiestraat - Rue Picardie;64;;1;0;0;1;SDU;;Y;NA;2;4;;;Y;_;BUILDING template;;151788,301;174192,343
EVERE - FH04;1622321;H. Van Neromstraat - Rue H. Van Nerom;75;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151980,418;173839,265
EVERE - FH04;1622832;W. Van Perckstraat - Rue Willebrord Van Perck;28;;3;0;0;3;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;;151821,703;173829,082
EVERE - FH04;1623388;Sint-Vincentiusstraat - Rue Saint-Vincent;109;;1;0;2;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152735,043;174133,801
EVERE - FH04;1624051;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;60;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152702,311;174448,773
EVERE - FH04;4119708;P. Mattheussensstraat - Rue Pierre Mattheussens;41;;3;0;0;3;MDU;;Y;NA;3;4;;;Y;_;BUILDING template;;151878,149;173816,308
EVERE - FH04;829826;F. Van Asschestraat - Rue F. Van Assche;36;;1;0;1;2;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152101,115;174146,072
EVERE - FH04;827947;Lindestraat - Rue du Tilleul;199;A;1;0;0;1;SDU;;Y;NA;2;8;;;Y;_;BUILDING template;;151852,869;173600,329
EVERE - FH04;1620282;Gastendelleweg - Chemin de Gastendelle;5;;1;0;1;2;MDU;;N;IRREG;3;8;;;Y;_;BUILDING template;;151715,402;174246,766
EVERE - FH04;1621262;Picardiestraat - Rue Picardie;66;;1;0;0;1;SDU;;Y;NA;2;4;;;Y;_;BUILDING template;;151788,31;174184,66
EVERE - FH04;1622322;P. Van Obberghenstraat - Rue P. Van Obberghen;7;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151939,041;173910,346
EVERE - FH04;1622833;W. Van Perckstraat - Rue Willebrord Van Perck;29;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;151848,344;173839,871
EVERE - FH04;1623389;Sint-Vincentiusstraat - Rue Saint-Vincent;113;;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152739,278;174122,296
EVERE - FH04;1624052;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;62;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152706,475;174444,268
EVERE - FH04;4119709;P. Mattheussensstraat - Rue Pierre Mattheussens;3;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151760,403;173759,954
EVERE - FH04;829828;F. Van Asschestraat - Rue F. Van Assche;9;;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152091,535;174048,712
EVERE - FH04;827949;Lindestraat - Rue du Tilleul;199;B;1;0;0;1;SDU;;Y;NA;2;8;;;Y;_;BUILDING template;;151858,897;173602,713
EVERE - FH04;1620283;Gastendelleweg - Chemin de Gastendelle;7;;1;0;0;1;SDU;;N;IRREG;3;8;;;Y;_;BUILDING template;;151712,598;174253,334
EVERE - FH04;1621264;Picardiestraat - Rue Picardie;68;;1;0;0;1;SDU;;Y;NA;2;4;;;Y;_;BUILDING template;;151788,319;174176,948
EVERE - FH04;1622324;P. Van Obberghenstraat - Rue P. Van Obberghen;9;;1;0;0;1;SDU;;Y;NA;3;4;;;Y;_;BUILDING template;;151942,093;173905,154
EVERE - FH04;1622835;W. Van Perckstraat - Rue Willebrord Van Perck;31;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151850,16;173834,856
EVERE - FH04;1623390;Sint-Vincentiusstraat - Rue Saint-Vincent;117;;2;0;0;2;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;Sint-Vincentiusstraat 117-119;152743,688;174109,767
EVERE - FH04;1624053;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;64;;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152710,412;174437,459
EVERE - FH04;4119711;J. F. De Craenstraat - Rue J. F. De Craen;6;;1;0;0;1;SDU;;Y;NA;2;5;;;Y;_;BUILDING template;;151690,913;174099,174
EVERE - FH04;829829;Parijsstraat - Rue de Paris;18;;1;0;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;;152208,935;174153,424
EVERE - FH04;827951;Lindestraat - Rue du Tilleul;201;A;1;0;0;1;SDU;;Y;NA;2;8;;;Y;_;BUILDING template;;151864,024;173605,587
EVERE - FH04;1620284;Gastendelleweg - Chemin de Gastendelle;9;;1;0;1;2;MDU;;N;IRREG;3;8;;;Y;_;BUILDING template;;151709,719;174260,007
EVERE - FH04;1621265;Picardiestraat - Rue Picardie;70;;1;0;0;1;SDU;;Y;NA;2;4;;;Y;_;BUILDING template;;151788,329;174168,952
EVERE - FH04;1622326;P. Van Obberghenstraat - Rue P. Van Obberghen;11;;1;0;0;1;SDU;;Y;NA;4;7;;;Y;_;BUILDING template;;151944,299;173900,909
EVERE - FH04;1622837;W. Van Perckstraat - Rue Willebrord Van Perck;34;;3;0;0;3;MDU;;N;IRREG;2;4;;;Y;_;BUILDING template;;151832,014;173808,537
EVERE - FH04;1623393;Sint-Vincentiusstraat - Rue Saint-Vincent;118;;3;0;0;3;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152682,038;174175,144
EVERE - FH04;1624054;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;66;;1;0;0;1;SDU;;N;IRREG;1;4;;;Y;_;BUILDING template;;152716,522;174429,943
EVERE - FH04;4119712;Edward Stuckensstraat - Rue Edouard Stuckens;11;;0;1;0;1;MDU;;N;MON;3;4;;;Y;_;BUILDING template;Edward Stuckensstraat 11-13;151743,084;173943,354
EVERE - FH04;829830;Parijsstraat - Rue de Paris;8;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152183,397;174172,801
EVERE - FH04;827953;Lindestraat - Rue du Tilleul;201;B;1;0;0;1;SDU;;Y;NA;2;8;;;Y;_;BUILDING template;;151869,535;173608,126
EVERE - FH04;1620285;Gastendelleweg - Chemin de Gastendelle;11;;2;0;1;3;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151707,112;174266,532
EVERE - FH04;1621266;Picardiestraat - Rue Picardie;72;;1;0;0;1;SDU;;Y;NA;2;4;;;Y;_;BUILDING template;;151788,339;174161,379
EVERE - FH04;1622327;P. Van Obberghenstraat - Rue P. Van Obberghen;12;;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151917,317;173898,216
EVERE - FH04;1622838;W. Van Perckstraat - Rue Willebrord Van Perck;35;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151853,338;173825,98
EVERE - FH04;1623395;Sint-Vincentiusstraat - Rue Saint-Vincent;120;;3;0;0;3;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152685,293;174169,954
EVERE - FH04;1624055;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;84;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152811,474;174302,33
EVERE - FH04;4119745;W. Van Perckstraat - Rue Willebrord Van Perck;33;;1;0;1;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151851,919;173830,471
EVERE - FH04;829832;Parijsstraat - Rue de Paris;3;;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152205,359;174186,703
EVERE - FH04;828003;Lindestraat - Rue du Tilleul;229;;0;0;0;0;SDU;;Y;NA;2;4;;;N;;BUILDING template;;151848;173488
EVERE - FH04;1620286;Marnedal - Val de Marne;1;;1;0;0;1;SDU;;N;ORN;3;4;;;Y;_;BUILDING template;;152137,642;174144,177
EVERE - FH04;3916114;Picardiestraat - Rue Picardie;74;;1;0;0;1;SDU;;Y;NA;2;4;;;Y;_;BUILDING template;;151788,349;174154,087
EVERE - FH04;1622328;P. Van Obberghenstraat - Rue P. Van Obberghen;13;;1;0;0;1;SDU;;Y;NA;3;9;;;Y;_;BUILDING template;;151947,486;173895,38
EVERE - FH04;1622839;W. Van Perckstraat - Rue Willebrord Van Perck;37;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151855,275;173821,472
EVERE - FH04;1623396;Sint-Vincentiusstraat - Rue Saint-Vincent;123;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152750,873;174093,449
EVERE - FH04;1624056;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;86;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152818,29;174295,516
EVERE - FH04;4119746;Lindestraat - Rue du Tilleul;89;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151715,251;173876,191
EVERE - FH04;829833;Parijsstraat - Rue de Paris;20;;1;0;0;1;SDU;;N;IRREG;1;4;;;Y;_;BUILDING template;;152212,24;174141,488
EVERE - FH04;828282;Parijsstraat - Rue de Paris;38;;5;0;0;5;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152308,903;174047,867
EVERE - FH04;1620287;Marnedal - Val de Marne;2;;1;0;0;1;SDU;;N;ORN;3;4;;;Y;_;BUILDING template;;152141,06;174138,957
EVERE - FH04;1621267;Picardiestraat - Rue Picardie;76;;1;0;0;1;SDU;;Y;NA;2;4;;;Y;_;BUILDING template;;151785,133;174207,717
EVERE - FH04;1622329;P. Van Obberghenstraat - Rue P. Van Obberghen;14;;1;0;0;1;SDU;;Y;NA;3;4;;;Y;_;BUILDING template;;151919,701;173893,532
EVERE - FH04;1622840;W. Van Perckstraat - Rue Willebrord Van Perck;42;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151848,659;173774,955
EVERE - FH04;1623397;Sint-Vincentiusstraat - Rue Saint-Vincent;126;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152693,217;174153,055
EVERE - FH04;1624057;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;88;;1;0;1;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152824,819;174288,619
EVERE - FH04;4119823;J. F. De Craenstraat - Rue J. F. De Craen;39;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151617,531;174196,761
EVERE - FH04;829834;Parijsstraat - Rue de Paris;22;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152218,519;174140,472
EVERE - FH04;828302;Parijsstraat - Rue de Paris;41;;4;0;0;4;MDU;;N;IRREG;5;4;;;Y;_;BUILDING template;Parijsstraat 37-39-41_Vredeplein 13;152292,951;174100,965
EVERE - FH04;1620288;Marnedal - Val de Marne;3;;1;0;0;1;SDU;;N;ORN;3;4;;;Y;_;BUILDING template;;152144,459;174133,769
EVERE - FH04;1621268;Picardiestraat - Rue Picardie;78;;1;0;0;1;SDU;;Y;NA;2;4;;;Y;_;BUILDING template;;151785,143;174200,028
EVERE - FH04;1622330;P. Van Obberghenstraat - Rue P. Van Obberghen;16;;1;0;0;1;SDU;;Y;NA;3;4;;;Y;_;BUILDING template;;151921,957;173888,94
EVERE - FH04;1622841;W. Van Perckstraat - Rue Willebrord Van Perck;44;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151850,968;173767,079
EVERE - FH04;1623398;Sint-Vincentiusstraat - Rue Saint-Vincent;128;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152696,47;174148,054
EVERE - FH04;1624058;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;108;;1;0;0;1;SDU;;Y;NA;4;7;;;Y;_;BUILDING template;;152852,234;174247,995
EVERE - FH04;4119878;Frans Leonstraat - Rue Frans Leon;5;;1;0;0;1;SDU;;Y;NA;3;7;;;Y;_;BUILDING template;;152404,192;174210,588
EVERE - FH04;829835;Gustaaf Norgastraat - Rue Gustave Norga;39;;0;0;0;0;SDU;;Y;NA;4;4;;;N;;BUILDING template;;152313,124;174263,392
EVERE - FH04;828308;Edward Dekosterstraat - Rue Edouard Dekoster;2;;1;0;0;1;SDU;;N;HEIGHT;3;9;;;Y;_;BUILDING template;;152334;174061
EVERE - FH04;NB-1140197B77115;Lindestraat - Rue du Tilleul;197;B;1;0;0;1;SDU;;Y;NA;2;8;;;Y;_;BUILDING template;;151849;173589
EVERE - FH04;1620289;Marnedal - Val de Marne;4;;1;0;0;1;SDU;;N;ORN;3;4;;;Y;_;BUILDING template;;152146,362;174127,546
EVERE - FH04;1621269;Picardiestraat - Rue Picardie;80;;1;0;0;1;SDU;;Y;NA;2;4;;;Y;_;BUILDING template;;151785,153;174192,322
EVERE - FH04;1622332;P. Van Obberghenstraat - Rue P. Van Obberghen;18;;1;0;0;1;SDU;;Y;NA;3;4;;;Y;_;BUILDING template;;151924,111;173885,421
EVERE - FH04;1622842;W. Van Perckstraat - Rue Willebrord Van Perck;46;;1;0;1;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151852,681;173762,302
EVERE - FH04;1623399;Sint-Vincentiusstraat - Rue Saint-Vincent;136;;4;0;0;4;MDU;;Y;NA;4;6;;;Y;_;BUILDING template;;152708,138;174126,67
EVERE - FH04;1624059;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;114;;3;0;0;3;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;;152855,482;174229,651
EVERE - FH04;4119890;Sint-Vincentiusstraat - Rue Saint-Vincent;55;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152600,426;174334,288
EVERE - FH04;829836;Gustaaf Norgastraat - Rue Gustave Norga;37;;1;0;0;1;SDU;;Y;NA;3;4;;;Y;_;BUILDING template;;152308,643;174259,003
EVERE - FH04;828323;Gustaaf Norgastraat - Rue Gustave Norga;29;;20;0;1;21;MDU;;N;ORN;4;4;;;Y;_;BUILDING template;;152277;174232
EVERE - FH04;1620290;Marnedal - Val de Marne;5;;1;0;0;1;SDU;;N;ORN;3;4;;;Y;_;BUILDING template;;152149,766;174122,322
EVERE - FH04;1621270;Picardiestraat - Rue Picardie;82;;1;0;0;1;SDU;;Y;NA;2;4;;;Y;_;BUILDING template;;151785,163;174184,6
EVERE - FH04;1622333;P. Van Obberghenstraat - Rue P. Van Obberghen;19;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151957,858;173881,027
