Projectnummer;errors;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;BG Name IFH;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;Q IFH;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;IFH_BU;IFH_LU;IFH_SU;IFH_TOTAAL;Opdrachttemplate
EVERE - FH01;Units total diff;726101;BL0112;4;971357;726101;;;;Avenue Léon Grosjean - Léon Grosjeanlaan;45;;D;;25/06/2020;Maayken Vanfleteren;MDU;0;7;1;8;0;7;0;7;BUILDING template
EVERE - FH01;Units su diff;726101;BL0112;4;971357;726101;;;;Avenue Léon Grosjean - Léon Grosjeanlaan;45;;D;;25/06/2020;Maayken Vanfleteren;MDU;0;7;1;8;0;7;0;7;BUILDING template
EVERE - FH01;Buildingtype diff;726863;BL0115;8;971463;726863;;;;Optimismelaan - Avenue de l'Optimisme;21;;;;25/06/2020;Maayken Vanfleteren;SDU;0;1;0;1;;;;;BUILDING template
EVERE - FH01;Units total diff;726863;BL0115;8;971463;726863;;;;Optimismelaan - Avenue de l'Optimisme;21;;;;25/06/2020;Maayken Vanfleteren;SDU;0;1;0;1;0;2;1;3;BUILDING template
EVERE - FH01;Units lu diff;726863;BL0115;8;971463;726863;;;;Optimismelaan - Avenue de l'Optimisme;21;;;;25/06/2020;Maayken Vanfleteren;SDU;0;1;0;1;0;2;1;3;BUILDING template
EVERE - FH01;Units su diff;726863;BL0115;8;971463;726863;;;;Optimismelaan - Avenue de l'Optimisme;21;;;;25/06/2020;Maayken Vanfleteren;SDU;0;1;0;1;0;2;1;3;BUILDING template
EVERE - FH01;Quadrant diff;726863;BL0115;8;971463;726863;;;;Optimismelaan - Avenue de l'Optimisme;21;;;D;25/06/2020;Maayken Vanfleteren;SDU;0;1;0;1;0;2;1;3;BUILDING template
