Projectnummer;Straat;Huisnummer;Huisnummer Toevoeging;xPos;yPos;BT;VC Method;LU;BU;SU;TOTAAL;Wall Mount;SS Reason;Number Floors;Opdrachttemplate
KNOKKE-HEIST - FH04;Kustlaan;199;;75640;227785;MDU;;6;0;0;6;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Knokke;697;C;75149;227719;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Golvenstraat;6;;75590,54375;227786,1768;MDU;;27;1;0;28;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;201;;75643,54368;227786,1772;MDU;;0;4;0;4;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Golvenstraat;6;A;75591;227787;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Golvenstraat;2;;75582,96356;227810,9467;MDU;;37;2;0;39;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;205;;75644;227787;MDU;;4;0;0;4;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Lichttorenplein;6;B;74880;227569;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Golvenstraat;8;;75594,19;227774,3;MDU;;10;1;0;11;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;207;;75650,91;227788,76;MDU;;12;1;0;13;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Antoine Breartstraat;15;A;75316;227748;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;181;;75592,89;227767,41;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;209;;75657,54362;227791,1773;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Antoine Breartstraat;17;A;75316;227748;MDU;;2;0;0;2;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;185;;75613,18;227778,98;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;211;;75657,54362;227791,1773;MDU;;6;1;0;7;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Antoine Breartstraat;16;A;75316;227748;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;139;;75525;227741;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;215;;75663,5436;227793,1774;MDU;;2;1;0;3;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;805;;75831;227921;SDU;;1;0;0;1;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;147;;75539,54414;227745,1764;MDU;;12;2;0;14;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;217;;75669,54357;227795,1774;MDU;;5;1;0;6;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Strandstraat;15;;75713;227819;MDU;;17;0;0;17;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;169;;75567,63392;227768,8566;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;221;;75677,54354;227798,1775;MDU;;3;1;0;4;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Lichttorenplein;3;;74971;227602;MDU;;2;0;0;2;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;760;;75597;227826;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;229;;75684,54351;227801,1775;MDU;;0;4;0;4;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Duindistelstraat;3;;75279;227742;MDU;;10;0;0;10;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;754;;75540;227810;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;233;;75692,30344;227808,0176;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;125;;75420;227719;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;755;;75546;227813;MDU;;3;0;0;3;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;239;;75722;227816;MDU;;2;0;0;2;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;25;;75073;227617;MDU;;4;0;0;4;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;237;;75722;227816;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;243;;75731,54331;227818,1779;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;227;;75685;227802;MDU;;5;0;0;5;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;271;;75774;227835;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;245;;75731,54331;227818,1779;MDU;;9;0;0;9;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;273;;75806;227847;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;251;;75740,54327;227822,1779;MDU;;6;1;0;7;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;303;;75865;227869;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;255;;75746,54323;227825,178;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;778;;75694;227865;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;257;;75746,54323;227825,178;MDU;;6;0;0;6;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;786;;75731;227881;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;259;;75752,54321;227827,178;MDU;;1;1;0;2;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;792;;75787;227905;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;261;;75752,54321;227827,178;MDU;;6;0;0;6;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;804;;75831,17;227921,05;MDU;;8;1;0;9;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;263;;75758,54319;227829,1781;MDU;;6;1;0;7;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;795;;75792;227908;MDU;;9;0;0;9;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;265;;75759;227830;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zeewindstraat;2;;75756,78276;227884,008;MDU;;58;5;0;63;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;267;;75765,54315;227832,1781;MDU;;6;1;0;7;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeewindstraat;3;;75784;227892;MDU;;2;0;0;2;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;275;;75811,54296;227849,1785;MDU;;6;1;0;7;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeewindstraat;8;;75761,70299;227853,6381;MDU;;22;1;0;23;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;279;;75817,54293;227852,1785;MDU;;6;1;0;7;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeewindstraat;15;;75797;227862;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;281;;75825,5429;227854,1786;MDU;;6;1;0;7;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeewindstraat;14;;75774,543;227850,1782;MDU;;7;1;0;8;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;283;;75826;227855;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zeewindstraat;17;;75800,41;227852,63;MDU;;9;1;0;10;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;285;;75832,54287;227857,1786;MDU;;10;1;0;11;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Strandstraat;1;;75698,38305;227856,9276;MDU;;15;1;0;16;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;287;;75833;227858;MDU;;10;0;0;10;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Strandstraat;13;;75717,8873;227817,7059;MDU;;16;3;0;19;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;289;;75839,54284;227860,1787;MDU;;6;1;0;7;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Ebbestraat;1;;75861,97;227879,98;MDU;;6;1;0;7;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;291;;75845,54281;227862,1787;MDU;;11;1;0;12;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Ebbestraat;9;;75837;227924;MDU;;15;0;0;15;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;301;;75860,54277;227865,1788;MDU;;6;0;0;6;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Ebbestraat;15;;75837;227924;MDU;;2;0;0;2;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;307;;75894;227881;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;807;;75869,54217;227939,1788;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;313;;75908,54256;227884,1792;MDU;;6;0;0;6;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;814;;75903,54201;227954,179;MDU;;16;0;0;16;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;315;;75908,54256;227884,1792;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;816;;75919;227961;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;317;;75914,54253;227886,1792;MDU;;6;1;0;7;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;819;;75927,5419;227964,1792;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;319;;75915;227887;MDU;;7;0;0;7;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;305;;75886;227878;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;321;;75920,5425;227889,1793;MDU;;11;1;0;12;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;337;;75945,54239;227899,1795;MDU;;6;1;0;7;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;323;;75921;227890;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Ebbestraat;2;;75882,54257;227886,179;MDU;;24;6;0;30;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;325;;75933,54244;227895,1794;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Ebbestraat;10;;75872,5424;227910,1789;MDU;;49;0;0;49;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;327;;75933,54244;227895,1794;MDU;;12;0;0;12;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;De Wielingen;1;;75965,48;227913,19;MDU;;17;1;0;18;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;331;;75934;227896;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Golvenstraat;1;;75601,74;227813,51;MDU;;6;1;0;7;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;335;;75946;227900;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Golvenstraat;3;;75602;227814;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;339;;75951,54237;227900,1795;MDU;;7;0;0;7;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Strandstraat;6;;75682;227845;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;343;;75958,36;227902,95;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Strandstraat;22;;75692,30344;227808,0176;MDU;;14;0;0;14;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;345;;75958,36;227902,95;MDU;;6;0;0;6;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;777;;75679,29313;227849,1974;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Lichttorenplein;1;B;74971;227602;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;231;;75692,30344;227808,0176;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Lichttorenplein;4;;74880;227569;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;187;;75621,54378;227777,177;MDU;;6;1;0;7;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Lichttorenplein;7;;74964;227616;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;De Wielingen;10;;75974,54194;227951,1796;MDU;;17;0;0;17;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Lichttorenplein;14;;74898,61;227610,55;MDU;;9;1;0;10;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;1;;74880,24641;227568,2815;MDU;;114;4;0;118;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Marie-Josestraat;6;;75025,54562;227643,1725;MDU;;15;1;0;16;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;11;;74880;227569;MDU;;58;0;0;58;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Marie-Josestraat;8;;75026;227644;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Knokke;649;;74834,92048;227626,1617;MDU;;8;1;0;9;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Marie-Josestraat;9;;75045,54551;227654,1727;MDU;;9;0;0;9;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Knokke;650;;74854,03192;227621,754;MDU;;16;2;0;18;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Marie-Josestraat;10;;75028,54569;227634,1725;MDU;;6;0;0;6;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Knokke;661;;74951,54555;227664,1719;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Marie-Josestraat;11;;75050,54564;227637,1727;MDU;;6;0;0;6;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Knokke;670;;75007,54535;227680,1723;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Marie-Josestraat;12;;75030,54574;227627,1726;MDU;;13;0;0;13;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;13;;74990,3;227590,77;MDU;;15;0;0;15;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Marie-Josestraat;13;;75054,54574;227623,1728;MDU;;17;0;0;17;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;19;;75020,54596;227601,1725;MDU;;4;0;0;4;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Marie-Josestraat;16;;75032,54591;227605,1726;MDU;;16;1;0;17;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Lichttorenplein;2;;74880;227569;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Strandstraat;2;;75679,29313;227849,1974;MDU;;9;0;0;9;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Lichttorenplein;8;;74880;227569;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Strandstraat;3;;75697,54309;227851,1776;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Lichttorenplein;10;;74902,12;227599,38;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Strandstraat;5;;75702,01316;227841,9776;MDU;;8;1;0;9;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Lichttorenplein;16;;74889,87604;227612,4715;MDU;;15;1;0;16;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Strandstraat;7;;75711,63324;227830,8177;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Lichttorenplein;18;;74892,01;227624,65;MDU;;7;1;0;8;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Strandstraat;8;;75676,61327;227832,9274;MDU;;8;0;0;8;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Van Bunnenplein;20;;74880,24641;227568,2815;MDU;;0;3;0;3;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Strandstraat;9;;75711,63324;227830,8177;MDU;;21;1;0;22;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Van Bunnenplein;19;;74852,54639;227575,1712;MDU;;7;1;0;8;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Strandstraat;11;;75711,63324;227830,8177;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Van Bunnenplein;12;;74838,54599;227628,171;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Strandstraat;12;;75687,54327;227830,1775;MDU;;4;0;0;4;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Lichttorenplein;1;;74973,1863;227592,7805;MDU;;12;2;0;14;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Strandstraat;14;;75688;227831;MDU;;2;0;0;2;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Lichttorenplein;5;;74963,54592;227615,1721;MDU;;70;1;0;71;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Strandstraat;18;;75690,54332;227823,1775;MDU;;2;0;0;2;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Lichttorenplein;11;;74960;227633;MDU;;15;0;0;15;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Strandstraat;20;;75691;227824;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Lichttorenplein;13;;74956,54573;227641,172;MDU;;30;0;0;30;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Swolfsstraat;4;;75101,54513;227693,173;MDU;;8;1;0;9;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Marie-Josestraat;4;;75021;227661;MDU;;9;0;0;9;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Swolfsstraat;5;;75122,54508;227695,1732;MDU;;12;1;0;13;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Marie-Josestraat;2;;75016,99547;227663,6824;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Swolfsstraat;7;;75123;227696;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;53;;75192,5453;227656,1738;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Swolfsstraat;9;;75126,54516;227684,1733;MDU;;16;0;0;16;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;43;;75141,54549;227640,1734;MDU;;0;2;0;2;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Swolfsstraat;11;;75134,99;227673,35;MDU;;10;0;0;10;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Swolfsstraat;1;;75119,54;227705,48;MDU;;7;0;0;7;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Swolfsstraat;12;;75112,5454;227656,1732;MDU;;12;0;0;12;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Swolfsstraat;15;;75136;227658;MDU;;14;0;0;14;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Swolfsstraat;13;;75135,54537;227657,1734;MDU;;15;0;0;15;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Knokke;688;;75117;227714;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Swolfsstraat;14;;75115,54545;227650,1732;MDU;;5;0;0;5;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Knokke;698;;75165;227731;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Swolfsstraat;17;;75141,54549;227640,1734;MDU;;13;0;0;13;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zandstraat;22;;75192,5453;227656,1738;MDU;;6;0;0;6;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;De Wielingen;3;;75966,14;227920,4;MDU;;5;1;0;6;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zandstraat;6;;75174,56;227702,78;MDU;;6;0;0;6;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;De Wielingen;5;;75964,54217;227924,1796;MDU;;6;0;0;6;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zandstraat;4;;75175;227711;MDU;;11;0;0;11;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;De Wielingen;7;;75963,55;227930,85;MDU;;6;1;0;7;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zandstraat;2;;75164,54475;227730,1735;MDU;;25;1;0;26;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;De Wielingen;9;;75964;227931;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;700;;75189,1247;227732,5837;MDU;;7;1;0;8;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;De Wielingen;19;;75935;227970;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;713;;75255;227753;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;De Wielingen;21;;75935;227970;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;705;;75225,54452;227749,174;MDU;;12;2;0;14;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;De Wielingen;23;;75934,54185;227969,1793;MDU;;52;2;0;54;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;708;;75248,59448;227750,6441;MDU;;45;2;0;47;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zandstraat;5;;75198,5449;227706,1738;MDU;;16;0;0;16;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;714;;75282,54429;227768,1744;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zandstraat;8;;75178,54499;227697,1736;MDU;;5;0;0;5;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;718;;75297,1129;227772,3562;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zandstraat;9;;75205,54505;227685,1739;MDU;;14;1;0;15;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;55;;75211,54524;227660,174;MDU;;8;1;0;9;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zandstraat;10;;75181,54505;227689,1737;MDU;;9;2;0;11;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;57;;75229,54512;227673,1741;MDU;;27;3;0;30;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zandstraat;12;;75182;227690;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;61;;75230;227674;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zandstraat;13;;75205,54505;227685,1739;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;95;;75333,71;227715,52;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zandstraat;14;;75183,54511;227682,1737;MDU;;8;1;0;9;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;85;;75311,54473;227708,1747;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zandstraat;18;;75186,24;227675,11;MDU;;6;1;0;7;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;63;;75259,54497;227687,1743;MDU;;11;1;0;12;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zandstraat;20;;75188,14;227669,35;MDU;;5;1;0;6;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zandstraat;1;;75191;227727;MDU;;7;0;0;7;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeewindstraat;4;;75766;227871;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zandstraat;3;;75195;227717;MDU;;19;0;0;19;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeewindstraat;5;;75789,54277;227876,1782;MDU;;7;0;0;7;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zandstraat;7;;75206;227686;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zeewindstraat;7;;75791,5428;227872,1783;MDU;;7;1;0;8;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zandstraat;15;;75205,54505;227685,1739;MDU;;12;0;0;12;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeewindstraat;11;;75797;227862;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zandstraat;17;;75212;227661;MDU;;7;0;0;7;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeewindstraat;13;;75796,54288;227861,1783;MDU;;14;0;0;14;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Duindistelstraat;18;;75240;227687;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;701;;75196,95474;227726,7338;MDU;;19;1;0;20;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Duindistelstraat;4;;75249,54474;227717,1742;MDU;;6;0;0;6;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;702;;75201,54458;227745,1738;MDU;;7;1;0;8;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Duindistelstraat;2;;75256,66;227737,54;MDU;;19;0;0;19;Y;NA;4;BUILDING template
