Projectnummer;Straat;Huisnummer;Huisnummer Toevoeging;xPos;yPos;BT;VC Method;LU;BU;SU;TOTAAL;Wall Mount;SS Reason;Number Floors;Opdrachttemplate
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;703;;75212;227749;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Duindistelstraat;17;;75268,53;227707,96;MDU;;6;0;0;6;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;704;;75211,54455;227748,1738;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Duindistelstraat;1;;75289,394;227722,7707;MDU;;10;0;0;10;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;706;;75226;227750;MDU;;13;0;0;13;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Duindistelstraat;6;;75247,54481;227709,1742;MDU;;15;0;0;15;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;709;;75249;227751;MDU;;2;0;0;2;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Antoine Breartstraat;13;;75309,72455;227730,8346;MDU;;15;3;0;18;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;711;;75249;227751;MDU;;44;0;0;44;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Antoine Breartstraat;19;;75316;227748;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;712;;75249;227751;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Antoine Breartstraat;1;;75327,53;227722,64;MDU;;27;0;0;27;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;716;;75282,54429;227768,1744;MDU;;0;2;0;2;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;735;;75370,2241;227777,9251;MDU;;3;1;0;4;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;721;;75321,54418;227776,1747;MDU;;8;1;0;9;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;97;;75314,91872;227711,4416;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;722;;75322;227777;MDU;;2;0;0;2;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;127;;75432,21;227721,61;MDU;;6;0;0;6;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;726;;75341;227779;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;123;;75417,1656;227724,6045;MDU;;10;2;0;12;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;727;;75341;227779;MDU;;12;0;0;12;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Antoine Breartstraat;18;;75314,54419;227776,1746;MDU;;23;0;0;23;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;728;;75340,54414;227778,1748;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Antoine Breartstraat;6;;75339,08;227735,6;MDU;;5;0;0;5;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;730;;75351,54413;227778,1749;MDU;;8;1;0;9;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Knokke;673;;75041,51529;227682,8826;MDU;;13;3;0;16;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;731;;75352;227779;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Knokke;685;;75094,32506;227702,133;MDU;;14;2;0;16;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;732;;75357,15411;227778,685;MDU;;15;2;0;17;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Knokke;687;;75095;227703;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;733;;75360;227780;MDU;;15;0;0;15;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Knokke;678;;75063,54514;227697,1727;MDU;;14;1;0;15;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;736;;75370,2241;227777,9251;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Knokke;680;;75073,54511;227700,1728;MDU;;7;0;0;7;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;742;;75411;227785;MDU;;13;0;0;13;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;39;;75116;227633;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;744;;75424;227787;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;23;;75068,5644;227615,4669;MDU;;4;1;0;5;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;746;;75435;227789;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Swolfsstraat;2;;75098,85;227707,71;MDU;;7;1;0;8;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;756;;75554;227815;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Swolfsstraat;6;;75102,54516;227688,1731;MDU;;6;0;0;6;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;757;A;75560,54355;227816,1765;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Swolfsstraat;10;;75108;227676;MDU;;16;0;0;16;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;761;;75604,54339;227829,1768;MDU;;6;1;0;7;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Swolfsstraat;18;;75120;227641;MDU;;6;0;0;6;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;762;;75605;227830;MDU;;7;0;0;7;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Marie-Josestraat;7;;75041,54543;227664,1726;MDU;;10;0;0;10;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;763;;75613,54335;227832,1769;MDU;;13;0;0;13;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Marie-Josestraat;21;;75058;227613;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;764;;75623,54332;227835,177;MDU;;12;1;0;13;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Marie-Josestraat;14;;75034,54581;227618,1726;MDU;;4;0;0;4;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;765;;75624;227836;MDU;;14;0;0;14;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Albertplein;5;;75447,54423;227749,1757;MDU;;8;0;0;8;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;766;;75630,54328;227838,177;MDU;;8;1;0;9;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;739;;75401,54401;227784,1753;MDU;;15;1;0;16;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;768;;75647,54321;227844,1772;MDU;;13;0;0;13;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;743;;75418,09399;227783,9054;MDU;;2;5;0;7;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;769;;75648;227845;MDU;;14;0;0;14;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;131;;75446,54446;227720,1757;MDU;;19;4;0;23;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;770;;75656;227848;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Knokke;648;;74838,54599;227628,171;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;771;;75655,54318;227847,1772;MDU;;7;1;0;8;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;767;;75637,64;227841,17;MDU;;16;0;0;16;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;772;;75661;227849;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;715;;75282,54429;227768,1744;MDU;;63;0;0;63;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;773;;75662,9232;227843,7973;MDU;;14;1;0;15;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;724;;75328,54416;227777,1747;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;774;;75667;227852;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;737;;75377,00408;227779,3451;MDU;;41;0;0;41;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;775;;75671,41311;227852,8573;MDU;;7;0;0;7;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;249;;75731,54331;227818,1779;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;776;;75672;227854;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;111;;75383,54454;227720,1752;MDU;;4;1;0;5;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;780;;75703;227868;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Albertplein;2;;75440,43239;227734,8649;MDU;;7;1;0;8;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;781;;75702,54296;227867,1776;MDU;;7;1;0;8;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Albertplein;3;;75450,87;227740,75;MDU;;15;0;0;15;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;782;;75709;227870;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Albertplein;7;;75445,54411;227764,1757;MDU;;47;0;0;47;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;784;;75719;227875;MDU;;28;0;0;28;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Albertplein;8;;75445,54411;227764,1757;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;785;;75725;227877;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Albertplein;10;;75446;227765;SDU;;0;1;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;787;;75736;227882;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Antoine Breartstraat;2;;75345,54451;227730,1749;MDU;;11;0;0;11;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;788;;75743;227884;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Antoine Breartstraat;7;;75319,54456;227728,1747;MDU;;9;2;0;11;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;789;;75747;227886;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Antoine Breartstraat;8;;75332,54444;227741,1748;MDU;;14;1;0;15;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;790;;75747;227886;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Antoine Breartstraat;9;;75303;227741;MDU;;10;0;0;10;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;796;;75792;227908;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Antoine Breartstraat;10;;75316;227748;MDU;;14;0;0;14;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;797;;75801,5425;227909,1783;MDU;;12;2;0;14;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Antoine Breartstraat;12;;75326,58;227751,3;MDU;;3;0;0;3;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;799;;75811,54242;227917,1784;MDU;;9;0;0;9;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Antoine Breartstraat;13;A;75316;227748;MDU;;16;0;0;16;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;800;;75812;227918;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Antoine Breartstraat;14;;75321,54434;227756,1747;MDU;;12;2;0;14;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;802;;75825,54239;227919,1785;MDU;;9;1;0;10;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Antoine Breartstraat;17;;75305,54444;227746,1746;MDU;;6;1;0;7;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;803;;75826;227920;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Van Bunnenplein;14;;74843;227608;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;810;;75878,54214;227942,1789;MDU;;9;0;0;9;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Van Bunnenplein;15;;74847,54626;227592,1712;MDU;;18;2;0;20;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;811;;75882,54211;227945,1789;MDU;;9;1;0;10;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Van Bunnenplein;16;;74848;227593;MDU;;20;0;0;20;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;812;;75890,51212;227940,9858;MDU;;9;0;0;9;Y;NA;4;BUILDING template
KNOKKE-HEIST - FH04;Van Bunnenplein;17;;74848;227593;SDU;;1;0;0;1;Y;NA;2;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;813;;75894,45208;227944,6259;MDU;;7;0;0;7;Y;NA;4;BUILDING template
