Projectnummer;Blok;LAM MK;Straat;Huisnummer;Huisnummer Toevoeging;Huisnr;xPos;yPos;BT;VC Method;LU;BU;SU;TOTAAL;Wall Mount;SS Reason;Number Floors;Building comment;Building exists;Opdrachttemplate
ANTWERPEN-WEST - FH06;BL0612;2064245;Wiegstraat;30;;;152470,094;211977,185;SDU;;0;1;0;1;Y;NA;3;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0606;54902;Everdijstraat;30;;;152446,365;211831,5;MDU;;3;0;0;3;Y;NA;2;;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0608;1884838;Korte Gasthuisstraat;30;;;152479,79;211866,824;SDU;;0;1;0;1;Y;NA;5;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0612;2064246;Wiegstraat;32;;;152468,797;211973,658;SDU;;0;1;0;1;Y;NA;3;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0607;54903;Everdijstraat;7;;;152308,431;211854,25;MDU;;2;0;0;2;Y;NA;3;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0608;1884866;Korte Gasthuisstraat;32;;;152482,118;211862,099;MDU;;1;1;0;2;Y;NA;3;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0612;2064247;Wiegstraat;34;;;152467,049;211970,192;SDU;;0;1;0;1;Y;NA;3;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0607;54904;Everdijstraat;1;;;152299,428;211852,601;MDU;;3;0;0;3;N;ORN;5;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0606;1884894;Korte Gasthuisstraat;36;;;152485,968;211825,874;MDU;;59;0;2;61;N;IRREG;2;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0625;2068354;Sint-Katelijnevest;34;;;152540,184;212214,961;SDU;;0;1;0;1;N;MON;3;Review Required MON;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0605;55285;Lange Gasthuisstraat;8;;;152511,16;211757,571;SDU;;0;1;0;1;Y;NA;5;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0605;1884988;Lange Gasthuisstraat;12;;;152513,384;211742,109;MDU;;0;2;0;2;Y;NA;5;;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0625;2068356;Sint-Katelijnevest;38;;;152539,71;212206,422;SDU;;0;1;0;1;Y;NA;3;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0604;55287;Rosier;25;;;152393,403;211564,693;SDU;;1;0;0;1;N;MON;3;_ MON;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0605;1885037;Lange Gasthuisstraat;16;;;152514,88;211727,421;SDU;;0;1;0;1;N;IRREG;5;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0625;2068358;Sint-Katelijnevest;42;;;152539,511;212198,273;SDU;;0;1;0;1;Y;NA;4;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0604;55288;Rosier;23;;;152382,444;211566,953;SDU;;1;0;0;1;N;MON;3;MON;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0605;1885054;Lange Gasthuisstraat;24;;;152522,924;211663,35;MDU;;0;2;0;2;Y;NA;3;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0625;2068359;Sint-Katelijnevest;44;;;152539,467;212193,383;MDU;;3;1;0;4;Y;NA;4;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0604;55290;Rosier;17;;;152367,787;211566,884;SDU;;1;0;1;2;Y;NA;3;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0603;1892885;Maarschalk Gerardstraat;1;;;152502;211466;SDU;;1;0;0;1;Y;NA;4;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0625;2068361;Sint-Katelijnevest;46;;;152539,378;212187,198;MDU;;4;1;0;5;Y;NA;0;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0604;55291;Rosier;47;;;152457,719;211567,227;SDU;;1;0;0;1;Y;NA;4;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0602;1892898;Maarschalk Gerardstraat;4;A;;152475,622;211481,405;SDU;;0;1;0;1;N;NA;3;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0607;2068422;Lombardenvest;8;;;152241,915;211968,573;MDU;;3;1;0;4;Y;NA;4;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0604;55292;Rosier;1;;;152335,115;211571,816;SDU;;1;0;0;1;Y;NA;4;;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0603;1892908;Maarschalk Gerardstraat;5;;;152492,656;211454,584;SDU;;0;1;0;1;Y;NA;4;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0607;2068425;Lombardenvest;12;;;152251,337;211966,272;MDU;;3;1;0;4;Y;NA;4;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0604;55294;Vleminckveld;8;;;152355,973;211667,536;MDU;;2;1;0;3;Y;NA;3;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0602;1892918;Maarschalk Gerardstraat;6;;;152470,87;211465,994;MDU;;3;2;0;5;Y;NA;3;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0611;2068427;Lombardenvest;15;;;152357,365;211963,945;SDU;;0;1;0;1;N;IRREG;4;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0604;55296;Vleminckveld;60;;;152462,239;211567,432;MDU;;4;0;0;4;Y;NA;4;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0603;1892929;Maarschalk Gerardstraat;7;;;152486,263;211445,849;MDU;;2;0;0;2;Y;NA;3;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0607;2068428;Lombardenvest;16;;;152259,706;211964,543;SDU;;1;0;0;1;Y;NA;4;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0602;1892935;Maarschalk Gerardstraat;8;;;152467,034;211454,213;SDU;;0;1;0;1;Y;NA;3;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0611;2068429;Lombardenvest;19;;;152363,818;211964,108;SDU;;0;1;0;1;N;IRREG;4;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0605;55298;Vleminckveld;43;;;152439,126;211613,376;MDU;;0;20;0;20;N;ORN;4;;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0603;1892939;Maarschalk Gerardstraat;9;;;152479,447;211435,851;MDU;;2;1;0;3;Y;NA;3;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0611;2068430;Lombardenvest;23;;;152404;211985;SDU;;0;1;0;1;Y;NA;4;;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0603;1892950;Maarschalk Gerardstraat;11;;;152477,783;211425,564;SDU;;0;1;0;1;Y;NA;3;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0611;2068431;Lombardenvest;25;;;152401,337;211977,017;MDU;;6;0;0;6;Y;NA;4;;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0605;55309;Oudaan;14;;;152400,563;211745,559;MDU;;0;2;0;2;N;MON;4;_ MON;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0603;1892977;Maarschalk Gerardstraat;13;;;152475,015;211420,547;MDU;;5;0;0;5;Y;NA;5;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0611;2068432;Lombardenvest;29;;;152373,106;211960,645;MDU;;16;0;0;16;Y;NA;4;;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0605;55310;Oudaan;2;;;152349,57;211739,585;MDU;;10;1;0;11;Y;NA;4;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0603;1893001;Maarschalk Gerardstraat;15;;;152467,933;211417,946;SDU;;0;1;0;1;Y;NA;4;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0611;2068433;Lombardenvest;31;;;152373,316;211955,45;SDU;;0;1;0;1;Y;NA;4;;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0605;55312;Oudaan;12;;;152384,78;211747,198;SDU;;1;0;0;1;Y;NA;4;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0602;1893042;Maarschalk Gerardstraat;18;;;152430,767;211403,786;SDU;;0;1;0;1;Y;NA;2;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0611;2068435;Lombardenvest;35;;;152383,653;211953,981;SDU;;0;1;0;1;Y;NA;4;;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0605;55313;Oudaan;20;;;152444,721;211752,401;MDU;;2;1;0;3;N;IRREG;3;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0602;1893085;Maarschalk Gerardstraat;20;;;152423,22;211392,5;SDU;;0;1;0;1;Y;NA;3;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0611;2068436;Lombardenvest;37;;;152387,484;211953,509;SDU;;0;1;0;1;Y;NA;4;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0606;55316;Everdijstraat;2;;;152293,731;211837,655;MDU;;4;0;0;4;Y;NA;5;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0602;1893137;Maarschalk Gerardstraat;24;;;152416,401;211378,615;MDU;;4;0;0;4;Y;NA;4;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0611;2068437;Lombardenvest;39;;;152391,262;211952,984;SDU;;0;1;0;1;Y;NA;4;;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0606;55346;Oudaan;1;;;152330,883;211771,702;MDU;;0;5;0;5;Y;NA;6;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0602;1893166;Maarschalk Gerardstraat;26;;;152413,216;211372,596;SDU;;0;1;0;1;Y;NA;3;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0607;2068438;Lombardenvest;42;;;152330,202;211949,939;SDU;;0;1;0;1;Y;NA;3;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0603;55481;Mechelseplein;20;;;152520,798;211429,477;MDU;;6;1;0;7;Y;NA;5;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0602;1893189;Maarschalk Gerardstraat;28;;;152409,947;211365,028;MDU;;3;2;0;5;Y;NA;3;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0602;55483;Bervoetstraat;1;;;152267,375;211369,966;MDU;;2;1;0;3;Y;NA;0;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0603;1893194;Maarschalk Gerardstraat;29;;;152451,627;211367,031;SDU;;1;0;0;1;Y;NA;0;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0611;NB-200061a97776;Lombardenvest;61;;;152433,36;211962,30;SDU;;0;1;0;1;Y;NA;5;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0602;55484;Bervoetstraat;55;;;152397,315;211353,319;SDU;;1;0;0;1;Y;NA;3;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0613;1921113;Groenkerkhofstraat;5;;;152229,048;212097,452;SDU;;0;1;0;1;Y;NA;4;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0611;2068441;Lombardenvest;49;;;152397,506;211952,197;SDU;;0;1;0;1;Y;NA;5;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0602;55485;Bervoetstraat;47;;;152379,707;211352,562;SDU;;1;0;0;1;Y;NA;3;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0616;1921159;Groenplaats;5;;;152243,605;212137,578;SDU;;0;1;0;1;Y;NA;3;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0611;2068442;Lombardenvest;51;;;152401,284;211951,514;MDU;;6;0;0;6;Y;NA;5;;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0602;55486;Bervoetstraat;49;;;152384,256;211353,406;MDU;;2;0;0;2;Y;NA;3;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0616;1921165;Groenplaats;6;;;152247,254;212143,4;MDU;;3;1;0;4;Y;NA;4;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0611;2068443;Lombardenvest;53;;;152405,272;211948,209;SDU;;0;1;0;1;Y;NA;5;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0602;55500;Begijnenstraat;85;;;152259,91;211369,829;SDU;;1;0;0;1;Y;NA;3;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0616;1921170;Groenplaats;7;;;152243,87;212149,821;MDU;;3;1;0;4;N;ORN;5;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0608;2068444;Lombardenvest;56;;;152387,175;211938,8;MDU;;3;1;0;4;Y;NA;4;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0602;55501;Begijnenstraat;31;;;152298,882;211498,802;MDU;;2;0;0;2;Y;NA;5;;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0616;1921177;Groenplaats;8;;;152245,403;212160,519;MDU;;12;1;0;13;Y;NA;7;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0611;2068445;Lombardenvest;63;;;152435,655;211963,688;MDU;;16;1;0;17;Y;NA;5;;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0602;55503;Begijnenstraat;1;;;152317,855;211553,254;SDU;;1;0;0;1;Y;NA;4;;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0616;1921194;Groenplaats;10;;;152246,09;212178,274;MDU;;2;1;0;3;N;MON;3;_ MON;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0611;2068446;Lombardenvest;65;;;152441,794;211965,63;SDU;;0;1;0;1;Y;NA;5;;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0602;55504;Vleminckveld;62;;;152472,719;211556,473;MDU;;4;0;0;4;Y;NA;4;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0616;1921200;Groenplaats;11;;;152245,287;212187,369;MDU;;10;1;0;11;Y;NA;6;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0608;2068447;Lombardenvest;76;;;152438,185;211932,63;MDU;;0;2;0;2;Y;NA;5;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0602;55505;Vleminckveld;68;;;152479,153;211541,533;SDU;;0;1;0;1;Y;NA;4;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0616;1921210;Groenplaats;13;;;152243,398;212198,956;SDU;;0;1;0;1;Y;NA;3;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0608;2068448;Lombardenvest;78;;;152443,617;211931,922;MDU;;8;1;0;9;Y;NA;5;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0616;1921214;Groenplaats;14;;;152242,074;212203,57;SDU;;0;1;0;1;Y;NA;3;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0622;1921232;Groenplaats;17;;;152260,379;212216,39;SDU;;0;1;0;1;N;ORN;3;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0607;3923483;Everdijstraat;3;;;152306,628;211874,007;MDU;;9;0;0;9;N;ORN;6;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0602;55508;Rosier;42;;;152467,719;211551,61;SDU;;1;0;0;1;Y;NA;3;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0622;1921239;Groenplaats;18;;;152265,807;212214,233;SDU;;0;1;0;1;N;ORN;4;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0602;55509;Rosier;32;;;152450;211539;SDU;;0;1;0;1;Y;NA;4;;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0622;1921243;Groenplaats;19;;;152270,22;212212,627;SDU;;0;1;0;1;N;MON;4;Review Required MON;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0612;3985734;Schoenmarkt;14;;;152450,545;212034,734;SDU;;0;1;0;1;N;MON;5;_ MON;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0602;55511;Maarschalk Gerardstraat;30;;;152405,647;211357,65;MDU;;2;1;0;3;Y;NA;4;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0622;1921248;Groenplaats;20;;;152273,505;212210,252;SDU;;0;1;0;1;N;MON;3;_ MON;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0604;4002765;Rosier;7;;;152347,65;211569,556;MDU;;2;0;0;2;Y;NA;0;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0602;55512;Maarschalk Gerardstraat;16;;;152447,785;211426,008;SDU;;0;1;0;1;Y;NA;3;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0622;1921250;Groenplaats;21;;;152288,46;212210,616;SDU;;0;1;0;1;N;MON;1;MON;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0621;4008183;Oude Koornmarkt;5;;;152155,087;212284,695;SDU;;0;1;0;1;N;MON;4;Review Required MON;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0602;55513;Maarschalk Gerardstraat;4;;;152477,376;211486,816;SDU;;0;1;0;1;N;ORN;3;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0622;1921257;Groenplaats;22;;;152293,901;212207,105;SDU;;0;1;0;1;N;NA;3;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0616;4008924;Groenplaats;12;;;152247,565;212194,733;SDU;;0;1;0;1;Y;NA;4;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0603;55514;Maarschalk Gerardstraat;3;;;152497,876;211461,013;MDU;;4;0;0;4;Y;NA;4;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0622;1921262;Groenplaats;23;;;152298,014;212204,875;SDU;;0;1;0;1;N;ORN;4;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0616;4011250;Oude Koornmarkt;63;;;152226,749;212147,76;SDU;;0;1;0;1;Y;NA;4;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0603;55515;Maarschalk Gerardstraat;17;;;152467,425;211410,997;MDU;;4;0;0;4;Y;NA;4;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0622;1921267;Groenplaats;25;;;152303,676;212206,288;SDU;;0;1;0;1;N;ORN;4;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0606;4015036;Kammenstraat;83;;;152315,324;211795,94;MDU;;4;1;0;5;Y;NA;5;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0616;56509;Groenplaats;15;;;152238,536;212208,257;SDU;;0;1;0;1;Y;NA;4;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0622;1921273;Groenplaats;26;;;152310,696;212206,936;MDU;;2;1;0;3;N;MON;5;_ MON;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0602;4016417;Begijnenstraat;5;;;152315,321;211545,583;SDU;;1;0;0;1;Y;NA;3;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0616;56510;Groenplaats;9;;;152242,104;212170,441;SDU;;0;1;0;1;N;MON;3;_ MON;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0622;4016456;Groenplaats;24;;;152299,193;212208,936;SDU;;0;1;0;1;N;ORN;4;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0616;56516;Papenstraatje;1;;;152228,485;212201,228;SDU;;0;1;0;1;Y;NA;3;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0614;1921307;Groenplaats;32;;;152344;212148;SDU;;0;1;0;1;N;IRREG;3;;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0613;56529;Oude Koornmarkt;75;;;152220,087;212104,956;SDU;;0;1;0;1;Y;NA;3;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0614;1921317;Groenplaats;33;;;152347,456;212115,885;MDU;;0;2;0;2;N;MON;4;_ MON;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0621;56530;Oude Koornmarkt;1;;;152149,513;212290,878;SDU;;0;1;0;1;Y;NA;4;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0621;1933750;Handschoenmarkt;4;;;152164,92;212284,732;SDU;;0;1;0;1;N;MON;3;Review Required MON;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0602;4043087;Maarschalk Gerardstraat;10;;;152462,171;211445,925;MDU;;1;1;0;2;Y;NA;3;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0620;56533;Oude Koornmarkt;39;;;152211,866;212213,601;SDU;;0;1;0;1;Y;NA;4;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0621;1933759;Handschoenmarkt;8;;;152172,869;212277,334;MDU;;1;1;0;2;N;MON;4;Review Required MON;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0602;4063591;Maarschalk Gerardstraat;22;;;152418,693;211385,593;SDU;;0;1;0;1;Y;NA;3;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0616;56535;Oude Koornmarkt;41;;;152217,07;212199,478;SDU;;0;1;0;1;Y;NA;0;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0621;1933772;Handschoenmarkt;10;;;152177,458;212272,842;SDU;;0;1;0;1;Y;NA;2;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0602;4184634;Begijnenstraat;39;;;152292,444;211480,24;SDU;;1;0;0;1;N;ORN;3;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0621;56538;Oude Koornmarkt;21;;;152187,481;212257,71;SDU;;0;1;0;1;N;MON;4;Review Required MON;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0621;1933777;Handschoenmarkt;12;;;152181,95;212268,505;SDU;;0;1;0;1;Y;NA;2;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0604;4190505;Bredestraat;29;;;152337,239;211602,981;SDU;;1;0;0;1;Y;NA;3;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0616;56540;Oude Koornmarkt;57;;;152230,058;212161,781;SDU;;0;1;0;1;Y;NA;4;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0621;1933787;Handschoenmarkt;14;;;152185,995;212263,531;SDU;;0;1;0;1;Y;NA;4;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0618;4257539;Sudermanstraat;18;;;152463,371;212188,009;MDU;;3;0;0;3;Y;NA;3;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0616;56541;Oude Koornmarkt;61;;;152226,952;212151,917;SDU;;0;1;0;1;N;MON;4;Review Required MON;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0607;1959758;Kammenstraat;25;;;152230,068;211957,085;MDU;;3;1;0;4;Y;NA;4;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0604;4259238;Vleminckveld;54;;;152454,089;211572,364;MDU;;4;0;0;4;Y;NA;4;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0620;56542;Jan Blomstraat;2;;;152198,788;212249,707;SDU;;0;1;0;1;Y;NA;4;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0607;1959759;Kammenstraat;29;;;152229,478;211950,413;MDU;;3;1;0;4;Y;NA;4;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0601;4504564;Bervoetstraat;32;;;152349,856;211337,355;MDU;;4;0;0;4;Y;NA;4;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0620;56543;Jan Blomstraat;8;;;152221,176;212219,039;SDU;;0;1;0;1;Y;NA;4;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0607;1959761;Kammenstraat;31;;;152233,572;211945,65;SDU;;1;0;0;1;Y;NA;3;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0601;4504567;Bervoetstraat;38;;;152375,15;211336,731;MDU;;6;0;0;6;Y;NA;3;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0612;59537;Schrijnwerkersstraat;1;;;152446,132;212028,261;SDU;;0;1;0;1;Y;NA;4;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0607;1959763;Kammenstraat;33;;;152236,279;211936,932;SDU;;0;1;0;1;Y;NA;3;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0601;4504570;Bervoetstraat;18;;;152304,91;211341,335;SDU;;1;0;0;1;Y;NA;5;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0612;59538;Schrijnwerkersstraat;25;;;152461,7;211961,459;SDU;;0;1;0;1;Y;NA;3;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0607;1959769;Kammenstraat;37;;;152239,024;211929,953;SDU;;0;1;0;1;Y;NA;4;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0601;4504598;Terninckstraat;9;;;152306,327;211298,802;MDU;;4;0;0;4;Y;NA;4;;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0612;59539;Schoenmarkt;22;;;152476,693;212047,328;SDU;;0;1;0;1;Y;NA;7;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0607;1959770;Kammenstraat;39;;;152241,592;211924,392;MDU;;1;1;0;2;Y;NA;3;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0601;4504600;Begijnenstraat;91;;;152257,786;211343,938;SDU;;1;0;0;1;Y;NA;2;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0612;59540;Schoenmarkt;14;A;;152457,005;212032,982;SDU;;0;1;0;1;N;ORN;4;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0607;1959771;Kammenstraat;41;;;152244,336;211918,545;SDU;;0;1;0;1;Y;NA;3;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0602;4504648;Begijnenstraat;33;;;152296,143;211491,268;SDU;;1;0;0;1;Y;NA;3;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0605;NB-20009302995;Vleminckveld;9;;;152371,96;211682,09;SDU;;0;1;0;1;N;ORN;1;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0612;59548;Wiegstraat;36;;;152465,157;211966,24;SDU;;0;1;0;1;Y;NA;3;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0607;1959773;Kammenstraat;43;;;152249,935;211909,453;MDU;;7;1;0;8;Y;NA;6;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0602;4504652;Begijnenstraat;49;;;152290;211463;SDU;;0;1;0;1;Y;NA;4;;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0612;59553;Wiegstraat;16;;;152484,474;212003,815;SDU;;0;1;0;1;N;MON;4;Review Required MON;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0607;1959775;Kammenstraat;45;;;152254,451;211900,063;SDU;;0;1;0;1;Y;NA;4;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0624;60040;Melkmarkt;13;;;152380,794;212296,92;MDU;;3;1;0;4;Y;NA;4;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0607;1959778;Kammenstraat;47;;;152258,755;211893,444;MDU;;12;2;0;14;Y;NA;4;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0602;4504657;Begijnenstraat;67;;;152270,869;211416,404;SDU;;1;0;0;1;Y;NA;2;_ BE;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0624;60041;Melkmarkt;31;;;152387,321;212228,919;SDU;;0;1;0;1;Y;NA;4;_;Y;BUILDING template
ANTWERPEN-WEST - FH06;BL0607;1959779;Kammenstraat;49;;;152262,181;211884,904;MDU;;1;1;0;2;Y;NA;4;_ BE;Y;BUILDING template
