OpdrachtID;Projectnummer;Straat;Huisnummer;Huisnummer Toevoeging;Postcode;Plaats;xPos;yPos;Opdrachtnummer;LAM MK;Opdrachttemplate;Adres
674058;MECHELEN - FH02;Koning Albertplein;8;;2800;Mechelen;157926,7;189751,65;NB-28008cda757;NB-28008cda757;BUILDING template;Koning Albertplein 8 2800 Mechelen
678946;MECHELEN - FH02;Onze-Lieve-Vrouwestraat;55;;2800;Mechelen;157700,92;190436,04;NB-280055969603;NB-280055969603;BUILDING template;Onze-Lieve-Vrouwestraat 55 2800 Mechelen
678949;MECHELEN - FH02;Moensstraat;19;;2800;Mechelen;157568,56;190383,56;NB-28001919ea67;NB-28001919ea67;BUILDING template;Moensstraat 19 2800 Mechelen
678952;MECHELEN - FH02;Milsenstraat;19;;2800;Mechelen;157521,35;190333,04;NB-2800196b4236;NB-2800196b4236;BUILDING template;Milsenstraat 19 2800 Mechelen
678955;MECHELEN - FH02;Tessestraat;4;;2800;Mechelen;157873,5;190242,44;NB-28004b56e99;NB-28004b56e99;BUILDING template;Tessestraat 4 2800 Mechelen
678958;MECHELEN - FH02;Faid'Herbestraat;3;A;2800;Mechelen;164339,2;202215,85;NB-28003Af375;NB-28003Af375;BUILDING template;Faid'Herbestraat 3 A 2800 Mechelen
678961;MECHELEN - FH02;Louizastraat;40;B;2800;Mechelen;157615,24;190134,69;NB-280040B7e46;NB-280040B7e46;BUILDING template;Louizastraat 40 B 2800 Mechelen
678964;MECHELEN - FH02;Van Benedenlaan;10;;2800;Mechelen;157391,9;190160,88;NB-280010ac0820;NB-280010ac0820;BUILDING template;Van Benedenlaan 10 2800 Mechelen
678967;MECHELEN - FH02;Van Benedenlaan;36;;2800;Mechelen;157396,9;190160,88;NB-280036021573;NB-280036021573;BUILDING template;Van Benedenlaan 36 2800 Mechelen
678970;MECHELEN - FH02;Leopoldstraat;77;B;2800;Mechelen;157813,09;189891,01;NB-280077Bae44;NB-280077Bae44;BUILDING template;Leopoldstraat 77 B 2800 Mechelen
678973;MECHELEN - FH02;Leopoldstraat;105;;2800;Mechelen;157732,29;189922,63;NB-2800105903a94;NB-2800105903a94;BUILDING template;Leopoldstraat 105 2800 Mechelen
678976;MECHELEN - FH02;Hendrik Consciencestraat;1;;2800;Mechelen;157980,81;189989,92;NB-28001cbbc49;NB-28001cbbc49;BUILDING template;Hendrik Consciencestraat 1 2800 Mechelen
678979;MECHELEN - FH02;Stationsstraat;101;;2800;Mechelen;158063,75;189823,35;NB-28001010c6c20;NB-28001010c6c20;BUILDING template;Stationsstraat 101 2800 Mechelen
678982;MECHELEN - FH02;Stationsstraat;104;;2800;Mechelen;158068,75;189823,35;NB-28001045c6776;NB-28001045c6776;BUILDING template;Stationsstraat 104 2800 Mechelen
678985;MECHELEN - FH02;Stationsstraat;106;;2800;Mechelen;158068,75;189823,35;NB-2800106a22f50;NB-2800106a22f50;BUILDING template;Stationsstraat 106 2800 Mechelen
678988;MECHELEN - FH02;Stationsstraat;108;;2800;Mechelen;158246,27;190038,98;NB-2800108f5a803;NB-2800108f5a803;BUILDING template;Stationsstraat 108 2800 Mechelen
678991;MECHELEN - FH02;Oude Brusselsestraat;52;;2800;Mechelen;157877,14;190087,85;NB-28005235d853;NB-28005235d853;BUILDING template;Oude Brusselsestraat 52 2800 Mechelen
595816;MECHELEN - FH02;Zoutwerf;8;A;2800;Mechelen;157671,0;190580,58;NB-28008A9a70;NB-28008A9a70;BUILDING template;Zoutwerf 8 A 2800 Mechelen
595820;MECHELEN - FH02;Zoutwerf;8;B;2800;Mechelen;157676,0;190580,58;NB-28008B5a33;NB-28008B5a33;BUILDING template;Zoutwerf 8 B 2800 Mechelen
