File SSV Action;File SSV Status;File SSV Error;Area Type;Area FID;Area Version;Area Name;Zoning FID;Zoning Version;Zoning Name;Zoning Id;Zoning Tech;BG Id;BG Version;BG Name;BG SSV Action;BG SSV Status;BG SSV Error;BG Building  SSV Action;BG Building SSV Status;BG Building SSV Error;Building FID;Building Version;LAM MK;LAM City Code;LAM Street Code;Street;Nr;Suffix;Zip;Municipality;Suburb;xPos;yPos;Name;Wall Mount;SS Reason;Number Floors;Height Cable;Orig VC Type;New VC Type;VC Method;Intro Tube;Prov Status;Prov Reason;Prov Planned;Prov Mod By;Prov Mod Date;Comments;SSV Flag;SSV Action;SSV Status;SSV Error;SSV Date;Seq;LU Key;LAM SK;Nature;Nr TPs;PBox;App;Block;Floor;OtherRef;CAD;CAD Details;CAD Type;CAD Type Descr;CAD SubType;Prov Status LU;Prov Reason LU;Prov Planned LU;Prov Mod Date LU;Prov Mod By LU;Comments LU;SSV Flag LU;SSV Action LU;SSV Status LU;SSV Error LU;SSV Date LU
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;427850;2,01912E+13;3030788;41630000;1620;Befferstraat;'34;';2800;Mechelen;;158034,156;190918,7678;;Y;NA;3;12;Unknown;Unknown;D - Facade Box;None;;;;IFH_BATCH;6/12/2019 11:01;;Y;;;;6/12/2019 10:50;5;11090916;;SU;1;';';';';';;;;;;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;427870;2,01912E+13;3030820;41630000;1640;Begijnenstraat;'4;';2800;Mechelen;;157662,5285;190896,6991;;N;GLASS;5;14;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:01;;Y;;;;6/12/2019 10:50;18;1581702;;LU;1;';';';';';Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;428291;2,01912E+13;3031543;41630000;3390;Borzestraat;'4;';2800;Mechelen;;157754,4165;190720,5525;;Y;NA;3;12;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:20;;Y;;;;6/12/2019 10:50;1;1581664;;BU;1;';';';';';Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;429091;2,01912E+13;3032966;41630000;6120;Frederik de Merodestraat;'31;';2800;Mechelen;;157855,0042;191028,2863;;Y;NA;3;10;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:26;;Y;;;;6/12/2019 10:50;2;11091276;;BU;1;';';';';';;;;;;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;429237;2,01912E+13;3033215;41630000;6329;Goswin de Stassartstraat;'10;';2800;Mechelen;;157812,836;191163,9479;;N;ORN;3;11;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:27;;Y;;;;6/12/2019 10:50;1;1558332;;LU;1;';';';';';Y;;HOUSE;WONING - MAISON;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;433357;2,01912E+13;3040438;41630000;18255;Leermarkt;'36;';2800;Mechelen;;157987,8605;190627,3249;;Y;NA;4;12;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:03;;Y;;;;6/12/2019 10:50;2;1579558;;LU;1;';';';';';Y;;HOUSE;WONING - MAISON;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;433365;2,01912E+13;3040449;41630000;18255;Leermarkt;'50;';2800;Mechelen;;157987,0792;190581,5936;;N;HEIGHT;5;15;Unknown;Unknown;X - Awaiting decision on B;None;;;;IFH_BATCH;6/12/2019 11:04;;Y;;;;6/12/2019 10:50;2;1586274;;LU;1;';';';';';Y;#A2/LV2/K17-S.OG26;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;436308;2,01912E+13;3046140;41630000;24390;Persoonshoek;'13;';2800;Mechelen;;157510,4239;190757,5781;;N;IRREG;3;12;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:07;;Y;;;;6/12/2019 10:50;38;11231949;;LU;1;';';';';';;;;;;;;;6/12/2019 11:53;SSV_IMPORT;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;437042;2,01912E+13;3047655;41630000;27507;Lange Schipstraat;'76;';2800;Mechelen;;157838,619;190409,1143;;N;IRREG;5;12;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:12;;Y;;;;6/12/2019 10:50;3;1592889;;LU;1;';';';';';Y;#A2/1.2/S2;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;437715;2,01912E+13;3049078;41630000;29614;Steenweg;'16;';2800;Mechelen;;157724,4224;190892,4217;;Y;NA;4;12;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:16;;Y;;;;6/12/2019 10:50;1;1565310;;LU;1;';';';';';Y;#A1/101/K1;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;439550;2,01912E+13;3052868;41630000;34834;Wollemarkt;'36;';2800;Mechelen;;157827,966;191093,0663;;Y;NA;4;18;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:21;;Y;;;;6/12/2019 10:50;1;1579556;;BU;1;';';';';';Y;;EDUC;ONDERWIJSGEBOUW - BATIMENT D' ENSEIGNEMENT;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;441132;2,01912E+13;3944097;41630000;18255;Leermarkt;'32;';2800;Mechelen;;157977,658;190632,6693;;Y;NA;4;12;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:03;;Y;;;;6/12/2019 10:50;3;11090953;;LU;1;';';';';';;;;;;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;444833;2,01912E+13;4736706;41630000;46014;Thaborstraat;'23;';2800;Mechelen;;157435,6575;190887,9421;;Y;NA;3;12;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:24;;Y;;;;6/12/2019 10:50;1;1571627;;LU;1;';';';';';Y;;HOUSE;WONING - MAISON;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;445776;2,01912E+13;4748677;41630000;1640;Begijnenstraat;'45;';2800;Mechelen;;157585,393;190747,8349;;Y;NA;3;10;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:03;;Y;;;;6/12/2019 10:50;1;1584011;;BU;1;';';';';';Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;6/12/2019 11:41;IFH_BATCH;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;446045;2,01912E+13;4751171;41630000;46014;Thaborstraat;'75;';2800;Mechelen;;157337,5345;190973,5238;;Y;NA;3;12;Unknown;Unknown;D - Facade Box;None;;;;IFH_BATCH;6/12/2019 11:24;;Y;;;;6/12/2019 10:50;3;11091255;;LU;1;';';';';';;;;;;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;450424;2,01912E+13;904293;41630000;27507;Lange Schipstraat;'58;';2800;Mechelen;;157818,6263;190455,8576;;Y;NA;4;12;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:11;;Y;;;;6/12/2019 10:50;1;1588212;;LU;1;';';';';';Y;#A.GV/KANTOOR;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;7092613;2,01912E+13;3055143;41630000;46014;Thaborstraat;'83;';2800;Mechelen - Malines;;157323,2165;190992,2551;;Y;NA;3;12;Unknown;Unknown;D - Facade Box;None;;;;IFH_BATCH;6/12/2019 11:24;;Y;;;;6/12/2019 10:50;2;10446785;;LU;1;';';';';';Y;;HOUSE;WONING - MAISON;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;7092642;2,01912E+13;903150;41630000;18255;Leermarkt;'42;';2800;Mechelen - Malines;;157987,321;190604,022;;N;IRREG;5;12;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:03;;Y;;;;6/12/2019 10:50;10;10449511;;LU;1;';';';';';Y;#A4/42-401/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;7092647;2,01912E+13;3030841;41630000;1640;Begijnenstraat;'39;';2800;Mechelen - Malines;;157602,4083;190779,1983;;N;IRREG;3;10;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:02;;Y;;;;6/12/2019 10:50;4;1580928;;LU;1;';';';';';Y;#A2/B2.11/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;7092653;2,01912E+13;3033502;41630000;6657;Dobbelhuizen;'48;';2800;Mechelen - Malines;;157294,6712;190975,8482;;N;IRREG;3;16;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:30;;Y;;;;6/12/2019 10:50;4;10448095;;LU;1;';';';';';Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;10472543;2,01912E+13;905711;41630000;24390;Persoonshoek;'6;';2800;Mechelen - Malines;;157470,3038;190796,3001;;Y;NA;3;10;Unknown;Unknown;D - Facade Box;None;;;;IFH_BATCH;6/12/2019 11:07;;Y;;;;6/12/2019 10:50;8;11051823;942551;LU;1;'101;'LU3;';'1;';Y;;HOUSE;;;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;11452629;2,01912E+13;3944173;41630000;27117;Schaalstraat;'31;';2800;Mechelen;;157837;190673;;N;IRREG;2;14;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:09;;Y;;;;6/12/2019 10:50;1;11090768;;LU;1;';';';';';;;;;;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;11452645;2,01912E+13;5776141;41630000;7427;Drabstraat;'6;'A;2800;Mechelen;;157551;190774;;N;ORN;3;9;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:30;;Y;;;;6/12/2019 10:50;5;11090779;;LU;1;';';';';';;;;;;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;11452647;2,01912E+13;6085254;41630000;11591;Hazestraat;'1;';2800;Mechelen;;157968;190509;;Y;NA;3;9;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 10:57;;Y;;;;6/12/2019 10:50;1;11090781;;LU;1;';';';';';;;;;;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;11452656;2,01912E+13;903465;41630000;27507;Lange Schipstraat;'60;';2800;Mechelen;;157835;190460;;Y;NA;4;12;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:13;;Y;;;;6/12/2019 10:50;4;11090788;;LU;1;';';';';';;;;;;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;21704273;2,01912E+13;4731164;41630000;1640;Begijnenstraat;'7;';2800;Mechelen;;157668;190877;;Y;NA;4;12;Unknown;Unknown;;None;;;;SSV_IMPORT;6/12/2019 10:50;;Y;;;;6/12/2019 10:50;1;11231723;;LU;1;';';';';';;;;;;;;;6/12/2019 10:50;SSV_IMPORT;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;21704278;2,01912E+13;5318115;41630000;1640;Begijnenstraat;'50;'A;2800;Mechelen;;157582;190788;;N;MON;3;;Unknown;Unknown;;None;;;;SSV_IMPORT;6/12/2019 10:50;;Y;;;;6/12/2019 10:50;4;11231728;;LU;1;';';';';';;;;;;;;;6/12/2019 10:50;SSV_IMPORT;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;427004;2,01912E+13;3029544;41630000;798;Arme-Clarenstraat;'15;';2800;Mechelen;;157437,979;191021,1188;;Y;NA;2;14;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:30;;Y;;;;6/12/2019 10:50;1;1564558;;LU;1;';';';';';Y;;HOUSE;WONING - MAISON;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;427841;2,01912E+13;3030770;41630000;1620;Befferstraat;'20;';2800;Mechelen;;157987,41;190899,2537;;Y;NA;3;15;Unknown;Unknown;D - Facade Box;None;;;;IFH_BATCH;6/12/2019 11:00;;Y;;;;6/12/2019 10:50;2;11090903;;LU;1;';';';';';;;;;;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;427852;2,01912E+13;3030790;41630000;1620;Befferstraat;'37;';2800;Mechelen;;158012,4363;190952,2919;;N;MON;3;10;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:01;;Y;;;;6/12/2019 10:50;1;1580022;;LU;1;';';';';';Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;6/12/2019 11:37;IFH_BATCH;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;428122;2,01912E+13;3031270;41630000;2692;Blauwhondstraat;'3;';2800;Mechelen;;157769,112;190777,049;;Y;NA;4;12;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:08;;Y;;;;6/12/2019 10:50;2;1575946;;LU;1;';';';';';Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;428338;2,01912E+13;3031632;41630000;3677;D‚sir‚ Boucherystraat;'10;';2800;Mechelen;;157947,0488;190797,1557;;N;IRREG;4;12;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:22;;Y;;;;6/12/2019 10:50;1;1558139;;LU;1;';';';';';Y;#A1/L;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;431752;2,01912E+13;3037642;41630000;13778;Ijzerenleen;'35;';2800;Mechelen;;157725,0765;190713,0403;;N;IRREG;4;20;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 10:59;;Y;;;;6/12/2019 10:50;1;1579100;;BU;1;';';';';';Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;431759;2,01912E+13;3037655;41630000;13778;Ijzerenleen;'46;';2800;Mechelen;;157672,1491;190710,0253;;N;IRREG;5;14;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 10:59;;Y;;;;6/12/2019 10:50;8;1584291;;LU;1;';';';';';Y;#A4/L/K5;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;436306;2,01912E+13;3046132;41630000;24390;Persoonshoek;'9;';2800;Mechelen;;157520,7444;190769,2849;;N;IRREG;3;10;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:07;;Y;;;;6/12/2019 10:50;19;1595321;;LU;1;';';';';';Y;#A1/B1.2/K.57;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;436869;2,01912E+13;3047277;41630000;27117;Schaalstraat;'21;';2800;Mechelen;;157806,7973;190677,4245;;Y;NA;3;15;Unknown;Unknown;D - Facade Box;None;;;;IFH_BATCH;6/12/2019 11:08;;Y;;;;6/12/2019 10:50;3;1570118;;LU;1;';';';';';Y;#A2;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;436993;2,01912E+13;3047556;41630000;27506;Korte Schipstraat;'6;';2800;Mechelen;;157886,678;190570,0634;;Y;NA;4;12;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:10;;Y;;;;6/12/2019 10:50;3;1589104;;LU;1;';';';';';Y;;HOUSE;WONING - MAISON;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;437006;2,01912E+13;3047586;41630000;27507;Lange Schipstraat;'6;';2800;Mechelen;;157670,883;190628,5635;;N;IRREG;4;14;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:10;;Y;;;;6/12/2019 10:50;4;11091020;;BU;1;';';';';';;;;;;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;437047;2,01912E+13;3047670;41630000;27507;Lange Schipstraat;'90;';2800;Mechelen;;157867,9445;190385,3195;;N;IRREG;4;12;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:12;;Y;;;;6/12/2019 10:50;6;11091082;;LU;1;';';';';';;;;;;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;437707;2,01912E+13;3049064;41630000;32764;Vleeshouwersstraat;'6;';2800;Mechelen;;157753,3075;190836,1552;;N;IRREG;3;;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:20;;Y;;;;6/12/2019 10:50;1;1557513;;BU;1;';';';';';Y;;CULT;CULTUREEL GEBOUW - BATIMENT CULTURELLE;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;438738;2,01912E+13;3051152;41630000;31633;Veemarkt;'15;';2800;Mechelen;;158061,3326;191001,3642;;N;ORN;3;12;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:19;;Y;;;;6/12/2019 10:50;1;1564463;;BU;1;';';';';';Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;438743;2,01912E+13;3051162;41630000;31633;Veemarkt;'21;';2800;Mechelen;;158073,3846;191007,9942;;Y;NA;3;11;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:19;;Y;;;;6/12/2019 10:50;1;1570248;;LU;1;';';';';';Y;;HOUSE;WONING - MAISON;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;441067;2,01912E+13;3943978;41630000;1640;Begijnenstraat;'43;'A;2800;Mechelen;;157589,6271;190759,7221;;N;IRREG;4;12;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:03;;Y;;;;6/12/2019 10:50;4;11094220;;LU;1;';';';';';;;;;;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;443248;2,01912E+13;4246718;41630000;44443;Lekkernijstraatje;'10;';2800;Mechelen;;157853,115;190485,1934;;Y;NA;3;10;Unknown;Unknown;D - Facade Box;None;;;;IFH_BATCH;6/12/2019 11:23;;Y;;;;6/12/2019 10:50;1;1558095;;LU;1;';';';';';Y;#A.1.2;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;450255;2,01912E+13;901185;41630000;6120;Frederik de Merodestraat;'32;';2800;Mechelen;;157955,3775;191119,1617;;Y;NA;4;12;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:26;;Y;;;;6/12/2019 10:50;1;1577569;;BU;1;';';';';';Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;450295;2,01912E+13;901603;41630000;29031;Sint-Janskerkhof;'5;';2800;Mechelen;;157835,6363;191174,7476;;Y;NA;4;12;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:13;;Y;;;;6/12/2019 10:50;1;1585729;;LU;1;';';';';';Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;450572;2,01912E+13;905653;41630000;24390;Persoonshoek;'7;';2800;Mechelen;;157500,6169;190787,3586;;N;IRREG;5;13;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:07;;Y;;;;6/12/2019 10:50;4;1591330;;LU;1;';';';';';Y;#A3.4/LOFT 7.3/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;450573;2,01912E+13;905655;41630000;13778;Ijzerenleen;'68;';2800;Mechelen;;157645,2301;190669,8797;;Y;NA;3;10;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:00;;Y;;;;6/12/2019 10:50;1;1591023;;BU;1;';';';';';Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;;;;Y;;;;6/12/2019 10:50
