File SSV Action;File SSV Status;File SSV Error;Area Type;Area FID;Area Version;Area Name;Zoning FID;Zoning Version;Zoning Name;Zoning Id;Zoning Tech;BG Id;BG Version;BG Name;BG SSV Action;BG SSV Status;BG SSV Error;BG Building  SSV Action;BG Building SSV Status;BG Building SSV Error;Building FID;Building Version;LAM MK;LAM City Code;LAM Street Code;Street;Nr;Suffix;Zip;Municipality;Suburb;xPos;yPos;Name;Wall Mount;SS Reason;Number Floors;Height Cable;Orig VC Type;New VC Type;VC Method;Intro Tube;Prov Status;Prov Reason;Prov Planned;Prov Mod By;Prov Mod Date;Comments;SSV Flag;SSV Action;SSV Status;SSV Error;SSV Date;Seq;LU Key;LAM SK;Nature;Nr TPs;PBox;App;Block;Floor;OtherRef;CAD;CAD Details;CAD Type;CAD Type Descr;CAD SubType;Prov Status LU;Prov Reason LU;Prov Planned LU;Prov Mod Date LU;Prov Mod By LU;Comments LU;SSV Flag LU;SSV Action LU;SSV Status LU;SSV Error LU;SSV Date LU
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;451883;2,01912E+13;929556;41630000;27774;Schoutetstraat;'1;';2800;Mechelen;;157767,1545;191160,0395;;N;IRREG;3;9;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:13;;Y;;;;6/12/2019 10:50;3;11091097;;SU;1;';';';';';;;;;;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;7092646;2,01912E+13;3030835;41630000;1640;Begijnenstraat;'29;';2800;Mechelen - Malines;;157635,4503;190816,5228;;Y;NA;4;12;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:03;;Y;;;;6/12/2019 10:50;12;10448999;;LU;1;';';';';';Y;#A3/L/K3;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;7092695;2,01912E+13;935331;41630000;44435;Stadsheimelijkheid;'1;';2800;Mechelen - Malines;;157542,9453;191127,7919;;N;IRREG;3;15;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:23;;Y;;;;6/12/2019 10:50;17;10449958;;BU;1;';';';';';Y;#A2/A.2.2/B9.10;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;11452507;2,01912E+13;901175;41630000;29040;Sint-Janstraat;'1;';2800;Mechelen;;157950;191168;;Y;NA;3;5;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:14;;Y;;;;6/12/2019 10:50;1;11090535;;LU;1;';';';';';;;;;;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;11452509;2,01912E+13;3048598;41630000;29067;Sint-Katelijnestraat;'6;';2800;Mechelen;;157647;191059;;N;IRREG;3;17;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:15;;Y;;;;6/12/2019 10:50;2;11090538;;LU;1;';';';';';;;;;;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;425685;2,01912E+13;1459413;41630000;1640;Begijnenstraat;'35;';2800;Mechelen;;157607,3991;190790,5188;;N;IRREG;4;10;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:02;;Y;;;;6/12/2019 10:50;5;1578894;;LU;1;';';';';';Y;#A2/A2.01/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;431738;2,01912E+13;3037620;41630000;13778;Ijzerenleen;'14;';2800;Mechelen;;157709,8889;190794,1955;;N;IRREG;4;12;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 10:58;;Y;;;;6/12/2019 10:50;2;1563284;;BU;1;';';';';';Y;#HA.GV/K;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;COMM;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;431750;2,01912E+13;3037639;41630000;13778;Ijzerenleen;'32;';2800;Mechelen;;157686,8653;190745,9356;;Y;NA;4;12;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 10:59;;Y;;;;6/12/2019 10:50;1;1577486;;LU;1;';';';';';Y;#A1;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;431764;2,01912E+13;3037669;41630000;13778;Ijzerenleen;'55;';2800;Mechelen;;157703,3155;190664,5007;;N;IRREG;4;18;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 10:59;;Y;;;;6/12/2019 10:50;2;1587598;;LU;1;';';';';';Y;#A2/KAVEL2/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;433367;2,01912E+13;3040451;41630000;18255;Leermarkt;'54;';2800;Mechelen;;157999,011;190568,3463;;Y;NA;3;10;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:03;;Y;;;;6/12/2019 10:50;1;1587381;;LU;1;';';';';';Y;;HOUSE;WONING - MAISON;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;436874;2,01912E+13;3047285;41630000;27117;Schaalstraat;'29;';2800;Mechelen;;157823,3435;190676,9165;;Y;NA;2;12;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:09;;Y;;;;6/12/2019 10:50;1;1575292;;LU;1;';';';';';Y;;HOUSE;WONING - MAISON;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;437513;2,01912E+13;3048605;41630000;29067;Sint-Katelijnestraat;'17;';2800;Mechelen;;157621,3402;191098,1411;;Y;NA;3;4;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:14;;Y;;;;6/12/2019 10:50;2;11091113;;LU;1;';';';';';;;;;;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;438753;2,01912E+13;3051180;41630000;31633;Veemarkt;'37;';2800;Mechelen;;158037,2243;191051,2999;;N;IRREG;4;16;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:19;;Y;;;;6/12/2019 10:50;2;1579924;;SU;1;';';';';';Y;#A2/K2;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;6/12/2019 12:36;IFH_BATCH;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;444512;2,01912E+13;4731524;41630000;27507;Lange Schipstraat;'63;';2800;Mechelen;;157864,5995;190441,7661;;Y;NA;4;12;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:12;;Y;;;;6/12/2019 10:50;2;1590190;;LU;1;';';';';';Y;;HOUSE;WONING - MAISON;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;450278;2,01912E+13;901423;41630000;1620;Befferstraat;'22;';2800;Mechelen;;157996,2415;190902,6712;;Y;NA;3;12;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:00;;Y;;;;6/12/2019 10:50;1;1571002;;BU;1;';';';';';Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;450287;2,01912E+13;901434;41630000;35089;Zakstraat;'13;';2800;Mechelen;;157996,8615;190856,4334;;N;IRREG;4;15;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:22;;Y;;;;6/12/2019 10:50;2;1562033;;LU;1;';';';';';Y;#A1/M/B;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;450449;2,01912E+13;904910;41630000;9632;Geitestraat;'20;';2800;Mechelen;;157807,956;190764,6343;;Y;NA;3;18;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:31;;Y;;;;6/12/2019 10:50;1;1569629;;BU;1;';';';';';Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;450451;2,01912E+13;904913;41630000;2692;Blauwhondstraat;'21;';2800;Mechelen;;157797,723;190753,5378;;Y;NA;2;10;Unknown;Unknown;D - Facade Box;None;;;;IFH_BATCH;6/12/2019 11:08;;Y;;;;6/12/2019 10:50;3;11231955;;LU;1;';';';';';;;;;;;;;6/12/2019 11:54;SSV_IMPORT;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;450459;2,01912E+13;904924;41630000;13778;Ijzerenleen;'13;';2800;Mechelen;;157750,673;190766,6253;;Y;NA;4;15;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 10:58;;Y;;;;6/12/2019 10:50;2;1562222;;SU;1;';';';';';Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;6/12/2019 11:33;IFH_BATCH;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;450521;2,01912E+13;905314;41630000;35089;Zakstraat;'23;';2800;Mechelen;;158019,0156;190860,3895;;N;IRREG;4;15;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:22;;Y;;;;6/12/2019 10:50;1;1571576;;LU;1;';';';';';Y;;HOUSE;WONING - MAISON;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;450576;2,01912E+13;905658;41630000;32627;Vismarkt;'18;';2800;Mechelen;;157566,0906;190730,7026;;Y;NA;3;12;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:19;;Y;;;;6/12/2019 10:50;1;1567187;;SU;1;';';';';';Y;;HOUSE;WONING - MAISON;NA;;;;6/12/2019 12:37;IFH_BATCH;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;450590;2,01912E+13;905716;41630000;30487;Tichelrij;'1;';2800;Mechelen;;157455,0075;190804,3564;;N;MON;4;12;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:17;;Y;;;;6/12/2019 10:50;3;11091146;;LU;1;';';';';';;;;;;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;7092651;2,01912E+13;3033486;41630000;6657;Dobbelhuizen;'26;';2800;Mechelen - Malines;;157335,2735;190933,6667;;Y;NA;2;15;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:30;;Y;;;;6/12/2019 10:50;2;10446783;;SU;1;';';';';';Y;;HOUSE;WONING - MAISON;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;7092670;2,01912E+13;3051139;41630000;31633;Veemarkt;'1;';2800;Mechelen - Malines;;158030,8336;190967,9887;;N;ORN;5;15;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:19;;Y;;;;6/12/2019 10:50;5;10449434;;BU;1;';';';';';Y;#HA.GV.1/K;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;COMM;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;7092683;2,01912E+13;901620;41630000;29040;Sint-Janstraat;'6;';2800;Mechelen - Malines;;157917,8199;191194,2964;;N;GLASS;3;8;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:14;;Y;;;;6/12/2019 10:50;4;1588628;;LU;1;';';';';';Y;#A.GV/A.0.2/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;11452592;2,01912E+13;929597;41630000;5972;Kanunnik De Deckerstraat;'19;';2800;Mechelen;;157665;191262;;N;MON;4;;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:25;;Y;;;;6/12/2019 10:50;2;11090696;;SU;1;';';';';';;;;;;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;11452595;2,01912E+13;3032946;41630000;6120;Frederik de Merodestraat;'12;';2800;Mechelen;;157852,316;190974,514;;N;IRREG;3;;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:27;;Y;;;;6/12/2019 10:50;1;11090706;;BU;1;';';';';';;;;;;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;21704316;2,01912E+13;904909;41630000;9632;Geitestraat;'18;';2800;Mechelen;;157802;190773;;Y;NA;3;10;Unknown;Unknown;;None;;;;SSV_IMPORT;6/12/2019 10:51;;Y;;;;6/12/2019 10:50;1;11231755;;BU;1;';';';';';;;;;;;;;6/12/2019 10:51;SSV_IMPORT;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;427839;2,01912E+13;3030765;41630000;1620;Befferstraat;'15;';2800;Mechelen;;157939,6909;190917,8602;;N;ORN;4;15;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:00;;Y;;;;6/12/2019 10:50;1;1564462;;LU;1;';';';';';Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;6/12/2019 11:36;IFH_BATCH;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;427872;2,01912E+13;3030824;41630000;1640;Begijnenstraat;'10;';2800;Mechelen;;157656,3679;190886,0657;;Y;NA;4;12;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:02;;Y;;;;6/12/2019 10:50;1;1558420;;LU;1;';';';';';Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;429365;2,01912E+13;3033479;41630000;6657;Dobbelhuizen;'17;';2800;Mechelen;;157296,4434;190906,7274;;N;IRREG;4;21;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:29;;Y;;;;6/12/2019 10:50;1;1566135;;LU;1;';';';';';Y;#A.GV.TV/AO/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;434548;2,01912E+13;3042701;41630000;19912;Grote Markt;'36;';2800;Mechelen;;157791,9575;190848,7436;;Y;NA;4;12;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:05;;Y;;;;6/12/2019 10:50;1;1579568;;BU;1;';';';';';Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;435793;2,01912E+13;3045175;41630000;23024;Onder-den-Toren;'9;';2800;Mechelen;;157651,344;190933,6012;;Y;NA;2;18;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:07;;Y;;;;6/12/2019 10:50;1;1595613;;BU;1;';';';';';Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;436867;2,01912E+13;3047275;41630000;27117;Schaalstraat;'16;';2800;Mechelen;;157745,6355;190688,9953;;Y;NA;3;18;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:08;;Y;;;;6/12/2019 10:50;1;1565481;;LU;1;';';';';';Y;;HOUSE;WONING - MAISON;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;437531;2,01912E+13;3048643;41630000;29067;Sint-Katelijnestraat;'56;';2800;Mechelen;;157552,0905;191199,8259;;Y;NA;4;13;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:15;;Y;;;;6/12/2019 10:50;1;1587867;;LU;1;';';';';';Y;;HOUSE;WONING - MAISON;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;437717;2,01912E+13;3049081;41630000;29614;Steenweg;'20;';2800;Mechelen;;157729,5995;190885,8673;;Y;NA;4;12;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:16;;Y;;;;6/12/2019 10:50;1;1569658;;BU;1;';';';';';Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;444569;2,01912E+13;4732814;41630000;5972;Kanunnik De Deckerstraat;'13;';2800;Mechelen;;157742,8015;191285,8357;;Y;NA;3;10;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:25;;Y;;;;6/12/2019 10:50;1;1562180;;LU;1;';';';';';Y;;HOUSE;WONING - MAISON;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;445089;2,01912E+13;4740627;41630000;29067;Sint-Katelijnestraat;'7;';2800;Mechelen;;157519,0785;191152,3808;;Y;NA;3;16;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:14;;Y;;;;6/12/2019 10:50;1;1591457;;BU;1;';';';';';Y;;HOUSE;WONING - MAISON;NA;;;;6/12/2019 12:11;IFH_BATCH;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;445230;2,01912E+13;4741885;41630000;27117;Schaalstraat;'37;';2800;Mechelen;;157835,805;190675,9232;;N;IRREG;2;13;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:09;;Y;;;;6/12/2019 10:50;1;1580034;;BU;1;';';';';';Y;;HOUSE;WONING - MAISON;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;445473;2,01912E+13;4744471;41630000;35089;Zakstraat;'3;';2800;Mechelen;;157969,2297;190851,3818;;N;GLASS;3;12;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:22;;Y;;;;6/12/2019 10:50;1;1575918;;BU;1;';';';';';Y;;OFFICE;KANTOORGEBOUW - BATIMENT DE BUREAU;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;445615;2,01912E+13;4746678;41630000;27524;Schoenmarkt;'4;';2800;Mechelen;;157780,2685;190838,5129;;N;IRREG;4;16;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:13;;Y;;;;6/12/2019 10:50;1;1581661;;BU;1;';';';';';Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;446064;2,01912E+13;4751397;41630000;11591;Hazestraat;'8;';2800;Mechelen;;157968,5845;190496,5259;;Y;NA;3;10;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 10:57;;Y;;;;6/12/2019 10:50;1;1593795;;LU;1;';';';';';Y;;HOUSE;WONING - MAISON;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;450258;2,01912E+13;901188;41630000;6120;Frederik de Merodestraat;'61;';2800;Mechelen;;157952,6845;191164,6662;;Y;NA;3;10;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:27;;Y;;;;6/12/2019 10:50;1;1589820;;LU;1;';';';';';Y;;HOUSE;WONING - MAISON;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;450283;2,01912E+13;901429;41630000;1620;Befferstraat;'25;';2800;Mechelen;;157978,066;190931,4418;;N;GLASS;5;15;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:00;;Y;;;;6/12/2019 10:50;1;1572721;;BU;1;';';';';';Y;;OFFICE;KANTOORGEBOUW - BATIMENT DE BUREAU;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;450495;2,01912E+13;905279;41630000;23024;Onder-den-Toren;'8;'A;2800;Mechelen;;157660,2985;190929,7034;;Y;NA;3;12;Unknown;Unknown;D - Facade Box;None;;;;IFH_BATCH;6/12/2019 11:07;;Y;;;;6/12/2019 10:50;4;11091002;;LU;1;';';';';';;;;;;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;451882;2,01912E+13;929555;41630000;191;A.B.-straat;'1;';2800;Mechelen;;157607,6385;191123,2011;;Y;NA;3;14;Unknown;Unknown;D - Facade Box;None;;;;IFH_BATCH;6/12/2019 11:04;;Y;;;;6/12/2019 10:50;1;1557412;;LU;1;';';';';';Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;6/12/2019 11:45;IFH_BATCH;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;7092623;2,01912E+13;4971562;41630000;44435;Stadsheimelijkheid;'3;';2800;Mechelen - Malines;;157508,0667;191161,5115;;N;IRREG;4;16;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:23;;Y;;;;6/12/2019 10:50;11;10449645;;LU;1;';';';';';Y;#BL.C-A2/C9/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;NA;;;;;;;Y;;;;6/12/2019 10:50
;;;Zoning;6833207;2,01911E+13;W03-D-Mechelen-FH01;6833207;2,01911E+13;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;7092632;2,01912E+13;5603003;41630000;31633;Veemarkt;'1;'A;2800;Mechelen - Malines;;158027,4579;190966,1321;;N;ORN;5;15;Unknown;Unknown;;None;;;;IFH_BATCH;6/12/2019 11:19;;Y;;;;6/12/2019 10:50;2;11096956;;LU;1;';';';';';;;;;;;;;;;;Y;;;;6/12/2019 10:50
