OpdrachtID;Projectnummer;Straat;Huisnummer;Huisnummer Toevoeging;Postcode;Plaats;xPos;yPos;Opdrachtnummer;LAM MK;Opdrachttemplate;Adres
617250;KNOKKE-HEIST - FH04;Zeedijk-Knokke;659;;8300;Knokke-Heist;74766,52;227613,45;NB-830065996b686;NB-830065996b686;BUILDING template;Zeedijk-Knokke 659 8300 Knokke-Heist
617280;KNOKKE-HEIST - FH04;Kustlaan;299;;8300;Knokke-Heist;75861,0;227866,0;NB-8300299837516;NB-8300299837516;BUILDING template;Kustlaan 299 8300 Knokke-Heist
617288;KNOKKE-HEIST - FH04;Kustlaan;297;;8300;Knokke-Heist;75854,0;227866,0;NB-8300297cb8d17;NB-8300297cb8d17;BUILDING template;Kustlaan 297 8300 Knokke-Heist
617339;KNOKKE-HEIST - FH04;Zeedijk-Knokke;664;;8300;Knokke-Heist;74973,0;227670,0;NB-8300664da5455;NB-8300664da5455;BUILDING template;Zeedijk-Knokke 664 8300 Knokke-Heist
617112;KNOKKE-HEIST - FH04;Duindistelstraat;10;;8300;Knokke-Heist;75259,95;227716,13;NB-8300108be948;NB-8300108be948;BUILDING template;Duindistelstraat 10 8300 Knokke-Heist
617114;KNOKKE-HEIST - FH04;Duindistelstraat;8;;8300;Knokke-Heist;75264,95;227716,13;NB-830082b4749;NB-830082b4749;BUILDING template;Duindistelstraat 8 8300 Knokke-Heist
617116;KNOKKE-HEIST - FH04;Antoine Breartstraat;13;B;8300;Knokke-Heist;75316,3;227748,01;NB-830013B4667;NB-830013B4667;BUILDING template;Antoine Breartstraat 13 B 8300 Knokke-Heist
617372;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;798;;8300;Knokke-Heist;77041,18;228304,24;NB-8300798fb1c52;NB-8300798fb1c52;BUILDING template;Zeedijk-Het Zoute 798 8300 Knokke-Heist
617122;KNOKKE-HEIST - FH04;Kustlaan;235;;8300;Knokke-Heist;75916,85;227866,83;NB-83002358e2701;NB-83002358e2701;BUILDING template;Kustlaan 235 8300 Knokke-Heist
617124;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;729;;8300;Knokke-Heist;75341,0;227779,0;NB-8300729705092;NB-8300729705092;BUILDING template;Zeedijk-Het Zoute 729 8300 Knokke-Heist
617393;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;806;;8300;Knokke-Heist;77046,18;228304,24;NB-830080680eb62;NB-830080680eb62;BUILDING template;Zeedijk-Het Zoute 806 8300 Knokke-Heist
617138;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;734;;8300;Knokke-Heist;77046,18;228304,24;NB-83007342d6850;NB-83007342d6850;BUILDING template;Zeedijk-Het Zoute 734 8300 Knokke-Heist
617140;KNOKKE-HEIST - FH04;Kustlaan;219;;8300;Knokke-Heist;75670,0;227796,0;NB-8300219b2f099;NB-8300219b2f099;BUILDING template;Kustlaan 219 8300 Knokke-Heist
626112;KNOKKE-HEIST - FH04;De Wielingen;17;;8300;Knokke-Heist;75935,0;227970,0;NB-83001773a739;NB-83001773a739;BUILDING template;De Wielingen 17 8300 Knokke-Heist
626116;KNOKKE-HEIST - FH04;Kustlaan;349;;8300;Knokke-Heist;75964,05;227906,05;NB-8300349a07547;NB-8300349a07547;BUILDING template;Kustlaan 349 8300 Knokke-Heist
626118;KNOKKE-HEIST - FH04;Kustlaan;347;;8300;Knokke-Heist;75969,05;227906,05;NB-8300347222263;NB-8300347222263;BUILDING template;Kustlaan 347 8300 Knokke-Heist
617176;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;753;;8300;Knokke-Heist;75535,0;227809,0;NB-8300753ff1373;NB-8300753ff1373;BUILDING template;Zeedijk-Het Zoute 753 8300 Knokke-Heist
617178;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;758;;8300;Knokke-Heist;77046,18;228304,24;NB-83007586fb030;NB-83007586fb030;BUILDING template;Zeedijk-Het Zoute 758 8300 Knokke-Heist
622811;KNOKKE-HEIST - FH04;Kustlaan;21;;8300;Knokke-Heist;75658,0;227792,0;NB-830021ed6f19;NB-830021ed6f19;BUILDING template;Kustlaan 21 8300 Knokke-Heist
617180;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;759;;8300;Knokke-Heist;75574,0;227821,0;NB-8300759c00d90;NB-8300759c00d90;BUILDING template;Zeedijk-Het Zoute 759 8300 Knokke-Heist
617183;KNOKKE-HEIST - FH04;Kustlaan;147;A;8300;Knokke-Heist;75540,0;227746,0;NB-8300147A5747;NB-8300147A5747;BUILDING template;Kustlaan 147 A 8300 Knokke-Heist
617210;KNOKKE-HEIST - FH04;Kustlaan;269;;8300;Knokke-Heist;75766,0;227833,0;NB-83002695d0c44;NB-83002695d0c44;BUILDING template;Kustlaan 269 8300 Knokke-Heist
