Projectnummer;Straat;Huisnummer;Huisnummer Toevoeging;Postcode;Plaats;xPos;yPos;Opdrachtnummer;LAM MK;Opdrachttemplate
KNOKKE-HEIST - FH04;Zeedijk-Knokke;652;;8300;Knokke-Heist;74852;227631;5579394;5579394;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;29;;8300;Knokke-Heist;75091,54569;227624,1731;2762292;2762292;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Knokke;671;;8300;Knokke-Heist;75008;227681;5579395;5579395;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;31;;8300;Knokke-Heist;75097,54566;227626,1731;2762294;2762294;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Knokke;677;;8300;Knokke-Heist;75045;227692;5579396;5579396;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;35;;8300;Knokke-Heist;75105,54563;227629,1732;2762299;2762299;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Knokke;679;;8300;Knokke-Heist;75064;227698;5579397;5579397;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;37;;8300;Knokke-Heist;75106;227630;2762300;2762300;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Knokke;681;;8300;Knokke-Heist;75074;227701;5579398;5579398;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;45;;8300;Knokke-Heist;75165,17;227658,5;2762308;2762308;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;27;;8300;Knokke-Heist;75084,54571;227622,173;5579419;5579419;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;47;;8300;Knokke-Heist;75168;227649;2762309;2762309;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;41;;8300;Knokke-Heist;75116;227633;5579420;5579420;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;49;;8300;Knokke-Heist;75168;227649;2762312;2762312;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;65;;8300;Knokke-Heist;75260;227688;5579422;5579422;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;51;;8300;Knokke-Heist;75180,3;227656,9;2762313;2762313;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;101;;8300;Knokke-Heist;75354,54454;227725,175;5579428;5579428;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;59;;8300;Knokke-Heist;75229,54512;227673,1741;2762318;2762318;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;129;;8300;Knokke-Heist;75432;227720;5579430;5579430;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;67;;8300;Knokke-Heist;75267,54495;227688,1744;2762329;2762329;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;137;;8300;Knokke-Heist;75447;227721;5579432;5579432;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;71;;8300;Knokke-Heist;75275,5449;227693,1744;2762333;2762333;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;145;;8300;Knokke-Heist;75524,5442;227740,1763;5579434;5579434;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;73;;8300;Knokke-Heist;75276;227694;2762335;2762335;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;149;;8300;Knokke-Heist;75540;227746;5579435;5579435;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;75;;8300;Knokke-Heist;75283,34482;227701,4245;2762336;2762336;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;173;;8300;Knokke-Heist;75572,79388;227772,4567;5579436;5579436;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;77;;8300;Knokke-Heist;75290;227700;2762339;2762339;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;183;;8300;Knokke-Heist;75593;227767;5579437;5579437;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;79;;8300;Knokke-Heist;75290;227700;2762341;2762341;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;189;;8300;Knokke-Heist;75622;227778;5579438;5579438;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;81;;8300;Knokke-Heist;75299,54479;227703,1746;2762343;2762343;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;241;;8300;Knokke-Heist;75717,34333;227817,9878;5579442;5579442;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;83;;8300;Knokke-Heist;75305,54476;227706,1746;2762344;2762344;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;311;;8300;Knokke-Heist;75902;227883;5579446;5579446;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;87;;8300;Knokke-Heist;75315,54472;227709,1747;2762347;2762347;BUILDING template
KNOKKE-HEIST - FH04;Lichttorenplein;12;;8300;Knokke-Heist;74900,43;227605,55;5579464;5579464;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;89;;8300;Knokke-Heist;75318,54471;227710,1747;2762349;2762349;BUILDING template
KNOKKE-HEIST - FH04;Lichttorenplein;20;;8300;Knokke-Heist;74891,2;227631,15;5579466;5579466;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;91;;8300;Knokke-Heist;75322,5447;227710,1748;2762351;2762351;BUILDING template
KNOKKE-HEIST - FH04;Marie-Josestraat;1;;8300;Knokke-Heist;75034,88;227685,67;5579489;5579489;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;93;;8300;Knokke-Heist;75327,54469;227711,1748;2762354;2762354;BUILDING template
KNOKKE-HEIST - FH04;Marie-Josestraat;19;;8300;Knokke-Heist;75058,15;227613,25;5579490;5579490;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;103;;8300;Knokke-Heist;75363,54454;227723,1751;2762363;2762363;BUILDING template
KNOKKE-HEIST - FH04;Swolfsstraat;3;;8300;Knokke-Heist;75123;227696;5579559;5579559;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;105;;8300;Knokke-Heist;75366,57;227730,07;2762365;2762365;BUILDING template
KNOKKE-HEIST - FH04;Swolfsstraat;8;;8300;Knokke-Heist;75107,54526;227675,1731;5579560;5579560;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;107;;8300;Knokke-Heist;75374,54455;227721,1752;2762366;2762366;BUILDING template
KNOKKE-HEIST - FH04;Swolfsstraat;16;;8300;Knokke-Heist;75116,99556;227635,3632;5579561;5579561;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;113;;8300;Knokke-Heist;75384;227721;2762369;2762369;BUILDING template
KNOKKE-HEIST - FH04;Zeewindstraat;1;;8300;Knokke-Heist;75783,54266;227891,1782;5579580;5579580;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;115;;8300;Knokke-Heist;75393,54454;227719,1753;2762370;2762370;BUILDING template
KNOKKE-HEIST - FH04;Zeewindstraat;12;;8300;Knokke-Heist;75775;227851;5579581;5579581;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;117;;8300;Knokke-Heist;75401;227718;2762372;2762372;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;707;;8300;Knokke-Heist;75234;227753;5579585;5579585;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;119;;8300;Knokke-Heist;75401,54453;227719,1754;2762373;2762373;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;720;;8300;Knokke-Heist;75315;227777;5579586;5579586;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;121;;8300;Knokke-Heist;75409,54452;227718,1754;2762376;2762376;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;738;;8300;Knokke-Heist;75390,41415;227769,1652;5579587;5579587;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;133;;8300;Knokke-Heist;75447;227721;2762391;2762391;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;740;;8300;Knokke-Heist;75402;227785;5579588;5579588;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;135;;8300;Knokke-Heist;75447;227721;2762395;2762395;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;779;;8300;Knokke-Heist;75694;227865;5579590;5579590;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;151;;8300;Knokke-Heist;75547,54411;227748,1765;2762409;2762409;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;791;;8300;Knokke-Heist;75753;227891;5579591;5579591;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;153;;8300;Knokke-Heist;75548;227749;2762410;2762410;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;747;;8300;Knokke-Heist;75442;227785;5777380;5777380;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;155;;8300;Knokke-Heist;75548;227749;2762413;2762413;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;793;;8300;Knokke-Heist;75787;227905;5801592;5801592;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;157;;8300;Knokke-Heist;75552,68;227757,06;2762416;2762416;BUILDING template
KNOKKE-HEIST - FH04;Ebbestraat;13;;8300;Knokke-Heist;75840,87;227918,55;5830672;5830672;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;159;;8300;Knokke-Heist;75554;227752;2762421;2762421;BUILDING template
KNOKKE-HEIST - FH04;Lichttorenplein;9;;8300;Knokke-Heist;74966,0958;227630,7921;5831022;5831022;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;161;;8300;Knokke-Heist;75560,54405;227753,1766;2762425;2762425;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;757;B;8300;Knokke-Heist;75566,54353;227818,1766;5905413;5905413;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;163;;8300;Knokke-Heist;75561;227754;2762426;2762426;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;808;;8300;Knokke-Heist;75869,54217;227939,1788;5905414;5905414;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;165;;8300;Knokke-Heist;75565,54402;227756,1766;2762427;2762427;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;809;;8300;Knokke-Heist;75869,54217;227939,1788;5905415;5905415;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;167;;8300;Knokke-Heist;75566;227757;2762429;2762429;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;794;;8300;Knokke-Heist;75787;227905;5911098;5911098;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;171;;8300;Knokke-Heist;75567,63392;227768,8566;2762431;2762431;BUILDING template
KNOKKE-HEIST - FH04;Antoine Breartstraat;4;;8300;Knokke-Heist;75345;227730;5935147;5935147;BUILDING template
KNOKKE-HEIST - FH04;Zeewindstraat;16;;8300;Knokke-Heist;75777,54304;227844,1782;12860;12860;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;175;;8300;Knokke-Heist;75582,54395;227762,1768;2762436;2762436;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;749;;8300;Knokke-Heist;75443;227784;6044454;6044454;BUILDING template
KNOKKE-HEIST - FH04;Golvenstraat;19;;8300;Knokke-Heist;75613,18;227778,98;12872;12872;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;177;;8300;Knokke-Heist;75583;227763;2762438;2762438;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Knokke;697;B;8300;Knokke-Heist;75149;227719;6058388;6058388;BUILDING template
KNOKKE-HEIST - FH04;Lichttorenplein;6;;8300;Knokke-Heist;74880,24641;227568,2815;13044;13044;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;179;;8300;Knokke-Heist;75587,54393;227764,1768;2762440;2762440;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Knokke;697;A;8300;Knokke-Heist;75149;227719;6058392;6058392;BUILDING template
KNOKKE-HEIST - FH04;Albertplein;15;;8300;Knokke-Heist;75510,81;227778,6;320854;320854;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;193;;8300;Knokke-Heist;75633,54372;227782,1771;2762459;2762459;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;341;;8300;Knokke-Heist;75958;227903;6089756;6089756;BUILDING template
KNOKKE-HEIST - FH04;Albertplein;19;;8300;Knokke-Heist;75514,54413;227750,1762;320855;320855;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;195;;8300;Knokke-Heist;75634;227783;2762464;2762464;BUILDING template
KNOKKE-HEIST - FH04;Duindistelstraat;2;A;8300;Knokke-Heist;75257;227738;6326403;6326403;BUILDING template
KNOKKE-HEIST - FH04;Albertplein;18;;8300;Knokke-Heist;75513,54407;227758,1762;320856;320856;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;197;;8300;Knokke-Heist;75637,2;227789,69;2762470;2762470;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;309;;8300;Knokke-Heist;75894;227881;6401164;6401164;BUILDING template
KNOKKE-HEIST - FH04;Albertplein;16;;8300;Knokke-Heist;75512,544;227767,1762;320857;320857;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;199;;8300;Knokke-Heist;75640;227785;2762473;2762473;BUILDING template
KNOKKE-HEIST - FH04;Zeedijk-Knokke;697;C;8300;Knokke-Heist;75149;227719;6417469;6417469;BUILDING template
KNOKKE-HEIST - FH04;Golvenstraat;6;;8300;Knokke-Heist;75590,54375;227786,1768;320858;320858;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;201;;8300;Knokke-Heist;75643,54368;227786,1772;2762474;2762474;BUILDING template
KNOKKE-HEIST - FH04;Golvenstraat;6;A;8300;Knokke-Heist;75591;227787;6420952;6420952;BUILDING template
KNOKKE-HEIST - FH04;Golvenstraat;2;;8300;Knokke-Heist;75582,96356;227810,9467;320859;320859;BUILDING template
KNOKKE-HEIST - FH04;Kustlaan;205;;8300;Knokke-Heist;75644;227787;2762476;2762476;BUILDING template
KNOKKE-HEIST - FH04;Lichttorenplein;6;B;8300;Knokke-Heist;74880;227569;6425283;6425283;BUILDING template
