Projectnummer;LAM MK;Building FID;SSV Date;BUILDING KEY;Blok;LU KEY;VCA;M1;M2A;M2B;M3A;M3B;M4A;M4B;M5A;M5B;M5C;M6A;M6B;M6C;B1 construction start;B2 construction end;Opdrachttemplate
EVERE - FH02;718103;;;718103;;2587468;OK;2019-10-07;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718103;;;718103;;2587469;OK;2019-10-07;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718103;;;718103;;2587470;OK;2019-10-07;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718103;;;718103;;2587471;OK;2019-10-07;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718103;;;718103;;2587472;OK;2019-10-07;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718103;;;718103;;2587473;OK;2019-10-07;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718103;;;718103;;2587474;OK;2019-10-07;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718103;;;718103;;2587475;OK;2019-10-07;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718103;;;718103;;2587476;OK;2019-10-07;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718103;;;718103;;2587477;OK;2019-10-07;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718103;;;718103;;2587478;OK;2019-10-07;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718103;;;718103;;2587479;OK;2019-10-07;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718103;;;718103;;2587480;OK;2019-10-07;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718103;;;718103;;2587481;OK;2019-10-07;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718103;;;718103;;2587482;OK;2019-10-07;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718103;;;718103;;2587483;OK;2019-10-07;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718103;;;718103;;2587484;OK;2019-10-07;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718103;;;718103;;2587485;OK;2019-10-07;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718103;;;718103;;11155627;OK;2019-10-07;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718103;;;718103;;11155628;OK;2019-10-07;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718103;;;718103;;11155629;OK;2019-10-07;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718103;;;718103;;11155630;OK;2019-10-07;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718103;;;718103;;11155631;OK;2019-10-07;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718103;;;718103;;11155632;OK;2019-10-07;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718103;;;718103;;11155633;OK;2019-10-07;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718103;;;718103;;11155634;OK;2019-10-07;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718103;;;718103;;11155635;OK;2019-10-07;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718103;;;718103;;11155636;OK;2019-10-07;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572201;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572202;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572203;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572204;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572205;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572206;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572208;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572210;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572211;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572212;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572213;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572214;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572215;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572216;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572217;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572218;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572219;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572220;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572221;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572222;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572223;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572224;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572225;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572226;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572227;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572228;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572229;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572230;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572231;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572232;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572233;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572234;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572235;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572236;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572237;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572238;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572239;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572240;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572241;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572242;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572243;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572244;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
EVERE - FH02;718106;;;718106;;2572245;OK;2019-10-08;;;;;;;;;;;;;2019-09-15;2020-09-30;(L/B/S)U template
