Projectnummer;LAM MK;Building FID;SSV Date;BUILDING KEY;Blok;LU KEY;VCA;M1;M2A;M2B;M3A;M3B;M4A;M4B;M5A;M5B;M5C;M6A;M6B;M6C;B1 construction start;B2 construction end;Opdrachttemplate
EVERE - FH01;723892;;;723892;BL0128;2576948;;2017-10-01;;;;;;;;;;;;;2018-12-01;2019-12-20;(L/B/S)U template
EVERE - FH01;723893;;;723893;BL0128;2576943;;2017-10-01;;;;;;;;;;;;;2018-12-01;2019-12-20;(L/B/S)U template
EVERE - FH01;723894;;;723894;BL0128;2576932;;2017-10-01;;;;;;;;;;;;;2018-12-01;2019-12-20;(L/B/S)U template
EVERE - FH01;723895;;;723895;BL0128;2582155;;2017-10-01;;;;;;;;;;;;;2018-12-01;2019-12-20;(L/B/S)U template
EVERE - FH01;723896;;;723896;BL0128;2582156;;2017-10-01;;;;;;;;;;;;;2018-12-01;2019-12-20;(L/B/S)U template
EVERE - FH01;724005;;;724005;BL0127;2580474;;2019-11-08;;;;;;;;;;;;;2018-12-01;2019-10-15;(L/B/S)U template
EVERE - FH01;724006;;;724006;BL0127;2580459;;2019-11-08;;;;;;;;;;;;;2018-12-01;2019-10-15;(L/B/S)U template
EVERE - FH01;724008;;;724008;BL0127;2580434;;2019-11-08;;;;;;;;;;;;;2018-12-01;2019-10-15;(L/B/S)U template
EVERE - FH01;724009;;;724009;BL0127;2580535;;2019-11-08;;;;;;;;;;;;;2018-12-01;2019-10-15;(L/B/S)U template
EVERE - FH01;724011;;;724011;BL0127;2580433;;2019-11-08;;;;;;;;;;;;;2018-12-01;2019-10-15;(L/B/S)U template
EVERE - FH01;724012;;;724012;BL0127;2580480;;2019-11-08;;;;;;;;;;;;;2018-12-01;2019-10-15;(L/B/S)U template
EVERE - FH01;724013;;;724013;BL0127;2580479;;2019-11-08;;;;;;;;;;;;;2018-12-01;2019-10-15;(L/B/S)U template
EVERE - FH01;724014;;;724014;BL0127;2580488;;2019-11-08;;;;;;;;;;;;;2018-12-01;2019-10-15;(L/B/S)U template
EVERE - FH01;724018;;;724018;BL0127;2577490;;2019-09-25;;;;;;;;;;;;;2018-12-01;2019-10-15;(L/B/S)U template
EVERE - FH01;724019;;;724019;BL0127;2577507;;2017-10-01;;;;;;;;;;;;;2018-12-01;2019-10-15;(L/B/S)U template
EVERE - FH01;724021;;;724021;BL0127;2577510;;2017-10-01;;;;;;;;;;;;;2018-12-01;2019-10-15;(L/B/S)U template
EVERE - FH01;724022;;;724022;BL0127;2577527;;2019-09-25;;;;;;;;;;;;;2018-12-01;2019-10-15;(L/B/S)U template
EVERE - FH01;724023;;;724023;BL0127;2577534;;2019-09-25;;;;;;;;;;;;;2018-12-01;2019-10-15;(L/B/S)U template
EVERE - FH01;724024;;;724024;BL0127;2577475;;2019-09-25;;;;;;;;;;;;;2018-12-01;2019-10-15;(L/B/S)U template
EVERE - FH01;725249;;;725249;BL0116;11057266;;2018-04-23;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725249;;;725249;BL0116;2577159;;2018-04-23;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725249;;;725249;BL0116;2577160;;2018-04-23;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725249;;;725249;BL0116;2577161;;2018-04-23;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725249;;;725249;BL0116;2577162;;2018-04-23;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725249;;;725249;BL0116;2577163;;2018-04-23;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725249;;;725249;BL0116;2577164;;2018-04-23;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725249;;;725249;BL0116;2577165;;2018-04-23;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725249;;;725249;BL0116;2577166;;2018-04-23;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725250;;;725250;BL0116;2577167;;2019-06-26;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725250;;;725250;BL0116;2577168;;2019-06-26;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725250;;;725250;BL0116;2577169;;2019-06-26;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725250;;;725250;BL0116;2577170;;2019-06-26;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725251;;;725251;BL0116;2577235;;2018-04-19;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725251;;;725251;BL0116;2577236;;2018-04-19;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725251;;;725251;BL0116;2577237;;2018-04-19;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725251;;;725251;BL0116;2577238;;2018-04-19;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725252;;;725252;BL0116;2577243;;2018-04-24;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725252;;;725252;BL0116;2577244;;2018-04-24;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725252;;;725252;BL0116;2577245;;2018-04-24;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725252;;;725252;BL0116;2577246;;2018-04-24;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725361;;;725361;BL0116;10333679;;2018-04-26;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725361;;;725361;BL0116;10333774;;2018-04-26;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725361;;;725361;BL0116;10333802;;2018-04-26;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725361;;;725361;BL0116;10479390;;2018-04-26;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725362;;;725362;BL0116;2585831;;2018-04-24;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725362;;;725362;BL0116;2585832;;2018-04-24;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725362;;;725362;BL0116;2585833;;2018-04-24;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725362;;;725362;BL0116;2585834;;2018-04-24;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725362;;;725362;BL0116;2585835;;2018-04-24;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725362;;;725362;BL0116;2585836;;2018-04-24;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725362;;;725362;BL0116;2585837;;2018-04-24;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725362;;;725362;BL0116;2585838;;2018-04-24;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725363;;;725363;BL0116;2585891;;2018-04-24;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725363;;;725363;BL0116;2585892;;2018-04-24;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725363;;;725363;BL0116;2585893;;2018-04-24;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725363;;;725363;BL0116;2585894;;2018-04-24;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725364;;;725364;BL0116;11057394;;2018-04-25;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725364;;;725364;BL0116;2585823;;2018-04-25;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725364;;;725364;BL0116;2585824;;2018-04-25;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725364;;;725364;BL0116;2585825;;2018-04-25;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725364;;;725364;BL0116;2585826;;2018-04-25;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725365;;;725365;BL0116;10892056;;2018-04-24;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725365;;;725365;BL0116;10892057;;2018-04-24;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725365;;;725365;BL0116;10892058;;2018-04-24;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725365;;;725365;BL0116;10892059;;2018-04-24;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725365;;;725365;BL0116;10892060;;2018-04-24;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725365;;;725365;BL0116;10892061;;2018-04-24;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725365;;;725365;BL0116;10892062;;2018-04-24;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725365;;;725365;BL0116;10892063;;2018-04-24;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725366;;;725366;BL0116;2585806;;2018-04-25;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725366;;;725366;BL0116;2585807;;2018-04-25;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725366;;;725366;BL0116;2585808;;2018-04-25;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725366;;;725366;BL0116;2585809;;2018-04-25;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725367;;;725367;BL0116;2584472;;2018-04-18;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725367;;;725367;BL0116;2584473;;2018-04-18;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725367;;;725367;BL0116;10892587;;2018-04-18;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725367;;;725367;BL0116;10892588;;2018-04-18;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725368;;;725368;BL0116;2584760;;2018-05-11;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725368;;;725368;BL0116;2584761;;2018-05-11;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725368;;;725368;BL0116;2584762;;2018-05-11;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725369;;;725369;BL0116;11057287;;2018-05-13;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725369;;;725369;BL0116;2584737;;2018-05-13;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725369;;;725369;BL0116;10892581;;2018-05-13;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725370;;;725370;BL0116;2584738;;2017-10-01;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725371;;;725371;BL0116;2584607;;2018-05-18;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725371;;;725371;BL0116;10892566;;2018-05-18;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725372;;;725372;BL0116;10333549;;2018-04-19;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725372;;;725372;BL0116;10333555;;2018-04-19;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;725372;;;725372;BL0116;10333562;;2018-04-19;;;;;;;;;;;;;2018-12-01;2019-12-09;(L/B/S)U template
EVERE - FH01;726059;;;726059;BL0113;11126524;;2018-10-10;;;;;;;;;;;;;2018-12-01;2019-08-31;(L/B/S)U template
EVERE - FH01;726060;;;726060;BL0113;10891805;;2018-05-13;;;;;;;;;;;;;2018-12-01;2020-02-25;(L/B/S)U template
EVERE - FH01;726060;;;726060;BL0113;10891806;;2018-05-13;;;;;;;;;;;;;2018-12-01;2020-02-25;(L/B/S)U template
EVERE - FH01;726060;;;726060;BL0113;11043027;;2018-05-13;;;;;;;;;;;;;2018-12-01;2020-02-25;(L/B/S)U template
EVERE - FH01;726060;;;726060;BL0113;11043028;;2018-05-13;;;;;;;;;;;;;2018-12-01;2020-02-25;(L/B/S)U template
EVERE - FH01;726060;;;726060;BL0113;11043029;;2018-05-13;;;;;;;;;;;;;2018-12-01;2020-02-25;(L/B/S)U template
EVERE - FH01;726060;;;726060;BL0113;11043030;;2018-05-13;;;;;;;;;;;;;2018-12-01;2020-02-25;(L/B/S)U template
EVERE - FH01;726060;;;726060;BL0113;11043031;;2018-05-13;;;;;;;;;;;;;2018-12-01;2020-02-25;(L/B/S)U template
EVERE - FH01;726060;;;726060;BL0113;11043032;;2018-05-13;;;;;;;;;;;;;2018-12-01;2020-02-25;(L/B/S)U template
EVERE - FH01;726060;;;726060;BL0113;11280405;;2018-05-13;;;;;;;;;;;;;2018-12-01;2020-02-25;(L/B/S)U template
EVERE - FH01;726061;;;726061;BL0113;2573711;;2018-05-05;;;;;;;;;;;;;2018-12-01;2019-08-31;(L/B/S)U template
EVERE - FH01;726061;;;726061;BL0113;10892804;;2018-05-05;;;;;;;;;;;;;2018-12-01;2019-08-31;(L/B/S)U template
EVERE - FH01;726062;;;726062;;11280708;;2019-11-21;;;;;;;;;;;;;2018-12-01;2020-03-12;(L/B/S)U template
EVERE - FH01;726062;;;726062;;11280709;;2019-11-21;;;;;;;;;;;;;2018-12-01;2020-03-12;(L/B/S)U template
EVERE - FH01;726062;;;726062;;11280706;;2019-11-21;;;;;;;;;;;;;2018-12-01;2020-03-12;(L/B/S)U template
EVERE - FH01;726062;;;726062;;11280707;;2019-11-21;;;;;;;;;;;;;2018-12-01;2020-03-12;(L/B/S)U template
EVERE - FH01;726062;;;726062;;11280710;;2019-11-21;;;;;;;;;;;;;2018-12-01;2020-03-12;(L/B/S)U template
EVERE - FH01;726062;;;726062;BL0113;10928934;;2019-11-21;;;;;;;;;;;;;2018-12-01;2020-03-12;(L/B/S)U template
EVERE - FH01;726063;;;726063;BL0113;2573697;;2018-05-13;;;;;;;;;;;;;2018-12-01;2019-08-31;(L/B/S)U template
EVERE - FH01;726063;;;726063;BL0113;10892796;;2018-05-13;;;;;;;;;;;;;2018-12-01;2019-08-31;(L/B/S)U template
EVERE - FH01;726063;;;726063;BL0113;10892797;;2018-05-13;;;;;;;;;;;;;2018-12-01;2019-08-31;(L/B/S)U template
EVERE - FH01;726063;;;726063;BL0113;11042727;;2018-05-13;;;;;;;;;;;;;2018-12-01;2019-08-31;(L/B/S)U template
EVERE - FH01;726064;;;726064;BL0113;2573694;;2017-10-01;;;;;;;;;;;;;2018-12-01;2019-08-31;(L/B/S)U template
EVERE - FH01;726065;;;726065;BL0113;2573665;;2017-10-01;;;;;;;;;;;;;2018-12-01;2019-08-31;(L/B/S)U template
EVERE - FH01;726067;;;726067;BL0113;2580899;;2018-05-03;;;;;;;;;;;;;2018-12-01;2019-08-31;(L/B/S)U template
EVERE - FH01;726067;;;726067;BL0113;2580900;;2018-05-03;;;;;;;;;;;;;2018-12-01;2019-08-31;(L/B/S)U template
EVERE - FH01;726067;;;726067;BL0113;10892511;;2018-05-03;;;;;;;;;;;;;2018-12-01;2019-08-31;(L/B/S)U template
EVERE - FH01;726067;;;726067;BL0113;11042155;;2018-05-03;;;;;;;;;;;;;2018-12-01;2019-08-31;(L/B/S)U template
EVERE - FH01;726068;;;726068;BL0112;2580901;;2018-05-03;;;;;;;;;;;;;2018-12-01;2019-08-31;(L/B/S)U template
EVERE - FH01;726068;;;726068;BL0112;2580902;;2018-05-03;;;;;;;;;;;;;2018-12-01;2019-08-31;(L/B/S)U template
EVERE - FH01;726068;;;726068;BL0112;10892512;;2018-05-03;;;;;;;;;;;;;2018-12-01;2019-08-31;(L/B/S)U template
EVERE - FH01;726068;;;726068;BL0112;10892513;;2018-05-03;;;;;;;;;;;;;2018-12-01;2019-08-31;(L/B/S)U template
