Projectnummer;LAM MK;Building FID;SSV Date;BUILDING KEY;Blok;LU KEY;VCA;M1;M2A;M2B;M3A;M3B;M4A;M4B;M5A;M5B;M5C;M6A;M6B;M6C;B1 construction start;B2 construction end;Opdrachttemplate
ANTWERPEN-WEST - FH07;60740;;;60740;BL0703;1693615;;;;;;;;;;;;;;;2020-04-01;2020-12-31;(L/B/S)U template
ANTWERPEN-WEST - FH07;1856979;;;1856979;BL0725;11086141;;;;;;;;;;;;;;;2020-04-01;2020-12-31;(L/B/S)U template
ANTWERPEN-WEST - FH07;972776;;;972776;BL0719;1656569;;;;;;;;;;;;;;;2020-04-01;2020-12-31;(L/B/S)U template
ANTWERPEN-WEST - FH07;NB-20008dbda69;;;NB-20008dbda69;BL0720;NB-20008dbda69---10;;;;;;;;;;;;;;;2020-04-01;2020-12-31;(L/B/S)U template
ANTWERPEN-WEST - FH07;972770;;;972770;BL0719;11085988;;;;;;;;;;;;;;;2020-04-01;2020-12-31;(L/B/S)U template
ANTWERPEN-WEST - FH07;2047325;;;2047325;BL0711;1829679;;;;;;;;;;;;;;;2020-04-01;2020-12-31;(L/B/S)U template
ANTWERPEN-WEST - FH07;2025052;;;2025052;BL0710;11086746;;;;;;;;;;;;;;;2020-04-01;2020-12-31;(L/B/S)U template
ANTWERPEN-WEST - FH07;2025474;;;2025474;BL0721;11086299;;;;;;;;;;;;;;;2020-04-01;2020-12-31;(L/B/S)U template
ANTWERPEN-WEST - FH07;976560;;;976560;BL0720;1855845;;;;;;;;;;;;;;;2020-04-01;2020-12-31;(L/B/S)U template
ANTWERPEN-WEST - FH07;4506569;;;4506569;BL0717;1867679;;;;;;;;;;;;;;;2020-04-01;2020-12-31;(L/B/S)U template
ANTWERPEN-WEST - FH07;2054371;;;2054371;BL0718;11086913;;;;;;;;;;;;;;;2020-04-01;2020-12-31;(L/B/S)U template
ANTWERPEN-WEST - FH07;2054533;;;2054533;BL0707;11086921;;;;;;;;;;;;;;;2020-04-01;2020-12-31;(L/B/S)U template
ANTWERPEN-WEST - FH07;3971353;;;3971353;BL0725;11086263;;;;;;;;;;;;;;;2020-04-01;2020-12-31;(L/B/S)U template
ANTWERPEN-WEST - FH07;1989051;;;1989051;BL0720;11086459;;;;;;;;;;;;;;;2020-04-01;2020-12-31;(L/B/S)U template
ANTWERPEN-WEST - FH07;1740478;;;1740478;BL0703;1775799;;;;;;;;;;;;;;;2020-04-01;2020-12-31;(L/B/S)U template
ANTWERPEN-WEST - FH07;1856979;;;1856979;BL0725;11086142;;;;;;;;;;;;;;;2020-04-01;2020-12-31;(L/B/S)U template
ANTWERPEN-WEST - FH07;972776;;;972776;BL0719;1656570;;;;;;;;;;;;;;;2020-04-01;2020-12-31;(L/B/S)U template
ANTWERPEN-WEST - FH07;2061331;;;2061331;BL0711;1630641;;;;;;;;;;;;;;;2020-04-01;2020-12-31;(L/B/S)U template
ANTWERPEN-WEST - FH07;2047325;;;2047325;BL0711;1829680;;;;;;;;;;;;;;;2020-04-01;2020-12-31;(L/B/S)U template
ANTWERPEN-WEST - FH07;61109;;;61109;BL0710;1725183;;;;;;;;;;;;;;;2020-04-01;2020-12-31;(L/B/S)U template
ANTWERPEN-WEST - FH07;2025474;;;2025474;BL0721;11086300;;;;;;;;;;;;;;;2020-04-01;2020-12-31;(L/B/S)U template
ANTWERPEN-WEST - FH07;5576142;;;5576142;BL0720;10366645;;;;;;;;;;;;;;;2020-04-01;2020-12-31;(L/B/S)U template
ANTWERPEN-WEST - FH07;4333846;;;4333846;BL0717;1630638;;;;;;;;;;;;;;;2020-04-01;2020-12-31;(L/B/S)U template
ANTWERPEN-WEST - FH07;61004;;;61004;BL0716;1799201;;;;;;;;;;;;;;;2020-04-01;2020-12-31;(L/B/S)U template
ANTWERPEN-WEST - FH07;2054534;;;2054534;BL0707;11085951;;;;;;;;;;;;;;;2020-04-01;2020-12-31;(L/B/S)U template
ANTWERPEN-WEST - FH07;3971353;;;3971353;BL0725;11086264;;;;;;;;;;;;;;;2020-04-01;2020-12-31;(L/B/S)U template
