Projectnummer;LAM MK;Building FID;SSV Date;Quadrant;TSA SIGNED;BUILDING KEY;Blok;LU KEY;VCA;M1;M2A;M2B;M3A;M3B;M4A;M4B;M5A;M5B;M5C;M6A;M6B;M6C;B1 construction start;B2 construction end;Opdrachttemplate
KNOKKE-HEIST - FH11;4141707;20976407;;;;4141707;BL1141;4141707;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4143233;20976410;;;;4143233;BL1140;4143233;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4143574;20976413;;;;4143574;BL1129;4143574;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4143705;20976416;;;;4143705;BL1130;4143705;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4146450;20976419;;;;4146450;BL1120;4146450;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4149901;20976422;;;;4149901;BL1122;4149901;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4154275;20976425;;;;4154275;BL1123;4154275;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4156421;20976426;;;;4156421;BL1119;4156421;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4158512;20976427;;;;4158512;BL1125;4158512;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4158538;20976428;;;;4158538;BL1140;4158538;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4159323;20976429;;;;4159323;BL1131;4159323;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4159814;20976430;;;;4159814;BL1121;4159814;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4160433;20976431;;;;4160433;BL1138;4160433;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4161038;20976432;;;;4161038;BL1119;4161038;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4161820;20976435;;;;4161820;BL1122;4161820;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4166138;20976436;;;;4166138;BL1114;4166138;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4167778;20976437;;;;4167778;BL1118;4167778;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4171451;20976438;;;;4171451;BL1123;4171451;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4171956;20976439;2020-01-09 09:30:31;D;;4171956;BL1144;4171956;;2020-01-09;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4176609;20976440;2020-02-17 16:45:20;;;4176609;BL1124;4176609;;2020-02-17;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4177088;20976441;;;;4177088;BL1119;4177088;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4177137;20976442;;;;4177137;BL1138;4177137;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4178175;20976443;;;;4178175;BL1141;4178175;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4178599;20976444;;;;4178599;BL1114;4178599;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4180554;20976445;;;;4180554;BL1123;4180554;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4181206;20976446;;;;4181206;BL1117;4181206;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4181962;20976447;;;;4181962;BL1142;4181962;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4182159;20976448;;;;4182159;BL1112;4182159;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4187690;20976449;;;;4187690;BL1102;4187690;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4188685;20976450;;;;4188685;BL1121;4188685;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4189020;20976451;;;;4189020;BL1119;4189020;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4190337;20976452;;;;4190337;BL1117;4190337;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4190914;20976453;;;;4190914;BL1102;4190914;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4192928;20976454;;;;4192928;BL1123;4192928;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4195216;20976455;;;;4195216;BL1133;4195216;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4199561;20976456;;;;4199561;BL1119;4199561;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4212846;20976457;;;;4212846;BL1119;4212846;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4214647;20976458;;;;4214647;BL1119;4214647;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4214773;20976459;;;;4214773;BL1125;4214773;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4215759;20976460;;;;4215759;BL1123;4215759;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4232351;20976461;;;;4232351;BL1121;4232351;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4232597;20976462;;;;4232597;BL1131;4232597;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4235125;20976463;;;;4235125;BL1119;4235125;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4235903;20976464;;;;4235903;BL1123;4235903;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4237743;20976465;;;;4237743;BL1130;4237743;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4241120;20976466;;;;4241120;BL1136;4241120;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4245837;20976467;;;;4245837;BL1129;4245837;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4245847;20976468;;;;4245847;BL1113;4245847;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4247401;20976469;;;;4247401;BL1114;4247401;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4250002;20976470;;;;4250002;BL1106;4250002;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4250093;20976471;;;;4250093;BL1102;4250093;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4253734;20976472;;;;4253734;BL1129;4253734;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4258328;20976473;2020-02-08 17:00:26;;;4258328;BL1113;4258328;;2020-02-08;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4260193;20976474;;;;4260193;BL1117;4260193;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4263508;21255804;;;;4263508;BL1121;4263508;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4268503;20976475;;;;4268503;BL1140;4268503;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4270180;20976476;;;;4270180;BL1128;4270180;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4270973;20976477;2020-01-07 11:15:29;D;;4270973;BL1126;4270973;;2020-01-07;;;;;;;;;;;;;2020-06-03;2021-01-30;BUILDING template
KNOKKE-HEIST - FH11;4271342;20976478;;;;4271342;BL1120;4271342;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4334137;20976479;2020-01-02 09:05:13;XA;PENDING;4334137;BL1120;4334137;PENDING;2020-01-02;;;;;;;;;;;;;2020-06-03;2021-01-30;BUILDING template
KNOKKE-HEIST - FH11;4334173;20976481;;;;4334173;BL1119;4334173;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4334175;20976482;;;;4334175;BL1119;4334175;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4334178;20976483;;;;4334178;BL1119;4334178;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4334180;20976484;;;;4334180;BL1119;4334180;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4334184;20976485;;;;4334184;BL1119;4334184;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4334191;20976486;;;;4334191;BL1119;4334191;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4334195;20976501;;;;4334195;BL1119;4334195;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4334199;21255993;;;;4334199;BL1119;4334199;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4334218;20976502;;;;4334218;BL1117;4334218;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4334222;20976503;;;;4334222;BL1117;4334222;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4334223;20976504;;;;4334223;BL1117;4334223;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4334228;20976505;;;;4334228;BL1118;4334228;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4334234;20976506;;;;4334234;BL1119;4334234;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4334236;21255848;;;;4334236;BL1119;4334236;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4334241;20976507;;;;4334241;BL1119;4334241;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4334243;20976508;;;;4334243;BL1119;4334243;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4334244;21255852;;;;4334244;BL1119;4334244;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4334248;21255853;;;;4334248;BL1119;4334248;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335140;20976510;;;;4335140;BL1125;4335140;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335142;20976511;;;;4335142;BL1125;4335142;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335145;20976512;;;;4335145;BL1125;4335145;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335146;20976513;;;;4335146;BL1125;4335146;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335147;21255755;;;;4335147;BL1125;4335147;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335165;20976514;;;;4335165;BL1123;4335165;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335171;20976515;;;;4335171;BL1125;4335171;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335173;20976516;;;;4335173;BL1125;4335173;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335176;20976517;;;;4335176;BL1125;4335176;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335178;20976518;;;;4335178;BL1125;4335178;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335182;20976519;;;;4335182;BL1123;4335182;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335186;20976520;;;;4335186;BL1124;4335186;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335202;20976521;;;;4335202;BL1123;4335202;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335211;20976522;;;;4335211;BL1114;4335211;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335252;20976523;;;;4335252;BL1114;4335252;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335262;20976524;2020-01-03 11:45:21;XC;PENDING;4335262;BL1110;4335262;PENDING;2020-01-03;;;;;;;;;;;;;2020-06-03;2021-01-30;BUILDING template
KNOKKE-HEIST - FH11;4335271;21255704;;;;4335271;BL1113;4335271;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335272;20976525;;;;4335272;BL1113;4335272;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335336;20976526;2020-01-23 12:20:30;D;;4335336;BL1111;4335336;;2020-01-23;;;;;;;;;;;;;2020-06-03;2021-01-30;BUILDING template
KNOKKE-HEIST - FH11;4335343;20976527;;;;4335343;BL1114;4335343;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335346;20976529;;;;4335346;BL1114;4335346;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335350;20976530;;;;4335350;BL1114;4335350;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335358;21256416;;;;4335358;BL1114;4335358;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335359;20976531;;;;4335359;BL1114;4335359;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335386;20976532;;;;4335386;BL1112;4335386;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335421;20976534;2020-01-10 07:10:22;D;;4335421;BL1113;4335421;;2020-01-10;;;;;;;;;;;;;2020-06-03;2021-01-30;BUILDING template
KNOKKE-HEIST - FH11;4335459;21255802;;;;4335459;BL1145;4335459;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335787;20976535;;;;4335787;BL1139;4335787;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335791;20976536;;;;4335791;BL1141;4335791;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335795;20976537;;;;4335795;BL1141;4335795;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335798;20976538;;;;4335798;BL1140;4335798;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335805;20976539;;;;4335805;BL1141;4335805;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335809;20976540;;;;4335809;BL1141;4335809;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335824;20976541;;;;4335824;BL1140;4335824;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335828;20976542;;;;4335828;BL1140;4335828;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335830;20976543;;;;4335830;BL1141;4335830;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335841;21256517;;;;4335841;BL1122;4335841;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335844;20976544;;;;4335844;BL1122;4335844;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335869;20976545;;;;4335869;BL1140;4335869;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4335870;20976546;;;;4335870;BL1139;4335870;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336273;20976547;2020-02-07 09:20:28;;;4336273;BL1136;4336273;;2020-02-07;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336275;20976548;;;;4336275;BL1137;4336275;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336278;20976549;;;;4336278;BL1137;4336278;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336284;20976550;;;;4336284;BL1137;4336284;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336289;20976551;2020-01-04 14:15:14;D;;4336289;BL1137;4336289;;2020-01-04;;;;;;;;;;;;;2020-06-03;2021-01-30;BUILDING template
KNOKKE-HEIST - FH11;4336296;20976552;;;;4336296;BL1144;4336296;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336300;20976553;;;;4336300;BL1133;4336300;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336306;20976554;;;;4336306;BL1133;4336306;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336316;20976555;;;;4336316;BL1143;4336316;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336328;20976556;2020-01-04 07:40:17;D;;4336328;BL1143;4336328;;2020-01-04;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336336;20976557;;;;4336336;BL1137;4336336;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336355;20976558;;;;4336355;BL1121;4336355;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336357;20976559;;;;4336357;BL1123;4336357;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336370;20976560;;;;4336370;BL1121;4336370;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336373;20976561;;;;4336373;BL1123;4336373;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336382;21255742;;;;4336382;BL1122;4336382;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336393;21255738;;;;4336393;BL1121;4336393;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336394;21255741;;;;4336394;BL1121;4336394;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336498;20976562;;;;4336498;BL1131;4336498;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336500;20976563;2020-01-23 09:50:15;D;;4336500;BL1131;4336500;;2020-01-23;;;;;;;;;;;;;2020-06-03;2021-01-30;BUILDING template
KNOKKE-HEIST - FH11;4336503;21255785;;;;4336503;BL1131;4336503;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336571;20976564;;;;4336571;BL1122;4336571;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336575;20976566;;;;4336575;BL1140;4336575;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336578;20976567;;;;4336578;BL1140;4336578;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336601;20976568;;;;4336601;BL1121;4336601;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336666;20976569;;;;4336666;BL1130;4336666;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336668;20976570;2020-01-15 09:00:26;D;;4336668;BL1130;4336668;;2020-01-15;;;;;;;;;;;;;2020-06-03;2021-01-30;BUILDING template
KNOKKE-HEIST - FH11;4336673;20976571;;;;4336673;BL1130;4336673;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336674;20976572;2020-02-27 13:20:08;XC;PENDING;4336674;BL1102;4336674;PENDING;2020-02-27;;;;;;;;;;;;;2020-06-03;2021-01-30;BUILDING template
KNOKKE-HEIST - FH11;4336681;20976573;;;;4336681;BL1102;4336681;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336685;20976574;2020-02-09 11:20:11;D;;4336685;BL1102;4336685;;2020-02-09;;;;;;;;;;;;;2020-06-03;2021-01-30;BUILDING template
KNOKKE-HEIST - FH11;4336699;20976576;2020-01-09 11:45:31;D;;4336699;BL1128;4336699;;2020-01-09;;;;;;;;;;;;;2020-06-03;2021-01-30;BUILDING template
KNOKKE-HEIST - FH11;4336704;20976578;;;;4336704;BL1102;4336704;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336706;20976580;;;;4336706;BL1102;4336706;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336708;20976581;;;;4336708;BL1102;4336708;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336712;20976582;;;;4336712;BL1102;4336712;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336722;20976583;2020-01-24 11:00:38;XC;PENDING;4336722;BL1103;4336722;PENDING;2020-01-24;;;;;;;;;;;;;2020-06-03;2021-01-30;BUILDING template
KNOKKE-HEIST - FH11;4336765;20976586;2020-01-23 10:35:24;C;PENDING;4336765;BL1101;4336765;PENDING;2020-01-23;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336766;20976587;2020-01-23 10:35:24;C;PENDING;4336766;BL1101;4336766;PENDING;2020-01-23;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336826;20976588;;;;4336826;BL1142;4336826;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336836;20976589;;;;4336836;BL1138;4336836;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336843;20976590;;;;4336843;BL1138;4336843;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336846;20976591;2020-01-04 10:10:13;D;;4336846;BL1138;4336846;;2020-01-04;;;;;;;;;;;;;2020-06-03;2021-01-30;BUILDING template
KNOKKE-HEIST - FH11;4336859;20976593;2020-01-09 15:05:15;;;4336859;BL1142;4336859;;2020-01-09;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336871;20976594;;;;4336871;BL1138;4336871;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4336885;20976595;;;;4336885;BL1142;4336885;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4337009;21256122;;;;4337009;BL1126;4337009;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4337027;21255927;;;;4337027;BL1126;4337027;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4337034;21255699;;;;4337034;BL1105;4337034;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4337057;21255827;;;;4337057;BL1105;4337057;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4337078;20976598;2020-01-04 14:50:12;D;;4337078;BL1126;4337078;;2020-01-04;;;;;;;;;;;;;2020-06-03;2021-01-30;BUILDING template
KNOKKE-HEIST - FH11;4337080;20976599;;;;4337080;BL1126;4337080;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4337083;20976600;;;;4337083;BL1126;4337083;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4337086;20976602;;;;4337086;BL1126;4337086;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4337209;20976603;;;;4337209;BL1120;4337209;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4337211;20976604;;;;4337211;BL1120;4337211;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4337214;20976605;;;;4337214;BL1120;4337214;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4337217;20976606;;;;4337217;BL1120;4337217;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4337218;20976607;;;;4337218;BL1120;4337218;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
KNOKKE-HEIST - FH11;4337220;20976608;;;;4337220;BL1120;4337220;;;;;;;;;;;;;;;2020-06-03;2021-02-14;BUILDING template
