Projectnummer;LAM MK;Building FID;SSV Date;Quadrant;TSA SIGNED;BUILDING KEY;Blok;LU KEY;VCA;M1;M2A;M2B;M3A;M3B;M4A;M4B;M5A;M5B;M5C;M6A;M6B;M6C;B1 construction start;B2 construction end;Opdrachttemplate
KNOKKE-HEIST - FH09;71747;20977980;2020-01-24 14:00:35;XA;PENDING;71747;BL0910;71747;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;71748;20977981;;;;71748;BL0918;71748;;;;;;;;;;;;;;;2020-05-12;2021-02-14;BUILDING template
KNOKKE-HEIST - FH09;290493;20977806;2020-01-31 15:05:29;XA;PENDING;290493;BL0907;290493;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;290495;20977807;2020-01-28 14:50:19;XA;PENDING;290495;BL0907;290495;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;290499;20977808;2020-01-29 11:10:20;XA;PENDING;290499;BL0907;290499;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;290630;20977812;2020-01-30 11:55:29;;;290630;BL0906;290630;;;;;;;;;;;;;;;2020-12-31;2021-02-14;BUILDING template
KNOKKE-HEIST - FH09;290632;20977814;2019-11-22 11:00:50;A;PENDING;290632;BL0906;290632;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;292334;20977817;2020-01-29 13:15:25;XA;PENDING;292334;BL0904;292334;PENDING;;;;;;;;;;;;;;2020-02-03;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;292335;20977818;2020-01-28 14:30:34;XA;PENDING;292335;BL0902;292335;PENDING;;;;;;;;;;;;;;2020-01-27;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;292347;20977827;;;;292347;BL0905;292347;;;;;;;;;;;;;;;2020-12-31;2021-02-14;BUILDING template
KNOKKE-HEIST - FH09;292348;20977828;;;;292348;BL0905;292348;;;;;;;;;;;;;;;2020-12-31;2021-02-14;BUILDING template
KNOKKE-HEIST - FH09;292349;20977829;2020-02-13 11:30:50;XC;PENDING;292349;BL0905;292349;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;292350;20977830;2020-01-30 12:40:17;XA;PENDING;292350;BL0903;292350;PENDING;;;;;;;;;;;;;;2020-01-30;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;292351;20977831;2020-02-12 12:20:19;A;PENDING;292351;BL0903;292351;PENDING;;;;;;;;;;;;;;2020-01-30;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;292353;20977832;2020-01-30 13:30:37;XA;PENDING;292353;BL0904;292353;PENDING;;;;;;;;;;;;;;2020-02-03;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;292682;20977839;;;;292682;BL0905;292682;;;;;;;;;;;;;;;2020-12-31;2021-02-14;BUILDING template
KNOKKE-HEIST - FH09;292684;20977840;2020-02-13 13:10:26;D;;292684;BL0905;292684;;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;292686;20977841;;;;292686;BL0905;292686;;;;;;;;;;;;;;;2020-12-31;2021-02-14;BUILDING template
KNOKKE-HEIST - FH09;297116;20977842;2019-12-14 13:00:23;XA;PENDING;297116;BL0915;297116;PENDING;;;;;;;;;;;;;;2020-03-02;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;297117;20977843;2019-11-26 11:00:26;A;PENDING;297117;BL0915;297117;PENDING;;;;;;;;;;;;;;2020-03-02;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;297122;20977845;;;;297122;BL0914;297122;;;;;;;;;;;;;;;2020-03-02;2021-02-14;BUILDING template
KNOKKE-HEIST - FH09;297126;20977846;2020-01-20 12:40:16;XA;PENDING;297126;BL0914;297126;PENDING;;;;;;;;;;;;;;2020-03-02;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;297128;20977847;2020-01-22 12:45:20;XA;PENDING;297128;BL0915;297128;PENDING;;;;;;;;;;;;;;2020-03-02;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;297132;20977848;;;;297132;BL0915;297132;;;;;;;;;;;;;;;2020-03-02;2021-02-14;BUILDING template
KNOKKE-HEIST - FH09;297133;20977849;2020-02-24 09:45:24;C;NOK;297133;BL0914;297133;NOK;;;;;;;;;;;;;;2020-03-02;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;297134;20977850;2020-01-14 12:55:17;D;;297134;BL0915;297134;;;;;;;;;;;;;;;2020-03-02;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;297136;20977851;2019-12-13 19:20:13;XC;PENDING;297136;BL0914;297136;PENDING;;;;;;;;;;;;;;2020-03-02;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;302627;20977853;2020-01-21 12:50:14;D;;302627;BL0917;302627;;;;;;;;;;;;;;;2020-07-05;2020-12-31;BUILDING template
KNOKKE-HEIST - FH09;302679;20977861;2019-11-22 12:30:45;XA;PENDING;302679;BL0917;302679;PENDING;;;;;;;;;;;;;;2020-07-05;2020-12-31;BUILDING template
KNOKKE-HEIST - FH09;302681;20977863;2020-01-17 12:05:38;D;;302681;BL0917;302681;;;;;;;;;;;;;;;2020-07-05;2020-12-31;BUILDING template
KNOKKE-HEIST - FH09;302683;1804576;2019-11-20;XA;PENDING;302683;BL0916;302683;PENDING;;;;;;;;;;;;;;2020-05-07;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;302684;20977864;2020-01-09 12:50:19;XA;PENDING;302684;BL0916;302684;PENDING;;;;;;;;;;;;;;2020-05-07;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;302685;20977865;2020-01-09 11:10:20;XA;PENDING;302685;BL0916;302685;PENDING;;;;;;;;;;;;;;2020-05-07;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;302687;20977866;2020-02-24;A;PENDING;302687;BL0916;302687;PENDING;;;;;;;;;;;;;;2020-05-07;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;302689;20977867;;;;302689;BL0917;302689;;;;;;;;;;;;;;;2020-07-05;2020-12-31;BUILDING template
KNOKKE-HEIST - FH09;302692;20977868;2020-01-14 13:55:18;C;PENDING;302692;BL0912;302692;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;302693;20977869;2019-12-11 12:15:33;D;;302693;BL0913;302693;;;;;;;;;;;;;;;2020-03-02;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;302699;20977872;;;;302699;BL0916;302699;;;;;;;;;;;;;;;2020-05-07;2021-02-14;BUILDING template
KNOKKE-HEIST - FH09;302702;20977873;2020-02-24;A;PENDING;302702;BL0913;302702;PENDING;;;;;;;;;;;;;;2020-03-02;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;302703;20977874;2019-12-16 10:35:13;D;;302703;BL0917;302703;;;;;;;;;;;;;;;2020-07-05;2020-12-31;BUILDING template
KNOKKE-HEIST - FH09;302704;20977875;2019-12-16 10:55:21;D;;302704;BL0912;302704;;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;302705;20977876;2020-01-16 10:55:23;XC;PENDING;302705;BL0912;302705;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;302706;20977877;2019-12-16 10:45:20;D;;302706;BL0917;302706;;;;;;;;;;;;;;;2020-07-05;2020-12-31;BUILDING template
KNOKKE-HEIST - FH09;302711;20977878;2019-12-11 11:40:16;D;;302711;BL0913;302711;;;;;;;;;;;;;;;2020-03-02;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;302712;20977879;2019-12-11 11:50:17;D;;302712;BL0913;302712;;;;;;;;;;;;;;;2020-03-02;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;302713;20977880;;;;302713;BL0916;302713;;;;;;;;;;;;;;;2020-05-07;2021-02-14;BUILDING template
KNOKKE-HEIST - FH09;302714;20977881;;;;302714;BL0916;302714;;;;;;;;;;;;;;;2020-05-07;2021-02-14;BUILDING template
KNOKKE-HEIST - FH09;303846;1804706;2019-11-04;XA;PENDING;303846;BL0906;303846;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;303848;20977882;2020-02-11 13:15:26;XA;PENDING;303848;BL0906;303848;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;1329624;20977610;;;;1329624;BL0905;1329624;;;;;;;;;;;;;;;2020-12-31;2021-02-14;BUILDING template
KNOKKE-HEIST - FH09;1347701;20977611;2020-02-11 12:35:19;XA;PENDING;1347701;BL0907;1347701;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;1445319;20977612;2020-01-29 12:25:26;A;PENDING;1445319;BL0907;1445319;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;1470202;20977615;2020-01-28 13:10:39;XA;PENDING;1470202;BL0907;1470202;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2757575;20977692;2019-12-15 12:20:13;XA;PENDING;2757575;BL0911;2757575;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2757576;20977693;;;;2757576;BL0911;2757576;;;;;;;;;;;;;;;2020-12-31;2021-02-14;BUILDING template
KNOKKE-HEIST - FH09;2757577;20977694;2019-12-14 15:40:13;D;;2757577;BL0918;2757577;;;;;;;;;;;;;;;2020-05-12;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2757578;20977695;2019-12-14 15:30:18;D;;2757578;BL0918;2757578;;;;;;;;;;;;;;;2020-05-12;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2757582;20977696;2019-12-15 13:05:13;XA;PENDING;2757582;BL0911;2757582;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2757588;20977697;2020-01-28 10:45:25;;;2757588;BL0911;2757588;;;;;;;;;;;;;;;2020-12-31;2021-02-14;BUILDING template
KNOKKE-HEIST - FH09;2757589;20977698;2020-01-28 10:45:29;;;2757589;BL0911;2757589;;;;;;;;;;;;;;;2020-12-31;2021-02-14;BUILDING template
KNOKKE-HEIST - FH09;2758013;20977699;2020-02-24;A;PENDING;2758013;BL0912;2758013;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2758014;20977700;2020-02-24;A;PENDING;2758014;BL0912;2758014;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2758761;20977703;2020-02-13 11:45:26;D;;2758761;BL0905;2758761;;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2758762;20977704;;;;2758762;BL0905;2758762;;;;;;;;;;;;;;;2020-12-31;2021-02-14;BUILDING template
KNOKKE-HEIST - FH09;2758763;20977705;;;;2758763;BL0905;2758763;;;;;;;;;;;;;;;2020-12-31;2021-02-14;BUILDING template
KNOKKE-HEIST - FH09;2758764;20977706;;;;2758764;BL0905;2758764;;;;;;;;;;;;;;;2020-12-31;2021-02-14;BUILDING template
KNOKKE-HEIST - FH09;2758765;20977707;;;;2758765;BL0905;2758765;;;;;;;;;;;;;;;2020-12-31;2021-02-14;BUILDING template
KNOKKE-HEIST - FH09;2758766;20977708;;;;2758766;BL0905;2758766;;;;;;;;;;;;;;;2020-12-31;2021-02-14;BUILDING template
KNOKKE-HEIST - FH09;2758767;20977709;;;;2758767;BL0905;2758767;;;;;;;;;;;;;;;2020-12-31;2021-02-14;BUILDING template
KNOKKE-HEIST - FH09;2758768;20977710;;;;2758768;BL0905;2758768;;;;;;;;;;;;;;;2020-12-31;2021-02-14;BUILDING template
KNOKKE-HEIST - FH09;2758771;20977711;2020-02-24 10:55:17;A;NOK;2758771;BL0901;2758771;NOK;;;;;;;;;;;;;;2020-01-27;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2758773;20977712;2020-01-31 12:40:17;XA;PENDING;2758773;BL0903;2758773;PENDING;;;;;;;;;;;;;;2020-01-30;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2759152;20977713;2020-01-16 11:50:17;XC;PENDING;2759152;BL0909;2759152;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2759154;20977714;2020-01-28 13:30:46;XC;PENDING;2759154;BL0909;2759154;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2759155;20977715;2020-01-22 11:50:22;D;;2759155;BL0908;2759155;;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2759157;20977716;;;;2759157;BL0909;2759157;;;;;;;;;;;;;;;2020-12-31;2021-02-14;BUILDING template
KNOKKE-HEIST - FH09;2759162;20977718;2020-01-22 12:00:53;D;;2759162;BL0909;2759162;;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2759163;20977719;2020-01-20 12:25:28;C;PENDING;2759163;BL0909;2759163;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2759166;20977721;2020-02-11 14:40:21;XC;PENDING;2759166;BL0908;2759166;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2759460;20977722;2019-12-11 16:30:25;D;;2759460;BL0914;2759460;;;;;;;;;;;;;;;2020-03-02;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2759461;20977723;2020-01-21 13:00:28;C;PENDING;2759461;BL0915;2759461;PENDING;;;;;;;;;;;;;;2020-03-02;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2759464;20977724;2019-12-11 16:35:15;D;;2759464;BL0914;2759464;;;;;;;;;;;;;;;2020-03-02;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2759468;20977725;2020-01-31 15:50:17;XA;PENDING;2759468;BL0914;2759468;PENDING;;;;;;;;;;;;;;2020-03-02;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2759741;20977726;2020-01-28 12:35:26;XA;PENDING;2759741;BL0909;2759741;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2759742;20977727;;;;2759742;BL0909;2759742;;;;;;;;;;;;;;;2020-12-31;2021-02-14;BUILDING template
KNOKKE-HEIST - FH09;2759744;20977728;2020-01-20 13:25:17;XA;PENDING;2759744;BL0909;2759744;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2759746;20977729;2020-01-28;A;PENDING;2759746;BL0909;2759746;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2759751;20977731;2020-01-21 11:55:19;A;PENDING;2759751;BL0909;2759751;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2759752;20977732;2020-01-31 16:00:27;XA;PENDING;2759752;BL0909;2759752;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2759755;20977733;2020-02-11 11:55:19;XA;PENDING;2759755;BL0907;2759755;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2759762;20977734;2019-11-22 11:50:42;A;PENDING;2759762;BL0907;2759762;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2759941;20977735;2019-11-22 12:30:54;XA;PENDING;2759941;BL0902;2759941;PENDING;;;;;;;;;;;;;;2020-01-27;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2760284;20977736;2019-12-04;XA;PENDING;2760284;BL0908;2760284;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2760285;1799470;2020-02-24;A;PENDING;2760285;BL0910;2760285;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2760286;1799471;2020-01-20 15:30:26;XA;PENDING;2760286;BL0908;2760286;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2760287;1799472;2020-01-28 11:25:19;XA;PENDING;2760287;BL0910;2760287;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2760289;20977737;2019-11-26 15:00:26;XA;PENDING;2760289;BL0910;2760289;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2760293;20977738;2019-11-22 13:55:19;XA;PENDING;2760293;BL0909;2760293;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2760295;20977739;;;;2760295;BL0910;2760295;;;;;;;;;;;;;;;2020-12-31;2021-02-14;BUILDING template
KNOKKE-HEIST - FH09;2760296;20977740;2020-01-21 11:15:26;XA;PENDING;2760296;BL0909;2760296;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2760300;20977741;2020-01-14 15:25:18;XA;PENDING;2760300;BL0918;2760300;PENDING;;;;;;;;;;;;;;2020-05-12;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2760303;20977742;2020-01-24 12:55:25;XA;PENDING;2760303;BL0918;2760303;PENDING;;;;;;;;;;;;;;2020-05-12;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2760304;20977743;;;;2760304;BL0918;2760304;;;;;;;;;;;;;;;2020-05-12;2021-02-14;BUILDING template
KNOKKE-HEIST - FH09;2761342;20977745;2020-01-13 11:15:34;XA;PENDING;2761342;BL0913;2761342;PENDING;;;;;;;;;;;;;;2020-03-02;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2761343;20977746;2019-12-14 13:00:21;XA;PENDING;2761343;BL0913;2761343;PENDING;;;;;;;;;;;;;;2020-03-02;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2761344;20977747;2020-01-13 12:40:15;XC;PENDING;2761344;BL0913;2761344;PENDING;;;;;;;;;;;;;;2020-03-02;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2761348;20977748;2019-12-11 11:10:19;D;;2761348;BL0916;2761348;;;;;;;;;;;;;;;2020-05-07;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2761349;20977749;2019-12-11 11:10:24;D;;2761349;BL0916;2761349;;;;;;;;;;;;;;;2020-05-07;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2761350;20977750;2019-12-11 11:20:19;D;;2761350;BL0916;2761350;;;;;;;;;;;;;;;2020-05-07;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2761351;20977751;2020-01-13 13:15:23;XC;PENDING;2761351;BL0916;2761351;PENDING;;;;;;;;;;;;;;2020-05-07;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2763795;20977752;2020-02-24;A;PENDING;2763795;BL0909;2763795;PENDING;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2764631;20977753;2020-01-16 18:30:27;D;;2764631;BL0910;2764631;;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2764632;20977754;2020-01-16 18:35:13;D;;2764632;BL0918;2764632;;;;;;;;;;;;;;;2020-05-12;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2764634;20977755;2020-01-16 18:35:15;D;;2764634;BL0910;2764634;;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2764637;20977756;2020-01-16 18:35:14;D;;2764637;BL0918;2764637;;;;;;;;;;;;;;;2020-05-12;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2764638;20977757;2020-01-16 18:35:17;D;;2764638;BL0910;2764638;;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2764639;20977758;2020-01-16 18:35:16;D;;2764639;BL0918;2764639;;;;;;;;;;;;;;;2020-05-12;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2764640;20977759;2020-01-16 18:40:11;D;;2764640;BL0910;2764640;;;;;;;;;;;;;;;2020-12-31;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2764645;20977763;2020-01-16 18:40:13;D;;2764645;BL0918;2764645;;;;;;;;;;;;;;;2020-05-12;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2764647;20977764;2020-01-16 18:40:15;D;;2764647;BL0918;2764647;;;;;;;;;;;;;;;2020-05-12;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2764986;20977766;;;;2764986;BL0913;2764986;;;;;;;;;;;;;;;2020-03-02;2021-02-14;BUILDING template
KNOKKE-HEIST - FH09;2764987;20977767;2019-12-14 13:15:18;D;;2764987;BL0914;2764987;;;;;;;;;;;;;;;2020-03-02;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2765002;20977768;2020-01-22 11:50:18;XA;PENDING;2765002;BL0914;2765002;PENDING;;;;;;;;;;;;;;2020-03-02;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2765005;20977769;2019-12-13 17:35:13;XA;PENDING;2765005;BL0914;2765005;PENDING;;;;;;;;;;;;;;2020-03-02;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2765017;20977770;2019-12-13 12:35:20;XA;PENDING;2765017;BL0915;2765017;PENDING;;;;;;;;;;;;;;2020-03-02;2021-01-30;BUILDING template
KNOKKE-HEIST - FH09;2765019;20977771;2019-12-14 18:00:19;XA;PENDING;2765019;BL0915;2765019;PENDING;;;;;;;;;;;;;;2020-03-02;2021-01-30;BUILDING template
