Projectnummer;LAM MK;Building FID;SSV Date;BUILDING KEY;Blok;LU KEY;VCA;M1;M2A;M2B;M3A;M3B;M4A;M4B;M5A;M5B;M5C;M6A;M6B;M6C;B1 construction start;B2 construction end;Opdrachttemplate
ANTWERPEN-WEST - FH01;4128344;;;4128344;BL0130;11076383;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;5394016;;;5394016;BL0124;11078024;;2020-01-17;;;;;;;;;;;;;2020-07-12;2020-08-31;(L/B/S)U template
ANTWERPEN-WEST - FH01;1088758;;;1088758;BL0130;11077430;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;4128344;;;4128344;BL0130;11076384;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;5394016;;;5394016;BL0124;11078025;;2020-01-17;;;;;;;;;;;;;2020-07-12;2020-08-31;(L/B/S)U template
ANTWERPEN-WEST - FH01;1892380;;;1892380;;11307068;;2020-01-13;;;;;;;;;;;;;2020-07-12;2020-08-31;(L/B/S)U template
ANTWERPEN-WEST - FH01;1088758;;;1088758;BL0130;11077431;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;4128344;;;4128344;BL0130;11076385;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;5394016;;;5394016;BL0124;11078026;;2020-01-17;;;;;;;;;;;;;2020-07-12;2020-08-31;(L/B/S)U template
ANTWERPEN-WEST - FH01;1892380;;;1892380;;11307069;;2020-01-13;;;;;;;;;;;;;2020-07-12;2020-08-31;(L/B/S)U template
ANTWERPEN-WEST - FH01;1088758;;;1088758;BL0130;11077432;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;4128344;;;4128344;BL0130;11076386;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2028886;;;2028886;BL0130;11184204;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;1088758;;;1088758;BL0130;11077433;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;4128344;;;4128344;BL0130;11076387;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;5394016;;;5394016;BL0124;11078028;;2020-01-17;;;;;;;;;;;;;2020-07-12;2020-08-31;(L/B/S)U template
ANTWERPEN-WEST - FH01;2028886;;;2028886;BL0130;11184205;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;1088758;;;1088758;BL0130;11077434;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;4128344;;;4128344;BL0130;11076388;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;5394016;;;5394016;BL0124;11078029;;2020-01-17;;;;;;;;;;;;;2020-07-12;2020-08-31;(L/B/S)U template
ANTWERPEN-WEST - FH01;2028886;;;2028886;BL0130;11184206;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;1088758;;;1088758;BL0130;11077435;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069012;;;2069012;BL0130;1772984;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;5394016;;;5394016;BL0124;11078030;;2020-01-17;;;;;;;;;;;;;2020-07-12;2020-08-31;(L/B/S)U template
ANTWERPEN-WEST - FH01;2028886;;;2028886;BL0130;11184207;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;1088758;;;1088758;BL0130;11077436;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069012;;;2069012;BL0130;1772985;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;5394016;;;5394016;BL0124;11078031;;2020-01-17;;;;;;;;;;;;;2020-07-12;2020-08-31;(L/B/S)U template
ANTWERPEN-WEST - FH01;2028886;;;2028886;BL0130;11184208;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;1088758;;;1088758;BL0130;11077437;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;1215943;;;1215943;BL0130;1852543;;;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069012;;;2069012;BL0130;1773244;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;5394016;;;5394016;BL0124;11127169;;2020-01-17;;;;;;;;;;;;;2020-07-12;2020-08-31;(L/B/S)U template
ANTWERPEN-WEST - FH01;2028886;;;2028886;BL0130;11184209;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;1088758;;;1088758;BL0130;11077438;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069012;;;2069012;BL0130;1773245;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;5394016;;;5394016;BL0124;11127170;;2020-01-17;;;;;;;;;;;;;2020-07-12;2020-08-31;(L/B/S)U template
ANTWERPEN-WEST - FH01;2028886;;;2028886;BL0130;11184210;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;1088758;;;1088758;BL0130;11077439;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069012;;;2069012;BL0130;1773432;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;5448225;;;5448225;BL0124;11076486;;2018-08-26;;;;;;;;;;;;;2020-07-12;2020-08-31;(L/B/S)U template
ANTWERPEN-WEST - FH01;2028886;;;2028886;BL0130;11184211;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;1088758;;;1088758;BL0130;11077440;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069012;;;2069012;BL0130;1773556;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2028886;;;2028886;BL0130;11184212;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;1088758;;;1088758;BL0130;11077441;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069012;;;2069012;BL0130;1773557;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2028886;;;2028886;BL0130;11184213;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;1088758;;;1088758;BL0130;11077442;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069012;;;2069012;BL0130;1773696;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2028886;;;2028886;BL0130;11184214;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;1088758;;;1088758;BL0130;11077443;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069012;;;2069012;BL0130;1773697;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2028886;;;2028886;BL0130;11184215;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069012;;;2069012;BL0130;1773742;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2028886;;;2028886;BL0130;11184216;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069014;;;2069014;BL0130;1801041;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2028886;;;2028886;BL0130;11184217;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2028886;;;2028886;BL0130;11184218;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2028886;;;2028886;BL0130;11184219;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069015;;;2069015;BL0130;1821397;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2028886;;;2028886;BL0130;11184220;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069015;;;2069015;BL0130;1821398;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069012;;;2069012;BL0130;11184264;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069015;;;2069015;BL0130;1821662;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069015;;;2069015;BL0130;11184256;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069015;;;2069015;BL0130;1821663;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069017;;;2069017;BL0130;11184257;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069015;;;2069015;BL0130;1821846;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;1960885;;;1960885;;11306882;;2019-09-30;;;;;;;;;;;;;2020-07-12;2020-08-31;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069017;;;2069017;BL0130;11184258;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069015;;;2069015;BL0130;1821973;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;1960885;;;1960885;;11306883;;2019-09-30;;;;;;;;;;;;;2020-07-12;2020-08-31;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069019;;;2069019;BL0130;11184259;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069015;;;2069015;BL0130;1821974;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069019;;;2069019;BL0130;11184260;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069015;;;2069015;BL0130;1822057;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069022;;;2069022;BL0130;11184261;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069015;;;2069015;BL0130;1822058;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069024;;;2069024;BL0130;11184265;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069015;;;2069015;BL0130;1822169;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069024;;;2069024;BL0130;11184266;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069015;;;2069015;BL0130;11077889;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069015;;;2069015;BL0130;11077890;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;4128343;;;4128343;BL0130;11184244;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069017;;;2069017;BL0130;1853412;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;4128343;;;4128343;BL0130;11184245;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069017;;;2069017;BL0130;1853620;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;4128343;;;4128343;BL0130;11184246;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069017;;;2069017;BL0130;1853770;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;4128344;;;4128344;BL0130;11184247;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069017;;;2069017;BL0130;1853771;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;4128344;;;4128344;BL0130;11184248;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069017;;;2069017;BL0130;1853858;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;4128344;;;4128344;BL0130;11184249;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069017;;;2069017;BL0130;1853859;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;4128344;;;4128344;BL0130;11184250;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069017;;;2069017;BL0130;1853924;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;4128344;;;4128344;BL0130;11184251;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069017;;;2069017;BL0130;1853925;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;4128344;;;4128344;BL0130;11184252;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069017;;;2069017;BL0130;1853969;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;4128344;;;4128344;BL0130;11184253;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069018;;;2069018;BL0130;1865950;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;4128344;;;4128344;BL0130;11184254;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;4128344;;;4128344;BL0130;11184255;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;1950413;;;1950413;BL0130;10365460;;;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069019;;;2069019;BL0130;1618066;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;108801;;;108801;BL0130;1809164;;;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069019;;;2069019;BL0130;1618275;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;4506359;;;4506359;BL0124;11184306;;2019-08-12;;;;;;;;;;;;;2020-07-12;2020-08-31;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069019;;;2069019;BL0130;1618276;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;4506359;;;4506359;BL0124;11184307;;2019-08-12;;;;;;;;;;;;;2020-07-12;2020-08-31;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069019;;;2069019;BL0130;1618416;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;1015486;;;1015486;BL0122;11076664;OK;2019-09-06;;;;;;;;;;;;;;;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069019;;;2069019;BL0130;1618417;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069019;;;2069019;BL0130;1618527;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069019;;;2069019;BL0130;1618664;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;5576507;;;5576507;BL0130;11184262;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069019;;;2069019;BL0130;11077891;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;5576507;;;5576507;BL0130;11184263;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069019;;;2069019;BL0130;11077892;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069019;;;2069019;BL0130;11077893;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069019;;;2069019;BL0130;11077894;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069019;;;2069019;BL0130;11077895;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069019;;;2069019;BL0130;11077896;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069019;;;2069019;BL0130;11077897;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069021;;;2069021;BL0130;11076567;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;1088758;;;1088758;BL0130;10412618;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069022;;;2069022;BL0130;1638188;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;1088758;;;1088758;BL0130;10412619;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069022;;;2069022;BL0130;1638278;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;62060;;;62060;BL0130;1775624;;2019-11-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;1088758;;;1088758;BL0130;10412620;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069022;;;2069022;BL0130;1638302;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;1088758;;;1088758;BL0130;10412621;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069022;;;2069022;BL0130;11077898;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;1088758;;;1088758;BL0130;10412622;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069022;;;2069022;BL0130;11077899;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069022;;;2069022;BL0130;11077900;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;1088758;;;1088758;BL0130;10412624;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069022;;;2069022;BL0130;11077901;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;62065;;;62065;BL0130;1693422;OK;2019-06-18;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069022;;;2069022;BL0130;11077902;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;5963666;;;5963666;BL0130;11187563;OK;2019-09-27;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069024;;;2069024;BL0130;1652976;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;5963666;;;5963666;BL0130;11187564;OK;2019-09-27;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069024;;;2069024;BL0130;1653144;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069024;;;2069024;BL0130;1653252;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069024;;;2069024;BL0130;1653307;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;5576507;;;5576507;BL0130;1666544;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
ANTWERPEN-WEST - FH01;2069024;;;2069024;BL0130;1653340;;2019-09-05;;;;;;;;;;;;;2020-04-17;2020-04-17;(L/B/S)U template
