OpdrachtID,Projectnummer,"Cluster NR",Blok,Straat,Huisnummer,"Huisnummer Toevoeging",Kamer,Plaats,Opdrachttemplate,Opdrachtnummer,"BUILDING KEY",Quadrant,Buildingtype,"NR BU","NR LU","NR SU","UNITS TOTAL","SSV Completed","SSV Date","TSA NEEDED","TSA SIGNED","TSA SENT",Surveyor,"Building exists","STS COMPLETED DATE"
598653,"KNOKKE-HEIST - FH04",,BL0412,Zeewindstraat,14,,,Knokke-Heist,"BUILDING template",321360,321360,,MDU,0,7,0,7,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598909,"KNOKKE-HEIST - FH04",,BL0413,Kustlaan,283,,,Knokke-Heist,"BUILDING template",2762524,2762524,,SDU,0,1,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598654,"KNOKKE-HEIST - FH04",,BL0413,Zeewindstraat,17,,,Knokke-Heist,"BUILDING template",321361,321361,,MDU,0,10,1,11,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598910,"KNOKKE-HEIST - FH04",,BL0413,Kustlaan,285,,,Knokke-Heist,"BUILDING template",2762525,2762525,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598655,"KNOKKE-HEIST - FH04",,BL0412,Strandstraat,1,,,Knokke-Heist,"BUILDING template",321362,321362,,MDU,0,16,1,17,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598911,"KNOKKE-HEIST - FH04",,BL0413,Kustlaan,287,,,Knokke-Heist,"BUILDING template",2762527,2762527,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598656,"KNOKKE-HEIST - FH04",,BL0412,Strandstraat,13,,,Knokke-Heist,"BUILDING template",321363,321363,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598912,"KNOKKE-HEIST - FH04",,BL0413,Kustlaan,289,,,Knokke-Heist,"BUILDING template",2762529,2762529,,MDU,1,6,0,7,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598657,"KNOKKE-HEIST - FH04",,BL0413,Ebbestraat,1,,,Knokke-Heist,"BUILDING template",321364,321364,,MDU,0,5,1,6,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598913,"KNOKKE-HEIST - FH04",,BL0413,Kustlaan,291,,,Knokke-Heist,"BUILDING template",2762530,2762530,,MDU,1,11,0,12,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598658,"KNOKKE-HEIST - FH04",,BL0413,Ebbestraat,9,,,Knokke-Heist,"BUILDING template",321365,321365,,MDU,0,15,1,16,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598914,"KNOKKE-HEIST - FH04",,BL0413,Kustlaan,301,,,Knokke-Heist,"BUILDING template",2762538,2762538,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598659,"KNOKKE-HEIST - FH04",,BL0413,Ebbestraat,15,,,Knokke-Heist,"BUILDING template",321366,321366,,MDU,,2,,2,,,,,,,,
598915,"KNOKKE-HEIST - FH04",,BL0414,Kustlaan,307,,,Knokke-Heist,"BUILDING template",2762540,2762540,,SDU,0,1,0,1,,,,,,,,
598660,"KNOKKE-HEIST - FH04",,BL0414,"Zeedijk-Het Zoute",807,,,Knokke-Heist,"BUILDING template",321985,321985,,SDU,1,,,1,,,,,,,,
598916,"KNOKKE-HEIST - FH04",,BL0414,Kustlaan,313,,,Knokke-Heist,"BUILDING template",2762541,2762541,,MDU,,6,,6,,,,,,,,
598661,"KNOKKE-HEIST - FH04",,BL0414,"Zeedijk-Het Zoute",814,,,Knokke-Heist,"BUILDING template",321986,321986,,MDU,,16,,16,,,,,,,,
598917,"KNOKKE-HEIST - FH04",,BL0414,Kustlaan,315,,,Knokke-Heist,"BUILDING template",2762543,2762543,,SDU,1,,,1,,,,,,,,
598662,"KNOKKE-HEIST - FH04",,BL0414,"Zeedijk-Het Zoute",816,,,Knokke-Heist,"BUILDING template",321987,321987,,SDU,,1,,1,,,,,,,,
598918,"KNOKKE-HEIST - FH04",,BL0414,Kustlaan,317,,,Knokke-Heist,"BUILDING template",2762544,2762544,,MDU,1,6,,7,,,,,,,,
598663,"KNOKKE-HEIST - FH04",,BL0414,"Zeedijk-Het Zoute",819,,,Knokke-Heist,"BUILDING template",321988,321988,,SDU,1,,,1,,,,,,,,
598919,"KNOKKE-HEIST - FH04",,BL0414,Kustlaan,319,,,Knokke-Heist,"BUILDING template",2762547,2762547,,MDU,,7,,7,,,,,,,,
598664,"KNOKKE-HEIST - FH04",,BL0414,Kustlaan,305,,,Knokke-Heist,"BUILDING template",321989,321989,,SDU,,1,,1,,,,,,,,
598920,"KNOKKE-HEIST - FH04",,BL0414,Kustlaan,321,,,Knokke-Heist,"BUILDING template",2762548,2762548,,MDU,1,11,,12,,,,,,,,
598665,"KNOKKE-HEIST - FH04",,BL0414,Kustlaan,337,,,Knokke-Heist,"BUILDING template",321992,321992,,MDU,1,6,,7,,,,,,,,
598921,"KNOKKE-HEIST - FH04",,BL0414,Kustlaan,323,,,Knokke-Heist,"BUILDING template",2762549,2762549,,SDU,,1,,1,,,,,,,,
598666,"KNOKKE-HEIST - FH04",,BL0414,Ebbestraat,2,,,Knokke-Heist,"BUILDING template",321994,321994,,MDU,6,24,,3,,,,,,,,
598922,"KNOKKE-HEIST - FH04",,BL0414,Kustlaan,325,,,Knokke-Heist,"BUILDING template",2762551,2762551,,SDU,1,,,1,,,,,,,,
598667,"KNOKKE-HEIST - FH04",,BL0414,Ebbestraat,10,,,Knokke-Heist,"BUILDING template",321996,321996,,MDU,,49,,49,,,,,,,,
598923,"KNOKKE-HEIST - FH04",,BL0414,Kustlaan,327,,,Knokke-Heist,"BUILDING template",2762552,2762552,,MDU,,12,,12,,,,,,,,
598668,"KNOKKE-HEIST - FH04",,BL0414,"De Wielingen",1,,,Knokke-Heist,"BUILDING template",322000,322000,,MDU,1,17,0,18,,,,,,,,
598924,"KNOKKE-HEIST - FH04",,BL0414,Kustlaan,331,,,Knokke-Heist,"BUILDING template",2762554,2762554,,SDU,,1,,1,,,,,,,,
598669,"KNOKKE-HEIST - FH04",,BL0411,Golvenstraat,1,,,Knokke-Heist,"BUILDING template",322281,322281,,MDU,1,6,,7,,,,,,"Maayken Vanfleteren",N,
598925,"KNOKKE-HEIST - FH04",,BL0414,Kustlaan,335,,,Knokke-Heist,"BUILDING template",2762555,2762555,,SDU,,1,,1,,,,,,,,
598670,"KNOKKE-HEIST - FH04",,BL0411,Golvenstraat,3,,,Knokke-Heist,"BUILDING template",322282,322282,,MDU,0,6,1,7,,,,,,"Maayken Vanfleteren",Y,2020-01-16
598926,"KNOKKE-HEIST - FH04",,BL0414,Kustlaan,339,,,Knokke-Heist,"BUILDING template",2762558,2762558,,MDU,,7,,7,,,,,,,,
598671,"KNOKKE-HEIST - FH04",,BL0411,Strandstraat,6,,,Knokke-Heist,"BUILDING template",322283,322283,,SDU,,1,,1,,,,,,"Maayken Vanfleteren",N,
598927,"KNOKKE-HEIST - FH04",,BL0414,Kustlaan,343,,,Knokke-Heist,"BUILDING template",2762561,2762561,,SDU,,1,,1,,,,,,,,
598672,"KNOKKE-HEIST - FH04",,BL0411,Strandstraat,22,,,Knokke-Heist,"BUILDING template",322284,322284,,MDU,0,14,1,15,,,,,,"Maayken Vanfleteren",Y,2020-01-16
598928,"KNOKKE-HEIST - FH04",,BL0414,Kustlaan,345,,,Knokke-Heist,"BUILDING template",2762564,2762564,,MDU,,6,,6,,,,,,,,
598673,"KNOKKE-HEIST - FH04",,BL0411,"Zeedijk-Het Zoute",777,,,Knokke-Heist,"BUILDING template",322286,322286,,SDU,0,1,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-16
598929,"KNOKKE-HEIST - FH04",,BL0403,Lichttorenplein,1,B,,Knokke-Heist,"BUILDING template",2762907,2762907,,SDU,0,1,0,1,,,,,,,,
598674,"KNOKKE-HEIST - FH04",,BL0411,Kustlaan,231,,,Knokke-Heist,"BUILDING template",322287,322287,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-16
598930,"KNOKKE-HEIST - FH04",,BL0401,Lichttorenplein,4,,,Knokke-Heist,"BUILDING template",2762909,2762909,,SDU,0,1,0,1,,,,,,,,
598675,"KNOKKE-HEIST - FH04",,BL0411,Kustlaan,187,,,Knokke-Heist,"BUILDING template",322289,322289,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-16
598931,"KNOKKE-HEIST - FH04",,BL0403,Lichttorenplein,7,,,Knokke-Heist,"BUILDING template",2762913,2762913,,SDU,1,0,0,1,,,,,,"Geert Stockman",Y,2020-01-17
598932,"KNOKKE-HEIST - FH04",,BL0401,Lichttorenplein,14,,,Knokke-Heist,"BUILDING template",2762922,2762922,,MDU,1,7,0,8,,,,,,"Geert Stockman",Y,2020-01-17
598677,"KNOKKE-HEIST - FH04",,BL0401,Kustlaan,1,,,Knokke-Heist,"BUILDING template",323112,323112,,MDU,4,114,,118,,,,,,,,
598933,"KNOKKE-HEIST - FH04",,BL0403,Marie-Josestraat,6,,,Knokke-Heist,"BUILDING template",2763519,2763519,,MDU,1,15,,16,,,,,,,,
598678,"KNOKKE-HEIST - FH04",,BL0401,Kustlaan,11,,,Knokke-Heist,"BUILDING template",323113,323113,,MDU,,58,,58,,,,,,,,
598934,"KNOKKE-HEIST - FH04",,BL0403,Marie-Josestraat,8,,,Knokke-Heist,"BUILDING template",2763522,2763522,,SDU,,1,,1,,,,,,,,
598679,"KNOKKE-HEIST - FH04",,BL0401,Zeedijk-Knokke,649,,,Knokke-Heist,"BUILDING template",334954,334954,,MDU,1,8,,9,,,,,,,,
598935,"KNOKKE-HEIST - FH04",,BL0404,Marie-Josestraat,9,,,Knokke-Heist,"BUILDING template",2763524,2763524,,MDU,,9,,9,,,,,,,,
598680,"KNOKKE-HEIST - FH04",,BL0401,Zeedijk-Knokke,650,,,Knokke-Heist,"BUILDING template",334955,334955,,MDU,2,16,,18,,,,,,,,
598936,"KNOKKE-HEIST - FH04",,BL0403,Marie-Josestraat,10,,,Knokke-Heist,"BUILDING template",2763525,2763525,,MDU,,6,,6,,,,,,,,
617112,"KNOKKE-HEIST - FH04",,,Duindistelstraat,10,,,Knokke-Heist,"BUILDING template",NB-8300108be948,NB-8300108be948,,SDU,1,0,0,1,,2020-01-15,,,,"Hidde Kiekens",,
598681,"KNOKKE-HEIST - FH04",,BL0403,Zeedijk-Knokke,661,,,Knokke-Heist,"BUILDING template",334957,334957,,SDU,1,0,0,1,,,,,,"Geert Stockman",Y,2020-01-17
598937,"KNOKKE-HEIST - FH04",,BL0404,Marie-Josestraat,11,,,Knokke-Heist,"BUILDING template",2763526,2763526,,MDU,0,6,0,6,,,,,,"Geert Stockman",Y,2020-01-19
598682,"KNOKKE-HEIST - FH04",,BL0403,Zeedijk-Knokke,670,,,Knokke-Heist,"BUILDING template",334958,334958,,SDU,1,0,0,1,,,,,,"Geert Stockman",Y,2020-01-17
598938,"KNOKKE-HEIST - FH04",,BL0403,Marie-Josestraat,12,,,Knokke-Heist,"BUILDING template",2763527,2763527,,MDU,0,11,0,11,,,,,,"Geert Stockman",Y,2020-01-19
617114,"KNOKKE-HEIST - FH04",,,Duindistelstraat,8,,,Knokke-Heist,"BUILDING template",NB-830082b4749,NB-830082b4749,,SDU,1,0,0,1,,2020-01-15,,,,"Hidde Kiekens",,
598683,"KNOKKE-HEIST - FH04",,BL0403,Kustlaan,13,,,Knokke-Heist,"BUILDING template",334964,334964,,MDU,0,10,0,10,,,,,,"Geert Stockman",Y,2020-01-19
598939,"KNOKKE-HEIST - FH04",,BL0404,Marie-Josestraat,13,,,Knokke-Heist,"BUILDING template",2763531,2763531,,MDU,0,16,0,16,,,,,,"Geert Stockman",Y,2020-01-19
598684,"KNOKKE-HEIST - FH04",,BL0403,Kustlaan,19,,,Knokke-Heist,"BUILDING template",334965,334965,,MDU,1,4,0,5,,,,,,"Geert Stockman",Y,2020-01-19
598940,"KNOKKE-HEIST - FH04",,BL0403,Marie-Josestraat,16,,,Knokke-Heist,"BUILDING template",2763533,2763533,,MDU,0,16,0,16,,,,,,"Geert Stockman",Y,2020-01-19
617116,"KNOKKE-HEIST - FH04",,,"Antoine Breartstraat",13,B,,Knokke-Heist,"BUILDING template",NB-830013B4667,NB-830013B4667,,SDU,1,0,0,1,,2020-01-15,,,,"Hidde Kiekens",,
617372,"KNOKKE-HEIST - FH04",,,"Zeedijk-Het Zoute",798,,,Knokke-Heist,"BUILDING template",NB-8300798fb1c52,NB-8300798fb1c52,,SDU,1,0,0,1,,2020-01-17,,,,"Maayken Vanfleteren",,
598685,"KNOKKE-HEIST - FH04",,BL0401,Lichttorenplein,2,,,Knokke-Heist,"BUILDING template",334966,334966,,SDU,,1,,1,,,,,,,,
598941,"KNOKKE-HEIST - FH04",,BL0411,Strandstraat,2,,,Knokke-Heist,"BUILDING template",2766752,2766752,,MDU,0,9,1,10,,,,,,"Maayken Vanfleteren",Y,2020-01-16
598686,"KNOKKE-HEIST - FH04",,BL0401,Lichttorenplein,8,,,Knokke-Heist,"BUILDING template",334967,334967,,SDU,,1,,1,,,,,,,,
598942,"KNOKKE-HEIST - FH04",,BL0412,Strandstraat,3,,,Knokke-Heist,"BUILDING template",2766753,2766753,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598687,"KNOKKE-HEIST - FH04",,BL0401,Lichttorenplein,10,,,Knokke-Heist,"BUILDING template",334968,334968,,SDU,1,0,0,1,,,,,,"Geert Stockman",Y,2020-01-17
598943,"KNOKKE-HEIST - FH04",,BL0412,Strandstraat,5,,,Knokke-Heist,"BUILDING template",2766756,2766756,,MDU,0,16,1,17,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598688,"KNOKKE-HEIST - FH04",,BL0401,Lichttorenplein,16,,,Knokke-Heist,"BUILDING template",334969,334969,,MDU,2,16,0,18,,,,,,"Geert Stockman",Y,2020-01-17
598944,"KNOKKE-HEIST - FH04",,BL0412,Strandstraat,7,,,Knokke-Heist,"BUILDING template",2766758,2766758,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598689,"KNOKKE-HEIST - FH04",,BL0401,Lichttorenplein,18,,,Knokke-Heist,"BUILDING template",334970,334970,,SDU,1,0,0,1,,,,,,"Geert Stockman",Y,2020-01-17
598945,"KNOKKE-HEIST - FH04",,BL0411,Strandstraat,8,,,Knokke-Heist,"BUILDING template",2766759,2766759,,MDU,0,8,1,9,,,,,,"Maayken Vanfleteren",Y,2020-01-16
598690,"KNOKKE-HEIST - FH04",,BL0401,"Van Bunnenplein",20,,,Knokke-Heist,"BUILDING template",334973,334973,,MDU,3,,,3,,,,,,,,
598946,"KNOKKE-HEIST - FH04",,BL0412,Strandstraat,9,,,Knokke-Heist,"BUILDING template",2766761,2766761,,MDU,0,13,0,13,,,,,,"Maayken Vanfleteren",Y,2020-01-17
617122,"KNOKKE-HEIST - FH04",,,Kustlaan,235,,,Knokke-Heist,"BUILDING template",NB-83002358e2701,NB-83002358e2701,,SDU,1,0,0,1,,2020-01-16,,,,"Maayken Vanfleteren",,
598691,"KNOKKE-HEIST - FH04",,BL0401,"Van Bunnenplein",19,,,Knokke-Heist,"BUILDING template",334974,334974,,MDU,1,7,,8,,,,,,,,
598947,"KNOKKE-HEIST - FH04",,BL0412,Strandstraat,11,,,Knokke-Heist,"BUILDING template",2766762,2766762,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598692,"KNOKKE-HEIST - FH04",,BL0401,"Van Bunnenplein",12,,,Knokke-Heist,"BUILDING template",334976,334976,,SDU,,1,,1,,,,,,,,
598948,"KNOKKE-HEIST - FH04",,BL0411,Strandstraat,12,,,Knokke-Heist,"BUILDING template",2766763,2766763,,MDU,0,4,0,4,,,,,,"Maayken Vanfleteren",Y,2020-01-16
617124,"KNOKKE-HEIST - FH04",,,"Zeedijk-Het Zoute",729,,,Knokke-Heist,"BUILDING template",NB-8300729705092,NB-8300729705092,,MDU,0,12,1,13,,2020-01-16,,,,"Hidde Kiekens",,
598693,"KNOKKE-HEIST - FH04",,BL0403,Lichttorenplein,1,,,Knokke-Heist,"BUILDING template",334977,334977,,MDU,2,12,,14,,,,,,,,
598949,"KNOKKE-HEIST - FH04",,BL0411,Strandstraat,14,,,Knokke-Heist,"BUILDING template",2766766,2766766,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-16
598694,"KNOKKE-HEIST - FH04",,BL0403,Lichttorenplein,5,,,Knokke-Heist,"BUILDING template",334978,334978,,MDU,0,18,0,18,,,,,,"Geert Stockman",Y,2020-01-17
598950,"KNOKKE-HEIST - FH04",,BL0411,Strandstraat,18,,,Knokke-Heist,"BUILDING template",2766768,2766768,,MDU,0,6,0,6,,,,,,"Maayken Vanfleteren",Y,2020-01-16
598695,"KNOKKE-HEIST - FH04",,BL0403,Lichttorenplein,11,,,Knokke-Heist,"BUILDING template",334979,334979,,SDU,1,0,0,1,,,,,,"Geert Stockman",Y,2020-01-17
598951,"KNOKKE-HEIST - FH04",,BL0411,Strandstraat,20,,,Knokke-Heist,"BUILDING template",2766769,2766769,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-16
598696,"KNOKKE-HEIST - FH04",,BL0403,Lichttorenplein,13,,,Knokke-Heist,"BUILDING template",334980,334980,,MDU,0,30,0,30,,,,,,"Geert Stockman",Y,2020-01-17
598952,"KNOKKE-HEIST - FH04",,BL0404,Swolfsstraat,4,,,Knokke-Heist,"BUILDING template",2766774,2766774,,MDU,1,8,0,9,,,,,,"Geert Stockman",Y,2020-01-17
598697,"KNOKKE-HEIST - FH04",,BL0403,Marie-Josestraat,4,,,Knokke-Heist,"BUILDING template",334982,334982,,MDU,0,8,0,8,,,,,,"Geert Stockman",Y,2020-01-17
598953,"KNOKKE-HEIST - FH04",,BL0405,Swolfsstraat,5,,,Knokke-Heist,"BUILDING template",2766775,2766775,,MDU,1,12,,13,,,,,,,,
598698,"KNOKKE-HEIST - FH04",,BL0403,Marie-Josestraat,2,,,Knokke-Heist,"BUILDING template",334983,334983,,SDU,,1,,1,,,,,,,,
598954,"KNOKKE-HEIST - FH04",,BL0405,Swolfsstraat,7,,,Knokke-Heist,"BUILDING template",2766776,2766776,,SDU,,1,,1,,,,,,,,
598699,"KNOKKE-HEIST - FH04",,BL0405,Kustlaan,53,,,Knokke-Heist,"BUILDING template",335025,335025,,SDU,1,0,0,1,,,,,,,,
598955,"KNOKKE-HEIST - FH04",,BL0405,Swolfsstraat,9,,,Knokke-Heist,"BUILDING template",2766782,2766782,,MDU,0,16,0,16,,,,,,"Geert Stockman",Y,2020-01-17
598700,"KNOKKE-HEIST - FH04",,BL0405,Kustlaan,43,,,Knokke-Heist,"BUILDING template",335026,335026,,MDU,2,0,0,2,,,,,,"Geert Stockman",Y,2020-01-17
598956,"KNOKKE-HEIST - FH04",,BL0405,Swolfsstraat,11,,,Knokke-Heist,"BUILDING template",2766785,2766785,,MDU,0,10,0,10,,,,,,"Geert Stockman",Y,2020-01-17
598701,"KNOKKE-HEIST - FH04",,BL0405,Swolfsstraat,1,,,Knokke-Heist,"BUILDING template",335027,335027,,MDU,0,6,0,6,,,,,,"Geert Stockman",Y,2020-01-19
598957,"KNOKKE-HEIST - FH04",,BL0404,Swolfsstraat,12,,,Knokke-Heist,"BUILDING template",2766786,2766786,,MDU,0,12,0,12,,,,,,"Geert Stockman",Y,2020-01-17
598702,"KNOKKE-HEIST - FH04",,BL0405,Swolfsstraat,15,,,Knokke-Heist,"BUILDING template",335028,335028,,MDU,0,14,0,14,,,,,,"Geert Stockman",Y,2020-01-17
598958,"KNOKKE-HEIST - FH04",,BL0405,Swolfsstraat,13,,,Knokke-Heist,"BUILDING template",2766787,2766787,,SDU,1,0,0,1,,,,,,"Geert Stockman",Y,2020-01-17
598703,"KNOKKE-HEIST - FH04",,BL0405,Zeedijk-Knokke,688,,,Knokke-Heist,"BUILDING template",335029,335029,,SDU,1,0,0,1,,,,,,"Geert Stockman",Y,2020-01-19
598959,"KNOKKE-HEIST - FH04",,BL0404,Swolfsstraat,14,,,Knokke-Heist,"BUILDING template",2766788,2766788,,MDU,0,5,0,5,,,,,,"Geert Stockman",Y,2020-01-17
598704,"KNOKKE-HEIST - FH04",,BL0405,Zeedijk-Knokke,698,,,Knokke-Heist,"BUILDING template",335030,335030,,SDU,0,1,0,1,,,,,,,,
598960,"KNOKKE-HEIST - FH04",,BL0405,Swolfsstraat,17,,,Knokke-Heist,"BUILDING template",2766791,2766791,,MDU,0,13,0,13,,,,,,"Geert Stockman",Y,2020-01-17
598705,"KNOKKE-HEIST - FH04",,BL0405,Zandstraat,22,,,Knokke-Heist,"BUILDING template",335031,335031,,MDU,0,6,0,6,,,,,,,,
598961,"KNOKKE-HEIST - FH04",,BL0414,"De Wielingen",3,,,Knokke-Heist,"BUILDING template",2767771,2767771,,MDU,1,5,,6,,,,,,,,
617393,"KNOKKE-HEIST - FH04",,,"Zeedijk-Het Zoute",806,,,Knokke-Heist,"BUILDING template",NB-830080680eb62,NB-830080680eb62,,SDU,1,0,0,1,,2020-01-17,,,,"Maayken Vanfleteren",,
598706,"KNOKKE-HEIST - FH04",,BL0405,Zandstraat,6,,,Knokke-Heist,"BUILDING template",335032,335032,,MDU,0,6,0,6,,,,,,,,
598962,"KNOKKE-HEIST - FH04",,BL0414,"De Wielingen",5,,,Knokke-Heist,"BUILDING template",2767773,2767773,,MDU,,6,,6,,,,,,,,
617138,"KNOKKE-HEIST - FH04",,,"Zeedijk-Het Zoute",734,,,Knokke-Heist,"BUILDING template",NB-83007342d6850,NB-83007342d6850,,SDU,1,0,0,1,,2020-01-16,,,,"Hidde Kiekens",,
598707,"KNOKKE-HEIST - FH04",,BL0405,Zandstraat,4,,,Knokke-Heist,"BUILDING template",335033,335033,,MDU,0,11,0,11,,,,,,,,
598963,"KNOKKE-HEIST - FH04",,BL0414,"De Wielingen",7,,,Knokke-Heist,"BUILDING template",2767775,2767775,,MDU,1,6,,7,,,,,,,,
598708,"KNOKKE-HEIST - FH04",,BL0405,Zandstraat,2,,,Knokke-Heist,"BUILDING template",335034,335034,,MDU,1,25,0,26,,,,,,,,
598964,"KNOKKE-HEIST - FH04",,BL0414,"De Wielingen",9,,,Knokke-Heist,"BUILDING template",2767776,2767776,,SDU,,1,,1,,,,,,,,
617140,"KNOKKE-HEIST - FH04",,,Kustlaan,219,,,Knokke-Heist,"BUILDING template",NB-8300219b2f099,NB-8300219b2f099,,MDU,0,5,1,6,,2020-01-16,,,,"Maayken Vanfleteren",,
598709,"KNOKKE-HEIST - FH04",,BL0406,"Zeedijk-Het Zoute",700,,,Knokke-Heist,"BUILDING template",335093,335093,,MDU,1,8,0,9,,,,,,"Hidde Kiekens",Y,2020-01-16
598965,"KNOKKE-HEIST - FH04",,BL0414,"De Wielingen",19,,,Knokke-Heist,"BUILDING template",2767788,2767788,,SDU,,1,,1,,,,,,,,
598710,"KNOKKE-HEIST - FH04",,BL0406,"Zeedijk-Het Zoute",713,,,Knokke-Heist,"BUILDING template",335094,335094,,SDU,1,0,1,2,,,,,,"Hidde Kiekens",Y,2020-01-16
598966,"KNOKKE-HEIST - FH04",,BL0414,"De Wielingen",21,,,Knokke-Heist,"BUILDING template",2767790,2767790,,SDU,0,1,0,1,,,,,,,,
598711,"KNOKKE-HEIST - FH04",,BL0406,"Zeedijk-Het Zoute",705,,,Knokke-Heist,"BUILDING template",335095,335095,,SDU,1,0,0,1,,,,,,"Hidde Kiekens",Y,2020-01-16
598967,"KNOKKE-HEIST - FH04",,BL0414,"De Wielingen",23,,,Knokke-Heist,"BUILDING template",2767792,2767792,,MDU,2,52,,54,,,,,,,,
598712,"KNOKKE-HEIST - FH04",,BL0406,"Zeedijk-Het Zoute",708,,,Knokke-Heist,"BUILDING template",335096,335096,,SDU,1,0,0,1,,,,,,"Hidde Kiekens",Y,2020-01-16
598968,"KNOKKE-HEIST - FH04",,BL0406,Zandstraat,5,,,Knokke-Heist,"BUILDING template",2767838,2767838,,MDU,0,15,0,15,,,,,,"Hidde Kiekens",Y,2020-01-15
598713,"KNOKKE-HEIST - FH04",,BL0407,"Zeedijk-Het Zoute",714,,,Knokke-Heist,"BUILDING template",335097,335097,,SDU,1,0,0,1,,,,,,"Hidde Kiekens",Y,2020-01-16
598969,"KNOKKE-HEIST - FH04",,BL0405,Zandstraat,8,,,Knokke-Heist,"BUILDING template",2767840,2767840,,MDU,0,5,0,5,,,,,,,,
598714,"KNOKKE-HEIST - FH04",,BL0407,"Zeedijk-Het Zoute",718,,,Knokke-Heist,"BUILDING template",335098,335098,,SDU,1,0,0,1,,,,,,"Hidde Kiekens",Y,2020-01-16
598970,"KNOKKE-HEIST - FH04",,BL0406,Zandstraat,9,,,Knokke-Heist,"BUILDING template",2767841,2767841,,MDU,0,11,1,12,,,,,,"Hidde Kiekens",Y,2020-01-15
598715,"KNOKKE-HEIST - FH04",,BL0406,Kustlaan,55,,,Knokke-Heist,"BUILDING template",335099,335099,,SDU,1,0,0,1,,,,,,"Hidde Kiekens",Y,2020-01-15
598971,"KNOKKE-HEIST - FH04",,BL0405,Zandstraat,10,,,Knokke-Heist,"BUILDING template",2767843,2767843,,MDU,2,9,,11,,,,,,,,
598716,"KNOKKE-HEIST - FH04",,BL0406,Kustlaan,57,,,Knokke-Heist,"BUILDING template",335100,335100,,SDU,1,0,0,1,,,,,,"Hidde Kiekens",Y,2020-01-15
598972,"KNOKKE-HEIST - FH04",,BL0405,Zandstraat,12,,,Knokke-Heist,"BUILDING template",2767845,2767845,,SDU,,1,,1,,,,,,,,
598717,"KNOKKE-HEIST - FH04",,BL0406,Kustlaan,61,,,Knokke-Heist,"BUILDING template",335101,335101,,SDU,1,0,0,1,,,,,,"Hidde Kiekens",Y,2020-01-15
598973,"KNOKKE-HEIST - FH04",,BL0406,Zandstraat,13,,,Knokke-Heist,"BUILDING template",2767846,2767846,,SDU,1,0,1,2,,,,,,"Hidde Kiekens",Y,2020-01-15
598718,"KNOKKE-HEIST - FH04",,BL0407,Kustlaan,95,,,Knokke-Heist,"BUILDING template",335102,335102,,SDU,1,0,0,1,,,,,,"Hidde Kiekens",Y,2020-01-15
598974,"KNOKKE-HEIST - FH04",,BL0405,Zandstraat,14,,,Knokke-Heist,"BUILDING template",2767847,2767847,,MDU,1,8,,9,,,,,,,,
598719,"KNOKKE-HEIST - FH04",,BL0407,Kustlaan,85,,,Knokke-Heist,"BUILDING template",335103,335103,,SDU,1,0,0,1,,,,,,"Hidde Kiekens",Y,2020-01-15
598975,"KNOKKE-HEIST - FH04",,BL0405,Zandstraat,18,,,Knokke-Heist,"BUILDING template",2767848,2767848,,MDU,1,6,,7,,,,,,,,
598720,"KNOKKE-HEIST - FH04",,BL0407,Kustlaan,63,,,Knokke-Heist,"BUILDING template",335104,335104,,SDU,1,0,1,2,,,,,,"Hidde Kiekens",Y,2020-01-15
598976,"KNOKKE-HEIST - FH04",,BL0405,Zandstraat,20,,,Knokke-Heist,"BUILDING template",2767849,2767849,,MDU,1,5,,6,,,,,,,,
598721,"KNOKKE-HEIST - FH04",,BL0406,Zandstraat,1,,,Knokke-Heist,"BUILDING template",335105,335105,,MDU,0,7,0,7,,,,,,"Hidde Kiekens",N,
598977,"KNOKKE-HEIST - FH04",,BL0412,Zeewindstraat,4,,,Knokke-Heist,"BUILDING template",2767893,2767893,,SDU,,1,,1,,,,,,"Maayken Vanfleteren",N,
