Projectnummer;errors;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;BG Name IFH;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;Q IFH;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;IFH_BU;IFH_LU;IFH_SU;IFH_TOTAAL;Wall Mount;Wall Mount IFH;Opdrachttemplate
KNOKKE-HEIST - FH04;Units su diff;12860;BL0412;1.0;21158450;12860;;;;Zeewindstraat;16;;XA;;2020-08-27 15:10:12;Maayken Vanfleteren;MDU;0;17;1;18;0;17;0;17;Y;Y;BUILDING template
KNOKKE-HEIST - FH04;Quadrant diff;12860;BL0412;1.0;21158450;12860;;;;Zeewindstraat;16;;XA;;2020-08-27 15:10:12;Maayken Vanfleteren;MDU;0;17;1;18;0;17;0;17;Y;Y;BUILDING template
KNOKKE-HEIST - FH04;Units total diff;12860;BL0412;1.0;21158450;12860;;;;Zeewindstraat;16;;XA;;2020-08-27 15:10:12;Maayken Vanfleteren;MDU;0;17;1;18;0;17;0;17;Y;Y;BUILDING template
KNOKKE-HEIST - FH04;Quadrant diff;12872;BL0411;1.0;21158451;12872;;;;Golvenstraat;19;;XA;;2020-08-16 10:30:06;Hidde Kiekens;MDU;0;5;1;6;0;5;1;6;Y;Y;BUILDING template
KNOKKE-HEIST - FH04;Quadrant diff;1322806;BL0411;1.0;21158453;1322806;;;;Zeedijk-Het Zoute;767;;XA;;2020-06-28 12:40:04;Hidde Kiekens;MDU;0;16;1;17;0;16;1;17;N;N;BUILDING template
KNOKKE-HEIST - FH04;Quadrant diff;1327494;BL0407;1.0;21158454;1327494;;Antoine Breartstraat 19_Zeedijk-Het Zoute 714-715-716-717-718;Antoine Breartstraat 19_Zeedijk-Het Zoute 714-715-716-717-718;Zeedijk-Het Zoute;715;;XA;;2020-07-08 08:20:07;Geert Stockman;MDU;0;61;2;63;0;60;2;62;N;N;BUILDING template
KNOKKE-HEIST - FH04;Units lu diff;1327494;BL0407;1.0;21158454;1327494;;Antoine Breartstraat 19_Zeedijk-Het Zoute 714-715-716-717-718;Antoine Breartstraat 19_Zeedijk-Het Zoute 714-715-716-717-718;Zeedijk-Het Zoute;715;;XA;;2020-07-08 08:20:07;Geert Stockman;MDU;0;61;2;63;0;60;2;62;N;N;BUILDING template
KNOKKE-HEIST - FH04;Units total diff;1327494;BL0407;1.0;21158454;1327494;;Antoine Breartstraat 19_Zeedijk-Het Zoute 714-715-716-717-718;Antoine Breartstraat 19_Zeedijk-Het Zoute 714-715-716-717-718;Zeedijk-Het Zoute;715;;XA;;2020-07-08 08:20:07;Geert Stockman;MDU;0;61;2;63;0;60;2;62;N;N;BUILDING template
KNOKKE-HEIST - FH04;Quadrant diff;1327496;BL0408;1.0;21158455;1327496;35543976;Zeedijk-Het Zoute 721-723-724;Zeedijk-Het Zoute 721-723-724;Zeedijk-Het Zoute;724;;XA;;2020-05-25 21:10:04;Hidde Kiekens;MDU;1;0;0;1;1;0;0;1;N;N;BUILDING template
KNOKKE-HEIST - FH04;Quadrant diff;1327497;BL0408;1.0;21158456;1327497;;;;Zeedijk-Het Zoute;737;;A;;2020-06-03 14:10:04;Hidde Kiekens;MDU;0;45;3;48;0;46;2;48;Y;Y;BUILDING template
KNOKKE-HEIST - FH04;Units lu diff;1327497;BL0408;1.0;21158456;1327497;;;;Zeedijk-Het Zoute;737;;A;;2020-06-03 14:10:04;Hidde Kiekens;MDU;0;45;3;48;0;46;2;48;Y;Y;BUILDING template
KNOKKE-HEIST - FH04;Units su diff;1327497;BL0408;1.0;21158456;1327497;;;;Zeedijk-Het Zoute;737;;A;;2020-06-03 14:10:04;Hidde Kiekens;MDU;0;45;3;48;0;46;2;48;Y;Y;BUILDING template
KNOKKE-HEIST - FH04;Quadrant diff;1338057;BL0412;1.0;21158457;1338057;35542097;Kustlaan 243-245-249;Kustlaan 243-245-249;Kustlaan;249;;XA;;2020-05-23 15:15:04;Maayken Vanfleteren;MDU;1;0;0;1;1;0;0;1;N;N;BUILDING template
