Projectnummer;errors;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;BG Name IFH;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;Q IFH;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;IFH_BU;IFH_LU;IFH_SU;IFH_TOTAAL;Wall Mount;Wall Mount IFH;Opdrachttemplate
KNOKKE-HEIST - FH06;NO CLUSTERS;1024246;BL0611;;29312285;1024246;;;;Paul Parmentierlaan;236;;D;;2020-07-26 13:15:05;Hidde Kiekens;MDU;0;5;0;5;;;;;Y;;BUILDING template
KNOKKE-HEIST - FH06;Quadrant diff;1024246;BL0611;;29312285;1024246;;;;Paul Parmentierlaan;236;;D;;2020-07-26 13:15:05;Hidde Kiekens;MDU;0;5;0;5;0;5;0;5;Y;Y;BUILDING template
KNOKKE-HEIST - FH06;NO CLUSTERS;1168840;BL0605;;31239929;1168840;33269999;Zeedijk-Albertstrand 530-531;;Zeedijk-Albertstrand;530;;XA;;2020-07-20 15:40:05;Geert Stockman;MDU;1;14;1;16;;;;;N;;BUILDING template
KNOKKE-HEIST - FH06;Quadrant diff;1168840;BL0605;;31239929;1168840;33269999;Zeedijk-Albertstrand 530-531;Zeedijk-Albertstrand 530-531;Zeedijk-Albertstrand;530;;XA;;2020-07-20 15:40:05;Geert Stockman;MDU;1;14;1;16;1;14;1;16;N;N;BUILDING template
KNOKKE-HEIST - FH06;Units su diff;12838;BL0601;;29312288;12838;;;;Meerlaan;80;;A;;2020-08-02 10:00:06;Geert Stockman;MDU;0;20;1;21;0;20;0;20;Y;Y;BUILDING template
KNOKKE-HEIST - FH06;NO CLUSTERS;12838;BL0601;;29312288;12838;;;;Meerlaan;80;;A;;2020-08-02 10:00:06;Geert Stockman;MDU;0;20;1;21;;;;;Y;;BUILDING template
KNOKKE-HEIST - FH06;Quadrant diff;12838;BL0601;;29312288;12838;;;;Meerlaan;80;;A;;2020-08-02 10:00:06;Geert Stockman;MDU;0;20;1;21;0;20;0;20;Y;Y;BUILDING template
KNOKKE-HEIST - FH06;Units total diff;12838;BL0601;;29312288;12838;;;;Meerlaan;80;;A;;2020-08-02 10:00:06;Geert Stockman;MDU;0;20;1;21;0;20;0;20;Y;Y;BUILDING template
KNOKKE-HEIST - FH06;NO CLUSTERS;12846;BL0606;;31239128;12846;33269968;;;Meerminlaan;11;;;;2020-08-28 12:10:05;Hidde Kiekens;SDU;0;1;0;1;;;;;N;;BUILDING template
KNOKKE-HEIST - FH06;NO CLUSTERS;12854;BL0605;;29312289;12854;;;;Zonnelaan;10;;D;;2020-07-26 13:05:04;Hidde Kiekens;MDU;0;10;0;10;;;;;Y;;BUILDING template
KNOKKE-HEIST - FH06;Quadrant diff;12854;BL0605;;29312289;12854;;;;Zonnelaan;10;;D;;2020-07-26 13:05:04;Hidde Kiekens;MDU;0;10;0;10;0;10;0;10;Y;Y;BUILDING template
KNOKKE-HEIST - FH06;NO CLUSTERS;1288479;BL0611;;29312291;1288479;;;;Paul Parmentierlaan;230;;;;;Maayken Vanfleteren;MDU;0;6;1;7;;;;;Y;;BUILDING template
KNOKKE-HEIST - FH06;Units su diff;13070;BL0608;;29312292;13070;33269980;Paul Parmentierlaan 269A-271;Paul Parmentierlaan 269A-271;Paul Parmentierlaan;271;;XA;;2020-08-12 11:50:11;Geert Stockman;MDU;0;7;1;8;0;7;0;7;N;N;BUILDING template
KNOKKE-HEIST - FH06;Quadrant diff;13070;BL0608;;29312292;13070;33269980;Paul Parmentierlaan 269A-271;Paul Parmentierlaan 269A-271;Paul Parmentierlaan;271;;XA;;2020-08-12 11:50:11;Geert Stockman;MDU;0;7;1;8;0;7;0;7;N;N;BUILDING template
KNOKKE-HEIST - FH06;Units total diff;13070;BL0608;;29312292;13070;33269980;Paul Parmentierlaan 269A-271;Paul Parmentierlaan 269A-271;Paul Parmentierlaan;271;;XA;;2020-08-12 11:50:11;Geert Stockman;MDU;0;7;1;8;0;7;0;7;N;N;BUILDING template
KNOKKE-HEIST - FH06;NO CLUSTERS;13070;BL0608;;29312292;13070;33269980;Paul Parmentierlaan 269A-271;;Paul Parmentierlaan;271;;XA;;2020-08-12 11:50:11;Geert Stockman;MDU;0;7;1;8;;;;;N;;BUILDING template
KNOKKE-HEIST - FH06;Quadrant diff;13072;BL0609;;29312293;13072;;;;Sylvain Dupuisstraat;53;;D;;2020-08-04 07:40:31;Geert Stockman;MDU;0;7;1;8;0;7;1;8;Y;Y;BUILDING template
KNOKKE-HEIST - FH06;NO CLUSTERS;13072;BL0609;;29312293;13072;;;;Sylvain Dupuisstraat;53;;D;;2020-08-04 07:40:31;Geert Stockman;MDU;0;7;1;8;;;;;Y;;BUILDING template
KNOKKE-HEIST - FH06;Units total diff;13074;BL0614;;29312294;13074;33269895;;;Koningslaan;129;;D;;2020-08-31 16:45:07;Hidde Kiekens;MDU;0;12;1;13;0;14;1;15;Y;Y;BUILDING template
KNOKKE-HEIST - FH06;Quadrant diff;13074;BL0614;;29312294;13074;33269895;;;Koningslaan;129;;D;;2020-08-31 16:45:07;Hidde Kiekens;MDU;0;12;1;13;0;14;1;15;Y;Y;BUILDING template
KNOKKE-HEIST - FH06;NO CLUSTERS;13074;BL0614;;29312294;13074;33269895;;;Koningslaan;129;;D;;2020-08-31 16:45:07;Hidde Kiekens;MDU;0;12;1;13;;;;;Y;;BUILDING template
KNOKKE-HEIST - FH06;Units lu diff;13074;BL0614;;29312294;13074;33269895;;;Koningslaan;129;;D;;2020-08-31 16:45:07;Hidde Kiekens;MDU;0;12;1;13;0;14;1;15;Y;Y;BUILDING template
KNOKKE-HEIST - FH06;NO CLUSTERS;1320090;BL0601;;29312295;1320090;33269990;;;Sterrenlaan;11;;;;2020-07-30 08:20:07;Geert Stockman;SDU;0;1;0;1;;;;;Y;;BUILDING template
KNOKKE-HEIST - FH06;NO CLUSTERS;1320279;BL0602;;31239598;1320279;33269868;Zeedijk-Albertstrand 500-501-502;;Zeedijk-Albertstrand;501;;;;;Maayken Vanfleteren;MDU;0;30;2;32;;;;;N;;BUILDING template
KNOKKE-HEIST - FH06;NO CLUSTERS;1327501;BL0613;;29312296;1327501;;;;Jozef Nellenslaan;221;;;;;Hidde Kiekens;MDU;0;7;1;8;;;;;Y;;BUILDING template
KNOKKE-HEIST - FH06;Quadrant diff;1327502;BL0611;;29312297;1327502;;;;Paul Parmentierlaan;226;;D;;2020-08-16 10:10:05;Hidde Kiekens;MDU;0;4;0;4;0;4;1;5;Y;Y;BUILDING template
