'Building_Units'[mainkey];Lu_Key;Block_Name;Street;House_Nr;House_Nr_Suffix;App_Nr;Postal_Code;City;LU_nature;MUD/SDU;Quadrant;VCA;M5A;M6A;B1;B2;Handover_Date;Stop_Selling_Dt;Stop_Service_Dt;Best_Unit_Status;RFS;RFT;Building_Group_FID;Building_Group_name;B2_new
1128029;1724048;W03-C-Antwerpen-West-FH01_BL0010;Verbindingsdok-Westkaai;26;;201;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;20660534;Verbindingsdok-Westkaai 26-28-30;2021-01-05
1128029;1724049;W03-C-Antwerpen-West-FH01_BL0010;Verbindingsdok-Westkaai;26;;1;2000;Antwerpen;BU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;20660534;Verbindingsdok-Westkaai 26-28-30;2021-01-05
11985;11077230;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;33;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
11985;1754943;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;33;;1;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
11985;1754944;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;33;;101;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
12721;11306852;W03-C-Antwerpen-West-FH01_BL0023;Indiëstraat;2;;;2000;Antwerpen;BU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
12721;11306853;W03-C-Antwerpen-West-FH01_BL0023;Indiëstraat;2;;;2000;Antwerpen;SU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
12721;11306854;W03-C-Antwerpen-West-FH01_BL0023;Indiëstraat;2;;;2000;Antwerpen;SU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
12721;1689439;W03-C-Antwerpen-West-FH01_BL0023;Indiëstraat;2;;;2000;Antwerpen;BU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
12721;1689444;W03-C-Antwerpen-West-FH01_BL0023;Indiëstraat;2;;;2000;Antwerpen;BU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
12721;1691311;W03-C-Antwerpen-West-FH01_BL0023;Indiëstraat;2;;;2000;Antwerpen;BU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
12721;1691335;W03-C-Antwerpen-West-FH01_BL0023;Indiëstraat;2;;;2000;Antwerpen;BU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1735097;1713273;W03-C-Antwerpen-West-FH01_BL0015;Amsterdamstraat;23;;1;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1735097;1713274;W03-C-Antwerpen-West-FH01_BL0015;Amsterdamstraat;23;;101;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1735097;1713275;W03-C-Antwerpen-West-FH01_BL0015;Amsterdamstraat;23;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1735098;10410887;W03-C-Antwerpen-West-FH01_BL0015;Amsterdamstraat;25;;201;2000;Antwerpen;LU;MDU;A - Floorbox;NOK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1735098;10410888;W03-C-Antwerpen-West-FH01_BL0015;Amsterdamstraat;25;;301;2000;Antwerpen;LU;MDU;A - Floorbox;NOK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1735098;10410889;W03-C-Antwerpen-West-FH01_BL0015;Amsterdamstraat;25;;401;2000;Antwerpen;LU;MDU;A - Floorbox;NOK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1735098;10410943;W03-C-Antwerpen-West-FH01_BL0015;Amsterdamstraat;25;;501;2000;Antwerpen;LU;MDU;A - Floorbox;NOK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1735098;10411145;W03-C-Antwerpen-West-FH01_BL0015;Amsterdamstraat;25;;SU1;2000;Antwerpen;SU;MDU;A - Floorbox;NOK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1735098;11320456;W03-C-Antwerpen-West-FH01_BL0015;Amsterdamstraat;25;;101;2000;Antwerpen;LU;MDU;A - Floorbox;NOK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1735098;11320457;W03-C-Antwerpen-West-FH01_BL0015;Amsterdamstraat;25;;1;2000;Antwerpen;BU;MDU;A - Floorbox;NOK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1735099;11078051;W03-C-Antwerpen-West-FH01_BL0015;Amsterdamstraat;27;;SU1;2000;Antwerpen;SU;MDU;A - Floorbox;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1735099;1727091;W03-C-Antwerpen-West-FH01_BL0015;Amsterdamstraat;27;;101;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1735099;1727324;W03-C-Antwerpen-West-FH01_BL0015;Amsterdamstraat;27;;201;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1735099;1727527;W03-C-Antwerpen-West-FH01_BL0015;Amsterdamstraat;27;;301;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1735099;1727649;W03-C-Antwerpen-West-FH01_BL0015;Amsterdamstraat;27;;401;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1735099;1727918;W03-C-Antwerpen-West-FH01_BL0015;Amsterdamstraat;27;;1;2000;Antwerpen;BU;MDU;A - Floorbox;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1735105;11078082;W03-C-Antwerpen-West-FH01_BL0015;Amsterdamstraat;39;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1735105;1771615;W03-C-Antwerpen-West-FH01_BL0015;Amsterdamstraat;39;;1;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1735105;1771616;W03-C-Antwerpen-West-FH01_BL0015;Amsterdamstraat;39;;101;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1775203;10364943;W03-C-Antwerpen-West-FH01_BL0015;Braziliestraat;19;;101;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1775203;11077873;W03-C-Antwerpen-West-FH01_BL0015;Braziliestraat;19;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1775203;11077875;W03-C-Antwerpen-West-FH01_BL0015;Braziliestraat;19;;1;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1786771;1737989;W03-C-Antwerpen-West-FH01_BL0023;Cadixstraat;3;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1786771;1738494;W03-C-Antwerpen-West-FH01_BL0023;Cadixstraat;3;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1786771;1740001;W03-C-Antwerpen-West-FH01_BL0023;Cadixstraat;3;;;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1786795;1803342;W03-C-Antwerpen-West-FH01_BL0023;Cadixstraat;5;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1786795;1803343;W03-C-Antwerpen-West-FH01_BL0023;Cadixstraat;5;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1786795;1803344;W03-C-Antwerpen-West-FH01_BL0023;Cadixstraat;5;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1786795;1803345;W03-C-Antwerpen-West-FH01_BL0023;Cadixstraat;5;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1786795;1803346;W03-C-Antwerpen-West-FH01_BL0023;Cadixstraat;5;;;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1786894;11078009;W03-C-Antwerpen-West-FH01_BL0023;Cadixstraat;35;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33242250;Cadixstraat 35-35A;2021-01-05
1786894;11078010;W03-C-Antwerpen-West-FH01_BL0023;Cadixstraat;35;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33242250;Cadixstraat 35-35A;2021-01-05
1786894;11078011;W03-C-Antwerpen-West-FH01_BL0023;Cadixstraat;35;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33242250;Cadixstraat 35-35A;2021-01-05
1786894;11078012;W03-C-Antwerpen-West-FH01_BL0023;Cadixstraat;35;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33242250;Cadixstraat 35-35A;2021-01-05
1786894;11078013;W03-C-Antwerpen-West-FH01_BL0023;Cadixstraat;35;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33242250;Cadixstraat 35-35A;2021-01-05
1786894;11078014;W03-C-Antwerpen-West-FH01_BL0023;Cadixstraat;35;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33242250;Cadixstraat 35-35A;2021-01-05
1786894;11078015;W03-C-Antwerpen-West-FH01_BL0023;Cadixstraat;35;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33242250;Cadixstraat 35-35A;2021-01-05
1786894;11078016;W03-C-Antwerpen-West-FH01_BL0023;Cadixstraat;35;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33242250;Cadixstraat 35-35A;2021-01-05
1786894;11078017;W03-C-Antwerpen-West-FH01_BL0023;Cadixstraat;35;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33242250;Cadixstraat 35-35A;2021-01-05
1786894;11078018;W03-C-Antwerpen-West-FH01_BL0023;Cadixstraat;35;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33242250;Cadixstraat 35-35A;2021-01-05
1786894;11078019;W03-C-Antwerpen-West-FH01_BL0023;Cadixstraat;35;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33242250;Cadixstraat 35-35A;2021-01-05
1786894;11306981;W03-C-Antwerpen-West-FH01_BL0023;Cadixstraat;35;;;2000;Antwerpen;SU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33242250;Cadixstraat 35-35A;2021-01-05
1786894;1761065;W03-C-Antwerpen-West-FH01_BL0023;Cadixstraat;35;;;2000;Antwerpen;SU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33242250;Cadixstraat 35-35A;2021-01-05
1948967;10374854;W03-C-Antwerpen-West-FH01_BL0023;Indiëstraat;8;;;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1948967;10416520;W03-C-Antwerpen-West-FH01_BL0023;Indiëstraat;8;;;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1948967;10416521;W03-C-Antwerpen-West-FH01_BL0023;Indiëstraat;8;;;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1948967;11306856;W03-C-Antwerpen-West-FH01_BL0023;Indiëstraat;8;;;2000;Antwerpen;SU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1960565;11077192;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;7;;;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1960565;1842142;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;7;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1960566;1852883;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;8;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1960566;1853014;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;8;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1960566;1853307;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;8;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1960566;1853544;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;8;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1960567;11077205;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;9;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1960567;11077206;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;9;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1960567;11077207;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;9;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1960567;11077208;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;9;;;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1960567;11077209;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;9;;;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1960567;11077210;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;9;;;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1960567;11077211;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;9;;;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1960567;11077213;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;9;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1960567;1868031;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;9;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1960569;11077196;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;11;;;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1960569;11077198;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;11;;;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1960569;1630971;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;11;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1960569;1630972;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;11;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1960569;1630973;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;11;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1960569;1630974;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;11;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1960570;11077214;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;12;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1960570;11306873;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;12;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1960570;11306874;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;12;;;2000;Antwerpen;SU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1960570;1640490;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;12;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1960573;11077199;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;15;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1960573;11077200;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;15;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1960573;11306875;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;15;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1960573;1662307;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;15;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1960580;1719379;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;25;;101;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1960580;1719581;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;25;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1960580;1719756;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;25;;301;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1960580;1719853;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;25;;1;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1960581;10413022;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;26;;201;2000;Antwerpen;LU;MDU;E - CAT5e-6;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1960581;10413210;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;26;;301;2000;Antwerpen;LU;MDU;E - CAT5e-6;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1960581;10413308;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;26;;401;2000;Antwerpen;LU;MDU;E - CAT5e-6;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1960581;10413347;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;26;;501;2000;Antwerpen;LU;MDU;E - CAT5e-6;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1960581;10415447;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;26;;1;2000;Antwerpen;BU;MDU;E - CAT5e-6;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1960581;11081610;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;26;;101;2000;Antwerpen;LU;MDU;E - CAT5e-6;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1960581;11306880;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;26;;SU1;2000;Antwerpen;SU;MDU;E - CAT5e-6;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1960582;11077215;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;27;;202;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1960582;11077216;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;27;;301;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1960582;11077217;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;27;;102;2000;Antwerpen;BU;MDU;C - Precabled ONTP;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1960582;11077218;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;27;;201;2000;Antwerpen;BU;MDU;C - Precabled ONTP;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1960582;1729353;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;27;;1;2000;Antwerpen;BU;MDU;C - Precabled ONTP;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1960582;1729354;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;27;;101;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1960583;11077220;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;28;;1;2000;Antwerpen;BU;MDU;D - Facade Box;PENDING;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
