'Building_Units'[mainkey];Lu_Key;Block_Name;Street;House_Nr;House_Nr_Suffix;App_Nr;Postal_Code;City;LU_nature;MUD/SDU;Quadrant;VCA;M5A;M6A;B1;B2;Handover_Date;Stop_Selling_Dt;Stop_Service_Dt;Best_Unit_Status;RFS;RFT;Building_Group_FID;Building_Group_name;B2_new
1992477;11077296;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;5;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992477;11077297;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;5;;301;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992477;1803341;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;5;;1;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992481;11077299;W03-C-Antwerpen-West-FH01_BL0011;Londenstraat;6;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-06;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992481;11077300;W03-C-Antwerpen-West-FH01_BL0011;Londenstraat;6;;301;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-06;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992481;1824036;W03-C-Antwerpen-West-FH01_BL0011;Londenstraat;6;;1;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-04-06;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992481;1824037;W03-C-Antwerpen-West-FH01_BL0011;Londenstraat;6;;101;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-06;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992482;1839107;W03-C-Antwerpen-West-FH01_BL0016;Catharina Pepijnstraat;7;;1;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992482;1839360;W03-C-Antwerpen-West-FH01_BL0016;Catharina Pepijnstraat;7;;101;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992485;1855677;W03-C-Antwerpen-West-FH01_BL0011;Londenstraat;8;;;2000;Antwerpen;LU;SDU;;;;;2020-04-06;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992486;11076979;W03-C-Antwerpen-West-FH01_BL0016;Catharina Pepijnstraat;9;;;2000;Antwerpen;BU;SDU;;;;;2020-04-22;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992488;1617640;W03-C-Antwerpen-West-FH01_BL0011;Londenstraat;10;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-06;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992488;1618937;W03-C-Antwerpen-West-FH01_BL0011;Londenstraat;10;;1;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-04-06;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992494;11076619;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;13;;;2000;Antwerpen;BU;SDU;;;;;2020-04-22;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992495;1668351;W03-C-Antwerpen-West-FH01_BL0011;Londenstraat;16;;;2000;Antwerpen;LU;SDU;;;;;2020-04-06;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992496;11076625;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;17;;1;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992496;11076626;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;17;;2;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992496;11076627;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;17;;101;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992496;11076628;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;17;;102;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992496;11076629;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;17;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992496;11076630;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;17;;301;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992496;11076631;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;17;;302;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992496;11076632;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;17;;401;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992508;10362910;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;21;;101;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992508;10362911;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;21;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992508;10362912;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;21;;301;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992508;11077321;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;21;;1;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992508;11077322;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;21;;SU1;2000;Antwerpen;SU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992511;10368462;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;23;;101;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992511;10368573;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;23;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992511;10372116;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;23;;1;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992511;10372342;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;23;;301;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992511;11077302;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;23;;401;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992517;11077323;W03-C-Antwerpen-West-FH01_BL0012;Londenstraat;24;;;2000;Antwerpen;BU;SDU;;;;;2020-04-14;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992519;11077304;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;25;;SU1;2000;Antwerpen;SU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992519;1721595;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;25;;1;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992528;11077305;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;27;;101;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992528;11077306;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;27;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992528;11077307;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;27;;301;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992528;1729355;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;27;;1;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992540;11077310;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;29;;301;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992540;1734446;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;29;;101;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
1992540;1735237;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;29;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2008888;1776155;W03-C-Antwerpen-West-FH01_BL0016;August Michielsstraat;4;;1;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2008888;1776156;W03-C-Antwerpen-West-FH01_BL0016;August Michielsstraat;4;;101;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2008888;1776157;W03-C-Antwerpen-West-FH01_BL0016;August Michielsstraat;4;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2008888;1776158;W03-C-Antwerpen-West-FH01_BL0016;August Michielsstraat;4;;301;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2008915;11077449;W03-C-Antwerpen-West-FH01_BL0016;August Michielsstraat;6;;101;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2008915;11184302;W03-C-Antwerpen-West-FH01_BL0016;August Michielsstraat;6;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2008915;11184303;W03-C-Antwerpen-West-FH01_BL0016;August Michielsstraat;6;;301;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2008915;1824534;W03-C-Antwerpen-West-FH01_BL0016;August Michielsstraat;6;;1;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2008923;10364959;W03-C-Antwerpen-West-FH01_BL0016;August Michielsstraat;8;;1;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2008923;11077478;W03-C-Antwerpen-West-FH01_BL0016;August Michielsstraat;8;;203;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2008923;11077479;W03-C-Antwerpen-West-FH01_BL0016;August Michielsstraat;8;;301;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2008923;11077480;W03-C-Antwerpen-West-FH01_BL0016;August Michielsstraat;8;;302;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2008923;11077481;W03-C-Antwerpen-West-FH01_BL0016;August Michielsstraat;8;;SU1;2000;Antwerpen;SU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2008923;11077484;W03-C-Antwerpen-West-FH01_BL0016;August Michielsstraat;8;;101;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2008923;11077485;W03-C-Antwerpen-West-FH01_BL0016;August Michielsstraat;8;;102;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2008923;11077486;W03-C-Antwerpen-West-FH01_BL0016;August Michielsstraat;8;;103;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2008923;11077487;W03-C-Antwerpen-West-FH01_BL0016;August Michielsstraat;8;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2008923;11077488;W03-C-Antwerpen-West-FH01_BL0016;August Michielsstraat;8;;202;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2008939;10410325;W03-C-Antwerpen-West-FH01_BL0016;August Michielsstraat;12;;1;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2008939;11306903;W03-C-Antwerpen-West-FH01_BL0016;August Michielsstraat;12;;101;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2008939;11306904;W03-C-Antwerpen-West-FH01_BL0016;August Michielsstraat;12;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2008939;11306905;W03-C-Antwerpen-West-FH01_BL0016;August Michielsstraat;12;;301;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2008939;11306906;W03-C-Antwerpen-West-FH01_BL0016;August Michielsstraat;12;;401;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2008939;11306907;W03-C-Antwerpen-West-FH01_BL0016;August Michielsstraat;12;;SU1;2000;Antwerpen;SU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2009021;1708714;W03-C-Antwerpen-West-FH01_BL0016;August Michielsstraat;22;;101;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2009021;1708715;W03-C-Antwerpen-West-FH01_BL0016;August Michielsstraat;22;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2009021;1708716;W03-C-Antwerpen-West-FH01_BL0016;August Michielsstraat;22;;301;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2009021;1708717;W03-C-Antwerpen-West-FH01_BL0016;August Michielsstraat;22;;401;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2024695;1625675;W03-C-Antwerpen-West-FH01_BL0016;Napelsstraat;106;;101;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2024695;1625733;W03-C-Antwerpen-West-FH01_BL0016;Napelsstraat;106;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2024695;1625769;W03-C-Antwerpen-West-FH01_BL0016;Napelsstraat;106;;301;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2024695;1625796;W03-C-Antwerpen-West-FH01_BL0016;Napelsstraat;106;;401;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2024695;1625916;W03-C-Antwerpen-West-FH01_BL0016;Napelsstraat;106;;1;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2024698;11077499;W03-C-Antwerpen-West-FH01_BL0016;Napelsstraat;108;;401;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2024698;1627278;W03-C-Antwerpen-West-FH01_BL0016;Napelsstraat;108;;1;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2024698;1627279;W03-C-Antwerpen-West-FH01_BL0016;Napelsstraat;108;;101;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2024698;1627280;W03-C-Antwerpen-West-FH01_BL0016;Napelsstraat;108;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2024783;11184308;W03-C-Antwerpen-West-FH01_BL0012;Napoleonkaai;33;;401;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-14;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2024783;1753056;W03-C-Antwerpen-West-FH01_BL0012;Napoleonkaai;33;;101;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-14;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2024783;1753172;W03-C-Antwerpen-West-FH01_BL0012;Napoleonkaai;33;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-14;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2024783;1753338;W03-C-Antwerpen-West-FH01_BL0012;Napoleonkaai;33;;301;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-14;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2024783;1753450;W03-C-Antwerpen-West-FH01_BL0012;Napoleonkaai;33;;1;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-04-14;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2024788;10412423;W03-C-Antwerpen-West-FH01_BL0012;Napoleonkaai;35;;101;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-04-14;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2024788;10412515;W03-C-Antwerpen-West-FH01_BL0012;Napoleonkaai;35;;201;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-04-14;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2024788;10412579;W03-C-Antwerpen-West-FH01_BL0012;Napoleonkaai;35;;301;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-04-14;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2024788;11184311;W03-C-Antwerpen-West-FH01_BL0012;Napoleonkaai;35;;401;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-04-14;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2024788;1759487;W03-C-Antwerpen-West-FH01_BL0012;Napoleonkaai;35;;1;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-04-14;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2024805;10411131;W03-C-Antwerpen-West-FH01_BL0012;Napoleonkaai;41;;1;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-04-14;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2024805;1779444;W03-C-Antwerpen-West-FH01_BL0012;Napoleonkaai;41;;101;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-14;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2024805;1779555;W03-C-Antwerpen-West-FH01_BL0012;Napoleonkaai;41;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-14;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2024805;1779676;W03-C-Antwerpen-West-FH01_BL0012;Napoleonkaai;41;;301;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-14;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2059541;10414422;W03-C-Antwerpen-West-FH01_BL0011;Verbindingsdok-Oostkaai;3;;1;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-04-06;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2059541;11077731;W03-C-Antwerpen-West-FH01_BL0011;Verbindingsdok-Oostkaai;3;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-06;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2059541;11077732;W03-C-Antwerpen-West-FH01_BL0011;Verbindingsdok-Oostkaai;3;;301;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-06;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2059541;1738479;W03-C-Antwerpen-West-FH01_BL0011;Verbindingsdok-Oostkaai;3;;101;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-06;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2059542;11077729;W03-C-Antwerpen-West-FH01_BL0011;Verbindingsdok-Oostkaai;5;;201;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-04-06;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2059542;1799410;W03-C-Antwerpen-West-FH01_BL0011;Verbindingsdok-Oostkaai;5;;301;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-04-06;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2059542;1799815;W03-C-Antwerpen-West-FH01_BL0011;Verbindingsdok-Oostkaai;5;;401;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-06;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2059542;1799877;W03-C-Antwerpen-West-FH01_BL0011;Verbindingsdok-Oostkaai;5;;1;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-04-06;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2059542;1800132;W03-C-Antwerpen-West-FH01_BL0011;Verbindingsdok-Oostkaai;5;;101;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-04-06;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2059544;1840129;W03-C-Antwerpen-West-FH01_BL0011;Verbindingsdok-Oostkaai;7;;;2000;Antwerpen;BU;SDU;;;;;2020-04-06;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2059545;1867510;W03-C-Antwerpen-West-FH01_BL0011;Verbindingsdok-Oostkaai;9;;;2000;Antwerpen;BU;SDU;;;;;2020-04-06;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2066332;11077792;W03-C-Antwerpen-West-FH01_BL0004;Zeevaartstraat;6;;1;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-03-12;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2066332;1824039;W03-C-Antwerpen-West-FH01_BL0004;Zeevaartstraat;6;;101;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-03-12;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
2066332;1824040;W03-C-Antwerpen-West-FH01_BL0004;Zeevaartstraat;6;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-03-12;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
