OpdrachtID,Projectnummer,Straat,Huisnummer,"Huisnummer Toevoeging",Postcode,Plaats,xPos,yPos,Opdrachtnummer,"LAM MK",Opdrachttemplate
850176,"ANTWERPEN-WEST - FH11",Pourbusstraat,11,,2000,Antwerpen,,,NB-20001101299,NB-20001101299,"BUILDING template"
850177,"ANTWERPEN-WEST - FH11",Pourbusstraat,15,,2000,Antwerpen,,,NB-20001501300,NB-20001501300,"BUILDING template"
850178,"ANTWERPEN-WEST - FH11",Pourbusstraat,17,,2000,Antwerpen,,,NB-20001701301,NB-20001701301,"BUILDING template"
850179,"ANTWERPEN-WEST - FH11",Pourbusstraat,19,,2000,Antwerpen,,,NB-20001901302,NB-20001901302,"BUILDING template"
850180,"ANTWERPEN-WEST - FH11",Pourbusstraat,21,,2000,Antwerpen,,,NB-20002101303,NB-20002101303,"BUILDING template"
850181,"ANTWERPEN-WEST - FH11",Pourbusstraat,23,,2000,Antwerpen,,,NB-20002301304,NB-20002301304,"BUILDING template"
850182,"ANTWERPEN-WEST - FH11",Pourbusstraat,31,,2000,Antwerpen,,,NB-20003101305,NB-20003101305,"BUILDING template"
850183,"ANTWERPEN-WEST - FH11",Pourbusstraat,33,,2000,Antwerpen,,,NB-20003301306,NB-20003301306,"BUILDING template"
850184,"ANTWERPEN-WEST - FH11",Schalienstraat,1,A,2000,Antwerpen,,,NB-20001A01307,NB-20001A01307,"BUILDING template"
850185,"ANTWERPEN-WEST - FH11",Schalienstraat,14,,2000,Antwerpen,,,NB-20001401308,NB-20001401308,"BUILDING template"
850186,"ANTWERPEN-WEST - FH11",Schalienstraat,20,,2000,Antwerpen,,,NB-20002001309,NB-20002001309,"BUILDING template"
850187,"ANTWERPEN-WEST - FH11",Schalienstraat,34,,2000,Antwerpen,,,NB-20003401311,NB-20003401311,"BUILDING template"
850188,"ANTWERPEN-WEST - FH11",Schalienstraat,34,A,2000,Antwerpen,,,NB-200034A01312,NB-200034A01312,"BUILDING template"
850189,"ANTWERPEN-WEST - FH11",Schalienstraat,32,,2000,Antwerpen,,,NB-20003201310,NB-20003201310,"BUILDING template"
850190,"ANTWERPEN-WEST - FH11",Timmerwerfstraat,6,,2000,Antwerpen,,,NB-2000601314,NB-2000601314,"BUILDING template"
