OpdrachtID,Projectnummer,Straat,Huisnummer,"Huisnummer Toevoeging",Postcode,Plaats,xPos,yPos,Opdrachtnummer,"LAM MK",Opdrachttemplate
617250,"KNOKKE-HEIST - FH04",Zeedijk-Knokke,659,,8300,Knokke-Heist,,,NB-830065996b686,NB-830065996b686,"BUILDING template"
617280,"KNOKKE-HEIST - FH04",Kustlaan,299,,8300,Knokke-Heist,,,NB-8300299837516,NB-8300299837516,"BUILDING template"
617288,"KNOKKE-HEIST - FH04",Kustlaan,297,,8300,Knokke-Heist,,,NB-8300297cb8d17,NB-8300297cb8d17,"BUILDING template"
617339,"KNOKKE-HEIST - FH04",Zeedijk-Knokke,664,,8300,Knokke-Heist,,,NB-8300664da5455,NB-8300664da5455,"BUILDING template"
617112,"KNOKKE-HEIST - FH04",Duindistelstraat,10,,8300,Knokke-Heist,,,NB-8300108be948,NB-8300108be948,"BUILDING template"
617114,"KNOKKE-HEIST - FH04",Duindistelstraat,8,,8300,Knokke-Heist,,,NB-830082b4749,NB-830082b4749,"BUILDING template"
617116,"KNOKKE-HEIST - FH04","Antoine Breartstraat",13,B,8300,Knokke-Heist,,,NB-830013B4667,NB-830013B4667,"BUILDING template"
617372,"KNOKKE-HEIST - FH04","Zeedijk-Het Zoute",798,,8300,Knokke-Heist,,,NB-8300798fb1c52,NB-8300798fb1c52,"BUILDING template"
617122,"KNOKKE-HEIST - FH04",Kustlaan,235,,8300,Knokke-Heist,,,NB-83002358e2701,NB-83002358e2701,"BUILDING template"
617124,"KNOKKE-HEIST - FH04","Zeedijk-Het Zoute",729,,8300,Knokke-Heist,,,NB-8300729705092,NB-8300729705092,"BUILDING template"
617393,"KNOKKE-HEIST - FH04","Zeedijk-Het Zoute",806,,8300,Knokke-Heist,,,NB-830080680eb62,NB-830080680eb62,"BUILDING template"
617138,"KNOKKE-HEIST - FH04","Zeedijk-Het Zoute",734,,8300,Knokke-Heist,,,NB-83007342d6850,NB-83007342d6850,"BUILDING template"
617140,"KNOKKE-HEIST - FH04",Kustlaan,219,,8300,Knokke-Heist,,,NB-8300219b2f099,NB-8300219b2f099,"BUILDING template"
626112,"KNOKKE-HEIST - FH04","De Wielingen",17,,8300,Knokke-Heist,,,NB-83001773a739,NB-83001773a739,"BUILDING template"
626116,"KNOKKE-HEIST - FH04",Kustlaan,349,,8300,Knokke-Heist,,,NB-8300349a07547,NB-8300349a07547,"BUILDING template"
626118,"KNOKKE-HEIST - FH04",Kustlaan,347,,8300,Knokke-Heist,,,NB-8300347222263,NB-8300347222263,"BUILDING template"
617176,"KNOKKE-HEIST - FH04","Zeedijk-Het Zoute",753,,8300,Knokke-Heist,,,NB-8300753ff1373,NB-8300753ff1373,"BUILDING template"
617178,"KNOKKE-HEIST - FH04","Zeedijk-Het Zoute",758,,8300,Knokke-Heist,,,NB-83007586fb030,NB-83007586fb030,"BUILDING template"
622811,"KNOKKE-HEIST - FH04",Kustlaan,21,,8300,Knokke-Heist,,,NB-830021ed6f19,NB-830021ed6f19,"BUILDING template"
617180,"KNOKKE-HEIST - FH04","Zeedijk-Het Zoute",759,,8300,Knokke-Heist,,,NB-8300759c00d90,NB-8300759c00d90,"BUILDING template"
617183,"KNOKKE-HEIST - FH04",Kustlaan,147,A,8300,Knokke-Heist,,,NB-8300147A5747,NB-8300147A5747,"BUILDING template"
617210,"KNOKKE-HEIST - FH04",Kustlaan,269,,8300,Knokke-Heist,,,NB-83002695d0c44,NB-83002695d0c44,"BUILDING template"
