OpdrachtID,Projectnummer,Straat,Huisnummer,"Huisnummer Toevoeging",Postcode,Plaats,xPos,yPos,Opdrachtnummer,"LAM MK",Opdrachttemplate
873559,"Knokke - FH10",Zeedijk-Duinbergen,314,,,Knokke,,,NB-31401482,NB-31401482,"BUILDING template"
873560,"Knokke - FH10",Zeedijk-Duinbergen,315,,,Knokke,,,NB-31501483,NB-31501483,"BUILDING template"
873561,"Knokke - FH10",Zeedijk-Duinbergen,317,,,Knokke,,,NB-31701484,NB-31701484,"BUILDING template"
873562,"Knokke - FH10",Zeedijk-Duinbergen,327,,,Knokke,,,NB-32701485,NB-32701485,"BUILDING template"
873563,"Knokke - FH10",Zeedijk-Duinbergen,330,,,Knokke,,,NB-33001486,NB-33001486,"BUILDING template"
873564,"Knokke - FH10",Zeedijk-Duinbergen,333,,,Knokke,,,NB-33301487,NB-33301487,"BUILDING template"
873565,"Knokke - FH10",Zeedijk-Duinbergen,389,,,Knokke,,,NB-38901488,NB-38901488,"BUILDING template"
873566,"Knokke - FH10",Zeedijk-Duinbergen,392,,,Knokke,,,NB-39201489,NB-39201489,"BUILDING template"
873567,"Knokke - FH10",Zeedijk-Duinbergen,395,,,Knokke,,,NB-39501490,NB-39501490,"BUILDING template"
873568,"Knokke - FH10",Zeedijk-Duinbergen,395,A,,Knokke,,,NB-395A01491,NB-395A01491,"BUILDING template"
873569,"Knokke - FH10",Zeedijk-Duinbergen,395,B,,Knokke,,,NB-395B01492,NB-395B01492,"BUILDING template"
873570,"Knokke - FH10",Zeedijk-Duinbergen,396,,,Knokke,,,NB-39601493,NB-39601493,"BUILDING template"
873697,"Knokke - FH10",Zeedijk-Duinbergen,399,,,Knokke,,,NB-39901494,NB-39901494,"BUILDING template"
873698,"Knokke - FH10",Zeedijk-Duinbergen,402,,,Knokke,,,NB-40201495,NB-40201495,"BUILDING template"
873699,"Knokke - FH10",Zeedijk-Duinbergen,403,,,Knokke,,,NB-40301496,NB-40301496,"BUILDING template"
873700,"Knokke - FH10",Zeedijk-Duinbergen,404,,,Knokke,,,NB-40401497,NB-40401497,"BUILDING template"
873701,"Knokke - FH10",Zeedijk-Duinbergen,407,,,Knokke,,,NB-40701498,NB-40701498,"BUILDING template"
873702,"Knokke - FH10",Zeedijk-Duinbergen,410,,,Knokke,,,NB-41001499,NB-41001499,"BUILDING template"
873703,"Knokke - FH10",Zeedijk-Duinbergen,416,,,Knokke,,,NB-41601500,NB-41601500,"BUILDING template"
873704,"Knokke - FH10",Zeedijk-Duinbergen,418,,,Knokke,,,NB-41801501,NB-41801501,"BUILDING template"
873705,"Knokke - FH10",Zeegrasstraat,1,,,Knokke,,,NB-101502,NB-101502,"BUILDING template"
873706,"Knokke - FH10",Zeegrasstraat,24,,,Knokke,,,NB-2401503,NB-2401503,"BUILDING template"
873707,"Knokke - FH10",Zeegrasstraat,24,A,,Knokke,,,NB-24A01504,NB-24A01504,"BUILDING template"
873708,"Knokke - FH10",Zeegrasstraat,26,A,,Knokke,,,NB-26A01505,NB-26A01505,"BUILDING template"
873709,"Knokke - FH10",Zeegrasstraat,28,A,,Knokke,,,NB-28A01506,NB-28A01506,"BUILDING template"
873710,"Knokke - FH10",Zeegrasstraat,44,,,Knokke,,,NB-4401507,NB-4401507,"BUILDING template"
