OpdrachtID,Projectnummer,Straat,Huisnummer,"Huisnummer Toevoeging",Postcode,Plaats,xPos,yPos,Opdrachtnummer,"LAM MK",Opdrachttemplate
766977,"ANTWERPEN-WEST - FH08",Sint-Antoniusstraat,12,,2000,Antwerpen,,,NB-200012fc8e74,NB-200012fc8e74,"BUILDING template"
759298,"ANTWERPEN-WEST - FH08",Bogaardestraat,12,,2000,Antwerpen,,,NB-200012cba232,NB-200012cba232,"BUILDING template"
760322,"ANTWERPEN-WEST - FH08",Schoytestraat,4,,2000,Antwerpen,,,NB-20004289357,NB-20004289357,"BUILDING template"
766979,"ANTWERPEN-WEST - FH08",Sint-Antoniusstraat,14,,2000,Antwerpen,,,NB-2000141a3f08,NB-2000141a3f08,"BUILDING template"
766983,"ANTWERPEN-WEST - FH08",Sint-Antoniusstraat,21,,2000,Antwerpen,,,NB-200021411628,NB-200021411628,"BUILDING template"
759560,"ANTWERPEN-WEST - FH08",Bredestraat,28,,2000,Antwerpen,,,NB-2000281c9d39,NB-2000281c9d39,"BUILDING template"
759049,"ANTWERPEN-WEST - FH08",Aalmoezenierstraat,64,,2000,Antwerpen,,,NB-200064073011,NB-200064073011,"BUILDING template"
759817,"ANTWERPEN-WEST - FH08",IJzerenwaag,11,,2000,Antwerpen,,,NB-200011d37311,NB-200011d37311,"BUILDING template"
766985,"ANTWERPEN-WEST - FH08",Sint-Antoniusstraat,23,,2000,Antwerpen,,,NB-200023577d49,NB-200023577d49,"BUILDING template"
760075,"ANTWERPEN-WEST - FH08",Kronenburgstraat,59,,2000,Antwerpen,,,NB-200059982696,NB-200059982696,"BUILDING template"
766987,"ANTWERPEN-WEST - FH08",Sint-Antoniusstraat,24,,2000,Antwerpen,,,NB-200024710070,NB-200024710070,"BUILDING template"
766989,"ANTWERPEN-WEST - FH08",Sint-Antoniusstraat,29,,2000,Antwerpen,,,NB-20002988cc88,NB-20002988cc88,"BUILDING template"
759311,"ANTWERPEN-WEST - FH08",Bogaardestraat,16,,2000,Antwerpen,,,NB-200016e6f537,NB-200016e6f537,"BUILDING template"
766991,"ANTWERPEN-WEST - FH08",Sint-Antoniusstraat,31,,2000,Antwerpen,,,NB-200031a06e13,NB-200031a06e13,"BUILDING template"
766993,"ANTWERPEN-WEST - FH08",Sint-Antoniusstraat,33,,2000,Antwerpen,,,NB-200033bbdd28,NB-200033bbdd28,"BUILDING template"
766995,"ANTWERPEN-WEST - FH08",Sint-Antoniusstraat,41,,2000,Antwerpen,,,NB-200041cfd558,NB-200041cfd558,"BUILDING template"
759572,"ANTWERPEN-WEST - FH08",Bredestraat,36,,2000,Antwerpen,,,NB-200036386c65,NB-200036386c65,"BUILDING template"
766997,"ANTWERPEN-WEST - FH08",Sint-Rochusstraat,2,,2000,Antwerpen,,,NB-20002e46467,NB-20002e46467,"BUILDING template"
766999,"ANTWERPEN-WEST - FH08",Sint-Rochusstraat,4,,2000,Antwerpen,,,NB-20004fccb91,NB-20004fccb91,"BUILDING template"
759832,"ANTWERPEN-WEST - FH08",IJzerenwaag,12,,2000,Antwerpen,,,NB-200012e94724,NB-200012e94724,"BUILDING template"
767001,"ANTWERPEN-WEST - FH08",Sint-Rochusstraat,5,,2000,Antwerpen,,,NB-20005181118,NB-20005181118,"BUILDING template"
760347,"ANTWERPEN-WEST - FH08",Schoytestraat,5,,2000,Antwerpen,,,NB-20005423385,NB-20005423385,"BUILDING template"
767003,"ANTWERPEN-WEST - FH08",Sint-Rochusstraat,10,,2000,Antwerpen,,,NB-2000102e1432,NB-2000102e1432,"BUILDING template"
760092,"ANTWERPEN-WEST - FH08",Nationalestraat,25,,2000,Antwerpen,,,NB-200025c16c50,NB-200025c16c50,"BUILDING template"
