OpdrachtID,Projectnummer,Straat,Huisnummer,"Huisnummer Toevoeging",Postcode,Plaats,xPos,yPos,Opdrachtnummer,"LAM MK",Opdrachttemplate
726273,"KNOKKE-HEIST - FH06","Paul Parmentierlaan",262,,8300,Knokke-Heist,,,NB-8300262115966,NB-8300262115966,"BUILDING template"
727042,"KNOKKE-HEIST - FH06",Zeedijk-Albertstrand,551,,8300,Knokke-Heist,,,NB-83005512fa267,NB-83005512fa267,"BUILDING template"
726275,"KNOKKE-HEIST - FH06","Paul Parmentierlaan",269,A,8300,Knokke-Heist,,,NB-8300269A0091,NB-8300269A0091,"BUILDING template"
726277,"KNOKKE-HEIST - FH06","Paul Parmentierlaan",257,,8300,Knokke-Heist,,,NB-83002574a2711,NB-83002574a2711,"BUILDING template"
727045,"KNOKKE-HEIST - FH06",Zeedijk-Albertstrand,552,,8300,Knokke-Heist,,,NB-8300552547991,NB-8300552547991,"BUILDING template"
726534,"KNOKKE-HEIST - FH06",Zeedijk-Albertstrand,491,,8300,Knokke-Heist,,,NB-83004917a2c72,NB-83004917a2c72,"BUILDING template"
726280,"KNOKKE-HEIST - FH06","Paul Parmentierlaan",293,,8300,Knokke-Heist,,,NB-830029368fa37,NB-830029368fa37,"BUILDING template"
727048,"KNOKKE-HEIST - FH06",Zeedijk-Albertstrand,553,,8300,Knokke-Heist,,,NB-83005536f4014,NB-83005536f4014,"BUILDING template"
727050,"KNOKKE-HEIST - FH06",Zeedijk-Albertstrand,554,,8300,Knokke-Heist,,,NB-8300554884534,NB-8300554884534,"BUILDING template"
727052,"KNOKKE-HEIST - FH06",Zeedijk-Albertstrand,555,,8300,Knokke-Heist,,,NB-8300555a21458,NB-8300555a21458,"BUILDING template"
727054,"KNOKKE-HEIST - FH06",Zeedijk-Albertstrand,556,,8300,Knokke-Heist,,,NB-8300556b99c80,NB-8300556b99c80,"BUILDING template"
726544,"KNOKKE-HEIST - FH06",Zeedijk-Albertstrand,521,,8300,Knokke-Heist,,,NB-830010944d97,NB-830010944d97,"BUILDING template"
726033,"KNOKKE-HEIST - FH06","Jozef Nellenslaan",159,,8300,Knokke-Heist,,,NB-8300159b40e29,NB-8300159b40e29,"BUILDING template"
727057,"KNOKKE-HEIST - FH06",Zeedijk-Albertstrand,557,,8300,Knokke-Heist,,,NB-8300557d4f804,NB-8300557d4f804,"BUILDING template"
727313,"KNOKKE-HEIST - FH06",Zeedijk-Albertstrand,588,,8300,Knokke-Heist,,,NB-8300588cb8052,NB-8300588cb8052,"BUILDING template"
726035,"KNOKKE-HEIST - FH06","Jozef Nellenslaan",161,,8300,Knokke-Heist,,,NB-8300161d53f57,NB-8300161d53f57,"BUILDING template"
726037,"KNOKKE-HEIST - FH06","Jozef Nellenslaan",163,,8300,Knokke-Heist,,,NB-8300163f6ba86,NB-8300163f6ba86,"BUILDING template"
726293,"KNOKKE-HEIST - FH06",Sterrenlaan,23,,8300,Knokke-Heist,,,NB-83002387e566,NB-83002387e566,"BUILDING template"
726805,"KNOKKE-HEIST - FH06",Zeedijk-Albertstrand,513,,8300,Knokke-Heist,,,NB-8300513abf752,NB-8300513abf752,"BUILDING template"
727317,"KNOKKE-HEIST - FH06",Zeedijk-Albertstrand,589,,8300,Knokke-Heist,,,NB-8300589e4fd68,NB-8300589e4fd68,"BUILDING template"
726295,"KNOKKE-HEIST - FH06","Sylvain Dupuisstraat",3,,8300,Knokke-Heist,,,NB-83003a76188,NB-83003a76188,"BUILDING template"
726808,"KNOKKE-HEIST - FH06",Zeedijk-Albertstrand,514,,8300,Knokke-Heist,,,NB-8300514116679,NB-8300514116679,"BUILDING template"
727320,"KNOKKE-HEIST - FH06",Zeedijk-Albertstrand,524,A,8300,Knokke-Heist,,,NB-8300524Aed95,NB-8300524Aed95,"BUILDING template"
726810,"KNOKKE-HEIST - FH06",Zeedijk-Albertstrand,514,,8300,Knokke-Heist,,,NB-8300514994978,NB-8300514994978,"BUILDING template"
726555,"KNOKKE-HEIST - FH06",Zeedijk-Albertstrand,493,,8300,Knokke-Heist,,,NB-8300493259127,NB-8300493259127,"BUILDING template"
727067,"KNOKKE-HEIST - FH06",Zeedijk-Albertstrand,558,,8300,Knokke-Heist,,,NB-8300558f03e24,NB-8300558f03e24,"BUILDING template"
726812,"KNOKKE-HEIST - FH06",Zeedijk-Albertstrand,516,,8300,Knokke-Heist,,,NB-8300516c98a11,NB-8300516c98a11,"BUILDING template"
726046,"KNOKKE-HEIST - FH06","Jozef Nellenslaan",174,A,8300,Knokke-Heist,,,NB-8300174A2914,NB-8300174A2914,"BUILDING template"
726815,"KNOKKE-HEIST - FH06",Zeedijk-Albertstrand,517,,8300,Knokke-Heist,,,NB-8300517e77e24,NB-8300517e77e24,"BUILDING template"
726048,"KNOKKE-HEIST - FH06","Jozef Nellenslaan",182,,8300,Knokke-Heist,,,NB-83001823a2245,NB-83001823a2245,"BUILDING template"
727077,"KNOKKE-HEIST - FH06",Zeedijk-Albertstrand,560,,8300,Knokke-Heist,,,NB-83005600c8650,NB-83005600c8650,"BUILDING template"
726566,"KNOKKE-HEIST - FH06",Zeedijk-Albertstrand,494,,8300,Knokke-Heist,,,NB-83004944bfe51,NB-83004944bfe51,"BUILDING template"
726569,"KNOKKE-HEIST - FH06",Zeedijk-Albertstrand,496,,8300,Knokke-Heist,,,NB-8300496680879,NB-8300496680879,"BUILDING template"
727081,"KNOKKE-HEIST - FH06",Zeedijk-Albertstrand,561,,8300,Knokke-Heist,,,NB-830056128a071,NB-830056128a071,"BUILDING template"
726316,"KNOKKE-HEIST - FH06","Sylvain Dupuisstraat",12,,8300,Knokke-Heist,,,NB-830012bff327,NB-830012bff327,"BUILDING template"
726061,"KNOKKE-HEIST - FH06","Jozef Nellenslaan",201,,8300,Knokke-Heist,,,NB-83002015dee70,NB-83002015dee70,"BUILDING template"
726830,"KNOKKE-HEIST - FH06",Zeedijk-Albertstrand,518,,8300,Knokke-Heist,,,NB-8300518045849,NB-8300518045849,"BUILDING template"
726063,"KNOKKE-HEIST - FH06","Jozef Nellenslaan",205,,8300,Knokke-Heist,,,NB-8300205785e92,NB-8300205785e92,"BUILDING template"
726319,"KNOKKE-HEIST - FH06","Sylvain Dupuisstraat",13,,8300,Knokke-Heist,,,NB-830013e9da51,NB-830013e9da51,"BUILDING template"
726065,"KNOKKE-HEIST - FH06","Jozef Nellenslaan",211,,8300,Knokke-Heist,,,NB-8300211945b17,NB-8300211945b17,"BUILDING template"
726833,"KNOKKE-HEIST - FH06",Zeedijk-Albertstrand,519,,8300,Knokke-Heist,,,NB-83005191eea69,NB-83005191eea69,"BUILDING template"
727091,"KNOKKE-HEIST - FH06",Zeedijk-Albertstrand,562,,8300,Knokke-Heist,,,NB-830056246d999,NB-830056246d999,"BUILDING template"
726836,"KNOKKE-HEIST - FH06",Zeedijk-Albertstrand,520,,8300,Knokke-Heist,,,NB-830052037be92,NB-830052037be92,"BUILDING template"
726069,"KNOKKE-HEIST - FH06","Jozef Nellenslaan",213,,8300,Knokke-Heist,,,NB-8300213b26b41,NB-8300213b26b41,"BUILDING template"
726326,"KNOKKE-HEIST - FH06","Sylvain Dupuisstraat",16,,8300,Knokke-Heist,,,NB-830016085708,NB-830016085708,"BUILDING template"
726588,"KNOKKE-HEIST - FH06",Zeedijk-Albertstrand,497,,8300,Knokke-Heist,,,NB-8300497864e07,NB-8300497864e07,"BUILDING template"
