OpdrachtID,Projectnummer,Straat,Huisnummer,"Huisnummer Toevoeging",Postcode,Plaats,xPos,yPos,Opdrachtnummer,"LAM MK",Opdrachttemplate
816650,"KNOKKE-HEIST - FH03",Dumortierlaan,21,,8300,Knokke-Heist,,,NB-83002100204,NB-83002100204,"BUILDING template"
816651,"KNOKKE-HEIST - FH03",Dumortierlaan,23,,8300,Knokke-Heist,,,NB-83002300205,NB-83002300205,"BUILDING template"
816652,"KNOKKE-HEIST - FH03",Dumortierlaan,25,,8300,Knokke-Heist,,,NB-83002500206,NB-83002500206,"BUILDING template"
816653,"KNOKKE-HEIST - FH03",Dumortierlaan,27,,8300,Knokke-Heist,,,NB-83002700207,NB-83002700207,"BUILDING template"
817683,"KNOKKE-HEIST - FH03","Ferdinand Mosselmanstraat",5,,8300,Knokke-Heist,,,NB-8300500241,NB-8300500241,"BUILDING template"
817684,"KNOKKE-HEIST - FH03","Ferdinand Mosselmanstraat",3,,8300,Knokke-Heist,,,NB-8300300240,NB-8300300240,"BUILDING template"
817685,"KNOKKE-HEIST - FH03","Jozef Mommenstraat",9,,8300,Knokke-Heist,,,NB-8300900242,NB-8300900242,"BUILDING template"
817686,"KNOKKE-HEIST - FH03","Jozef Mommenstraat",15,,8300,Knokke-Heist,,,NB-83001500243,NB-83001500243,"BUILDING template"
817687,"KNOKKE-HEIST - FH03","Jozef Nellenslaan",132,,8300,Knokke-Heist,,,NB-830013200244,NB-830013200244,"BUILDING template"
817688,"KNOKKE-HEIST - FH03","Jozef Nellenslaan",134,,8300,Knokke-Heist,,,NB-830013400245,NB-830013400245,"BUILDING template"
817689,"KNOKKE-HEIST - FH03","Jozef Nellenslaan",154,,8300,Knokke-Heist,,,NB-830015400246,NB-830015400246,"BUILDING template"
817690,"KNOKKE-HEIST - FH03","Jozef Nellenslaan",160,,8300,Knokke-Heist,,,NB-830016000247,NB-830016000247,"BUILDING template"
817691,"KNOKKE-HEIST - FH03","Julius Sabbelaan",2,A,8300,Knokke-Heist,,,NB-83002A00248,NB-83002A00248,"BUILDING template"
817692,"KNOKKE-HEIST - FH03",Kongostraat,1,B,8300,Knokke-Heist,,,NB-83001B00249,NB-83001B00249,"BUILDING template"
817693,"KNOKKE-HEIST - FH03",Kongostraat,2,,8300,Knokke-Heist,,,NB-8300200250,NB-8300200250,"BUILDING template"
817694,"KNOKKE-HEIST - FH03",Kongostraat,4,,8300,Knokke-Heist,,,NB-8300400251,NB-8300400251,"BUILDING template"
817695,"KNOKKE-HEIST - FH03",Koninginnenlaan,5,,8300,Knokke-Heist,,,NB-8300500253,NB-8300500253,"BUILDING template"
817696,"KNOKKE-HEIST - FH03",Koninginnenlaan,2,,8300,Knokke-Heist,,,NB-8300200252,NB-8300200252,"BUILDING template"
817697,"KNOKKE-HEIST - FH03",Koninginnenlaan,6,,8300,Knokke-Heist,,,NB-8300600254,NB-8300600254,"BUILDING template"
817698,"KNOKKE-HEIST - FH03",Koninginnenlaan,8,,8300,Knokke-Heist,,,NB-8300800255,NB-8300800255,"BUILDING template"
817699,"KNOKKE-HEIST - FH03",Koninginnenlaan,14,,8300,Knokke-Heist,,,NB-83001400257,NB-83001400257,"BUILDING template"
817700,"KNOKKE-HEIST - FH03",Koninginnenlaan,11,,8300,Knokke-Heist,,,NB-83001100256,NB-83001100256,"BUILDING template"
817701,"KNOKKE-HEIST - FH03",Koninginnenlaan,15,,8300,Knokke-Heist,,,NB-83001500258,NB-83001500258,"BUILDING template"
817702,"KNOKKE-HEIST - FH03",Koninginnenlaan,29,,8300,Knokke-Heist,,,NB-83002900259,NB-83002900259,"BUILDING template"
817703,"KNOKKE-HEIST - FH03",Koninginnenlaan,41,,8300,Knokke-Heist,,,NB-83004100260,NB-83004100260,"BUILDING template"
817704,"KNOKKE-HEIST - FH03",Koninginnenlaan,71,A,8300,Knokke-Heist,,,NB-830071A00261,NB-830071A00261,"BUILDING template"
817705,"KNOKKE-HEIST - FH03",Koninginnenlaan,93,A,8300,Knokke-Heist,,,NB-830093A00262,NB-830093A00262,"BUILDING template"
817706,"KNOKKE-HEIST - FH03",Koningslaan,146,,8300,Knokke-Heist,,,NB-830014600263,NB-830014600263,"BUILDING template"
817707,"KNOKKE-HEIST - FH03",Koningslaan,170,,8300,Knokke-Heist,,,NB-830017000264,NB-830017000264,"BUILDING template"
816684,"KNOKKE-HEIST - FH03",Dumortierlaan,29,,8300,Knokke-Heist,,,NB-83002900208,NB-83002900208,"BUILDING template"
817708,"KNOKKE-HEIST - FH03",Koningslaan,174,,8300,Knokke-Heist,,,NB-830017400265,NB-830017400265,"BUILDING template"
816429,"KNOKKE-HEIST - FH03",Bayauxlaan,3,,8300,Knokke-Heist,,,NB-8300300160,NB-8300300160,"BUILDING template"
817709,"KNOKKE-HEIST - FH03",Koningslaan,190,,8300,Knokke-Heist,,,NB-830019000266,NB-830019000266,"BUILDING template"
816686,"KNOKKE-HEIST - FH03",Dumortierlaan,33,,8300,Knokke-Heist,,,NB-83003300209,NB-83003300209,"BUILDING template"
817710,"KNOKKE-HEIST - FH03",Koningslaan,194,,8300,Knokke-Heist,,,NB-830019400267,NB-830019400267,"BUILDING template"
816687,"KNOKKE-HEIST - FH03",Dumortierlaan,35,,8300,Knokke-Heist,,,NB-83003500210,NB-83003500210,"BUILDING template"
817711,"KNOKKE-HEIST - FH03",Leopoldlaan,14,,8300,Knokke-Heist,,,NB-83001400268,NB-83001400268,"BUILDING template"
816688,"KNOKKE-HEIST - FH03",Dumortierlaan,35,,8300,Knokke-Heist,,,NB-83003500211,NB-83003500211,"BUILDING template"
817712,"KNOKKE-HEIST - FH03",Leopoldlaan,16,,8300,Knokke-Heist,,,NB-83001600269,NB-83001600269,"BUILDING template"
817713,"KNOKKE-HEIST - FH03",Leopoldlaan,20,,8300,Knokke-Heist,,,NB-83002000270,NB-83002000270,"BUILDING template"
817714,"KNOKKE-HEIST - FH03",Leopoldlaan,26,,8300,Knokke-Heist,,,NB-83002600271,NB-83002600271,"BUILDING template"
816691,"KNOKKE-HEIST - FH03",Dumortierlaan,37,,8300,Knokke-Heist,,,NB-83003700212,NB-83003700212,"BUILDING template"
817715,"KNOKKE-HEIST - FH03",Leopoldlaan,27,,8300,Knokke-Heist,,,NB-83002700272,NB-83002700272,"BUILDING template"
817716,"KNOKKE-HEIST - FH03",Leopoldlaan,30,,8300,Knokke-Heist,,,NB-83003000273,NB-83003000273,"BUILDING template"
817717,"KNOKKE-HEIST - FH03",Leopoldlaan,32,,8300,Knokke-Heist,,,NB-83003200274,NB-83003200274,"BUILDING template"
817718,"KNOKKE-HEIST - FH03",Leopoldlaan,33,,8300,Knokke-Heist,,,NB-83003300275,NB-83003300275,"BUILDING template"
817719,"KNOKKE-HEIST - FH03",Leopoldlaan,34,,8300,Knokke-Heist,,,NB-83003400276,NB-83003400276,"BUILDING template"
817720,"KNOKKE-HEIST - FH03",Leopoldlaan,46,,8300,Knokke-Heist,,,NB-83004600277,NB-83004600277,"BUILDING template"
817721,"KNOKKE-HEIST - FH03",Leopoldlaan,48,,8300,Knokke-Heist,,,NB-83004800278,NB-83004800278,"BUILDING template"
817722,"KNOKKE-HEIST - FH03",Leopoldlaan,56,,8300,Knokke-Heist,,,NB-83005600279,NB-83005600279,"BUILDING template"
817723,"KNOKKE-HEIST - FH03",Leopoldlaan,57,,8300,Knokke-Heist,,,NB-83005700280,NB-83005700280,"BUILDING template"
817724,"KNOKKE-HEIST - FH03",Leopoldlaan,63,,8300,Knokke-Heist,,,NB-83006300281,NB-83006300281,"BUILDING template"
817725,"KNOKKE-HEIST - FH03",Leopoldlaan,64,,8300,Knokke-Heist,,,NB-83006400282,NB-83006400282,"BUILDING template"
817726,"KNOKKE-HEIST - FH03",Leopoldlaan,65,A,8300,Knokke-Heist,,,NB-830065A00283,NB-830065A00283,"BUILDING template"
817727,"KNOKKE-HEIST - FH03",Leopoldlaan,70,,8300,Knokke-Heist,,,NB-83007000284,NB-83007000284,"BUILDING template"
817728,"KNOKKE-HEIST - FH03",Leopoldlaan,78,,8300,Knokke-Heist,,,NB-83007800285,NB-83007800285,"BUILDING template"
817729,"KNOKKE-HEIST - FH03",Leopoldlaan,86,,8300,Knokke-Heist,,,NB-83008600286,NB-83008600286,"BUILDING template"
817730,"KNOKKE-HEIST - FH03",Leopoldlaan,94,,8300,Knokke-Heist,,,NB-83009400287,NB-83009400287,"BUILDING template"
816451,"KNOKKE-HEIST - FH03",Bayauxlaan,4,,8300,Knokke-Heist,,,NB-8300400161,NB-8300400161,"BUILDING template"
817731,"KNOKKE-HEIST - FH03",Leopoldlaan,102,,8300,Knokke-Heist,,,NB-830010200288,NB-830010200288,"BUILDING template"
817732,"KNOKKE-HEIST - FH03",Leopoldlaan,106,,8300,Knokke-Heist,,,NB-830010600289,NB-830010600289,"BUILDING template"
817733,"KNOKKE-HEIST - FH03",Leopoldlaan,136,,8300,Knokke-Heist,,,NB-830013600290,NB-830013600290,"BUILDING template"
817734,"KNOKKE-HEIST - FH03",Leopoldlaan,140,,8300,Knokke-Heist,,,NB-830014000291,NB-830014000291,"BUILDING template"
816711,"KNOKKE-HEIST - FH03",Dumortierlaan,45,,8300,Knokke-Heist,,,NB-83004500213,NB-83004500213,"BUILDING template"
817735,"KNOKKE-HEIST - FH03",Leopoldlaan,144,,8300,Knokke-Heist,,,NB-830014400292,NB-830014400292,"BUILDING template"
816712,"KNOKKE-HEIST - FH03",Dumortierlaan,47,,8300,Knokke-Heist,,,NB-83004700214,NB-83004700214,"BUILDING template"
817736,"KNOKKE-HEIST - FH03",,,,,,,,NB-8300156A00296,NB-8300156A00296,"BUILDING template"
817737,"KNOKKE-HEIST - FH03",,,,,,,,NB-830015400295,NB-830015400295,"BUILDING template"
816714,"KNOKKE-HEIST - FH03",Dumortierlaan,59,,8300,Knokke-Heist,,,NB-83005900215,NB-83005900215,"BUILDING template"
817738,"KNOKKE-HEIST - FH03",,,,,,,,NB-830014800293,NB-830014800293,"BUILDING template"
816715,"KNOKKE-HEIST - FH03",Dumortierlaan,63,,8300,Knokke-Heist,,,NB-83006300216,NB-83006300216,"BUILDING template"
817739,"KNOKKE-HEIST - FH03",,,,,,,,NB-830015000294,NB-830015000294,"BUILDING template"
816716,"KNOKKE-HEIST - FH03",Dumortierlaan,67,,8300,Knokke-Heist,,,NB-83006700217,NB-83006700217,"BUILDING template"
817740,"KNOKKE-HEIST - FH03",,,,,,,,NB-830016000297,NB-830016000297,"BUILDING template"
816717,"KNOKKE-HEIST - FH03",Dumortierlaan,77,,8300,Knokke-Heist,,,NB-83007700218,NB-83007700218,"BUILDING template"
817741,"KNOKKE-HEIST - FH03",,,,,,,,NB-830016600298,NB-830016600298,"BUILDING template"
816718,"KNOKKE-HEIST - FH03",Dumortierlaan,83,,8300,Knokke-Heist,,,NB-83008300219,NB-83008300219,"BUILDING template"
817742,"KNOKKE-HEIST - FH03",Leopoldlaan,170,,8300,Knokke-Heist,,,NB-830017000300,NB-830017000300,"BUILDING template"
817743,"KNOKKE-HEIST - FH03",Leopoldlaan,172,,8300,Knokke-Heist,,,NB-830017200301,NB-830017200301,"BUILDING template"
817744,"KNOKKE-HEIST - FH03",Lippenslaan,156,,8300,Knokke-Heist,,,NB-830015600302,NB-830015600302,"BUILDING template"
816721,"KNOKKE-HEIST - FH03",Elizabetlaan,96,,8300,Knokke-Heist,,,NB-83009600220,NB-83009600220,"BUILDING template"
817745,"KNOKKE-HEIST - FH03",Leopoldlaan,168,,8300,Knokke-Heist,,,NB-830016800299,NB-830016800299,"BUILDING template"
817746,"KNOKKE-HEIST - FH03",Lippenslaan,162,,8300,Knokke-Heist,,,NB-830016200303,NB-830016200303,"BUILDING template"
817747,"KNOKKE-HEIST - FH03",Lippenslaan,172,A,8300,Knokke-Heist,,,NB-8300172A00304,NB-8300172A00304,"BUILDING template"
817748,"KNOKKE-HEIST - FH03",Lippenslaan,181,,8300,Knokke-Heist,,,NB-830018100305,NB-830018100305,"BUILDING template"
817749,"KNOKKE-HEIST - FH03",Lippenslaan,182,,8300,Knokke-Heist,,,NB-830018200306,NB-830018200306,"BUILDING template"
817750,"KNOKKE-HEIST - FH03",Lippenslaan,183,,8300,Knokke-Heist,,,NB-830018300307,NB-830018300307,"BUILDING template"
817751,"KNOKKE-HEIST - FH03",Lippenslaan,184,,8300,Knokke-Heist,,,NB-830018400308,NB-830018400308,"BUILDING template"
817752,"KNOKKE-HEIST - FH03",Lippenslaan,186,,8300,Knokke-Heist,,,NB-830018600309,NB-830018600309,"BUILDING template"
817753,"KNOKKE-HEIST - FH03",Lippenslaan,190,,8300,Knokke-Heist,,,NB-830019000310,NB-830019000310,"BUILDING template"
817754,"KNOKKE-HEIST - FH03",Lippenslaan,192,,8300,Knokke-Heist,,,NB-830019200311,NB-830019200311,"BUILDING template"
817755,"KNOKKE-HEIST - FH03",Lippenslaan,193,,8300,Knokke-Heist,,,NB-830019300312,NB-830019300312,"BUILDING template"
817756,"KNOKKE-HEIST - FH03",Lippenslaan,194,,8300,Knokke-Heist,,,NB-830019400313,NB-830019400313,"BUILDING template"
817757,"KNOKKE-HEIST - FH03",Lippenslaan,195,,8300,Knokke-Heist,,,NB-830019500314,NB-830019500314,"BUILDING template"
816478,"KNOKKE-HEIST - FH03",Bayauxlaan,6,A,8300,Knokke-Heist,,,NB-83006A00162,NB-83006A00162,"BUILDING template"
817758,"KNOKKE-HEIST - FH03",Lippenslaan,196,,8300,Knokke-Heist,,,NB-830019600315,NB-830019600315,"BUILDING template"
816479,"KNOKKE-HEIST - FH03",Bayauxlaan,12,,8300,Knokke-Heist,,,NB-83001200164,NB-83001200164,"BUILDING template"
817759,"KNOKKE-HEIST - FH03",Lippenslaan,201,,8300,Knokke-Heist,,,NB-830020100316,NB-830020100316,"BUILDING template"
816480,"KNOKKE-HEIST - FH03",Bayauxlaan,7,,8300,Knokke-Heist,,,NB-8300700163,NB-8300700163,"BUILDING template"
817760,"KNOKKE-HEIST - FH03",Lippenslaan,202,,8300,Knokke-Heist,,,NB-830020200317,NB-830020200317,"BUILDING template"
816481,"KNOKKE-HEIST - FH03",Bayauxlaan,13,,8300,Knokke-Heist,,,NB-83001300165,NB-83001300165,"BUILDING template"
817761,"KNOKKE-HEIST - FH03",Lippenslaan,204,,8300,Knokke-Heist,,,NB-830020400318,NB-830020400318,"BUILDING template"
816482,"KNOKKE-HEIST - FH03",,,,,,,,NB-83001400166,NB-83001400166,"BUILDING template"
817762,"KNOKKE-HEIST - FH03",Lippenslaan,205,,8300,Knokke-Heist,,,NB-830020500319,NB-830020500319,"BUILDING template"
816483,"KNOKKE-HEIST - FH03",Bayauxlaan,16,,8300,Knokke-Heist,,,NB-83001600167,NB-83001600167,"BUILDING template"
817763,"KNOKKE-HEIST - FH03",Lippenslaan,211,,8300,Knokke-Heist,,,NB-830021100320,NB-830021100320,"BUILDING template"
816484,"KNOKKE-HEIST - FH03",Bayauxlaan,17,,8300,Knokke-Heist,,,NB-83001700168,NB-83001700168,"BUILDING template"
817764,"KNOKKE-HEIST - FH03",Lippenslaan,214,,8300,Knokke-Heist,,,NB-830021400321,NB-830021400321,"BUILDING template"
816485,"KNOKKE-HEIST - FH03",Bayauxlaan,20,,8300,Knokke-Heist,,,NB-83002000169,NB-83002000169,"BUILDING template"
817765,"KNOKKE-HEIST - FH03",Lippenslaan,216,,8300,Knokke-Heist,,,NB-830021600322,NB-830021600322,"BUILDING template"
816486,"KNOKKE-HEIST - FH03",Bayauxlaan,21,,8300,Knokke-Heist,,,NB-83002100170,NB-83002100170,"BUILDING template"
817766,"KNOKKE-HEIST - FH03",Lippenslaan,217,,8300,Knokke-Heist,,,NB-830021700323,NB-830021700323,"BUILDING template"
816487,"KNOKKE-HEIST - FH03",Bayauxlaan,24,,8300,Knokke-Heist,,,NB-83002400171,NB-83002400171,"BUILDING template"
817767,"KNOKKE-HEIST - FH03",Lippenslaan,219,,8300,Knokke-Heist,,,NB-830021900324,NB-830021900324,"BUILDING template"
816488,"KNOKKE-HEIST - FH03",Bayauxlaan,25,,8300,Knokke-Heist,,,NB-83002500172,NB-83002500172,"BUILDING template"
817768,"KNOKKE-HEIST - FH03",Lippenslaan,222,,8300,Knokke-Heist,,,NB-830022200325,NB-830022200325,"BUILDING template"
816489,"KNOKKE-HEIST - FH03",Bayauxlaan,26,,8300,Knokke-Heist,,,NB-83002600173,NB-83002600173,"BUILDING template"
817769,"KNOKKE-HEIST - FH03",Lippenslaan,223,,8300,Knokke-Heist,,,NB-830022300326,NB-830022300326,"BUILDING template"
816490,"KNOKKE-HEIST - FH03",Bayauxlaan,26,A,8300,Knokke-Heist,,,NB-830026A00174,NB-830026A00174,"BUILDING template"
816746,"KNOKKE-HEIST - FH03",Elizabetlaan,100,,8300,Knokke-Heist,,,NB-830010000221,NB-830010000221,"BUILDING template"
817770,"KNOKKE-HEIST - FH03",Lippenslaan,224,,8300,Knokke-Heist,,,NB-830022400327,NB-830022400327,"BUILDING template"
816491,"KNOKKE-HEIST - FH03",Bayauxlaan,28,,8300,Knokke-Heist,,,NB-83002800175,NB-83002800175,"BUILDING template"
816747,"KNOKKE-HEIST - FH03",Elizabetlaan,102,,8300,Knokke-Heist,,,NB-830010200222,NB-830010200222,"BUILDING template"
817771,"KNOKKE-HEIST - FH03",Lippenslaan,226,,8300,Knokke-Heist,,,NB-830022600328,NB-830022600328,"BUILDING template"
816492,"KNOKKE-HEIST - FH03",Bayauxlaan,29,,8300,Knokke-Heist,,,NB-83002900176,NB-83002900176,"BUILDING template"
816748,"KNOKKE-HEIST - FH03",Elizabetlaan,104,,8300,Knokke-Heist,,,NB-830010400223,NB-830010400223,"BUILDING template"
817772,"KNOKKE-HEIST - FH03",Lippenslaan,228,,8300,Knokke-Heist,,,NB-830022800329,NB-830022800329,"BUILDING template"
458861,"KNOKKE-HEIST - FH03",Elizabetlaan,119,,8300,Knokke-Heist,,,NB-8300119af1f08,NB-8300119af1f08,"BUILDING template"
816493,"KNOKKE-HEIST - FH03",Bayauxlaan,30,,8300,Knokke-Heist,,,NB-83003000177,NB-83003000177,"BUILDING template"
816749,"KNOKKE-HEIST - FH03",Elizabetlaan,106,,8300,Knokke-Heist,,,NB-830010600224,NB-830010600224,"BUILDING template"
817773,"KNOKKE-HEIST - FH03",Lippenslaan,232,,8300,Knokke-Heist,,,NB-830023200330,NB-830023200330,"BUILDING template"
816750,"KNOKKE-HEIST - FH03",Elizabetlaan,108,,8300,Knokke-Heist,,,NB-830010800225,NB-830010800225,"BUILDING template"
817774,"KNOKKE-HEIST - FH03",Lippenslaan,234,,8300,Knokke-Heist,,,NB-830023400331,NB-830023400331,"BUILDING template"
816751,"KNOKKE-HEIST - FH03",Elizabetlaan,112,,8300,Knokke-Heist,,,NB-830011200226,NB-830011200226,"BUILDING template"
817775,"KNOKKE-HEIST - FH03",Lippenslaan,235,,8300,Knokke-Heist,,,NB-830023500332,NB-830023500332,"BUILDING template"
