OpdrachtID,Projectnummer,Straat,Huisnummer,"Huisnummer Toevoeging",Postcode,Plaats,xPos,yPos,Opdrachtnummer,"LAM MK",Opdrachttemplate
674058,"MECHELEN - FH02","Koning Albertplein",8,,2800,Mechelen,,,NB-28008cda757,NB-28008cda757,"BUILDING template"
678946,"MECHELEN - FH02",Onze-Lieve-Vrouwestraat,55,,2800,Mechelen,,,NB-280055969603,NB-280055969603,"BUILDING template"
678949,"MECHELEN - FH02",Moensstraat,19,,2800,Mechelen,,,NB-28001919ea67,NB-28001919ea67,"BUILDING template"
678952,"MECHELEN - FH02",Milsenstraat,19,,2800,Mechelen,,,NB-2800196b4236,NB-2800196b4236,"BUILDING template"
678955,"MECHELEN - FH02",Tessestraat,4,,2800,Mechelen,,,NB-28004b56e99,NB-28004b56e99,"BUILDING template"
678958,"MECHELEN - FH02",Faid'Herbestraat,3,A,2800,Mechelen,,,NB-28003Af375,NB-28003Af375,"BUILDING template"
678961,"MECHELEN - FH02",Louizastraat,40,B,2800,Mechelen,,,NB-280040B7e46,NB-280040B7e46,"BUILDING template"
678964,"MECHELEN - FH02","Van Benedenlaan",10,,2800,Mechelen,,,NB-280010ac0820,NB-280010ac0820,"BUILDING template"
678967,"MECHELEN - FH02","Van Benedenlaan",36,,2800,Mechelen,,,NB-280036021573,NB-280036021573,"BUILDING template"
678970,"MECHELEN - FH02",Leopoldstraat,77,B,2800,Mechelen,,,NB-280077Bae44,NB-280077Bae44,"BUILDING template"
678973,"MECHELEN - FH02",Leopoldstraat,105,,2800,Mechelen,,,NB-2800105903a94,NB-2800105903a94,"BUILDING template"
678976,"MECHELEN - FH02","Hendrik Consciencestraat",1,,2800,Mechelen,,,NB-28001cbbc49,NB-28001cbbc49,"BUILDING template"
678979,"MECHELEN - FH02",Stationsstraat,101,,2800,Mechelen,,,NB-28001010c6c20,NB-28001010c6c20,"BUILDING template"
678982,"MECHELEN - FH02",Stationsstraat,104,,2800,Mechelen,,,NB-28001045c6776,NB-28001045c6776,"BUILDING template"
678985,"MECHELEN - FH02",Stationsstraat,106,,2800,Mechelen,,,NB-2800106a22f50,NB-2800106a22f50,"BUILDING template"
678988,"MECHELEN - FH02",Stationsstraat,108,,2800,Mechelen,,,NB-2800108f5a803,NB-2800108f5a803,"BUILDING template"
678991,"MECHELEN - FH02","Oude Brusselsestraat",52,,2800,Mechelen,,,NB-28005235d853,NB-28005235d853,"BUILDING template"
595816,"MECHELEN - FH02",Zoutwerf,8,A,2800,Mechelen,,,NB-28008A9a70,NB-28008A9a70,"BUILDING template"
595820,"MECHELEN - FH02",Zoutwerf,8,B,2800,Mechelen,,,NB-28008B5a33,NB-28008B5a33,"BUILDING template"
