Projectnummer;errors;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;BG Name IFH;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;Q IFH;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;IFH_BU;IFH_LU;IFH_SU;IFH_TOTAAL;Wall Mount;Wall Mount IFH;Opdrachttemplate
LIÔGE - FH18;NO CLUSTERS;1177072;;;504141;1177072;;;;Rue Joseph-Halkin;29;;;;;Christophe Panis;SDU;0;1;0;1;;;;;Y;;BUILDING template
LIÔGE - FH18;NO BLOCKS;1177072;;;504141;1177072;;;;Rue Joseph-Halkin;29;;;;;Christophe Panis;SDU;0;1;0;1;;;;;Y;;BUILDING template
LIÔGE - FH18;NO CLUSTERS;1178577;;;35838203;1178577;;;;Rue Albert Mockel;9;;;;;Tim Colliers;MDU;0;3;0;3;;;;;Y;;BUILDING template
LIÔGE - FH18;NO BLOCKS;1178577;;;35838203;1178577;;;;Rue Albert Mockel;9;;;;;Tim Colliers;MDU;0;3;0;3;;;;;Y;;BUILDING template
LIÔGE - FH18;NO CLUSTERS;1199;;;504238;1199;;;;Rue Ernest-Solvay;192;;;;;Christophe Panis;MDU;1;1;0;2;;;;;Y;;BUILDING template
LIÔGE - FH18;NO BLOCKS;1199;;;504238;1199;;;;Rue Ernest-Solvay;192;;;;;Christophe Panis;MDU;1;1;0;2;;;;;Y;;BUILDING template
LIÔGE - FH18;NO CLUSTERS;1227243;;;504372;1227243;;;;"Rue de l&apos;Ile-aux-Corbeaux";54;;;;;Tim Colliers;SDU;0;1;0;1;;;;;Y;;BUILDING template
LIÔGE - FH18;NO BLOCKS;1227243;;;504372;1227243;;;;"Rue de l&apos;Ile-aux-Corbeaux";54;;;;;Tim Colliers;SDU;0;1;0;1;;;;;Y;;BUILDING template
LIÔGE - FH18;NO CLUSTERS;1231360;;;504393;1231360;;;;Rue de la Prefecture;32;;;;;Christophe Panis;SDU;0;1;0;1;;;;;Y;;BUILDING template
LIÔGE - FH18;NO BLOCKS;1231360;;;504393;1231360;;;;Rue de la Prefecture;32;;;;;Christophe Panis;SDU;0;1;0;1;;;;;Y;;BUILDING template
LIÔGE - FH18;NO BLOCKS;1235433;;;504411;1235433;;;;Rue Marcel-Thiry;14;;;;;Christophe Panis;SDU;0;1;0;1;;;;;Y;;BUILDING template
LIÔGE - FH18;NO CLUSTERS;1235433;;;504411;1235433;;;;Rue Marcel-Thiry;14;;;;;Christophe Panis;SDU;0;1;0;1;;;;;Y;;BUILDING template
LIÔGE - FH18;NO CLUSTERS;1237063;;;504428;1237063;;;;"Rue Cote d&apos;Or";295;;;;;Tim Colliers;MDU;0;2;0;2;;;;;N;;BUILDING template
LIÔGE - FH18;NO BLOCKS;1237063;;;504428;1237063;;;;"Rue Cote d&apos;Or";295;;;;;Tim Colliers;MDU;0;2;0;2;;;;;N;;BUILDING template
LIÔGE - FH18;NO BLOCKS;1237066;;;35838204;1237066;;;;Rue Albert Mockel;11;;;;;Tim Colliers;MDU;0;7;0;7;;;;;Y;;BUILDING template
LIÔGE - FH18;NO CLUSTERS;1237066;;;35838204;1237066;;;;Rue Albert Mockel;11;;;;;Tim Colliers;MDU;0;7;0;7;;;;;Y;;BUILDING template
LIÔGE - FH18;NO CLUSTERS;1269195;;;37323219;1269195;;;;Avenue des Tilleuls;14;;;;;Tim Colliers;MDU;0;9;0;9;;;;;N;;BUILDING template
LIÔGE - FH18;NO BLOCKS;1269195;;;37323219;1269195;;;;Avenue des Tilleuls;14;;;;;Tim Colliers;MDU;0;9;0;9;;;;;N;;BUILDING template
LIÔGE - FH18;NO BLOCKS;1274833;;;37336727;1274833;;;;Rue Gilles-Galler;50;;;;;Christophe Panis;SDU;0;1;0;1;;;;;Y;;BUILDING template
LIÔGE - FH18;NO CLUSTERS;1274833;;;37336727;1274833;;;;Rue Gilles-Galler;50;;;;;Christophe Panis;SDU;0;1;0;1;;;;;Y;;BUILDING template
LIÔGE - FH18;NO BLOCKS;1278453;;;504515;1278453;;;;Rue Ernest-Solvay;230;;;;;Tim Colliers;MDU;1;1;0;2;;;;;Y;;BUILDING template
LIÔGE - FH18;NO CLUSTERS;1278453;;;504515;1278453;;;;Rue Ernest-Solvay;230;;;;;Tim Colliers;MDU;1;1;0;2;;;;;Y;;BUILDING template
LIÔGE - FH18;NO CLUSTERS;1284909;;;504568;1284909;;;;Avenue des Tilleuls;69;;;;;Christophe Panis;MDU;0;9;0;9;;;;;N;;BUILDING template
LIÔGE - FH18;NO BLOCKS;1284909;;;504568;1284909;;;;Avenue des Tilleuls;69;;;;;Christophe Panis;MDU;0;9;0;9;;;;;N;;BUILDING template
LIÔGE - FH18;NO CLUSTERS;1287058;;;35838205;1287058;;;;Rue Mandeville;9;;;;;Christophe Panis;MDU;0;4;0;4;;;;;Y;;BUILDING template
LIÔGE - FH18;NO BLOCKS;1287058;;;35838205;1287058;;;;Rue Mandeville;9;;;;;Christophe Panis;MDU;0;4;0;4;;;;;Y;;BUILDING template
LIÔGE - FH18;NO CLUSTERS;1289824;;;504608;1289824;;;;Rue de la Veine-Sothuy;14;;;;;Tim Colliers;SDU;0;1;0;1;;;;;N;;BUILDING template
LIÔGE - FH18;NO BLOCKS;1289824;;;504608;1289824;;;;Rue de la Veine-Sothuy;14;;;;;Tim Colliers;SDU;0;1;0;1;;;;;N;;BUILDING template
LIÔGE - FH18;NO BLOCKS;1292051;;;37326252;1292051;;"Rue C“te d&apos;or 261-267";;"Rue Cote d&apos;Or";261;;;;;Tim Colliers;MDU;0;3;0;3;;;;;N;;BUILDING template
LIÔGE - FH18;NO CLUSTERS;1292051;;;37326252;1292051;;"Rue C“te d&apos;or 261-267";;"Rue Cote d&apos;Or";261;;;;;Tim Colliers;MDU;0;3;0;3;;;;;N;;BUILDING template
LIÔGE - FH18;BG Name diff;1292051;;;37326252;1292051;;"Rue C“te d&apos;or 261-267";Rue Côte d'or 261-267;"Rue Cote d&apos;Or";261;;;;;Tim Colliers;MDU;0;3;0;3;0;3;0;3;N;N;BUILDING template
LIÔGE - FH18;NO BLOCKS;1297137;;;35838206;1297137;;Rue Ernest-Solvay 311-309;;Rue Ernest-Solvay;311;;;;;Christophe Panis;MDU;1;0;0;1;;;;;Y;;BUILDING template
LIÔGE - FH18;NO CLUSTERS;1297137;;;35838206;1297137;;Rue Ernest-Solvay 311-309;;Rue Ernest-Solvay;311;;;;;Christophe Panis;MDU;1;0;0;1;;;;;Y;;BUILDING template
