Projectnummer;errors;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;BG Name IFH;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;Q IFH;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;IFH_BU;IFH_LU;IFH_SU;IFH_TOTAAL;Wall Mount;Wall Mount IFH;Opdrachttemplate
HASSELT - FH06;Units bu diff;1164596;BL0003;1.0;5157580;1164596;;;;Helbeekplein;1;;A;;2020-08-28;Jo De Clippel;MDU;1;32;1;34;0;32;0;32;Y;Y;BUILDING template
HASSELT - FH06;Units su diff;1164596;BL0003;1.0;5157580;1164596;;;;Helbeekplein;1;;A;;2020-08-28;Jo De Clippel;MDU;1;32;1;34;0;32;0;32;Y;Y;BUILDING template
HASSELT - FH06;Quadrant diff;1164596;BL0003;1.0;5157580;1164596;;;;Helbeekplein;1;;A;;2020-08-28;Jo De Clippel;MDU;1;32;1;34;0;32;0;32;Y;Y;BUILDING template
HASSELT - FH06;Units total diff;1164596;BL0003;1.0;5157580;1164596;;;;Helbeekplein;1;;A;;2020-08-28;Jo De Clippel;MDU;1;32;1;34;0;32;0;32;Y;Y;BUILDING template
HASSELT - FH06;Units lu diff;1174346;BL0020;1.0;13396277;1174346;37125889;Gouverneur Roppesingel 15_Singelbeekstraat 16;Gouverneur Roppesingel 15_Singelbeekstraat 16;Singelbeekstraat;16;;C;;2020-07-15;Jo De Clippel;MDU;0;0;1;1;2;1;0;3;N;N;BUILDING template
HASSELT - FH06;Units bu diff;1174346;BL0020;1.0;13396277;1174346;37125889;Gouverneur Roppesingel 15_Singelbeekstraat 16;Gouverneur Roppesingel 15_Singelbeekstraat 16;Singelbeekstraat;16;;C;;2020-07-15;Jo De Clippel;MDU;0;0;1;1;2;1;0;3;N;N;BUILDING template
HASSELT - FH06;Units total diff;1174346;BL0020;1.0;13396277;1174346;37125889;Gouverneur Roppesingel 15_Singelbeekstraat 16;Gouverneur Roppesingel 15_Singelbeekstraat 16;Singelbeekstraat;16;;C;;2020-07-15;Jo De Clippel;MDU;0;0;1;1;2;1;0;3;N;N;BUILDING template
HASSELT - FH06;Units su diff;1174346;BL0020;1.0;13396277;1174346;37125889;Gouverneur Roppesingel 15_Singelbeekstraat 16;Gouverneur Roppesingel 15_Singelbeekstraat 16;Singelbeekstraat;16;;C;;2020-07-15;Jo De Clippel;MDU;0;0;1;1;2;1;0;3;N;N;BUILDING template
HASSELT - FH06;Units lu diff;1174354;BL0020;1.0;379530;1174354;;;;Gouverneur Roppesingel;25;;C;;2020-08-24 15:35:06;Jo De Clippel;MDU;16;1;1;18;2;0;1;3;N;N;BUILDING template
HASSELT - FH06;Quadrant diff;1174354;BL0020;1.0;379530;1174354;;;;Gouverneur Roppesingel;25;;C;;2020-08-24 15:35:06;Jo De Clippel;MDU;16;1;1;18;2;0;1;3;N;N;BUILDING template
HASSELT - FH06;Units bu diff;1174354;BL0020;1.0;379530;1174354;;;;Gouverneur Roppesingel;25;;C;;2020-08-24 15:35:06;Jo De Clippel;MDU;16;1;1;18;2;0;1;3;N;N;BUILDING template
HASSELT - FH06;Units total diff;1174354;BL0020;1.0;379530;1174354;;;;Gouverneur Roppesingel;25;;C;;2020-08-24 15:35:06;Jo De Clippel;MDU;16;1;1;18;2;0;1;3;N;N;BUILDING template
HASSELT - FH06;Quadrant diff;1274790;BL0008;1.0;379703;1274790;;;;Heldenplein;9;;D;;2020-06-15 11:55:05;Dieu Jocelin;MDU;1;2;1;4;1;2;1;4;N;N;BUILDING template
HASSELT - FH06;Quadrant diff;1290254;BL0001;1.0;379743;1290254;;;;Oude Luikerbaan;24;;D;;2020-06-10 08:55:05;Dieu Jocelin;MDU;0;4;0;4;0;4;0;4;Y;Y;BUILDING template
HASSELT - FH06;Quadrant diff;1326237;BL0003;1.0;5157590;1326237;;Helbeekplein 1-2;;Helbeekplein;2;;A;;2020-06-10 13:05:08;Jo De Clippel;MDU;0;27;1;28;0;27;0;27;Y;Y;BUILDING template
HASSELT - FH06;Units total diff;1326237;BL0003;1.0;5157590;1326237;;Helbeekplein 1-2;;Helbeekplein;2;;A;;2020-06-10 13:05:08;Jo De Clippel;MDU;0;27;1;28;0;27;0;27;Y;Y;BUILDING template
HASSELT - FH06;Units su diff;1326237;BL0003;1.0;5157590;1326237;;Helbeekplein 1-2;;Helbeekplein;2;;A;;2020-06-10 13:05:08;Jo De Clippel;MDU;0;27;1;28;0;27;0;27;Y;Y;BUILDING template
HASSELT - FH06;BG Name diff;1326237;BL0003;1.0;5157590;1326237;;Helbeekplein 1-2;;Helbeekplein;2;;A;;2020-06-10 13:05:08;Jo De Clippel;MDU;0;27;1;28;0;27;0;27;Y;Y;BUILDING template
HASSELT - FH06;Quadrant diff;1443689;BL0001;1.0;380179;1443689;33665795;Stadsomvaart 11-13-83-85;Stadsomvaart 11-13-83-85;Stadsomvaart;83;;F;;2020-07-01 13:20:04;Jo De Clippel;MDU;1;0;0;1;1;0;0;1;N;N;BUILDING template
HASSELT - FH06;Quadrant diff;1443690;BL0001;1.0;380180;1443690;33665795;Stadsomvaart 11-13-83-85;Stadsomvaart 11-13-83-85;Stadsomvaart;85;;F;;2020-07-01 13:30:05;Jo De Clippel;MDU;0;1;0;1;0;1;0;1;N;N;BUILDING template
