Projectnummer;errors;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;BG Name IFH;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;Q IFH;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;IFH_BU;IFH_LU;IFH_SU;IFH_TOTAAL;Wall Mount;Wall Mount IFH;Opdrachttemplate
UCCLE - FH08;MISSING CLUSTER;1011070;11.0;;308046;1011070;;;;Montanalaan - Avenue Montana;1;A;;;;Tim Colliers;SDU;0;1;0;1;;;;;N;;BUILDING template
UCCLE - FH08;MISSING CLUSTER;1011071;11.0;;308047;1011071;;;;Montanalaan - Avenue Montana;37;;;;;Christophe Panis;SDU;0;1;0;1;;;;;N;;BUILDING template
UCCLE - FH08;MISSING CLUSTER;1011072;11.0;;308048;1011072;;;;Montanalaan - Avenue Montana;42;;;;;Christophe Panis;SDU;0;1;0;1;;;;;N;;BUILDING template
UCCLE - FH08;MISSING CLUSTER;1011073;11.0;;308049;1011073;;;;Montanalaan - Avenue Montana;40;;;;;Christophe Panis;SDU;0;1;0;1;;;;;N;;BUILDING template
UCCLE - FH08;MISSING CLUSTER;1011075;11.0;;308050;1011075;;;;Waterloosesteenweg - Chaussée de Waterloo;1173;;;;;Christophe Panis;MDU;1;1;0;2;;;;;Y;;BUILDING template
UCCLE - FH08;MISSING CLUSTER;1011077;11.0;;38140005;1011077;38145247;Waterloosesteenweg  1094-1096-1098;;Waterloosesteenweg - Chaussée de Waterloo;1094;;;;;Tim Colliers;MDU;1;0;0;1;;;;;Y;;BUILDING template
UCCLE - FH08;MISSING CLUSTER;1011078;11.0;;308051;1011078;;;;Waterloosesteenweg - Chaussée de Waterloo;1100;;;;;Tim Colliers;SDU;1;0;0;1;;;;;Y;;BUILDING template
UCCLE - FH08;MISSING CLUSTER;1011079;11.0;;308052;1011079;;;;Waterloosesteenweg - Chaussée de Waterloo;1102;;;;;Christophe Panis;MDU;0;4;0;4;;;;;Y;;BUILDING template
UCCLE - FH08;MISSING CLUSTER;1011080;11.0;;308053;1011080;;;;Waterloosesteenweg - Chaussée de Waterloo;1104;;;;;Tim Colliers;SDU;1;0;0;1;;;;;Y;;BUILDING template
UCCLE - FH08;MISSING CLUSTER;1011081;11.0;;308054;1011081;;;;Eikenlaan - Avenue des Chênes;21;;;;;Christophe Panis;SDU;0;1;0;1;;;;;N;;BUILDING template
UCCLE - FH08;MISSING CLUSTER;1011082;11.0;;308055;1011082;;;;Eikenlaan - Avenue des Chênes;53;;;;;Christophe Panis;SDU;0;1;0;1;;;;;N;;BUILDING template
UCCLE - FH08;MISSING CLUSTER;1011083;11.0;;308056;1011083;;;;Eikenlaan - Avenue des Chênes;67;;;;;Christophe Panis;SDU;0;1;0;1;;;;;N;;BUILDING template
UCCLE - FH08;MISSING CLUSTER;1011084;11.0;;308057;1011084;;;;Eikenlaan - Avenue des Chênes;100;;;;;Tim Colliers;SDU;0;1;0;1;;;;;N;;BUILDING template
UCCLE - FH08;MISSING CLUSTER;1011085;11.0;;308058;1011085;;;;Eikenlaan - Avenue des Chênes;40;;;;;Tim Colliers;SDU;0;1;0;1;;;;;N;;BUILDING template
UCCLE - FH08;MISSING CLUSTER;1011086;11.0;;308059;1011086;;;;Eikenlaan - Avenue des Chênes;38;;;;;Tim Colliers;SDU;0;1;0;1;;;;;N;;BUILDING template
