File SSV Action;File SSV Status;File SSV Error;Area Type;Area FID;Area Version;Area Name;Zoning FID;Zoning Version;Zoning Name;Zoning Id;Zoning Tech;BG Id;BG Version;BG Name;BG SSV Action;BG SSV Status;BG SSV Error;BG Building SSV Action;BG Building SSV Status;BG Building SSV Error;Building FID;Building Version;LAM MK;LAM City Code;LAM Street Code;Street;Nr;Suffix;Zip;Municipality;Suburb;xPos;yPos;Name;Wall Mount;SS Reason;Number Floors;Height Cable;Orig VC Type;New VC Type;VC Method;Intro Tube;Prov Status;Prov Reason;Prov Planned;Prov Mod By;Prov Mod Date;Comments;SSV Flag;SSV Action;SSV Status;SSV Error;SSV Date;Seq;LU Key;LAM SK;Nature;Nr TPs;PBox;App;Block;Floor;OtherRef;CAD;CAD Details;CAD Type;CAD Type Descr;CAD SubType;Prov Status LU;Prov Reason LU;Prov Planned LU;Prov Mod By LU;Prov Mod Date LU;Comments LU;SSV Flag LU;SSV Action LU;SSV Status LU;SSV Error LU;SSV Date LU;LU;BU;SU;TOTAAL;LANGUAGE;BT
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;21158450;20200108144504;12860;33860000;35342;Zeewindstraat;16;;8300;Knokke-Heist;;75777,54304;227844,1782;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;6;8344413;;LU;1;;;;;;Y;#A4/4.2/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;17;1;0;18;NL;MDU
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;21158450;20200108144504;12860;33860000;35342;Zeewindstraat;16;;8300;Knokke-Heist;;75777,54304;227844,1782;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;12;8352974;;LU;1;;;;;;Y;#A5/5.2/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;17;1;0;18;NL;MDU
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;21158450;20200108144504;12860;33860000;35342;Zeewindstraat;16;;8300;Knokke-Heist;;75777,54304;227844,1782;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;5;8344412;;LU;1;;;;;;Y;#A1/1.3/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;17;1;0;18;NL;MDU
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;21158450;20200108144504;12860;33860000;35342;Zeewindstraat;16;;8300;Knokke-Heist;;75777,54304;227844,1782;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;10;8348801;;LU;1;;;;;;Y;#A7.8/7.0/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;17;1;0;18;NL;MDU
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;21158450;20200108144504;12860;33860000;35342;Zeewindstraat;16;;8300;Knokke-Heist;;75777,54304;227844,1782;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;18;8362342;;LU;1;;;;;;Y;#A3/3.3/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;17;1;0;18;NL;MDU
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;21158450;20200108144504;12860;33860000;35342;Zeewindstraat;16;;8300;Knokke-Heist;;75777,54304;227844,1782;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;3;8339997;;LU;1;;;;;;Y;#A1/1.1/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;17;1;0;18;NL;MDU
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;21158450;20200108144504;12860;33860000;35342;Zeewindstraat;16;;8300;Knokke-Heist;;75777,54304;227844,1782;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;17;8362341;;LU;1;;;;;;Y;#A2/2.2/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;17;1;0;18;NL;MDU
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;21158450;20200108144504;12860;33860000;35342;Zeewindstraat;16;;8300;Knokke-Heist;;75777,54304;227844,1782;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;2;8331629;;LU;1;;;;;;Y;#A6/6.0/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;17;1;0;18;NL;MDU
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;21158450;20200108144504;12860;33860000;35342;Zeewindstraat;16;;8300;Knokke-Heist;;75777,54304;227844,1782;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;11;8352973;;LU;1;;;;;;Y;#A4/4.1/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;17;1;0;18;NL;MDU
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;21158450;20200108144504;12860;33860000;35342;Zeewindstraat;16;;8300;Knokke-Heist;;75777,54304;227844,1782;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;1;8331628;;LU;1;;;;;;Y;#A2/2.3/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;17;1;0;18;NL;MDU
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;21158450;20200108144504;12860;33860000;35342;Zeewindstraat;16;;8300;Knokke-Heist;;75777,54304;227844,1782;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;8;8344415;;LU;1;;;;;;Y;#A5/5.1/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;17;1;0;18;NL;MDU
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;21158450;20200108144504;12860;33860000;35342;Zeewindstraat;16;;8300;Knokke-Heist;;75777,54304;227844,1782;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;13;8352975;;BU;1;;;;;;Y;#HA.GV/GV/K;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;COMM;;;;;;;;;;;;17;1;0;18;NL;MDU
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;21158450;20200108144504;12860;33860000;35342;Zeewindstraat;16;;8300;Knokke-Heist;;75777,54304;227844,1782;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;19;10556164;;LU;1;;;;;;Y;#DEEL A3/3.1/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;;;;;;17;1;0;18;NL;MDU
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;21158450;20200108144504;12860;33860000;35342;Zeewindstraat;16;;8300;Knokke-Heist;;75777,54304;227844,1782;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;15;8362339;;LU;1;;;;;;Y;#A1/1.2/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;17;1;0;18;NL;MDU
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;21158450;20200108144504;12860;33860000;35342;Zeewindstraat;16;;8300;Knokke-Heist;;75777,54304;227844,1782;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;14;8358028;;LU;1;;;;;;Y;#A5/5.3/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;17;1;0;18;NL;MDU
