LAM_MK;SSV_Action;LU_Key;SSV_Action_LU
NB-200046100741;DELETE;11341300;DELETE
48976;DELETE;1792660;DELETE
48989;DELETE;1847607;DELETE
49000;DELETE;11341321;DELETE
49011;DELETE;1796348;DELETE
49013;DELETE;NB-2000444c6912---0;DELETE
49171;DELETE;11341280;DELETE
49184;DELETE;1829654;DELETE
60907;DELETE;11341404;DELETE
978246;DELETE;1748627;DELETE
1031936;DELETE;1859626;DELETE
1735355;DELETE;1757812;DELETE
1739656;DELETE;1794544;DELETE
1752868;DELETE;1796347;DELETE
1752870;DELETE;1732622;DELETE
1752885;DELETE;11341302;DELETE
1934042;DELETE;11341418;DELETE
1934111;DELETE;11341309;DELETE
1948493;DELETE;1867619;DELETE
2048078;DELETE;1737963;DELETE
2048082;DELETE;11341402;DELETE
2048083;DELETE;11341240;DELETE
2048088;DELETE;11341341;DELETE
4504983;DELETE;1674549;DELETE
4504985;DELETE;1693632;DELETE
4504987;DELETE;1775841;DELETE
4504988;DELETE;1853322;DELETE
4507633;DELETE;1642707;DELETE
4507642;DELETE;11341287;DELETE
4507697;DELETE;NB-200012609613---1;DELETE
4507753;DELETE;1771409;DELETE
4507781;DELETE;NB-200010899f19---2;DELETE
4511094;DELETE;1790053;DELETE
4511148;DELETE;NB-2000140e9661---3;DELETE
4511149;DELETE;11341246;DELETE
4511151;DELETE;1794543;DELETE
4511180;DELETE;1792666;DELETE
4511182;DELETE;1829655;DELETE
4511185;DELETE;1859694;DELETE
4511188;DELETE;10357885;DELETE
4511190;DELETE;1798215;DELETE
4511192;DELETE;1698366;DELETE
4511197;DELETE;1664928;DELETE
4511198;DELETE;10362324;DELETE
4511199;DELETE;1748624;DELETE
4511200;DELETE;11341471;DELETE
4511202;DELETE;11341375;DELETE
4511206;DELETE;11341416;DELETE
4518818;DELETE;1618993;DELETE
5322754;DELETE;1859622;DELETE
5454728;DELETE;10357883;DELETE
5576263;DELETE;11341400;DELETE
5768998;DELETE;10359448;DELETE
5979876;DELETE;1732150;DELETE
6339381;DELETE;1792652;DELETE
6347505;DELETE;11341433;DELETE
6347506;DELETE;1674550;DELETE
6347538;DELETE;11341340;DELETE
6362487;DELETE;1859669;DELETE
6417212;DELETE;1794539;DELETE
6440080;DELETE;10359444;DELETE
6461812;DELETE;NB-200038b22215---1;DELETE
6562309;DELETE;NB-200072d3672---2;DELETE
6620774;DELETE;11341424;DELETE
6662680;DELETE;11341420;DELETE
NB-200012609613;DELETE;1618976;DELETE
NB-2000140e9661;DELETE;1748626;DELETE
NB-200038b22215;DELETE;11341242;DELETE
NB-2000444c6912;DELETE;11341393;DELETE
NB-200046883674;DELETE;NB-200038b22215---3;DELETE
NB-200048578198;DELETE;10869780;DELETE
NB-200077bd0b31;DELETE;10362307;DELETE
;;1618982;DELETE
;;10362319;DELETE
;;10362316;DELETE
;;10357880;DELETE
;;10362252;DELETE
;;1710791;DELETE
;;1798216;DELETE
;;NB-200010899f19---1;DELETE
;;1792663;DELETE
;;11341274;DELETE
;;11341296;DELETE
;;1783351;DELETE
;;1781047;DELETE
;;1618979;DELETE
;;11341390;DELETE
;;1771396;DELETE
;;1794538;DELETE
;;11341412;DELETE
;;NB-200072d3672---0;DELETE
;;1741719;DELETE
;;1798210;DELETE
;;11341378;DELETE
;;1867618;DELETE
;;1618977;DELETE
;;1619006;DELETE
;;10359450;DELETE
;;10359451;DELETE
;;11341385;DELETE
;;1794540;DELETE
;;11341236;DELETE
;;1757813;DELETE
;;11341379;DELETE
;;10362313;DELETE
;;1821355;DELETE
;;10362318;DELETE
;;11341386;DELETE
;;1642681;DELETE
;;11341421;DELETE
;;11341413;DELETE
;;11341241;DELETE
;;11341391;DELETE
;;11341434;DELETE
;;1828993;DELETE
;;11341405;DELETE
;;10371060;DELETE
;;1859543;DELETE
;;1775819;DELETE
;;1802935;DELETE
;;10362303;DELETE
;;1748628;DELETE
;;1859627;DELETE
;;1828887;DELETE
;;1732637;DELETE
;;10371058;DELETE
;;1847608;DELETE
;;10371750;DELETE
;;11341488;DELETE
;;NB-200012609613---5;DELETE
;;1859667;DELETE
;;11341409;DELETE
;;10364806;DELETE
;;1847605;DELETE
;;10371607;DELETE
;;1712972;DELETE
;;11341329;DELETE
;;1751755;DELETE
;;NB-200022819b03---0;DELETE
;;1792661;DELETE
;;1711194;DELETE
;;10362317;DELETE
;;11341395;DELETE
;;NB-200038b22215---5;DELETE
;;10362320;DELETE
;;1732617;DELETE
;;10362311;DELETE
;;1618994;DELETE
;;11341399;DELETE
;;1619005;DELETE
;;1642683;DELETE
;;10357882;DELETE
;;10362305;DELETE
;;1732621;DELETE
;;NB-200012609613---2;DELETE
;;1812702;DELETE
;;10378124;DELETE
;;1783353;DELETE
;;NB-200010899f19---4;DELETE
;;10371565;DELETE
;;10371375;DELETE
;;11341276;DELETE
;;10371696;DELETE
;;1619007;DELETE
;;10357886;DELETE
;;1792667;DELETE
;;NB-2000140e9661---2;DELETE
;;10371363;DELETE
;;11341401;DELETE
;;1828894;DELETE
;;NB-2000140e9661---1;DELETE
;;1618999;DELETE
;;NB-200010899f19---0;DELETE
;;1775818;DELETE
;;1619003;DELETE
;;1685742;DELETE
;;1802934;DELETE
;;1798213;DELETE
;;1650357;DELETE
;;11341408;DELETE
;;11341431;DELETE
;;11341419;DELETE
;;10359447;DELETE
;;1732618;DELETE
;;1642708;DELETE
;;1812701;DELETE
;;NB-200010899f19---5;DELETE
;;10362326;DELETE
;;10371336;DELETE
;;11341422;DELETE
;;1790054;DELETE
;;10371537;DELETE
;;1828996;DELETE
;;1618992;DELETE
;;1828956;DELETE
;;1847606;DELETE
;;1792665;DELETE
;;1790051;DELETE
;;1821596;DELETE
;;1794541;DELETE
;;10359453;DELETE
;;11341486;DELETE
;;1618980;DELETE
;;10357887;DELETE
;;11341297;DELETE
;;11341295;DELETE
;;11341406;DELETE
;;11341387;DELETE
;;1859666;DELETE
;;10371057;DELETE
;;1674548;DELETE
;;1771408;DELETE
;;1798214;DELETE
;;1859688;DELETE
;;1820995;DELETE
;;11341410;DELETE
;;1867616;DELETE
;;11341382;DELETE
;;11341403;DELETE
;;10371539;DELETE
;;10362309;DELETE
;;10357884;DELETE
;;10368640;DELETE
;;11341432;DELETE
;;NB-200072d3672---1;DELETE
;;1642706;DELETE
;;1783352;DELETE
;;10375675;DELETE
;;1732620;DELETE
;;10362314;DELETE
;;1828995;DELETE
;;1771395;DELETE
;;11341388;DELETE
;;1828950;DELETE
;;11341435;DELETE
;;11341275;DELETE
;;1653452;DELETE
;;11341301;DELETE
;;11341398;DELETE
;;10362321;DELETE
;;11341397;DELETE
;;11341415;DELETE
;;10362323;DELETE
;;1732635;DELETE
;;11341407;DELETE
;;1781041;DELETE
;;11341333;DELETE
;;1853000;DELETE
;;10359445;DELETE
;;11341377;DELETE
;;10368597;DELETE
;;10362304;DELETE
;;11341392;DELETE
;;11341279;DELETE
;;11341425;DELETE
;;1618998;DELETE
;;1831051;DELETE
;;1809184;DELETE
;;1794536;DELETE
;;11341278;DELETE
;;10359446;DELETE
