Zoning_FID;Area;Zoning_ID;Lamkey_FINAL;Lu_Key;E;Area;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;VCA_Status;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;B1_FINAL;B2_FINAL
8105287;W03-C-Antwerpen-West-FH01;19074;108065;11077555;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;108065;11077556;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;108065;11077557;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;108065;11077558;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;108065;11077559;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;108065;11077560;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;108065;11077561;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;108065;11184334;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;108065;1716081;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;108077;1724090;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200429;20200622
8105287;W03-C-Antwerpen-West-FH01;19074;108077;1724091;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200429;20200622
8105287;W03-C-Antwerpen-West-FH01;19074;108079;10411080;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200507;20200622
8105287;W03-C-Antwerpen-West-FH01;19074;108079;11306919;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200507;20200622
8105287;W03-C-Antwerpen-West-FH01;19074;108079;1610782;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200507;20200622
8105287;W03-C-Antwerpen-West-FH01;19074;108079;1611562;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200507;20200622
8105287;W03-C-Antwerpen-West-FH01;19074;108079;1612073;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200507;20200622
8105287;W03-C-Antwerpen-West-FH01;19074;108079;1613125;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200507;20200622
8105287;W03-C-Antwerpen-West-FH01;19074;1088919;10364770;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200309;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1088919;11078095;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200309;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1088919;11078096;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200309;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1088919;11078097;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200309;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1088919;11078098;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200309;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1088919;11078099;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200309;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1088919;11078100;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200309;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1088919;11078101;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200309;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1088919;11078102;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200309;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1088919;11078103;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200309;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1088919;11307053;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200309;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1088919;11307054;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200309;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1088919;1666171;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200309;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;108952;11076643;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200525;20201231
8105287;W03-C-Antwerpen-West-FH01;19074;109136;11076600;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200406;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;109140;11077776;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200406;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;109140;11077777;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200406;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;109140;11184318;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200406;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;109140;1639941;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200406;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;109142;11076589;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200406;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1128020;10411633;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200507;20210105
8105287;W03-C-Antwerpen-West-FH01;19074;1128023;11078055;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200507;20210105
8105287;W03-C-Antwerpen-West-FH01;19074;1128023;11078056;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200507;20210105
8105287;W03-C-Antwerpen-West-FH01;19074;1128023;1744831;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200507;20210105
8105287;W03-C-Antwerpen-West-FH01;19074;1128023;1744832;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200507;20210105
8105287;W03-C-Antwerpen-West-FH01;19074;1128023;1744833;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200507;20210105
8105287;W03-C-Antwerpen-West-FH01;19074;1128023;1744834;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200507;20210105
8105287;W03-C-Antwerpen-West-FH01;19074;1128023;1744835;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200507;20210105
8105287;W03-C-Antwerpen-West-FH01;19074;1128028;10412238;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1128028;10412239;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1128028;10412361;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1128028;10412362;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1128028;10412472;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1128028;10412473;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1128028;10412474;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1128028;10412549;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1128028;10412550;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1128028;10412551;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1128028;10415071;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1128028;11077572;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1128028;11077573;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1128028;11306926;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1206770;1677969;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1206770;1678239;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1206770;1678341;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1206770;1678355;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1206770;1678393;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1206770;1678572;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1513863;10375923;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1513863;10375924;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1513863;10375925;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1513863;10375968;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1513863;10375969;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1513863;10375970;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1513863;1853076;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1513863;1853077;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1513863;1853078;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1513863;1853358;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1513863;1853582;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1513863;1854143;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200429;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1734625;10364124;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20200323;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1734627;1696210;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20200323;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1735143;10410503;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200309;20200629
8105287;W03-C-Antwerpen-West-FH01;19074;1735143;11078093;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20200309;20200629
8105287;W03-C-Antwerpen-West-FH01;19074;1781985;11077881;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20200323;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;1781985;1646480;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20200323;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;186520;11306984;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200309;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;186520;11306985;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200309;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;186520;11306986;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200309;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;186520;11306987;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200309;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;186520;11306988;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200309;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;186520;11306989;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200309;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;186520;11306990;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200309;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;186520;11306991;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200309;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;186520;11306992;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200309;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;186520;11306996;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200309;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;186520;11307002;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200309;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;186520;11307005;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200309;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;186520;11307006;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200309;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;186520;11307007;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200309;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;186520;11307008;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200309;20201031
8105287;W03-C-Antwerpen-West-FH01;19074;186520;11307009;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PENDING;;;;;;;;;;;;;;;;;;;;;20200309;20201031
