Zoning_FID;Area;Zoning_ID;Lamkey_FINAL;Lu_Key;E;Area;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;VCA_Status;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;B1_FINAL;B2_FINAL
7574792;W03-C-Knokke-Heist-FH01;19625;2762959;8340028;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20190909;20200526
7574792;W03-C-Knokke-Heist-FH01;19625;2762959;8348823;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20190909;20200526
7574792;W03-C-Knokke-Heist-FH01;19625;2762959;8353003;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20190909;20200526
7574792;W03-C-Knokke-Heist-FH01;19625;333269;11139508;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20191014;20200318
7574792;W03-C-Knokke-Heist-FH01;19625;333269;11139509;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20191014;20200318
7574792;W03-C-Knokke-Heist-FH01;19625;333269;11139510;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20191014;20200318
7574792;W03-C-Knokke-Heist-FH01;19625;333271;11209530;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20191014;20201231
7574792;W03-C-Knokke-Heist-FH01;19625;333271;11209531;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20191014;20201231
7574792;W03-C-Knokke-Heist-FH01;19625;333271;8333006;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20191014;20201231
7574792;W03-C-Knokke-Heist-FH01;19625;333271;8337241;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20191014;20201231
7574792;W03-C-Knokke-Heist-FH01;19625;333271;8337242;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20191014;20201231
7574792;W03-C-Knokke-Heist-FH01;19625;333271;8337243;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20191014;20201231
7574792;W03-C-Knokke-Heist-FH01;19625;333271;8354899;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20191014;20201231
7574792;W03-C-Knokke-Heist-FH01;19625;333271;8354900;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20191014;20201231
7574792;W03-C-Knokke-Heist-FH01;19625;333271;8354901;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20191014;20201231
7574792;W03-C-Knokke-Heist-FH01;19625;333271;8363767;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20191014;20201231
7574792;W03-C-Knokke-Heist-FH01;19625;333271;8363768;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20191014;20201231
7574792;W03-C-Knokke-Heist-FH01;19625;333271;8363769;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20191014;20201231
7574792;W03-C-Knokke-Heist-FH01;19625;5579467;11139277;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20190909;20200629
7574792;W03-C-Knokke-Heist-FH01;19625;5579467;11139278;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20190909;20200629
7574792;W03-C-Knokke-Heist-FH01;19625;5579467;11139279;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20190909;20200629
7574792;W03-C-Knokke-Heist-FH01;19625;5579467;11139280;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20190909;20200629
7574792;W03-C-Knokke-Heist-FH01;19625;5579467;11139281;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20190909;20200629
7574792;W03-C-Knokke-Heist-FH01;19625;5579467;11139282;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20190909;20200629
7574792;W03-C-Knokke-Heist-FH01;19625;6326539;11139391;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20191112;20210105
7574792;W03-C-Knokke-Heist-FH01;19625;6326539;11139392;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20191112;20210105
7574792;W03-C-Knokke-Heist-FH01;19625;6326539;11139393;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20191112;20210105
7574792;W03-C-Knokke-Heist-FH01;19625;6326539;11139394;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20191112;20210105
7574792;W03-C-Knokke-Heist-FH01;19625;6326539;11139395;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20191112;20210105
7574792;W03-C-Knokke-Heist-FH01;19625;6326539;11139396;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20191112;20210105
7574792;W03-C-Knokke-Heist-FH01;19625;6326539;11322994;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20191112;20210105
7574792;W03-C-Knokke-Heist-FH01;19625;6326539;11322995;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20191112;20210105
7574792;W03-C-Knokke-Heist-FH01;19625;84475;11079679;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20191112;20210105
7574792;W03-C-Knokke-Heist-FH01;19625;84475;11322988;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20191112;20210105
7574792;W03-C-Knokke-Heist-FH01;19625;84475;11322989;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20191112;20210105
7574792;W03-C-Knokke-Heist-FH01;19625;84475;11322990;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20191112;20210105
7574792;W03-C-Knokke-Heist-FH01;19625;84475;11322991;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20191112;20210105
7574792;W03-C-Knokke-Heist-FH01;19625;84475;11322992;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20191112;20210105
7574792;W03-C-Knokke-Heist-FH01;19625;84475;11322993;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20191112;20210105
7574792;W03-C-Knokke-Heist-FH01;19625;84475;8332762;;W03-C-Knokke-Heist-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OK;;;;;;;;;;;;;;;;;;;;;20191112;20210105
