5623303;W02-D-Leuven-FH03;15483;1023643;1925254;;W02-D-Leuven-FH03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-12-23;2020-07-05
5623303;W02-D-Leuven-FH03;15483;1083167;1902229;;W02-D-Leuven-FH03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-12-23;2020-07-05
5623303;W02-D-Leuven-FH03;15483;1083167;1902230;;W02-D-Leuven-FH03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-12-23;2020-07-05
5623303;W02-D-Leuven-FH03;15483;1100181;1920195;;W02-D-Leuven-FH03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-12-23;2020-07-05
5623303;W02-D-Leuven-FH03;15483;1100185;10929195;;W02-D-Leuven-FH03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-12-23;2020-07-05
5623303;W02-D-Leuven-FH03;15483;1186823;1934264;;W02-D-Leuven-FH03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-12-23;2020-07-05
5623303;W02-D-Leuven-FH03;15483;1186823;1934265;;W02-D-Leuven-FH03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-12-23;2020-07-05
5623303;W02-D-Leuven-FH03;15483;1186823;1934266;;W02-D-Leuven-FH03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-12-23;2020-07-05
5623303;W02-D-Leuven-FH03;15483;1186824;10917669;;W02-D-Leuven-FH03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-12-23;2020-07-05
5623303;W02-D-Leuven-FH03;15483;1186824;1899410;;W02-D-Leuven-FH03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-12-23;2020-07-05
5623303;W02-D-Leuven-FH03;15483;1186824;1899411;;W02-D-Leuven-FH03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-12-23;2020-07-05
5623303;W02-D-Leuven-FH03;15483;1186991;10916929;;W02-D-Leuven-FH03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-12-23;2020-07-05
5623303;W02-D-Leuven-FH03;15483;1186991;1918262;;W02-D-Leuven-FH03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-12-23;2020-07-05
5623303;W02-D-Leuven-FH03;15483;1190290;1924639;;W02-D-Leuven-FH03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-12-23;2020-07-05
5623303;W02-D-Leuven-FH03;15483;1349620;10916949;;W02-D-Leuven-FH03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-12-23;2020-07-05
5623303;W02-D-Leuven-FH03;15483;1349620;10916951;;W02-D-Leuven-FH03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-12-23;2020-07-05
5623303;W02-D-Leuven-FH03;15483;1349620;1924040;;W02-D-Leuven-FH03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-12-23;2020-07-05
