Lamkey;Straat;Huisnummer;Huisnummer_Toevoeging;Quadrant;Quadrant_PR;BG_Name;VCA_Status;VCA
1734625;Sint-Aldegondiskaai;18;;D - Facade Box;D;Sint-Aldegondiskaai 18-20-24_Adriaan Brouwerstraat 13;;PENDING
1734627;Sint-Aldegondiskaai;20;;D - Facade Box;D;Sint-Aldegondiskaai 18-20-24_Adriaan Brouwerstraat 13;;PENDING
1781985;Adriaan Brouwerstraat;13;;D - Facade Box;D;Sint-Aldegondiskaai 18-20-24_Adriaan Brouwerstraat 13;;PENDING
1960583;Kattendijkdok-Westkaai;28;;D - Facade Box;D;;;PENDING
2051452;Van Schoonbekeplein;15;;D - Facade Box;D;Van Schoonbekeplein 15-17;;PENDING
4513307;Sint-Aldegondiskaai;24;;D - Facade Box;D;Sint-Aldegondiskaai 18-20-24_Adriaan Brouwerstraat 13;;PENDING
