Zoning_FID;Area;Zoning_ID;Lamkey;Lu_Key;E;Area;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;B1;B2_new
8105287;W03-C-Antwerpen-West-FH01;19074;186506;1638476;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020-04-14;2020-07-05
8105287;W03-C-Antwerpen-West-FH01;19074;186521;1736209;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020-04-14;2020-07-05
8105287;W03-C-Antwerpen-West-FH01;19074;1905643;10364773;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020-03-09;2020-07-05
8105287;W03-C-Antwerpen-West-FH01;19074;1905643;1809168;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020-03-09;2020-07-05
8105287;W03-C-Antwerpen-West-FH01;19074;1905662;11077096;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020-03-09;2020-07-05
8105287;W03-C-Antwerpen-West-FH01;19074;1905662;11077097;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020-03-09;2020-07-05
8105287;W03-C-Antwerpen-West-FH01;19074;1905662;11306848;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020-03-09;2020-07-05
8105287;W03-C-Antwerpen-West-FH01;19074;1905662;11306849;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020-03-09;2020-07-05
8105287;W03-C-Antwerpen-West-FH01;19074;1970954;10357838;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020-04-14;2020-07-05
8105287;W03-C-Antwerpen-West-FH01;19074;1970954;10357839;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020-04-14;2020-07-05
8105287;W03-C-Antwerpen-West-FH01;19074;1970954;1620715;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020-04-14;2020-07-05
8105287;W03-C-Antwerpen-West-FH01;19074;1970984;11077053;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020-04-14;2020-07-05
8105287;W03-C-Antwerpen-West-FH01;19074;1970988;11077056;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020-04-14;2020-07-05
8105287;W03-C-Antwerpen-West-FH01;19074;1992477;11077295;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020-04-22;2020-07-05
8105287;W03-C-Antwerpen-West-FH01;19074;1992477;11077296;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020-04-22;2020-07-05
8105287;W03-C-Antwerpen-West-FH01;19074;1992477;11077297;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020-04-22;2020-07-05
8105287;W03-C-Antwerpen-West-FH01;19074;1992477;1803341;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020-04-22;2020-07-05
8105287;W03-C-Antwerpen-West-FH01;19074;1992481;11077299;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020-04-06;2020-07-05
8105287;W03-C-Antwerpen-West-FH01;19074;1992481;11077300;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020-04-06;2020-07-05
8105287;W03-C-Antwerpen-West-FH01;19074;1992481;1824036;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020-04-06;2020-07-05
8105287;W03-C-Antwerpen-West-FH01;19074;1992481;1824037;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020-04-06;2020-07-05
8105287;W03-C-Antwerpen-West-FH01;19074;1992482;1839107;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020-04-22;2020-07-05
8105287;W03-C-Antwerpen-West-FH01;19074;1992482;1839360;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020-04-22;2020-07-05
8105287;W03-C-Antwerpen-West-FH01;19074;1992485;1855677;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020-04-06;2020-07-05
8105287;W03-C-Antwerpen-West-FH01;19074;1992486;11076979;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020-04-22;2020-07-05
8105287;W03-C-Antwerpen-West-FH01;19074;1992488;1617640;;W03-C-Antwerpen-West-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2020-04-06;2020-07-05
