Projectnummer;Straat;Huisnummer;Huisnummer Toevoeging;Postcode;Plaats;xPos;yPos;Opdrachtnummer;LAM MK;Opdrachttemplate
KNOKKE-HEIST - FH10;Duinendreef;47;;8300;Knokke-Heist;72925;226453;NB-83004701417;NB-83004701417;BUILDING template
KNOKKE-HEIST - FH10;Elizabetlaan;245;;8300;Knokke-Heist;73245;226596;NB-830024501418;NB-830024501418;BUILDING template
KNOKKE-HEIST - FH10;Elizabetlaan;249;;8300;Knokke-Heist;73201;226505;NB-830024901419;NB-830024901419;BUILDING template
KNOKKE-HEIST - FH10;Elizabetlaan;283;;8300;Knokke-Heist;72848;226270;NB-830028301420;NB-830028301420;BUILDING template
KNOKKE-HEIST - FH10;Elizabetlaan;323;;8300;Knokke-Heist;72225;226166;NB-830032301421;NB-830032301421;BUILDING template
KNOKKE-HEIST - FH10;Engelsestraat;1;;8300;Knokke-Heist;72777;226686;NB-8300101422;NB-8300101422;BUILDING template
KNOKKE-HEIST - FH10;Engelsestraat;3;;8300;Knokke-Heist;72772;226693;NB-8300301423;NB-8300301423;BUILDING template
KNOKKE-HEIST - FH10;Florapad;2;A;8300;Knokke-Heist;72567;226347;NB-83002A01424;NB-83002A01424;BUILDING template
KNOKKE-HEIST - FH10;Florapad;2;C;8300;Knokke-Heist;72570;226334;NB-83002C01425;NB-83002C01425;BUILDING template
KNOKKE-HEIST - FH10;Florapad;2;D;8300;Knokke-Heist;72567;226353;NB-83002D01426;NB-83002D01426;BUILDING template
KNOKKE-HEIST - FH10;Florapad;2;E;8300;Knokke-Heist;72568;226349;NB-83002E01427;NB-83002E01427;BUILDING template
KNOKKE-HEIST - FH10;Florapad;2;F;8300;Knokke-Heist;72569;226343;NB-83002F01428;NB-83002F01428;BUILDING template
KNOKKE-HEIST - FH10;Florapad;2;G;8300;Knokke-Heist;72570;226339;NB-83002G01429;NB-83002G01429;BUILDING template
KNOKKE-HEIST - FH10;Florapad;2;H;8300;Knokke-Heist;72567;226357;NB-83002H01430;NB-83002H01430;BUILDING template
KNOKKE-HEIST - FH10;Florapad;2;I;8300;Knokke-Heist;72566;226359;NB-83002I01431;NB-83002I01431;BUILDING template
KNOKKE-HEIST - FH10;Florapad;5;;8300;Knokke-Heist;72601;226321;NB-8300501432;NB-8300501432;BUILDING template
KNOKKE-HEIST - FH10;Gallischpad;6;;8300;Knokke-Heist;72929;226607;NB-8300601433;NB-8300601433;BUILDING template
KNOKKE-HEIST - FH10;Hazenpad;1;;8300;Knokke-Heist;72597;226353;NB-8300101434;NB-8300101434;BUILDING template
KNOKKE-HEIST - FH10;Jozef Nellenslaan;6;;8300;Knokke-Heist;73040;226484;NB-8300601435;NB-8300601435;BUILDING template
KNOKKE-HEIST - FH10;Jozef Nellenslaan;47;;8300;Knokke-Heist;73292;226767;NB-83004701436;NB-83004701436;BUILDING template
KNOKKE-HEIST - FH10;Klaprozenpad;6;;8300;Knokke-Heist;72979;226613;NB-8300601437;NB-8300601437;BUILDING template
KNOKKE-HEIST - FH10;Kruindreef;5;;8300;Knokke-Heist;73056;226612;NB-8300501438;NB-8300501438;BUILDING template
KNOKKE-HEIST - FH10;Kruindreef;5;A;8300;Knokke-Heist;73061;226610;NB-83005A01439;NB-83005A01439;BUILDING template
KNOKKE-HEIST - FH10;Kruindreef;7;;8300;Knokke-Heist;73071;226617;NB-8300701440;NB-8300701440;BUILDING template
KNOKKE-HEIST - FH10;Kruindreef;7;A;8300;Knokke-Heist;73079;226622;NB-83007A01441;NB-83007A01441;BUILDING template
KNOKKE-HEIST - FH10;Leeuwerikenlaan;11;;8300;Knokke-Heist;73185;226703;NB-83001101442;NB-83001101442;BUILDING template
KNOKKE-HEIST - FH10;Leeuwerikenlaan;13;;8300;Knokke-Heist;73226;226668;NB-83001301443;NB-83001301443;BUILDING template
KNOKKE-HEIST - FH10;Lommergang;3;;8300;Knokke-Heist;72953;226403;NB-8300301444;NB-8300301444;BUILDING template
KNOKKE-HEIST - FH10;Lommergang;5;;8300;Knokke-Heist;72949;226387;NB-8300501445;NB-8300501445;BUILDING template
KNOKKE-HEIST - FH10;Lommergang;7;;8300;Knokke-Heist;72944;226417;NB-8300701446;NB-8300701446;BUILDING template
KNOKKE-HEIST - FH10;Lommergang;8;;8300;Knokke-Heist;72996;226365;NB-8300801447;NB-8300801447;BUILDING template
KNOKKE-HEIST - FH10;Majoor Quaillestraat;2;;8300;Knokke-Heist;72962;226808;NB-8300201448;NB-8300201448;BUILDING template
KNOKKE-HEIST - FH10;Majoor Quaillestraat;10;;8300;Knokke-Heist;72982;226714;NB-83001001449;NB-83001001449;BUILDING template
KNOKKE-HEIST - FH10;Margrietenpad;14;A;8300;Knokke-Heist;73263;226442;NB-830014A01450;NB-830014A01450;BUILDING template
KNOKKE-HEIST - FH10;Margrietenpad;14;B;8300;Knokke-Heist;73266;226452;NB-830014B01451;NB-830014B01451;BUILDING template
KNOKKE-HEIST - FH10;Meeuwendreef;2;;8300;Knokke-Heist;72837;226277;NB-8300201452;NB-8300201452;BUILDING template
KNOKKE-HEIST - FH10;Meeuwendreef;8;A;8300;Knokke-Heist;72788;226326;NB-83008A01453;NB-83008A01453;BUILDING template
KNOKKE-HEIST - FH10;Mimosastraat;16;;8300;Knokke-Heist;72618;226577;NB-83001601454;NB-83001601454;BUILDING template
KNOKKE-HEIST - FH10;Patriottenstraat;2;;8300;Knokke-Heist;72637;226622;NB-8300201455;NB-8300201455;BUILDING template
KNOKKE-HEIST - FH10;Patriottenstraat;7;A;8300;Knokke-Heist;72633;226604;NB-83007A01456;NB-83007A01456;BUILDING template
KNOKKE-HEIST - FH10;Patriottenstraat;8;;8300;Knokke-Heist;72623;226617;NB-8300801457;NB-8300801457;BUILDING template
KNOKKE-HEIST - FH10;Patriottenstraat;12;;8300;Knokke-Heist;72615;226614;NB-83001201458;NB-83001201458;BUILDING template
KNOKKE-HEIST - FH10;Patriottenstraat;14;;8300;Knokke-Heist;72601;226611;NB-83001401459;NB-83001401459;BUILDING template
KNOKKE-HEIST - FH10;Patriottenstraat;18;;8300;Knokke-Heist;72599;226608;NB-83001801460;NB-83001801460;BUILDING template
KNOKKE-HEIST - FH10;Patriottenstraat;34;;8300;Knokke-Heist;72560;226591;NB-83003401461;NB-83003401461;BUILDING template
KNOKKE-HEIST - FH10;Patriottenstraat;38;;8300;Knokke-Heist;72535;226581;NB-83003801462;NB-83003801462;BUILDING template
KNOKKE-HEIST - FH10;Patriottenstraat;42;;8300;Knokke-Heist;72526;226579;NB-83004201463;NB-83004201463;BUILDING template
KNOKKE-HEIST - FH10;Patriottenstraat;54;;8300;Knokke-Heist;72485;226561;NB-83005401464;NB-83005401464;BUILDING template
KNOKKE-HEIST - FH10;Patriottenstraat;58;;8300;Knokke-Heist;72482;226567;NB-83005801465;NB-83005801465;BUILDING template
KNOKKE-HEIST - FH10;Patriottenstraat;60;;8300;Knokke-Heist;72473;226554;NB-83006001466;NB-83006001466;BUILDING template
KNOKKE-HEIST - FH10;Petunialaan;6;;8300;Knokke-Heist;72885;226524;NB-8300601467;NB-8300601467;BUILDING template
KNOKKE-HEIST - FH10;Petunialaan;10;;8300;Knokke-Heist;72891;226561;NB-83001001468;NB-83001001468;BUILDING template
KNOKKE-HEIST - FH10;Petunialaan;18;;8300;Knokke-Heist;72877;226618;NB-83001801469;NB-83001801469;BUILDING template
KNOKKE-HEIST - FH10;Petunialaan;22;;8300;Knokke-Heist;72886;226623;NB-83002201470;NB-83002201470;BUILDING template
KNOKKE-HEIST - FH10;Petunialaan;30;;8300;Knokke-Heist;72924;226641;NB-83003001471;NB-83003001471;BUILDING template
KNOKKE-HEIST - FH10;Phillippartpad;1;;8300;Knokke-Heist;73123;226713;NB-8300101472;NB-8300101472;BUILDING template
KNOKKE-HEIST - FH10;Phillippartpad;3;;8300;Knokke-Heist;73115;226703;NB-8300301473;NB-8300301473;BUILDING template
KNOKKE-HEIST - FH10;Poststraat;10;;8300;Knokke-Heist;72896;226473;NB-83001001474;NB-83001001474;BUILDING template
KNOKKE-HEIST - FH10;Poststraat;16;;8300;Knokke-Heist;72905;226471;NB-83001601475;NB-83001601475;BUILDING template
KNOKKE-HEIST - FH10;Poststraat;20;;8300;Knokke-Heist;72910;226470;NB-83002001476;NB-83002001476;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Duinbergen;300;A;8300;Knokke-Heist;72421;226538;NB-8300300A01477;NB-8300300A01477;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Duinbergen;300;B;8300;Knokke-Heist;72427;226546;NB-8300300B01478;NB-8300300B01478;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Duinbergen;304;;8300;Knokke-Heist;72437;226558;NB-830030401479;NB-830030401479;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Duinbergen;307;;8300;Knokke-Heist;72447;226570;NB-830030701480;NB-830030701480;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Duinbergen;309;;8300;Knokke-Heist;72454;226578;NB-830030901481;NB-830030901481;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Duinbergen;314;;8300;Knokke-Heist;72490;226611;NB-830031401482;NB-830031401482;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Duinbergen;315;;8300;Knokke-Heist;72486;226611;NB-830031501483;NB-830031501483;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Duinbergen;317;;8300;Knokke-Heist;72508;226618;NB-830031701484;NB-830031701484;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Duinbergen;327;;8300;Knokke-Heist;72548;226634;NB-830032701485;NB-830032701485;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Duinbergen;330;;8300;Knokke-Heist;72565;226641;NB-830033001486;NB-830033001486;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Duinbergen;333;;8300;Knokke-Heist;72588;226649;NB-830033301487;NB-830033301487;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Duinbergen;389;;8300;Knokke-Heist;72776;226729;NB-830038901488;NB-830038901488;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Duinbergen;392;;8300;Knokke-Heist;72783;226732;NB-830039201489;NB-830039201489;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Duinbergen;395;;8300;Knokke-Heist;72794;226738;NB-830039501490;NB-830039501490;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Duinbergen;395;A;8300;Knokke-Heist;72798;226739;NB-8300395A01491;NB-8300395A01491;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Duinbergen;395;B;8300;Knokke-Heist;72800;226741;NB-8300395B01492;NB-8300395B01492;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Duinbergen;396;;8300;Knokke-Heist;72805;226742;NB-830039601493;NB-830039601493;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Albertstrand;430;;8300;Knokke-Heist;73136;226751;NB-830043001618;NB-830043001618;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Albertstrand;431;;8300;Knokke-Heist;73145;226759;NB-830043101619;NB-830043101619;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Albertstrand;432;;8300;Knokke-Heist;73154;226763;NB-830043201620;NB-830043201620;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Albertstrand;433;;8300;Knokke-Heist;73164;226757;NB-830043301621;NB-830043301621;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Albertstrand;434;;8300;Knokke-Heist;73183;226758;NB-830043401622;NB-830043401622;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Albertstrand;436;;8300;Knokke-Heist;73200;226766;NB-830043601623;NB-830043601623;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Albertstrand;437;;8300;Knokke-Heist;73211;226773;NB-830043701624;NB-830043701624;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Albertstrand;438;;8300;Knokke-Heist;73216;226774;NB-830043801625;NB-830043801625;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Albertstrand;439;;8300;Knokke-Heist;73222;226779;NB-830043901626;NB-830043901626;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Albertstrand;441;;8300;Knokke-Heist;73237;226783;NB-830044101628;NB-830044101628;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Albertstrand;442;;8300;Knokke-Heist;73248;226788;NB-830044201629;NB-830044201629;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Albertstrand;443;;8300;Knokke-Heist;73261;226792;NB-830044301630;NB-830044301630;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Albertstrand;444;;8300;Knokke-Heist;73274;226799;NB-830044401631;NB-830044401631;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Albertstrand;440;;8300;Knokke-Heist;73231;226781;NB-830044001627;NB-830044001627;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Albertstrand;445;;8300;Knokke-Heist;73295;226807;NB-830044501632;NB-830044501632;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Duinbergen;399;;8300;Knokke-Heist;72809;226743;NB-830039901494;NB-830039901494;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Duinbergen;402;;8300;Knokke-Heist;72816;226747;NB-830040201495;NB-830040201495;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Duinbergen;403;;8300;Knokke-Heist;72824;226751;NB-830040301496;NB-830040301496;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Duinbergen;404;;8300;Knokke-Heist;72831;226754;NB-830040401497;NB-830040401497;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Duinbergen;407;;8300;Knokke-Heist;72841;226759;NB-830040701498;NB-830040701498;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Duinbergen;410;;8300;Knokke-Heist;72899;226785;NB-830041001499;NB-830041001499;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Duinbergen;416;;8300;Knokke-Heist;72938;226802;NB-830041601500;NB-830041601500;BUILDING template
KNOKKE-HEIST - FH10;Zeedijk-Duinbergen;418;;8300;Knokke-Heist;72957;226808;NB-830041801501;NB-830041801501;BUILDING template
KNOKKE-HEIST - FH10;Zeegrasstraat;1;;8300;Knokke-Heist;72535;226628;NB-8300101502;NB-8300101502;BUILDING template
KNOKKE-HEIST - FH10;Zeegrasstraat;24;;8300;Knokke-Heist;72552;226539;NB-83002401503;NB-83002401503;BUILDING template
KNOKKE-HEIST - FH10;Zeegrasstraat;24;A;8300;Knokke-Heist;72555;226531;NB-830024A01504;NB-830024A01504;BUILDING template
KNOKKE-HEIST - FH10;Zeegrasstraat;26;A;8300;Knokke-Heist;72535;226528;NB-830026A01505;NB-830026A01505;BUILDING template
KNOKKE-HEIST - FH10;Zeegrasstraat;28;A;8300;Knokke-Heist;72555;226508;NB-830028A01506;NB-830028A01506;BUILDING template
KNOKKE-HEIST - FH10;Zeegrasstraat;44;;8300;Knokke-Heist;72664;226263;NB-83004401507;NB-83004401507;BUILDING template
