Projectnummer;Straat;Huisnummer;Huisnummer Toevoeging;Postcode;Plaats;xPos;yPos;Opdrachtnummer;LAM MK;Opdrachttemplate
ANTWERPEN-WEST - FH04;Sint-Katelijnevest;41;A;2000;Antwerpen;152561;212241;NB-200041Ae546;NB-200041Ae546;BUILDING template
ANTWERPEN-WEST - FH04;Keizerstraat;55;;2000;Antwerpen;152843;212394;NB-200055100b90;NB-200055100b90;BUILDING template
ANTWERPEN-WEST - FH04;Pieter van Hobokenstraat;16;;2000;Antwerpen;153013;212440;NB-2000165fa106;NB-2000165fa106;BUILDING template
ANTWERPEN-WEST - FH04;Pieter van Hobokenstraat;14;;2000;Antwerpen;153007;212442;NB-200014cb6a61;NB-200014cb6a61;BUILDING template
ANTWERPEN-WEST - FH04;Huidevettersstraat;42;A;2000;Antwerpen;152554;211869;NB-200042A6f77;NB-200042A6f77;BUILDING template
ANTWERPEN-WEST - FH04;Jezusstraat;6;;2000;Antwerpen;153112;212080;NB-20006fdb728;NB-20006fdb728;BUILDING template
ANTWERPEN-WEST - FH04;Korte Winkelstraat;2;;2000;Antwerpen;153175;212387;NB-20002eeab84;NB-20002eeab84;BUILDING template
ANTWERPEN-WEST - FH04;Meir;84;;2000;Antwerpen;153041;212019;NB-20008401384;NB-20008401384;BUILDING template
ANTWERPEN-WEST - FH04;Lange Klarenstraat;18;;2000;Antwerpen;152740;212086;NB-20001801385;NB-20001801385;BUILDING template
