Projectnummer;Straat;Huisnummer;Huisnummer Toevoeging;Postcode;Plaats;xPos;yPos;Opdrachtnummer;LAM MK;Opdrachttemplate
EVERE - FH05;A. Vermeylenlaan - Avenue Auguste Vermeylen;60;;1140;Evere;153630;172550;NB-11406001508;NB-11406001508;BUILDING template
EVERE - FH05;Cicerolaan - Avenue Cicéron;40;;1140;Evere;153535;172561;NB-11404001509;NB-11404001509;BUILDING template
EVERE - FH05;Oleandergaard - Clos des Lauriers Roses;104;;1140;Evere;153775;172630;NB-114010401512;NB-114010401512;BUILDING template
