Projectnummer;Blok;LAM MK;Straat;Huisnummer;Huisnummer Toevoeging;Huisnr;xPos;yPos;BT;VC Method;LU;BU;SU;TOTAAL;Wall Mount;SS Reason;Number Floors;Perceel eigenschap;Building comment;Building exists;BG Name;Opdrachttemplate
EVERE - FH03;;NB-1140800116;J. Van Ruusbroeckstraat - Rue J. Van Ruusbroeck;8;;;152209;173158;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-114010900117;J. Van Ruusbroeckstraat - Rue J. Van Ruusbroeck;109;;;152435;173448;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-1140800120;Jean-Baptiste Desmethstraat - Rue Jean-Baptiste Desmeth;8;;;152304;173656;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-1140700119;Jean-Baptiste Desmethstraat - Rue Jean-Baptiste Desmeth;7;;;152300;173705;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-1140100118;Jean-Baptiste Desmethstraat - Rue Jean-Baptiste Desmeth;1;;;152285;173721;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-11401G00126;Languedocwandelwegen - Allees du Languedoc;1;G;;152590;173530;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-11401E00125;Languedocwandelwegen - Allees du Languedoc;1;E;;152585;173524;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-11401D00124;Languedocwandelwegen - Allees du Languedoc;1;D;;152582;173519;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-11401C00123;Languedocwandelwegen - Allees du Languedoc;1;C;;152581;173515;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-11401B00122;Languedocwandelwegen - Allees du Languedoc;1;B;;152576;173510;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-11401A00121;Languedocwandelwegen - Allees du Languedoc;1;A;;152571;173502;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-11402000127;Leekaertsstraat - Rue Leekaerts;20;;;152406;173666;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-114041700133;Lindestraat - Rue du Tilleul;417;;;152049;172891;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-114041300132;Lindestraat - Rue du Tilleul;413;;;152026;172934;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-114041100131;Lindestraat - Rue du Tilleul;411;;;152026;172940;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-114034900130;Lindestraat - Rue du Tilleul;349;;;151934;173132;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-114030100129;Lindestraat - Rue du Tilleul;301;;;151892;173295;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-114026500128;Lindestraat - Rue du Tilleul;265;;;151871;173383;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-11404400136;Louis Pierardlaan - Avenue Louis Pierard;44;;;152668;173811;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-11403900135;Louis Pierardlaan - Avenue Louis Pierard;39;;;152641;173889;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-11402000134;Louis Pierardlaan - Avenue Louis Pierard;20;;;152586;173749;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-11409900143;Onze Lieve Vrouwlaan - Avenue Notre-Dame;99;;;152183;173431;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-11409500142;Onze Lieve Vrouwlaan - Avenue Notre-Dame;95;;;152175;173427;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-11409200141;Onze Lieve Vrouwlaan - Avenue Notre-Dame;92;;;152181;173397;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-11407900140;Onze Lieve Vrouwlaan - Avenue Notre-Dame;79;;;152132;173416;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-11406300139;Onze Lieve Vrouwlaan - Avenue Notre-Dame;63;;;152053;173411;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-114013400146;Onze Lieve Vrouwlaan - Avenue Notre-Dame;134;;;152359;173488;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-114011500145;Onze Lieve Vrouwlaan - Avenue Notre-Dame;115;;;152254;173453;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-114010500144;Onze Lieve Vrouwlaan - Avenue Notre-Dame;105;;;152229;173445;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-11401200147;Oud-Kapellekelaan - Avenue de l Oud-Kapelleke;12;;;152498;173766;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-11403300149;Pater Damiaanstraat - Rue Pere Damien;33;;;152314;173321;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-1140300148;Pater Damiaanstraat - Rue Pere Damien;3;;;152355;173399;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-11401100151;S. Hoedemaekerssquare - Square Servaas Hoedemaekers;11;;;152425;173612;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-11401000150;S. Hoedemaekerssquare - Square Servaas Hoedemaekers;10;;;152436;173573;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-1140700154;Weerstandstraat - Rue de la Resistance;7;;;151920;173267;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-11405100157;Weerstandstraat - Rue de la Resistance;51;;;152074;173316;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-1140500153;Weerstandstraat - Rue de la Resistance;5;;;151915;173266;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-11404700156;Weerstandstraat - Rue de la Resistance;47;;;152053;173307;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-11402B00152;Weerstandstraat - Rue de la Resistance;2;B;;151915;173244;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
EVERE - FH03;;NB-11402900155;Weerstandstraat - Rue de la Resistance;29;;;151999;173292;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template
