adres_full;SU;BU;LU;File_SSV_Action;File_SSV_Status;File_SSV_Error;Area_Type;Area_FID;Area_Version;Area_Name;Zoning_FID;Zoning_Version;Zoning_Name;Zoning_Id;Zoning_Tech;BG_Id;BG_Version;BG_Name;BG_SSV_Action;BG_SSV_Status;BG_SSV_Error;BG_Building_SSV_Action;BG_Building_SSV_Status;BG_Building_SSV_Error;Building_FID;Building_Version;LAM_MK;LAM_City_Code;LAM_Street_Code;Street;Nr;Suffix;Zip;Municipality;Suburb;xPos;yPos;Name;Wall_Mount;SS_Reason;Number_Floors;Height_Cable;Orig_VC_Type;New_VC_Type;VC_Method;Intro_Tube;Prov_Status;Prov_Reason;Prov_Planned;Prov_Mod_By;Prov_Mod_Date;Comments;SSV_Flag;SSV_Action;SSV_Status;SSV_Error;SSV_Date;Seq;LU_Key;LAM_SK;Nature;Nr_TPs;PBox;App;Block;Floor;OtherRef;CAD;CAD_Details;CAD_Type;CAD_Type_Descr;CAD_SubType;Prov_Status_LU;Prov_Reason_LU;Prov_Planned_LU;Prov_Mod_By_LU;Prov_Mod_Date_LU;Comments_LU;SSV_Flag_LU;SSV_Action_LU;SSV_Status_LU;SSV_Error_LU;SSV_Date_LU;planrrr_bid;planrrr_uid;BT;GUESSED_UNITS_FLOOR;Seq_test;maxSeq;newSeq;LAM Nature index;Unit Counter_x;GUESSED_FLOOR;GUESSED_FLOOR_TRUNC;SS_Fiberhood;LAMKEY;NATURE;PBOX;BLOCK;FLOOR;APP;Unit Counter_y;MERGED_FLOOR;MERGED_APP;MERGED_PBOX
Anne Frankplein 14;1;1;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381366;'20200508104108;2407184;'26300000;'85;Anne Frankplein;'14;';3500;Hasselt;;'218560,277;'179427,499;;N;ORN;3;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;11125013;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407184;11125013;MDU;2.6666666666666665;10;10;10;2407184-SU1;8.0;2.625;2;W03-D-Hasselt-FH05;2407184;;14b3;;1;101;0.0;0;SU3;14b3
Anne Frankplein 14;1;1;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381366;'20200508104108;2407184;'26300000;'85;Anne Frankplein;'14;';3500;Hasselt;;'218560,277;'179427,499;;N;ORN;3;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;11125013;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407184;11125013;MDU;2.6666666666666665;10;10;10;2407184-SU1;8.0;2.625;2;W03-D-Hasselt-FH05;2407184;;14b4;;1;102;0.0;0;SU4;14b4
Anne Frankplein 14;1;1;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381366;'20200508104108;2407184;'26300000;'85;Anne Frankplein;'14;';3500;Hasselt;;'218560,277;'179427,499;;N;ORN;3;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;11125013;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407184;11125013;MDU;2.6666666666666665;10;10;10;2407184-SU1;8.0;2.625;2;W03-D-Hasselt-FH05;2407184;;14b5;;2;201;0.0;0;SU5;14b5
Anne Frankplein 14;1;1;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381366;'20200508104108;2407184;'26300000;'85;Anne Frankplein;'14;';3500;Hasselt;;'218560,277;'179427,499;;N;ORN;3;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;11125013;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407184;11125013;MDU;2.6666666666666665;10;10;10;2407184-SU1;8.0;2.625;2;W03-D-Hasselt-FH05;2407184;;14b6;;2;202;0.0;0;SU6;14b6
Anne Frankplein 14;1;1;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381366;'20200508104108;2407184;'26300000;'85;Anne Frankplein;'14;';3500;Hasselt;;'218560,277;'179427,499;;N;ORN;3;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;11125013;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407184;11125013;MDU;2.6666666666666665;10;10;10;2407184-SU1;8.0;2.625;2;W03-D-Hasselt-FH05;2407184;;14b7;;3;301;0.0;0;SU7;14b7
Anne Frankplein 14;1;1;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381366;'20200508104108;2407184;'26300000;'85;Anne Frankplein;'14;';3500;Hasselt;;'218560,277;'179427,499;;N;ORN;3;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;11125013;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407184;11125013;MDU;2.6666666666666665;10;10;10;2407184-SU1;8.0;2.625;2;W03-D-Hasselt-FH05;2407184;;14b8;;3;302;0.0;0;SU8;14b8
Anne Frankplein 14;1;1;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381366;'20200508104108;2407184;'26300000;'85;Anne Frankplein;'14;';3500;Hasselt;;'218560,277;'179427,499;;N;ORN;3;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;11125013;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407184;11125013;MDU;2.6666666666666665;10;10;10;2407184-SU1;8.0;2.625;2;W03-D-Hasselt-FH05;2407184;;Lift;;3;1;0.0;0;SU9;Lift
Anne Frankplein 14;1;1;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381366;'20200508104108;2407184;'26300000;'85;Anne Frankplein;'14;';3500;Hasselt;;'218560,277;'179427,499;;N;ORN;3;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;11125013;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407184;11125013;MDU;2.6666666666666665;10;10;10;2407184-SU1;8.0;2.625;2;W03-D-Hasselt-FH05;2407184;;14b1;;0;1;0.0;0;SU10;14b1
Anne Frankplein 14;1;1;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381366;'20200508104108;2407184;'26300000;'85;Anne Frankplein;'14;';3500;Hasselt;;'218560,277;'179427,499;;N;ORN;3;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;11125013;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407184;11125013;MDU;2.6666666666666665;10;10;10;2407184-SU1;8.0;2.625;2;W03-D-Hasselt-FH05;2407184;;14b2;;0;2;0.0;0;SU11;14b2
Anne Frankplein 14;1;1;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381366;'20200508104108;2407184;'26300000;'85;Anne Frankplein;'14;';3500;Hasselt;;'218560,277;'179427,499;;N;ORN;3;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;11125013;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407184;11125013;MDU;2.6666666666666665;10;10;10;2407184-SU1;8.0;2.625;2;W03-D-Hasselt-FH05;2407184;;14b3;;1;101;0.0;0;SU12;14b3
Anne Frankplein 14;1;1;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381366;'20200508104108;2407184;'26300000;'85;Anne Frankplein;'14;';3500;Hasselt;;'218560,277;'179427,499;;N;ORN;3;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;11125013;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407184;11125013;MDU;2.6666666666666665;10;10;10;2407184-SU1;8.0;2.625;2;W03-D-Hasselt-FH05;2407184;;14b4;;1;102;0.0;0;SU13;14b4
Anne Frankplein 14;1;1;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381366;'20200508104108;2407184;'26300000;'85;Anne Frankplein;'14;';3500;Hasselt;;'218560,277;'179427,499;;N;ORN;3;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;11125013;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407184;11125013;MDU;2.6666666666666665;10;10;10;2407184-SU1;8.0;2.625;2;W03-D-Hasselt-FH05;2407184;;14b5;;2;201;0.0;0;SU14;14b5
Anne Frankplein 14;1;1;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381366;'20200508104108;2407184;'26300000;'85;Anne Frankplein;'14;';3500;Hasselt;;'218560,277;'179427,499;;N;ORN;3;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;11125013;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407184;11125013;MDU;2.6666666666666665;10;10;10;2407184-SU1;8.0;2.625;2;W03-D-Hasselt-FH05;2407184;;14b6;;2;202;0.0;0;SU15;14b6
Anne Frankplein 14;1;1;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381366;'20200508104108;2407184;'26300000;'85;Anne Frankplein;'14;';3500;Hasselt;;'218560,277;'179427,499;;N;ORN;3;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;11125013;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407184;11125013;MDU;2.6666666666666665;10;10;10;2407184-SU1;8.0;2.625;2;W03-D-Hasselt-FH05;2407184;;14b7;;3;301;0.0;0;SU16;14b7
Anne Frankplein 14;1;1;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381366;'20200508104108;2407184;'26300000;'85;Anne Frankplein;'14;';3500;Hasselt;;'218560,277;'179427,499;;N;ORN;3;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;11125013;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407184;11125013;MDU;2.6666666666666665;10;10;10;2407184-SU1;8.0;2.625;2;W03-D-Hasselt-FH05;2407184;;14b8;;3;302;0.0;0;SU17;14b8
Anne Frankplein 14;1;1;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381366;'20200508104108;2407184;'26300000;'85;Anne Frankplein;'14;';3500;Hasselt;;'218560,277;'179427,499;;N;ORN;3;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;11125013;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407184;11125013;MDU;2.6666666666666665;10;10;10;2407184-SU1;8.0;2.625;2;W03-D-Hasselt-FH05;2407184;;Lift;;3;1;0.0;0;SU18;Lift
Anne Frankplein 14;1;1;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381366;'20200508104108;2407184;'26300000;'85;Anne Frankplein;'14;';3500;Hasselt;;'218560,277;'179427,499;;N;ORN;3;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;11125013;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407184;11125013;MDU;2.6666666666666665;10;10;10;2407184-SU1;8.0;2.625;2;W03-D-Hasselt-FH05;2407184;;14b1;;0;1;0.0;0;SU19;14b1
Anne Frankplein 14;1;1;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381366;'20200508104108;2407184;'26300000;'85;Anne Frankplein;'14;';3500;Hasselt;;'218560,277;'179427,499;;N;ORN;3;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;11125013;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407184;11125013;MDU;2.6666666666666665;10;10;10;2407184-SU1;8.0;2.625;2;W03-D-Hasselt-FH05;2407184;;14b2;;0;2;0.0;0;SU20;14b2
Anne Frankplein 14;1;1;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381366;'20200508104108;2407184;'26300000;'85;Anne Frankplein;'14;';3500;Hasselt;;'218560,277;'179427,499;;N;ORN;3;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;11125013;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407184;11125013;MDU;2.6666666666666665;10;10;10;2407184-SU1;8.0;2.625;2;W03-D-Hasselt-FH05;2407184;;14b3;;1;101;0.0;0;SU21;14b3
Anne Frankplein 14;1;1;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381366;'20200508104108;2407184;'26300000;'85;Anne Frankplein;'14;';3500;Hasselt;;'218560,277;'179427,499;;N;ORN;3;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;11125013;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407184;11125013;MDU;2.6666666666666665;10;10;10;2407184-SU1;8.0;2.625;2;W03-D-Hasselt-FH05;2407184;;14b4;;1;102;0.0;0;SU22;14b4
Anne Frankplein 14;1;1;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381366;'20200508104108;2407184;'26300000;'85;Anne Frankplein;'14;';3500;Hasselt;;'218560,277;'179427,499;;N;ORN;3;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;11125013;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407184;11125013;MDU;2.6666666666666665;10;10;10;2407184-SU1;8.0;2.625;2;W03-D-Hasselt-FH05;2407184;;14b5;;2;201;0.0;0;SU23;14b5
Anne Frankplein 14;1;1;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381366;'20200508104108;2407184;'26300000;'85;Anne Frankplein;'14;';3500;Hasselt;;'218560,277;'179427,499;;N;ORN;3;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;11125013;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407184;11125013;MDU;2.6666666666666665;10;10;10;2407184-SU1;8.0;2.625;2;W03-D-Hasselt-FH05;2407184;;14b6;;2;202;0.0;0;SU24;14b6
Anne Frankplein 14;1;1;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381366;'20200508104108;2407184;'26300000;'85;Anne Frankplein;'14;';3500;Hasselt;;'218560,277;'179427,499;;N;ORN;3;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;11125013;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407184;11125013;MDU;2.6666666666666665;10;10;10;2407184-SU1;8.0;2.625;2;W03-D-Hasselt-FH05;2407184;;14b7;;3;301;0.0;0;SU25;14b7
Anne Frankplein 14;1;1;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381366;'20200508104108;2407184;'26300000;'85;Anne Frankplein;'14;';3500;Hasselt;;'218560,277;'179427,499;;N;ORN;3;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;11125013;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407184;11125013;MDU;2.6666666666666665;10;10;10;2407184-SU1;8.0;2.625;2;W03-D-Hasselt-FH05;2407184;;14b8;;3;302;0.0;0;SU26;14b8
Anne Frankplein 14;1;1;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381366;'20200508104108;2407184;'26300000;'85;Anne Frankplein;'14;';3500;Hasselt;;'218560,277;'179427,499;;N;ORN;3;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;11125013;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407184;11125013;MDU;2.6666666666666665;10;10;10;2407184-SU1;8.0;2.625;2;W03-D-Hasselt-FH05;2407184;;Lift;;3;1;0.0;0;SU27;Lift
Anne Frankplein 15;1;0;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381367;'20200508104108;2407186;'26300000;'85;Anne Frankplein;'15;';3500;Hasselt;;'218550,577;'179407,032;;N;ORN;4;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';1;1159350;;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2407186;1159350;MDU;1.75;1;8;1;2407186-LU1;1.0;0.0;0;;;;;;;;;0;001;001
Anne Frankplein 15;1;0;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381367;'20200508104108;2407186;'26300000;'85;Anne Frankplein;'15;';3500;Hasselt;;'218550,577;'179407,032;;N;ORN;4;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';2;1159401;;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2407186;1159401;MDU;1.75;2;8;2;2407186-LU2;2.0;0.5714285714285714;0;;;;;;;;;0;002;002
Anne Frankplein 15;1;0;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381367;'20200508104108;2407186;'26300000;'85;Anne Frankplein;'15;';3500;Hasselt;;'218550,577;'179407,032;;N;ORN;4;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';3;1159402;;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2407186;1159402;MDU;1.75;3;8;3;2407186-LU3;3.0;1.1428571428571428;1;;;;;;;;;1;101;101
Anne Frankplein 15;1;0;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381367;'20200508104108;2407186;'26300000;'85;Anne Frankplein;'15;';3500;Hasselt;;'218550,577;'179407,032;;N;ORN;4;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';4;1159457;;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2407186;1159457;MDU;1.75;4;8;4;2407186-LU4;4.0;1.7142857142857142;1;;;;;;;;;1;102;102
Anne Frankplein 15;1;0;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381367;'20200508104108;2407186;'26300000;'85;Anne Frankplein;'15;';3500;Hasselt;;'218550,577;'179407,032;;N;ORN;4;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';5;1159458;;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2407186;1159458;MDU;1.75;5;8;5;2407186-LU5;5.0;2.2857142857142856;2;;;;;;;;;2;201;201
Anne Frankplein 15;1;0;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381367;'20200508104108;2407186;'26300000;'85;Anne Frankplein;'15;';3500;Hasselt;;'218550,577;'179407,032;;N;ORN;4;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';6;1159505;;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2407186;1159505;MDU;1.75;6;8;6;2407186-LU6;6.0;2.8571428571428568;2;;;;;;;;;2;202;202
Anne Frankplein 15;1;0;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381367;'20200508104108;2407186;'26300000;'85;Anne Frankplein;'15;';3500;Hasselt;;'218550,577;'179407,032;;N;ORN;4;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';7;1159506;;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2407186;1159506;MDU;1.75;7;8;7;2407186-LU7;7.0;3.428571428571429;3;;;;;;;;;3;301;301
Anne Frankplein 15;1;0;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381367;'20200508104108;2407186;'26300000;'85;Anne Frankplein;'15;';3500;Hasselt;;'218550,577;'179407,032;;N;ORN;4;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';8;11125014;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;MODIFY;;;';2407186;11125014;MDU;1.75;8;8;8;2407186-SU1;7.0;3.428571428571429;3;W03-D-Hasselt-FH05;2407186;;15b1;;0;1;0.0;0;SU1;15b1
Anne Frankplein 15;1;0;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381367;'20200508104108;2407186;'26300000;'85;Anne Frankplein;'15;';3500;Hasselt;;'218550,577;'179407,032;;N;ORN;4;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';8;11125014;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;MODIFY;;;';2407186;11125014;MDU;1.75;8;8;8;2407186-SU1;7.0;3.428571428571429;3;W03-D-Hasselt-FH05;2407186;;15b3;;1;101;0.0;0;SU2;15b3
Anne Frankplein 15;1;0;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381367;'20200508104108;2407186;'26300000;'85;Anne Frankplein;'15;';3500;Hasselt;;'218550,577;'179407,032;;N;ORN;4;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';8;11125014;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;MODIFY;;;';2407186;11125014;MDU;1.75;8;8;8;2407186-SU1;7.0;3.428571428571429;3;W03-D-Hasselt-FH05;2407186;;15b4;;1;102;0.0;0;SU3;15b4
Anne Frankplein 15;1;0;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381367;'20200508104108;2407186;'26300000;'85;Anne Frankplein;'15;';3500;Hasselt;;'218550,577;'179407,032;;N;ORN;4;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';8;11125014;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;MODIFY;;;';2407186;11125014;MDU;1.75;8;8;8;2407186-SU1;7.0;3.428571428571429;3;W03-D-Hasselt-FH05;2407186;;15b5;;2;201;0.0;0;SU4;15b5
Anne Frankplein 15;1;0;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381367;'20200508104108;2407186;'26300000;'85;Anne Frankplein;'15;';3500;Hasselt;;'218550,577;'179407,032;;N;ORN;4;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';8;11125014;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;MODIFY;;;';2407186;11125014;MDU;1.75;8;8;8;2407186-SU1;7.0;3.428571428571429;3;W03-D-Hasselt-FH05;2407186;;15b6;;2;202;0.0;0;SU5;15b6
Anne Frankplein 15;1;0;7;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381367;'20200508104108;2407186;'26300000;'85;Anne Frankplein;'15;';3500;Hasselt;;'218550,577;'179407,032;;N;ORN;4;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';8;11125014;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;MODIFY;;;';2407186;11125014;MDU;1.75;8;8;8;2407186-SU1;7.0;3.428571428571429;3;W03-D-Hasselt-FH05;2407186;;15b7;;3;301;0.0;0;SU6;15b7
