adres_full;SU;BU;LU;File_SSV_Action;File_SSV_Status;File_SSV_Error;Area_Type;Area_FID;Area_Version;Area_Name;Zoning_FID;Zoning_Version;Zoning_Name;Zoning_Id;Zoning_Tech;BG_Id;BG_Version;BG_Name;BG_SSV_Action;BG_SSV_Status;BG_SSV_Error;BG_Building_SSV_Action;BG_Building_SSV_Status;BG_Building_SSV_Error;Building_FID;Building_Version;LAM_MK;LAM_City_Code;LAM_Street_Code;Street;Nr;Suffix;Zip;Municipality;Suburb;xPos;yPos;Name;Wall_Mount;SS_Reason;Number_Floors;Height_Cable;Orig_VC_Type;New_VC_Type;VC_Method;Intro_Tube;Prov_Status;Prov_Reason;Prov_Planned;Prov_Mod_By;Prov_Mod_Date;Comments;SSV_Flag;SSV_Action;SSV_Status;SSV_Error;SSV_Date;Seq;LU_Key;LAM_SK;Nature;Nr_TPs;PBox;App;Block;Floor;OtherRef;CAD;CAD_Details;CAD_Type;CAD_Type_Descr;CAD_SubType;Prov_Status_LU;Prov_Reason_LU;Prov_Planned_LU;Prov_Mod_By_LU;Prov_Mod_Date_LU;Comments_LU;SSV_Flag_LU;SSV_Action_LU;SSV_Status_LU;SSV_Error_LU;SSV_Date_LU;planrrr_bid;planrrr_uid;BT;GUESSED_UNITS_FLOOR;Seq_test;maxSeq;newSeq;LAM Nature index;Unit Counter_x;GUESSED_FLOOR;GUESSED_FLOOR_TRUNC;SS_Fiberhood;LAMKEY;NATURE;PBOX;BLOCK;FLOOR;APP;Unit Counter_y;MERGED_FLOOR;MERGED_APP;MERGED_PBOX
Anne Frankplein 8;1;0;9;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381361;'20200508104108;2407173;'26300000;'85;Anne Frankplein;'8;';3500;Hasselt;;'218656,213;'179409,164;;N;ORN;5;0;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;11138409;;SU;1;;;;;;Y;;;;APPART;;;;SSV_IMPORT;'09/07/2019 07:37:14;;N;KEEP;;;';2407173;11138409;MDU;1.8;10;10;10;2407173-SU1;9.0;4.444444444444445;4;W03-D-Hasselt-FH05;2407173;;8b7;;3;301;0.0;0;SU7;8b7
Anne Frankplein 8;1;0;9;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381361;'20200508104108;2407173;'26300000;'85;Anne Frankplein;'8;';3500;Hasselt;;'218656,213;'179409,164;;N;ORN;5;0;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;11138409;;SU;1;;;;;;Y;;;;APPART;;;;SSV_IMPORT;'09/07/2019 07:37:14;;N;KEEP;;;';2407173;11138409;MDU;1.8;10;10;10;2407173-SU1;9.0;4.444444444444445;4;W03-D-Hasselt-FH05;2407173;;8b8;;3;302;0.0;0;SU8;8b8
Anne Frankplein 8;1;0;9;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381361;'20200508104108;2407173;'26300000;'85;Anne Frankplein;'8;';3500;Hasselt;;'218656,213;'179409,164;;N;ORN;5;0;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;11138409;;SU;1;;;;;;Y;;;;APPART;;;;SSV_IMPORT;'09/07/2019 07:37:14;;N;KEEP;;;';2407173;11138409;MDU;1.8;10;10;10;2407173-SU1;9.0;4.444444444444445;4;W03-D-Hasselt-FH05;2407173;;8b9;;4;401;0.0;0;SU9;8b9
Anne Frankplein 8;1;0;9;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381361;'20200508104108;2407173;'26300000;'85;Anne Frankplein;'8;';3500;Hasselt;;'218656,213;'179409,164;;N;ORN;5;0;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;11138409;;SU;1;;;;;;Y;;;;APPART;;;;SSV_IMPORT;'09/07/2019 07:37:14;;N;KEEP;;;';2407173;11138409;MDU;1.8;10;10;10;2407173-SU1;9.0;4.444444444444445;4;W03-D-Hasselt-FH05;2407173;;Lift;;4;1;0.0;0;SU10;Lift
Anne Frankplein 8;1;0;9;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381361;'20200508104108;2407173;'26300000;'85;Anne Frankplein;'8;';3500;Hasselt;;'218656,213;'179409,164;;N;ORN;5;0;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;11138409;;SU;1;;;;;;Y;;;;APPART;;;;SSV_IMPORT;'09/07/2019 07:37:14;;N;KEEP;;;';2407173;11138409;MDU;1.8;10;10;10;2407173-SU1;9.0;4.444444444444445;4;W03-D-Hasselt-FH05;2407173;SU;3;;0;3;9.0;0;SU11;3
Anne Frankplein 9;1;0;10;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381362;'20200508104108;2407175;'26300000;'85;Anne Frankplein;'9;';3500;Hasselt;;'218645,838;'179426,219;;N;ORN;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';1;1189447;;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2407175;1189447;MDU;1.6666666666666667;1;11;1;2407175-LU1;1.0;0.0;0;W03-D-Hasselt-FH05;2407175;LU;1;;0;1;1.0;0;001;1
Anne Frankplein 9;1;0;10;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381362;'20200508104108;2407175;'26300000;'85;Anne Frankplein;'9;';3500;Hasselt;;'218645,838;'179426,219;;N;ORN;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';2;1189448;;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2407175;1189448;MDU;1.6666666666666667;2;11;2;2407175-LU2;2.0;0.6;0;W03-D-Hasselt-FH05;2407175;LU;2;;0;2;2.0;0;002;2
Anne Frankplein 9;1;0;10;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381362;'20200508104108;2407175;'26300000;'85;Anne Frankplein;'9;';3500;Hasselt;;'218645,838;'179426,219;;N;ORN;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';3;1189488;;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2407175;1189488;MDU;1.6666666666666667;3;11;3;2407175-LU3;3.0;1.1999999999999997;1;W03-D-Hasselt-FH05;2407175;LU;101;;1;101;3.0;1;101;101
Anne Frankplein 9;1;0;10;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381362;'20200508104108;2407175;'26300000;'85;Anne Frankplein;'9;';3500;Hasselt;;'218645,838;'179426,219;;N;ORN;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';4;1189489;;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2407175;1189489;MDU;1.6666666666666667;4;11;4;2407175-LU4;4.0;1.7999999999999998;1;W03-D-Hasselt-FH05;2407175;LU;102;;1;102;4.0;1;102;102
Anne Frankplein 9;1;0;10;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381362;'20200508104108;2407175;'26300000;'85;Anne Frankplein;'9;';3500;Hasselt;;'218645,838;'179426,219;;N;ORN;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';5;1189531;;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2407175;1189531;MDU;1.6666666666666667;5;11;5;2407175-LU5;5.0;2.4;2;W03-D-Hasselt-FH05;2407175;LU;201;;2;201;5.0;2;201;201
Anne Frankplein 9;1;0;10;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381362;'20200508104108;2407175;'26300000;'85;Anne Frankplein;'9;';3500;Hasselt;;'218645,838;'179426,219;;N;ORN;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';6;1189532;;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2407175;1189532;MDU;1.6666666666666667;6;11;6;2407175-LU6;6.0;2.9999999999999996;2;W03-D-Hasselt-FH05;2407175;LU;202;;2;202;6.0;2;202;202
Anne Frankplein 9;1;0;10;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381362;'20200508104108;2407175;'26300000;'85;Anne Frankplein;'9;';3500;Hasselt;;'218645,838;'179426,219;;N;ORN;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';7;1189574;;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2407175;1189574;MDU;1.6666666666666667;7;11;7;2407175-LU7;7.0;3.6;3;W03-D-Hasselt-FH05;2407175;LU;301;;3;301;7.0;3;301;301
Anne Frankplein 9;1;0;10;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381362;'20200508104108;2407175;'26300000;'85;Anne Frankplein;'9;';3500;Hasselt;;'218645,838;'179426,219;;N;ORN;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';8;1189575;;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2407175;1189575;MDU;1.6666666666666667;8;11;8;2407175-LU8;8.0;4.2;4;W03-D-Hasselt-FH05;2407175;LU;302;;3;302;8.0;3;302;302
Anne Frankplein 9;1;0;10;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381362;'20200508104108;2407175;'26300000;'85;Anne Frankplein;'9;';3500;Hasselt;;'218645,838;'179426,219;;N;ORN;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';9;1189597;;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2407175;1189597;MDU;1.6666666666666667;9;11;9;2407175-LU9;9.0;4.8;4;W03-D-Hasselt-FH05;2407175;LU;401;;4;401;9.0;4;401;401
Anne Frankplein 9;1;0;10;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381362;'20200508104108;2407175;'26300000;'85;Anne Frankplein;'9;';3500;Hasselt;;'218645,838;'179426,219;;N;ORN;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';10;1189612;;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2407175;1189612;MDU;1.6666666666666667;10;11;10;2407175-LU10;10.0;5.4;5;W03-D-Hasselt-FH05;2407175;LU;501;;5;501;10.0;5;501;501
Anne Frankplein 9;1;0;10;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381362;'20200508104108;2407175;'26300000;'85;Anne Frankplein;'9;';3500;Hasselt;;'218645,838;'179426,219;;N;ORN;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';11;11125004;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407175;11125004;MDU;1.6666666666666667;11;11;11;2407175-SU1;10.0;5.4;5;W03-D-Hasselt-FH05;2407175;;9b1;;0;1;0.0;0;SU1;9b1
Anne Frankplein 9;1;0;10;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381362;'20200508104108;2407175;'26300000;'85;Anne Frankplein;'9;';3500;Hasselt;;'218645,838;'179426,219;;N;ORN;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';11;11125004;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407175;11125004;MDU;1.6666666666666667;11;11;11;2407175-SU1;10.0;5.4;5;W03-D-Hasselt-FH05;2407175;;9b2;;0;2;0.0;0;SU2;9b2
Anne Frankplein 9;1;0;10;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381362;'20200508104108;2407175;'26300000;'85;Anne Frankplein;'9;';3500;Hasselt;;'218645,838;'179426,219;;N;ORN;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';11;11125004;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407175;11125004;MDU;1.6666666666666667;11;11;11;2407175-SU1;10.0;5.4;5;W03-D-Hasselt-FH05;2407175;;9b3;;1;101;0.0;0;SU3;9b3
Anne Frankplein 9;1;0;10;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381362;'20200508104108;2407175;'26300000;'85;Anne Frankplein;'9;';3500;Hasselt;;'218645,838;'179426,219;;N;ORN;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';11;11125004;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407175;11125004;MDU;1.6666666666666667;11;11;11;2407175-SU1;10.0;5.4;5;W03-D-Hasselt-FH05;2407175;;9b4;;1;102;0.0;0;SU4;9b4
Anne Frankplein 9;1;0;10;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381362;'20200508104108;2407175;'26300000;'85;Anne Frankplein;'9;';3500;Hasselt;;'218645,838;'179426,219;;N;ORN;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';11;11125004;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407175;11125004;MDU;1.6666666666666667;11;11;11;2407175-SU1;10.0;5.4;5;W03-D-Hasselt-FH05;2407175;;9b5;;2;201;0.0;0;SU5;9b5
Anne Frankplein 9;1;0;10;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381362;'20200508104108;2407175;'26300000;'85;Anne Frankplein;'9;';3500;Hasselt;;'218645,838;'179426,219;;N;ORN;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';11;11125004;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407175;11125004;MDU;1.6666666666666667;11;11;11;2407175-SU1;10.0;5.4;5;W03-D-Hasselt-FH05;2407175;;9b6;;2;202;0.0;0;SU6;9b6
Anne Frankplein 9;1;0;10;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381362;'20200508104108;2407175;'26300000;'85;Anne Frankplein;'9;';3500;Hasselt;;'218645,838;'179426,219;;N;ORN;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';11;11125004;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407175;11125004;MDU;1.6666666666666667;11;11;11;2407175-SU1;10.0;5.4;5;W03-D-Hasselt-FH05;2407175;;9b7;;3;301;0.0;0;SU7;9b7
Anne Frankplein 9;1;0;10;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381362;'20200508104108;2407175;'26300000;'85;Anne Frankplein;'9;';3500;Hasselt;;'218645,838;'179426,219;;N;ORN;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';11;11125004;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407175;11125004;MDU;1.6666666666666667;11;11;11;2407175-SU1;10.0;5.4;5;W03-D-Hasselt-FH05;2407175;;9b8;;3;302;0.0;0;SU8;9b8
Anne Frankplein 9;1;0;10;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381362;'20200508104108;2407175;'26300000;'85;Anne Frankplein;'9;';3500;Hasselt;;'218645,838;'179426,219;;N;ORN;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';11;11125004;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407175;11125004;MDU;1.6666666666666667;11;11;11;2407175-SU1;10.0;5.4;5;W03-D-Hasselt-FH05;2407175;;9b9;;4;401;0.0;0;SU9;9b9
Anne Frankplein 9;1;0;10;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381362;'20200508104108;2407175;'26300000;'85;Anne Frankplein;'9;';3500;Hasselt;;'218645,838;'179426,219;;N;ORN;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';11;11125004;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407175;11125004;MDU;1.6666666666666667;11;11;11;2407175-SU1;10.0;5.4;5;W03-D-Hasselt-FH05;2407175;;9b10;;5;501;0.0;0;SU10;9b10
Anne Frankplein 9;1;0;10;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381362;'20200508104108;2407175;'26300000;'85;Anne Frankplein;'9;';3500;Hasselt;;'218645,838;'179426,219;;N;ORN;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';11;11125004;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407175;11125004;MDU;1.6666666666666667;11;11;11;2407175-SU1;10.0;5.4;5;W03-D-Hasselt-FH05;2407175;;Lift9;;5;1;0.0;0;SU11;Lift9
Anne Frankplein 9;1;0;10;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381362;'20200508104108;2407175;'26300000;'85;Anne Frankplein;'9;';3500;Hasselt;;'218645,838;'179426,219;;N;ORN;6;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';11;11125004;;SU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';2407175;11125004;MDU;1.6666666666666667;11;11;11;2407175-SU1;10.0;5.4;5;W03-D-Hasselt-FH05;2407175;SU;3;;0;3;10.0;0;SU12;3
Anne Frankplein 10;1;0;9;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381363;'20200508104108;2407176;'26300000;'85;Anne Frankplein;'10;';3500;Hasselt;;'218635,889;'179441,996;;N;ORN;5;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';1;1153049;;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2407176;1153049;MDU;1.8;1;10;1;2407176-LU1;1.0;0.0;0;W03-D-Hasselt-FH05;2407176;LU;1;;0;1;1.0;0;001;1
Anne Frankplein 10;1;0;9;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381363;'20200508104108;2407176;'26300000;'85;Anne Frankplein;'10;';3500;Hasselt;;'218635,889;'179441,996;;N;ORN;5;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';2;1153050;;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2407176;1153050;MDU;1.8;2;10;2;2407176-LU2;2.0;0.5555555555555556;0;W03-D-Hasselt-FH05;2407176;LU;2;;0;2;2.0;0;002;2
Anne Frankplein 10;1;0;9;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381363;'20200508104108;2407176;'26300000;'85;Anne Frankplein;'10;';3500;Hasselt;;'218635,889;'179441,996;;N;ORN;5;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';3;1153101;;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2407176;1153101;MDU;1.8;3;10;3;2407176-LU3;3.0;1.111111111111111;1;W03-D-Hasselt-FH05;2407176;LU;101;;1;101;3.0;1;101;101
Anne Frankplein 10;1;0;9;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381363;'20200508104108;2407176;'26300000;'85;Anne Frankplein;'10;';3500;Hasselt;;'218635,889;'179441,996;;N;ORN;5;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';4;1153102;;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2407176;1153102;MDU;1.8;4;10;4;2407176-LU4;4.0;1.6666666666666667;1;W03-D-Hasselt-FH05;2407176;LU;102;;1;102;4.0;1;102;102
Anne Frankplein 10;1;0;9;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381363;'20200508104108;2407176;'26300000;'85;Anne Frankplein;'10;';3500;Hasselt;;'218635,889;'179441,996;;N;ORN;5;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';5;1153135;;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2407176;1153135;MDU;1.8;5;10;5;2407176-LU5;5.0;2.2222222222222223;2;W03-D-Hasselt-FH05;2407176;LU;201;;2;201;5.0;2;201;201
Anne Frankplein 10;1;0;9;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381363;'20200508104108;2407176;'26300000;'85;Anne Frankplein;'10;';3500;Hasselt;;'218635,889;'179441,996;;N;ORN;5;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';6;1153136;;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2407176;1153136;MDU;1.8;6;10;6;2407176-LU6;6.0;2.7777777777777777;2;W03-D-Hasselt-FH05;2407176;LU;202;;2;202;6.0;2;202;202
Anne Frankplein 10;1;0;9;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381363;'20200508104108;2407176;'26300000;'85;Anne Frankplein;'10;';3500;Hasselt;;'218635,889;'179441,996;;N;ORN;5;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';7;1153170;;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2407176;1153170;MDU;1.8;7;10;7;2407176-LU7;7.0;3.333333333333333;3;W03-D-Hasselt-FH05;2407176;LU;301;;3;301;7.0;3;301;301
Anne Frankplein 10;1;0;9;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381363;'20200508104108;2407176;'26300000;'85;Anne Frankplein;'10;';3500;Hasselt;;'218635,889;'179441,996;;N;ORN;5;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';8;1153171;;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2407176;1153171;MDU;1.8;8;10;8;2407176-LU8;8.0;3.8888888888888893;3;W03-D-Hasselt-FH05;2407176;LU;302;;3;302;8.0;3;302;302
Anne Frankplein 10;1;0;9;;;;Zoning;10433858;'20200529134526;W03-D-Hasselt-FH05;10433858;'20200529134526;W03-D-Hasselt-FH05;23998;FTTH-Cu;;';';;;;;;;381363;'20200508104108;2407176;'26300000;'85;Anne Frankplein;'10;';3500;Hasselt;;'218635,889;'179441,996;;N;ORN;5;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';9;1153203;;LU;1;;;;;;Y;;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';2407176;1153203;MDU;1.8;9;10;9;2407176-LU9;9.0;4.444444444444445;4;W03-D-Hasselt-FH05;2407176;LU;401;;4;401;9.0;4;401;401
