Projectnummer;Opdrachttemplate;LU Key;LAM MK;LAM Street Code;Street;Postcode;Municipality
ANTWERPEN-WEST - FH09;BUILDING template;1736222;1736222;774;Arenbergstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1736224;1736224;774;Arenbergstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1736225;1736225;774;Arenbergstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1736226;1736226;774;Arenbergstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1736228;1736228;774;Arenbergstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1736231;1736231;774;Arenbergstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1736232;1736232;774;Arenbergstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;55119;55119;799;Armeduivelstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;55120;55120;799;Armeduivelstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1736396;1736396;799;Armeduivelstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;55121;55121;799;Armeduivelstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1736397;1736397;799;Armeduivelstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1736398;1736398;799;Armeduivelstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;4036544;4036544;799;Armeduivelstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;4510715;4510715;799;Armeduivelstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;55118;55118;799;Armeduivelstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;11962;11962;2706;Blauwtorenplein;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;137988;137988;2706;Blauwtorenplein;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1773177;1773177;3736;Bourlastraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1773210;1773210;3736;Bourlastraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1773251;1773251;3736;Bourlastraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw1A9f90;NB-Antw1A9f90;3736;Bourlastraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw11967411;NB-Antw11967411;3736;Bourlastraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw15acb331;NB-Antw15acb331;3736;Bourlastraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;137976;137976;3736;Bourlastraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;137977;137977;3736;Bourlastraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;137978;137978;3736;Bourlastraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;137979;137979;3736;Bourlastraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;5393989;5393989;3736;Bourlastraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw96Bd263;NB-Antw96Bd263;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw965f9386;NB-Antw965f9386;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw104A6700;NB-Antw104A6700;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw118894927;NB-Antw118894927;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw120A1043;NB-Antw120A1043;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw122A5266;NB-Antw122A5266;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw128Af482;NB-Antw128Af482;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1873944;1873944;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw158ebb206;NB-Antw158ebb206;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1874010;1874010;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1874020;1874020;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw162001820;NB-Antw162001820;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1874083;1874083;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1874110;1874110;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1874116;1874116;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;5575539;5575539;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;5575541;5575541;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;5575542;5575542;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;5575543;5575543;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;5575544;5575544;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;5575545;5575545;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;11956;11956;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;137679;137679;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;137680;137680;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;137681;137681;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;137684;137684;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;137685;137685;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;137686;137686;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;137687;137687;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;137689;137689;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;50895;50895;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;50896;50896;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;137989;137989;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;50897;50897;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;50898;50898;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;50899;50899;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;50900;50900;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;50901;50901;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;50902;50902;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;50904;50904;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;50905;50905;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;50906;50906;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;50907;50907;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;50908;50908;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;50909;50909;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;50912;50912;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;50915;50915;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;50916;50916;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;50917;50917;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;50918;50918;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw76c55957;NB-Antw76c55957;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw82A9c71;NB-Antw82A9c71;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw86Bd895;NB-Antw86Bd895;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;5403554;5403554;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw86Ce022;NB-Antw86Ce022;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw942ede42;NB-Antw942ede42;9218;Frankrijklei;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;55157;55157;10431;Graanmarkt;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;55159;55159;10431;Graanmarkt;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;55161;55161;10431;Graanmarkt;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;55163;55163;10431;Graanmarkt;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;55165;55165;10431;Graanmarkt;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;55172;55172;10431;Graanmarkt;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw618e543;NB-Antw618e543;10431;Graanmarkt;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw112ec163;NB-Antw112ec163;10431;Graanmarkt;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1911794;1911794;10431;Graanmarkt;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1911814;1911814;10431;Graanmarkt;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;5322665;5322665;10431;Graanmarkt;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw1493f05;NB-Antw1493f05;12465;Henri Van Heurckstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw2f03754;NB-Antw2f03754;12465;Henri Van Heurckstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw4081955;NB-Antw4081955;12465;Henri Van Heurckstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw61cbb95;NB-Antw61cbb95;12465;Henri Van Heurckstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw834ef96;NB-Antw834ef96;12465;Henri Van Heurckstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1937953;1937953;12465;Henri Van Heurckstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1937954;1937954;12465;Henri Van Heurckstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1937962;1937962;12465;Henri Van Heurckstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1937963;1937963;12465;Henri Van Heurckstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;5575693;5575693;12465;Henri Van Heurckstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw124b0506;NB-Antw124b0506;12465;Henri Van Heurckstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw14659025;NB-Antw14659025;12465;Henri Van Heurckstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw167d8049;NB-Antw167d8049;12465;Henri Van Heurckstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw18937e61;NB-Antw18937e61;12465;Henri Van Heurckstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;59604;59604;12465;Henri Van Heurckstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;4205074;4205074;12465;Henri Van Heurckstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;4510429;4510429;12465;Henri Van Heurckstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;182863;182863;13292;Hopland;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1944470;1944470;13292;Hopland;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1944472;1944472;13292;Hopland;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1944474;1944474;13292;Hopland;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1944477;1944477;13292;Hopland;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1944478;1944478;13292;Hopland;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1944486;1944486;13292;Hopland;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1944489;1944489;13292;Hopland;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1944491;1944491;13292;Hopland;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1944494;1944494;13292;Hopland;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw6a84d83;NB-Antw6a84d83;13292;Hopland;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw18bc6d00;NB-Antw18bc6d00;13292;Hopland;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw30f1ae43;NB-Antw30f1ae43;13292;Hopland;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw40061b67;NB-Antw40061b67;13292;Hopland;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;61860;61860;13292;Hopland;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;110420;110420;13292;Hopland;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1317360;1317360;13292;Hopland;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;4510463;4510463;13292;Hopland;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;138345;138345;13292;Hopland;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1489809;1489809;13292;Hopland;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;59561;59561;13494;Huidevettersstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw53A9084;NB-Antw53A9084;13494;Huidevettersstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw5736f706;NB-Antw5736f706;13494;Huidevettersstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw594c2d20;NB-Antw594c2d20;13494;Huidevettersstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;12627;12627;13494;Huidevettersstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw8604a42;NB-Antw8604a42;15164;Kelderstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw11794562;NB-Antw11794562;15164;Kelderstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1960785;1960785;15164;Kelderstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1960787;1960787;15164;Kelderstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1960788;1960788;15164;Kelderstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1960790;1960790;15164;Kelderstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1960792;1960792;15164;Kelderstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1960793;1960793;15164;Kelderstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;60806;60806;15164;Kelderstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1803179;1803179;5377;Komedieplaats;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1803183;1803183;5377;Komedieplaats;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1803187;1803187;5377;Komedieplaats;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1803210;1803210;5377;Komedieplaats;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1803212;1803212;5377;Komedieplaats;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1803223;1803223;5377;Komedieplaats;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;5575370;5575370;5377;Komedieplaats;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;59566;59566;5377;Komedieplaats;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;59567;59567;5377;Komedieplaats;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;59569;59569;5377;Komedieplaats;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw894a784;NB-Antw894a784;5377;Komedieplaats;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw11aa8c04;NB-Antw11aa8c04;5377;Komedieplaats;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;60802;60802;5377;Komedieplaats;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw15c36330;NB-Antw15c36330;5377;Komedieplaats;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;60803;60803;5377;Komedieplaats;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw16dc1b43;NB-Antw16dc1b43;5377;Komedieplaats;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;874369;874369;5377;Komedieplaats;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;138241;138241;911;Lammekensraamveld;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;138242;138242;911;Lammekensraamveld;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;138243;138243;911;Lammekensraamveld;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1884975;1884975;9476;Lange Gasthuisstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1884981;1884981;9476;Lange Gasthuisstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;55493;55493;9476;Lange Gasthuisstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1884986;1884986;9476;Lange Gasthuisstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;55494;55494;9476;Lange Gasthuisstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1884994;1884994;9476;Lange Gasthuisstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1885032;1885032;9476;Lange Gasthuisstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1885040;1885040;9476;Lange Gasthuisstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1885133;1885133;9476;Lange Gasthuisstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1885147;1885147;9476;Lange Gasthuisstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw3f19966;NB-Antw3f19966;9476;Lange Gasthuisstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw1109e182;NB-Antw1109e182;9476;Lange Gasthuisstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw15A9b99;NB-Antw15A9b99;9476;Lange Gasthuisstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw15B9617;NB-Antw15B9617;9476;Lange Gasthuisstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw17470a38;NB-Antw17470a38;9476;Lange Gasthuisstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw215b6556;NB-Antw215b6556;9476;Lange Gasthuisstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw25750678;NB-Antw25750678;9476;Lange Gasthuisstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw318b4094;NB-Antw318b4094;9476;Lange Gasthuisstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw37a2a813;NB-Antw37a2a813;9476;Lange Gasthuisstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw41b7a535;NB-Antw41b7a535;9476;Lange Gasthuisstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw45d26957;NB-Antw45d26957;9476;Lange Gasthuisstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw51e89473;NB-Antw51e89473;9476;Lange Gasthuisstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;4504671;4504671;9476;Lange Gasthuisstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1982834;1982834;17901;Langegang;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw300c096;NB-Antw300c096;17901;Langegang;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw27180a12;NB-Antw27180a12;17901;Langegang;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;4066768;4066768;17901;Langegang;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;138342;138342;17901;Langegang;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;138343;138343;17901;Langegang;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;55489;55489;18541;Leopoldplaats;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;55490;55490;18541;Leopoldplaats;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1988443;1988443;18541;Leopoldplaats;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1988446;1988446;18541;Leopoldplaats;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;1988452;1988452;18541;Leopoldplaats;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw6Ad034;NB-Antw6Ad034;18541;Leopoldplaats;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;NB-Antw744e857;NB-Antw744e857;18541;Leopoldplaats;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;43814;43814;18541;Leopoldplaats;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;55487;55487;18549;Leopoldstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;55488;55488;18549;Leopoldstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;59570;59570;18549;Leopoldstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;59571;59571;18549;Leopoldstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;59591;59591;18549;Leopoldstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;59592;59592;18549;Leopoldstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;59593;59593;18549;Leopoldstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;59594;59594;18549;Leopoldstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;59595;59595;18549;Leopoldstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;59596;59596;18549;Leopoldstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;59597;59597;18549;Leopoldstraat;2000;Antwerpen
ANTWERPEN-WEST - FH09;BUILDING template;59599;59599;18549;Leopoldstraat;2000;Antwerpen
