Projectnummer;Opdrachttemplate;LU Key;LAM MK;LAM Street Code;Street;Municipality
EVERE - FH01;BUILDING template;5583151;5583151;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1120061;1120061;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620903;1620903;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620906;1620906;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620909;1620909;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620911;1620911;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620913;1620913;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620914;1620914;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620915;1620915;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620917;1620917;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620918;1620918;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1120062;1120062;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1120063;1120063;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620891;1620891;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620894;1620894;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620896;1620896;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620867;1620867;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;726064;726064;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;726063;726063;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620885;1620885;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620886;1620886;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620888;1620888;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;3916106;3916106;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;726061;726061;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;726060;726060;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;726062;726062;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620897;1620897;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620900;1620900;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620901;1620901;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620902;1620902;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620904;1620904;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620905;1620905;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620907;1620907;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620908;1620908;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620910;1620910;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620912;1620912;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;25433;25433;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620898;1620898;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1120060;1120060;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;3916107;3916107;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620941;1620941;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620882;1620882;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620883;1620883;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;726248;726248;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620916;1620916;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620919;1620919;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1289386;1289386;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;4114527;4114527;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620921;1620921;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620922;1620922;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620924;1620924;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620926;1620926;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620927;1620927;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620929;1620929;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620931;1620931;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620932;1620932;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620933;1620933;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620934;1620934;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1120058;1120058;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;726249;726249;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;4110463;4110463;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;726569;726569;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620936;1620936;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620937;1620937;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620938;1620938;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620939;1620939;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620940;1620940;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620942;1620942;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620944;1620944;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;25441;25441;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;4036998;4036998;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620950;1620950;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1120053;1120053;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620856;1620856;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620857;1620857;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620858;1620858;6770;Chaussée de Louvain - Leuvensesteenweg;Evere - Evere
EVERE - FH01;BUILDING template;1620969;1620969;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1620970;1620970;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1620974;1620974;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;726265;726265;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1620976;1620976;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;4119544;4119544;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1620978;1620978;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621022;1621022;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1620980;1620980;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621024;1621024;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1620982;1620982;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621026;1621026;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1620984;1620984;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621028;1621028;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1620986;1620986;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621029;1621029;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1620988;1620988;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621031;1621031;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1620990;1620990;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;4119533;4119533;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1620992;1620992;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621034;1621034;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621004;1621004;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;726095;726095;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621006;1621006;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;726267;726267;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621007;1621007;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621009;1621009;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621010;1621010;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621011;1621011;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;46315;46315;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621014;1621014;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1505809;1505809;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621016;1621016;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621019;1621019;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621020;1621020;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621021;1621021;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621023;1621023;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621025;1621025;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621027;1621027;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;4111569;4111569;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621030;1621030;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621032;1621032;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621033;1621033;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;15082;15082;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;46316;46316;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1620997;1620997;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1620998;1620998;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;46319;46319;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;46318;46318;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1620999;1620999;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621000;1621000;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621001;1621001;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621002;1621002;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621003;1621003;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621005;1621005;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;4107839;4107839;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621008;1621008;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;4113709;4113709;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;4114707;4114707;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621012;1621012;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621013;1621013;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621015;1621015;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;46317;46317;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621017;1621017;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;726266;726266;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;726178;726178;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;4044511;4044511;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621037;1621037;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621039;1621039;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621041;1621041;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621043;1621043;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621045;1621045;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621046;1621046;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621047;1621047;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;726180;726180;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;726181;726181;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621051;1621051;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621053;1621053;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621055;1621055;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621057;1621057;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621058;1621058;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621060;1621060;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621062;1621062;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621063;1621063;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621065;1621065;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621067;1621067;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621068;1621068;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621070;1621070;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;726179;726179;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621036;1621036;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621038;1621038;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621040;1621040;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621042;1621042;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621044;1621044;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;726097;726097;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;726096;726096;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621048;1621048;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621049;1621049;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621050;1621050;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1620972;1620972;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;726584;726584;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1620971;1620971;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1620973;1620973;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1620975;1620975;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1620977;1620977;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1620979;1620979;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1620981;1620981;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1620983;1620983;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1620985;1620985;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1620987;1620987;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1620989;1620989;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1620991;1620991;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1620993;1620993;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1366986;1366986;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1620994;1620994;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1620995;1620995;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1620996;1620996;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621052;1621052;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621054;1621054;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621056;1621056;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;726094;726094;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621059;1621059;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621061;1621061;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;4107454;4107454;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621064;1621064;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621066;1621066;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;726093;726093;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621069;1621069;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621071;1621071;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621072;1621072;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;726092;726092;6948;Rue du Maquis - Maquisstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621079;1621079;8045;Avenue des Olympiades - Olympiadenlaan ;Evere - Evere
EVERE - FH01;BUILDING template;1621082;1621082;8045;Avenue des Olympiades - Olympiadenlaan ;Evere - Evere
EVERE - FH01;BUILDING template;1119911;1119911;8045;Avenue des Olympiades - Olympiadenlaan ;Evere - Evere
EVERE - FH01;BUILDING template;756582;756582;8045;Avenue des Olympiades - Olympiadenlaan ;Evere - Evere
EVERE - FH01;BUILDING template;726864;726864;8096;Avenue des Olympiades - Olympiadenlaan ;Evere - Evere
EVERE - FH01;BUILDING template;1621086;1621086;8096;Avenue des Olympiades - Olympiadenlaan ;Evere - Evere
EVERE - FH01;BUILDING template;1621097;1621097;8096;Avenue des Olympiades - Olympiadenlaan ;Evere - Evere
EVERE - FH01;BUILDING template;726865;726865;8096;Avenue des Olympiades - Olympiadenlaan ;Evere - Evere
EVERE - FH01;BUILDING template;726863;726863;8096;Avenue des Olympiades - Olympiadenlaan ;Evere - Evere
EVERE - FH01;BUILDING template;726860;726860;8096;Avenue des Olympiades - Olympiadenlaan ;Evere - Evere
EVERE - FH01;BUILDING template;726859;726859;8096;Avenue des Olympiades - Olympiadenlaan ;Evere - Evere
EVERE - FH01;BUILDING template;1621103;1621103;8096;Avenue des Olympiades - Olympiadenlaan ;Evere - Evere
EVERE - FH01;BUILDING template;726861;726861;8096;Avenue des Olympiades - Olympiadenlaan ;Evere - Evere
EVERE - FH01;BUILDING template;726862;726862;8096;Avenue des Olympiades - Olympiadenlaan ;Evere - Evere
EVERE - FH01;BUILDING template;1621090;1621090;8096;Avenue des Olympiades - Olympiadenlaan ;Evere - Evere
EVERE - FH01;BUILDING template;1621092;1621092;8096;Avenue des Olympiades - Olympiadenlaan ;Evere - Evere
EVERE - FH01;BUILDING template;1621104;1621104;8096;Avenue des Olympiades - Olympiadenlaan ;Evere - Evere
EVERE - FH01;BUILDING template;1315029;1315029;8096;Avenue des Olympiades - Olympiadenlaan ;Evere - Evere
EVERE - FH01;BUILDING template;726858;726858;8096;Avenue des Olympiades - Olympiadenlaan ;Evere - Evere
EVERE - FH01;BUILDING template;1621100;1621100;8096;Avenue des Olympiades - Olympiadenlaan ;Evere - Evere
EVERE - FH01;BUILDING template;5046173;5046173;12073;Rue de Zaventem - Zaventemstraat;Evere - Evere
EVERE - FH01;BUILDING template;5046162;5046162;12073;Rue de Zaventem - Zaventemstraat;Evere - Evere
EVERE - FH01;BUILDING template;5046163;5046163;12073;Rue de Zaventem - Zaventemstraat;Evere - Evere
EVERE - FH01;BUILDING template;6028590;6028590;12073;Rue de Zaventem - Zaventemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1120013;1120013;12073;Rue de Zaventem - Zaventemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621549;1621549;12073;Rue de Zaventem - Zaventemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621550;1621550;12073;Rue de Zaventem - Zaventemstraat;Evere - Evere
EVERE - FH01;BUILDING template;3990961;3990961;12073;Rue de Zaventem - Zaventemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621551;1621551;12073;Rue de Zaventem - Zaventemstraat;Evere - Evere
EVERE - FH01;BUILDING template;3918848;3918848;12073;Rue de Zaventem - Zaventemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621552;1621552;12073;Rue de Zaventem - Zaventemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1120014;1120014;12073;Rue de Zaventem - Zaventemstraat;Evere - Evere
EVERE - FH01;BUILDING template;4015019;4015019;12073;Rue de Zaventem - Zaventemstraat;Evere - Evere
EVERE - FH01;BUILDING template;4085450;4085450;12073;Rue de Zaventem - Zaventemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621548;1621548;12073;Rue de Zaventem - Zaventemstraat;Evere - Evere
EVERE - FH01;BUILDING template;5046165;5046165;12073;Rue de Zaventem - Zaventemstraat;Evere - Evere
EVERE - FH01;BUILDING template;4125395;4125395;12073;Rue de Zaventem - Zaventemstraat;Evere - Evere
EVERE - FH01;BUILDING template;5046167;5046167;12073;Rue de Zaventem - Zaventemstraat;Evere - Evere
EVERE - FH01;BUILDING template;5046168;5046168;12073;Rue de Zaventem - Zaventemstraat;Evere - Evere
EVERE - FH01;BUILDING template;5046169;5046169;12073;Rue de Zaventem - Zaventemstraat;Evere - Evere
EVERE - FH01;BUILDING template;5046171;5046171;12073;Rue de Zaventem - Zaventemstraat;Evere - Evere
EVERE - FH01;BUILDING template;5046172;5046172;12073;Rue de Zaventem - Zaventemstraat;Evere - Evere
EVERE - FH01;BUILDING template;726286;726286;14810;Rue Hugo Verriest - Hugo Verrieststraat;Evere - Evere
EVERE - FH01;BUILDING template;1621732;1621732;14810;Rue Hugo Verriest - Hugo Verrieststraat;Evere - Evere
EVERE - FH01;BUILDING template;726287;726287;14810;Rue Hugo Verriest - Hugo Verrieststraat;Evere - Evere
EVERE - FH01;BUILDING template;726175;726175;14810;Rue Hugo Verriest - Hugo Verrieststraat;Evere - Evere
EVERE - FH01;BUILDING template;726173;726173;14810;Rue Hugo Verriest - Hugo Verrieststraat;Evere - Evere
EVERE - FH01;BUILDING template;726172;726172;14810;Rue Hugo Verriest - Hugo Verrieststraat;Evere - Evere
EVERE - FH01;BUILDING template;1621743;1621743;14810;Rue Hugo Verriest - Hugo Verrieststraat;Evere - Evere
EVERE - FH01;BUILDING template;1621719;1621719;14810;Rue Hugo Verriest - Hugo Verrieststraat;Evere - Evere
