LAM MK;TOTAAL;SU;BU;LU;Zip;File SSV Action;File SSV Status;File SSV Error;Area Type;Area FID;Area Version;Area Name;Zoning FID;Zoning Version;Zoning Name;Zoning Id;Zoning Tech;BG Id;BG Version;BG Name;BG SSV Action;BG SSV Status;BG SSV Error;BG Building SSV Action;BG Building SSV Status;BG Building SSV Error;Building FID;Building Version;LAM City Code;LAM Street Code;Nr;Suffix;Suburb;xPos;yPos;Name;Wall Mount;SS Reason;Number Floors;Height Cable;Orig VC Type;New VC Type;VC Method;Intro Tube;Prov Status;Prov Reason;Prov Planned;Prov Mod By;Prov Mod Date;Comments;SSV Flag;SSV Action;SSV Status;SSV Error;SSV Date;Seq;LU Key;LAM SK;Nature;Nr TPs;PBox;App;Block;Floor;OtherRef;CAD;CAD Details;CAD Type;CAD Type Descr;CAD SubType;Prov Status LU;Prov Reason LU;Prov Planned LU;Prov Mod By LU;Prov Mod Date LU;Comments LU;SSV Flag LU;SSV Action LU;SSV Status LU;SSV Error LU;SSV Date LU;planrrr_bid;planrrr_uid;Street;Municipality;LANGUAGE;BT
11314;21;0;0;21;4020;;;;Zoning;8464350;20191109094846;W03-C-Liege-FH11;8464350;20191109094846;W03-C-Liege-FH11;21413;FTTH-Cu;;;;;;;;;;504021;20190909114149;37700000;25719;33;;;236248,832;148010,587;;N;IRREG;6;0;Unknown;Unknown;;None;;;;;;;;MODIFY;;;;;;;LU;1;;;;;;;;;;;;;;;;;;NEW;;;;11314;;Rue Saint Remacle;Liege;NL;MDU
11314;21;0;0;21;4020;;;;Zoning;8464350;20191109094846;W03-C-Liege-FH11;8464350;20191109094846;W03-C-Liege-FH11;21413;FTTH-Cu;;;;;;;;;;504021;20190909114149;37700000;25719;33;;;236248,832;148010,587;;N;IRREG;6;0;Unknown;Unknown;;None;;;;;;;;MODIFY;;;;;;;LU;1;;;;;;;;;;;;;;;;;;NEW;;;;11314;;Rue Saint Remacle;Liege;NL;MDU
11314;21;0;0;21;4020;;;;Zoning;8464350;20191109094846;W03-C-Liege-FH11;8464350;20191109094846;W03-C-Liege-FH11;21413;FTTH-Cu;;;;;;;;;;504021;20190909114149;37700000;25719;33;;;236248,832;148010,587;;N;IRREG;6;0;Unknown;Unknown;;None;;;;;;;;MODIFY;;;;;;;LU;1;;;;;;;;;;;;;;;;;;NEW;;;;11314;;Rue Saint Remacle;Liege;NL;MDU
11314;21;0;0;21;4020;;;;Zoning;8464350;20191109094846;W03-C-Liege-FH11;8464350;20191109094846;W03-C-Liege-FH11;21413;FTTH-Cu;;;;;;;;;;504021;20190909114149;37700000;25719;33;;;236248,832;148010,587;;N;IRREG;6;0;Unknown;Unknown;;None;;;;;;;;MODIFY;;;;;;;LU;1;;;;;;;;;;;;;;;;;;NEW;;;;11314;;Rue Saint Remacle;Liege;NL;MDU
11314;21;0;0;21;4020;;;;Zoning;8464350;20191109094846;W03-C-Liege-FH11;8464350;20191109094846;W03-C-Liege-FH11;21413;FTTH-Cu;;;;;;;;;;504021;20190909114149;37700000;25719;33;;;236248,832;148010,587;;N;IRREG;6;0;Unknown;Unknown;;None;;;;;;;;MODIFY;;;;;;;LU;1;;;;;;;;;;;;;;;;;;NEW;;;;11314;;Rue Saint Remacle;Liege;NL;MDU
11314;21;0;0;21;4020;;;;Zoning;8464350;20191109094846;W03-C-Liege-FH11;8464350;20191109094846;W03-C-Liege-FH11;21413;FTTH-Cu;;;;;;;;;;504021;20190909114149;37700000;25719;33;;;236248,832;148010,587;;N;IRREG;6;0;Unknown;Unknown;;None;;;;;;;;MODIFY;;;;;;;LU;1;;;;;;;;;;;;;;;;;;NEW;;;;11314;;Rue Saint Remacle;Liege;NL;MDU
11314;21;0;0;21;4020;;;;Zoning;8464350;20191109094846;W03-C-Liege-FH11;8464350;20191109094846;W03-C-Liege-FH11;21413;FTTH-Cu;;;;;;;;;;504021;20190909114149;37700000;25719;33;;;236248,832;148010,587;;N;IRREG;6;0;Unknown;Unknown;;None;;;;;;;;MODIFY;;;;;;;LU;1;;;;;;;;;;;;;;;;;;NEW;;;;11314;;Rue Saint Remacle;Liege;NL;MDU
11314;21;0;0;21;4020;;;;Zoning;8464350;20191109094846;W03-C-Liege-FH11;8464350;20191109094846;W03-C-Liege-FH11;21413;FTTH-Cu;;;;;;;;;;504021;20190909114149;37700000;25719;33;;;236248,832;148010,587;;N;IRREG;6;0;Unknown;Unknown;;None;;;;;;;;MODIFY;;;;;;;LU;1;;;;;;;;;;;;;;;;;;NEW;;;;11314;;Rue Saint Remacle;Liege;NL;MDU
11314;21;0;0;21;4020;;;;Zoning;8464350;20191109094846;W03-C-Liege-FH11;8464350;20191109094846;W03-C-Liege-FH11;21413;FTTH-Cu;;;;;;;;;;504021;20190909114149;37700000;25719;33;;;236248,832;148010,587;;N;IRREG;6;0;Unknown;Unknown;;None;;;;;;;;MODIFY;;;;;;;LU;1;;;;;;;;;;;;;;;;;;NEW;;;;11314;;Rue Saint Remacle;Liege;NL;MDU
11314;21;0;0;21;4020;;;;Zoning;8464350;20191109094846;W03-C-Liege-FH11;8464350;20191109094846;W03-C-Liege-FH11;21413;FTTH-Cu;;;;;;;;;;504021;20190909114149;37700000;25719;33;;;236248,832;148010,587;;N;IRREG;6;0;Unknown;Unknown;;None;;;;;;;;MODIFY;;;;;;;LU;1;;;;;;;;;;;;;;;;;;NEW;;;;11314;;Rue Saint Remacle;Liege;NL;MDU
11314;21;0;0;21;4020;;;;Zoning;8464350;20191109094846;W03-C-Liege-FH11;8464350;20191109094846;W03-C-Liege-FH11;21413;FTTH-Cu;;;;;;;;;;504021;20190909114149;37700000;25719;33;;;236248,832;148010,587;;N;IRREG;6;0;Unknown;Unknown;;None;;;;;;;;MODIFY;;;;;;;LU;1;;;;;;;;;;;;;;;;;;NEW;;;;11314;;Rue Saint Remacle;Liege;NL;MDU
11314;21;0;0;21;4020;;;;Zoning;8464350;20191109094846;W03-C-Liege-FH11;8464350;20191109094846;W03-C-Liege-FH11;21413;FTTH-Cu;;;;;;;;;;504021;20190909114149;37700000;25719;33;;;236248,832;148010,587;;N;IRREG;6;0;Unknown;Unknown;;None;;;;;;;;MODIFY;;;;;;;LU;1;;;;;;;;;;;;;;;;;;NEW;;;;11314;;Rue Saint Remacle;Liege;NL;MDU
11314;21;0;0;21;4020;;;;Zoning;8464350;20191109094846;W03-C-Liege-FH11;8464350;20191109094846;W03-C-Liege-FH11;21413;FTTH-Cu;;;;;;;;;;504021;20190909114149;37700000;25719;33;;;236248,832;148010,587;;N;IRREG;6;0;Unknown;Unknown;;None;;;;;;;;MODIFY;;;;;;;LU;1;;;;;;;;;;;;;;;;;;NEW;;;;11314;;Rue Saint Remacle;Liege;NL;MDU
11388;2;0;0;2;4020;;;;Zoning;8464350;20191109094846;W03-C-Liege-FH11;8464350;20191109094846;W03-C-Liege-FH11;21413;FTTH-Cu;;;;;;;;;;504051;20190909114150;37700000;19358;1;;;236236,894;147555,415;;Y;NA;2;4;Unknown;Unknown;D - Facade Box;None;;;;;;;;MODIFY;;;;1;1291868;;LU;1;;;;;;Y;;HOUSE;WONING - MAISON;;;;;;;;;KEEP;;;;11388;1291868;Rue de Mulhouse;Liege;NL;MDU
11388;2;0;0;2;4020;;;;Zoning;8464350;20191109094846;W03-C-Liege-FH11;8464350;20191109094846;W03-C-Liege-FH11;21413;FTTH-Cu;;;;;;;;;;504051;20190909114150;37700000;19358;1;;;236236,894;147555,415;;Y;NA;2;4;Unknown;Unknown;D - Facade Box;None;;;;;;;;MODIFY;;;;;;;LU;1;;;;;;;;;;;;;;;;;;NEW;;;;11388;;Rue de Mulhouse;Liege;NL;MDU
664081;5;0;1;4;4020;;;;Zoning;8464350;20191109094846;W03-C-Liege-FH11;8464350;20191109094846;W03-C-Liege-FH11;21413;FTTH-Cu;;;;;;;;;;563043;20190909114344;37700000;29094;303;;;236267,193;147591,032;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;MODIFY;;;;1;1345628;;BU;1;;;;;;Y;;COMM;HANDELSZAAK - COMMERCE;;;;;;;;;KEEP;;;;664081;1345628;Rue Basse Wez;Liege;NL;MDU
664081;5;0;1;4;4020;;;;Zoning;8464350;20191109094846;W03-C-Liege-FH11;8464350;20191109094846;W03-C-Liege-FH11;21413;FTTH-Cu;;;;;;;;;;563043;20190909114344;37700000;29094;303;;;236267,193;147591,032;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;MODIFY;;;;;;;LU;1;;;;;;;;;;;;;;;;;;NEW;;;;664081;;Rue Basse Wez;Liege;NL;MDU
664081;5;0;1;4;4020;;;;Zoning;8464350;20191109094846;W03-C-Liege-FH11;8464350;20191109094846;W03-C-Liege-FH11;21413;FTTH-Cu;;;;;;;;;;563043;20190909114344;37700000;29094;303;;;236267,193;147591,032;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;MODIFY;;;;;;;LU;1;;;;;;;;;;;;;;;;;;NEW;;;;664081;;Rue Basse Wez;Liege;NL;MDU
664081;5;0;1;4;4020;;;;Zoning;8464350;20191109094846;W03-C-Liege-FH11;8464350;20191109094846;W03-C-Liege-FH11;21413;FTTH-Cu;;;;;;;;;;563043;20190909114344;37700000;29094;303;;;236267,193;147591,032;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;MODIFY;;;;;;;LU;1;;;;;;;;;;;;;;;;;;NEW;;;;664081;;Rue Basse Wez;Liege;NL;MDU
664081;5;0;1;4;4020;;;;Zoning;8464350;20191109094846;W03-C-Liege-FH11;8464350;20191109094846;W03-C-Liege-FH11;21413;FTTH-Cu;;;;;;;;;;563043;20190909114344;37700000;29094;303;;;236267,193;147591,032;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;MODIFY;;;;;;;LU;1;;;;;;;;;;;;;;;;;;NEW;;;;664081;;Rue Basse Wez;Liege;NL;MDU
664082;4;0;0;4;4020;;;;Zoning;8464350;20191109094846;W03-C-Liege-FH11;8464350;20191109094846;W03-C-Liege-FH11;21413;FTTH-Cu;;;;;;;;;;563044;20190909114344;37700000;29094;295;;;236271,605;147614,09;;Y;NA;3;4;Unknown;Unknown;D - Facade Box;None;;;;;;;;MODIFY;;;;1;1342048;;LU;1;;;;;;Y;;HOUSE;WONING - MAISON;;;;;;;;;KEEP;;;;664082;1342048;Rue Basse Wez;Liege;NL;MDU
