LAM MK;TOTAAL;SU;BU;LU;Zip;File SSV Action;File SSV Status;File SSV Error;Area Type;Area FID;Area Version;Area Name;Zoning FID;Zoning Version;Zoning Name;Zoning Id;Zoning Tech;BG Id;BG Version;BG Name;BG SSV Action;BG SSV Status;BG SSV Error;BG Building SSV Action;BG Building SSV Status;BG Building SSV Error;Building FID;Building Version;LAM City Code;LAM Street Code;Nr;Suffix;Suburb;xPos;yPos;Name;Wall Mount;SS Reason;Number Floors;Height Cable;Orig VC Type;New VC Type;VC Method;Intro Tube;Prov Status;Prov Reason;Prov Planned;Prov Mod By;Prov Mod Date;Comments;SSV Flag;SSV Action;SSV Status;SSV Error;SSV Date;Seq;LU Key;LAM SK;Nature;Nr TPs;PBox;App;Block;Floor;OtherRef;CAD;CAD Details;CAD Type;CAD Type Descr;CAD SubType;Prov Status LU;Prov Reason LU;Prov Planned LU;Prov Mod By LU;Prov Mod Date LU;Comments LU;SSV Flag LU;SSV Action LU;SSV Status LU;SSV Error LU;SSV Date LU;Street;Municipality;LANGUAGE;BT
173179;1;0;0;1;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739308;20191112115645;37370000;33930;19;;;173979,56;174835,55;;Y;NA;2;4;Undefined;Unknown;;None;;;;;;;;;;;;1;1897426;;LU;1;;;;;;Y;;HOUSE;WONING - MAISON;;;;;;;;;;;;;Weidestraat;Leuven;NL;SDU
173180;1;0;0;1;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739309;20191112113051;37370000;33930;16;;;174002,198;174839,872;;Y;NA;2;4;Undefined;Unknown;;None;;;;;;;;;;;;1;1893831;;LU;1;;;;;;Y;;HOUSE;WONING - MAISON;;;;;;;;;;;;;Weidestraat;Leuven;NL;SDU
173181;1;0;0;1;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739310;20191016183630;37370000;31543;10;;;173924,007;174810,828;;Y;NA;2;4;Undefined;Unknown;;None;;;;;;;;;;;;1;1882666;;LU;1;;;;;;Y;;HOUSE;WONING - MAISON;;;;;;;;;;;;;Jean-Baptiste Van Monsstraat;Leuven;NL;SDU
173268;1;0;1;0;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;6640446;20191016183807;37370000;20898;50;;;173810,059;174749,685;;Y;NA;3;4;Undefined;Unknown;;None;;;;;;;;;;;;1;10929202;;BU;1;;;;;;;;;;;;;;;;;;;;;;Jan-Pieter Minckelersstraat;Leuven;NL;SDU
173269;1;0;0;1;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;6640467;20191016183809;37370000;20898;92;;;173756;174825;;Y;NA;2;4;Undefined;Unknown;;None;;;;;;;;;;;;1;10929232;;LU;1;;;;;;;;;;;;;;;;;;;;;;Jan-Pieter Minckelersstraat;Leuven;NL;SDU
173270;8;0;1;7;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;11359371;20191016183630;;;;;;;;739313;20191016183630;37370000;20898;128;;;173686,782;174918,387;;N;IRREG;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;;;;;;1;1888489;3555090;LU;1;1;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;;;;;;;;;;;;;Jan-Pieter Minckelersstraat;Leuven;NL;MDU
173270;8;0;1;7;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;11359371;20191016183630;;;;;;;;739313;20191016183630;37370000;20898;128;;;173686,782;174918,387;;N;IRREG;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;;;;;;2;1888490;3555091;LU;1;2;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;;;;;;;;;;;;;Jan-Pieter Minckelersstraat;Leuven;NL;MDU
173270;8;0;1;7;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;11359371;20191016183630;;;;;;;;739313;20191016183630;37370000;20898;128;;;173686,782;174918,387;;N;IRREG;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;;;;;;3;1888491;3555092;LU;1;3;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;;;;;;;;;;;;;Jan-Pieter Minckelersstraat;Leuven;NL;MDU
173270;8;0;1;7;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;11359371;20191016183630;;;;;;;;739313;20191016183630;37370000;20898;128;;;173686,782;174918,387;;N;IRREG;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;;;;;;4;1888492;3555093;LU;1;4;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;;;;;;;;;;;;;Jan-Pieter Minckelersstraat;Leuven;NL;MDU
173270;8;0;1;7;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;11359371;20191016183630;;;;;;;;739313;20191016183630;37370000;20898;128;;;173686,782;174918,387;;N;IRREG;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;;;;;;5;10930614;3555094;LU;1;5;;;;;;;;;;;;;;;;;;;;;Jan-Pieter Minckelersstraat;Leuven;NL;MDU
173270;8;0;1;7;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;11359371;20191016183630;;;;;;;;739313;20191016183630;37370000;20898;128;;;173686,782;174918,387;;N;IRREG;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;;;;;;6;10930615;3555095;LU;1;6;;;;;;;;;;;;;;;;;;;;;Jan-Pieter Minckelersstraat;Leuven;NL;MDU
173270;8;0;1;7;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;11359371;20191016183630;;;;;;;;739313;20191016183630;37370000;20898;128;;;173686,782;174918,387;;N;IRREG;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;;;;;;7;10930616;3555096;LU;1;7;;;;;;;;;;;;;;;;;;;;;Jan-Pieter Minckelersstraat;Leuven;NL;MDU
173270;8;0;1;7;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;11359371;20191016183630;;;;;;;;739313;20191016183630;37370000;20898;128;;;173686,782;174918,387;;N;IRREG;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;;;;;;8;10930617;3569329;BU;1;;BU;;;;;;;;;;;;;;;;;;;;Jan-Pieter Minckelersstraat;Leuven;NL;MDU
173272;3;0;1;2;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;6640468;20191016183802;37370000;20898;94;;;173830;174896;;Y;NA;4;4;Undefined;Unknown;D - Facade Box;None;;;;;;;;;;;;1;10929233;3578199;BU;1;BU;;;;;;;;;;;;;;;;;;;;;Jan-Pieter Minckelersstraat;Leuven;NL;MDU
173272;3;0;1;2;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;6640468;20191016183802;37370000;20898;94;;;173830;174896;;Y;NA;4;4;Undefined;Unknown;D - Facade Box;None;;;;;;;;;;;;2;10929234;3578200;LU;1;LU1;;;;;;;;;;;;;;;;;;;;;Jan-Pieter Minckelersstraat;Leuven;NL;MDU
173272;3;0;1;2;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;6640468;20191016183802;37370000;20898;94;;;173830;174896;;Y;NA;4;4;Undefined;Unknown;D - Facade Box;None;;;;;;;;;;;;3;10929235;3578201;LU;1;LU2;;;;;;;;;;;;;;;;;;;;;Jan-Pieter Minckelersstraat;Leuven;NL;MDU
173273;1;0;1;0;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;14012583;20191016183750;2+48;;;;;;;6640445;20191016183807;37370000;20898;48;;;173824;174728;;Y;NA;3;4;Undefined;Unknown;;None;;;;;;;;;;;;1;10929201;;BU;1;;;;;;;;;;;;;;;;;;;;;;Jan-Pieter Minckelersstraat;Leuven;NL;SDU
173274;1;0;0;1;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;6640431;20191016183806;37370000;20898;28;;;173854;174685;;Y;NA;3;4;Undefined;Unknown;;None;;;;;;;;;;;;1;10929181;;LU;1;;;;;;;;;;;;;;;;;;;;;;Jan-Pieter Minckelersstraat;Leuven;NL;SDU
173275;1;0;1;0;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;5157297;20191016183609;37370000;26052;6;;;173664,483;174895,792;;N;IRREG;2;0;Undefined;Unknown;;None;;;;;;;;;;;;2;10521883;;BU;1;;;;;;Y;;CARE;ZORGINSTELLING - ETABLISSEMENT DE BIENFAISANCE;;;;;;;;;;;;;Rijdende-Artillerielaan;Leuven;NL;SDU
173327;1;0;0;1;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;6640440;20191016183807;37370000;20898;38;;;173841;174706;;Y;NA;3;4;Undefined;Unknown;;None;;;;;;;;;;;;1;10929196;;LU;1;;;;;;;;;;;;;;;;;;;;;;Jan-Pieter Minckelersstraat;Leuven;NL;SDU
173896;31;1;0;30;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739319;20191016183630;37370000;29094;55;;;173575,704;174768,028;;N;IRREG;6;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;1;1924730;3555346;LU;1;1;;;;;Y;#A.GV/A/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Sint-Maartenstraat;Leuven;NL;MDU
173896;31;1;0;30;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739319;20191016183630;37370000;29094;55;;;173575,704;174768,028;;N;IRREG;6;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;2;1924733;887172;LU;1;2;;;;;Y;#A.GV/B/K16;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Sint-Maartenstraat;Leuven;NL;MDU
173896;31;1;0;30;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739319;20191016183630;37370000;29094;55;;;173575,704;174768,028;;N;IRREG;6;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;3;1924753;1469681;LU;1;3;;;;;Y;#A1/A/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Sint-Maartenstraat;Leuven;NL;MDU
173896;31;1;0;30;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739319;20191016183630;37370000;29094;55;;;173575,704;174768,028;;N;IRREG;6;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;4;1924755;887180;LU;1;4;;;;;Y;#A1/B/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Sint-Maartenstraat;Leuven;NL;MDU
173896;31;1;0;30;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739319;20191016183630;37370000;29094;55;;;173575,704;174768,028;;N;IRREG;6;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;5;1924758;3555347;LU;1;5;;;;;Y;#A1/C/K21.22;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Sint-Maartenstraat;Leuven;NL;MDU
173896;31;1;0;30;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739319;20191016183630;37370000;29094;55;;;173575,704;174768,028;;N;IRREG;6;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;6;1924759;887181;LU;1;6;;;;;Y;#A1/D/K14;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Sint-Maartenstraat;Leuven;NL;MDU
173896;31;1;0;30;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739319;20191016183630;37370000;29094;55;;;173575,704;174768,028;;N;IRREG;6;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;7;1924761;887184;LU;1;7;;;;;Y;#A1/E/K27;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Sint-Maartenstraat;Leuven;NL;MDU
173896;31;1;0;30;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739319;20191016183630;37370000;29094;55;;;173575,704;174768,028;;N;IRREG;6;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;8;1924777;887185;LU;1;8;;;;;Y;#A2/A/K1;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Sint-Maartenstraat;Leuven;NL;MDU
173896;31;1;0;30;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739319;20191016183630;37370000;29094;55;;;173575,704;174768,028;;N;IRREG;6;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;9;1924778;3555348;LU;1;9;;;;;Y;#A2/B/K3-S2;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Sint-Maartenstraat;Leuven;NL;MDU
173896;31;1;0;30;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739319;20191016183630;37370000;29094;55;;;173575,704;174768,028;;N;IRREG;6;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;10;1924781;887167;LU;1;10;;;;;Y;#A2/C/K24-S13;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Sint-Maartenstraat;Leuven;NL;MDU
173896;31;1;0;30;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739319;20191016183630;37370000;29094;55;;;173575,704;174768,028;;N;IRREG;6;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;11;1924782;3555349;LU;1;11;;;;;Y;#A2/D/K19;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Sint-Maartenstraat;Leuven;NL;MDU
173896;31;1;0;30;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739319;20191016183630;37370000;29094;55;;;173575,704;174768,028;;N;IRREG;6;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;12;1924784;887169;LU;1;12;;;;;Y;#A2/E/K8.9;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Sint-Maartenstraat;Leuven;NL;MDU
173896;31;1;0;30;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739319;20191016183630;37370000;29094;55;;;173575,704;174768,028;;N;IRREG;6;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;13;1924798;887170;LU;1;13;;;;;Y;#A3/A/K2;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Sint-Maartenstraat;Leuven;NL;MDU
173896;31;1;0;30;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739319;20191016183630;37370000;29094;55;;;173575,704;174768,028;;N;IRREG;6;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;14;1924799;3555350;LU;1;14;;;;;Y;#A3/B/K5-S3;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Sint-Maartenstraat;Leuven;NL;MDU
173896;31;1;0;30;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739319;20191016183630;37370000;29094;55;;;173575,704;174768,028;;N;IRREG;6;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;15;1924802;887171;LU;1;15;;;;;Y;#A3/C/K7;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Sint-Maartenstraat;Leuven;NL;MDU
173896;31;1;0;30;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739319;20191016183630;37370000;29094;55;;;173575,704;174768,028;;N;IRREG;6;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;16;1924803;3555351;LU;1;16;;;;;Y;#A3/D/K20-S7;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Sint-Maartenstraat;Leuven;NL;MDU
173896;31;1;0;30;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739319;20191016183630;37370000;29094;55;;;173575,704;174768,028;;N;IRREG;6;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;17;1924805;3555352;LU;1;17;;;;;Y;#A3/E/K30;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Sint-Maartenstraat;Leuven;NL;MDU
173896;31;1;0;30;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739319;20191016183630;37370000;29094;55;;;173575,704;174768,028;;N;IRREG;6;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;18;1924818;3555353;LU;1;18;;;;;Y;#A4/A/K6-S11;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Sint-Maartenstraat;Leuven;NL;MDU
173896;31;1;0;30;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739319;20191016183630;37370000;29094;55;;;173575,704;174768,028;;N;IRREG;6;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;19;1924819;1269373;LU;1;19;;;;;Y;#A4/B/K13;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Sint-Maartenstraat;Leuven;NL;MDU
173896;31;1;0;30;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739319;20191016183630;37370000;29094;55;;;173575,704;174768,028;;N;IRREG;6;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;20;1924821;887173;LU;1;20;;;;;Y;#A4/C/K23;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Sint-Maartenstraat;Leuven;NL;MDU
173896;31;1;0;30;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739319;20191016183630;37370000;29094;55;;;173575,704;174768,028;;N;IRREG;6;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;21;1924822;3555354;LU;1;21;;;;;Y;#A4/D/K18;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Sint-Maartenstraat;Leuven;NL;MDU
173896;31;1;0;30;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739319;20191016183630;37370000;29094;55;;;173575,704;174768,028;;N;IRREG;6;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;22;1924823;887175;LU;1;22;;;;;Y;#A4/E/K26;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Sint-Maartenstraat;Leuven;NL;MDU
173896;31;1;0;30;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739319;20191016183630;37370000;29094;55;;;173575,704;174768,028;;N;IRREG;6;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;23;1924829;887176;LU;1;23;;;;;Y;#A5/A/K10;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Sint-Maartenstraat;Leuven;NL;MDU
173896;31;1;0;30;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739319;20191016183630;37370000;29094;55;;;173575,704;174768,028;;N;IRREG;6;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;24;1924830;3555355;LU;1;24;;;;;Y;#A5/B/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Sint-Maartenstraat;Leuven;NL;MDU
173896;31;1;0;30;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739319;20191016183630;37370000;29094;55;;;173575,704;174768,028;;N;IRREG;6;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;25;1924831;1402660;LU;1;25;;;;;Y;#A5/C/K28.31-S9;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Sint-Maartenstraat;Leuven;NL;MDU
173896;31;1;0;30;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739319;20191016183630;37370000;29094;55;;;173575,704;174768,028;;N;IRREG;6;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;26;1924832;3555357;LU;1;26;;;;;Y;#A5/D/K11.17-S4;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Sint-Maartenstraat;Leuven;NL;MDU
173896;31;1;0;30;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739319;20191016183630;37370000;29094;55;;;173575,704;174768,028;;N;IRREG;6;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;27;1924833;887177;LU;1;27;;;;;Y;#A5/E/K12;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Sint-Maartenstraat;Leuven;NL;MDU
173896;31;1;0;30;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739319;20191016183630;37370000;29094;55;;;173575,704;174768,028;;N;IRREG;6;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;28;1924834;3555358;LU;1;28;;;;;Y;#A6/A/K29;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Sint-Maartenstraat;Leuven;NL;MDU
173896;31;1;0;30;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739319;20191016183630;37370000;29094;55;;;173575,704;174768,028;;N;IRREG;6;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;29;1924835;887178;LU;1;29;;;;;Y;#A6/B/K15.K25-S8;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;Sint-Maartenstraat;Leuven;NL;MDU
173896;31;1;0;30;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739319;20191016183630;37370000;29094;55;;;173575,704;174768,028;;N;IRREG;6;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;30;10962964;887179;LU;1;30;;;;;N;;;;;;;;;;;;;;;;Sint-Maartenstraat;Leuven;NL;MDU
173896;31;1;0;30;3000;;;;Zoning;5623303;20191109094843;W02-D-Leuven-FH03;5623303;20191109094843;W02-D-Leuven-FH03;15483;FTTH-Cu;;;;;;;;;;739319;20191016183630;37370000;29094;55;;;173575,704;174768,028;;N;IRREG;6;4;Undefined;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;31;10962965;3565625;SU;1;;SU;;;;N;;;;;;;;;;;;;;;;Sint-Maartenstraat;Leuven;NL;MDU
